ts_code,trade_date,name,close,pct_change,turnover_rate,amount,l_sell,l_buy,l_amount,net_amount,net_rate,amount_rate,float_values,reason
000056.SZ,20260917,*ST皇庭,2.54,-9.9291,7.43,176857163.0,34252727.94,15982533.0,50235260.94,-18270194.94,-10.33,28.4,2436558655.28,日跌幅偏离值达到7%的前5只证券
000572.SZ,20260917,海马汽车,4.36,7.9208,12.84,881286683.0,112425591.46,229377767.24,341803358.7,116952175.78,13.27,38.78,7160223372.12,日振幅值达到15%的前5只证券
000978.SZ,20260917,桂林旅游,7.97,-9.3288,35.24,1340238529.0,165121877.99,101169698.99,266291576.98,-63952179.0,-4.77,19.87,3730928857.11,日换手率达到20%的前5只证券
000978.SZ,20260917,桂林旅游,7.97,-9.3288,35.24,2197555788.0,223305498.97,167626125.99,390931624.96,-55679372.98,-2.53,17.79,3730928857.11,连续三个交易日内，跌幅偏离值累计达到20%的证券
000980.SZ,20260917,众泰汽车,2.37,10.2326,12.72,1443469475.0,136466715.0,199819773.88,336286488.88,63353058.88,4.39,23.3,11950691438.43,日涨幅偏离值达到7%的前5只证券
000981.SZ,20260917,山子高科,3.01,9.854,9.32,2598886073.0,188164455.59,581698664.97,769863120.56,393534209.38,15.14,29.62,28635201839.93,日涨幅偏离值达到7%的前5只证券
001209.SZ,20260917,洪兴股份,19.26,0.156,19.09,370161233.0,61721340.31,58681892.0,120403232.31,-3039448.31,-0.82,32.53,1851398238.96,日振幅值达到15%的前5只证券
002137.SZ,20260917,实益达,8.55,4.2683,33.87,1171882390.0,188112517.27,150802799.79,338915317.06,-37309717.48,-3.18,28.92,3389724073.8,日换手率达到20%的前5只证券
002163.SZ,20260917,海南发展,7.86,-9.9656,9.74,628456719.0,274494403.57,88626047.56,363120451.13,-185868356.01,-29.58,57.78,6315894157.5,日跌幅偏离值达到7%的前5只证券
002285.SZ,20260917,世联行,2.63,10.0418,6.52,650196338.0,71845653.6,100974244.37,172819897.97,29128590.77,4.48,26.58,5204794672.03,连续三个交易日内，涨幅偏离值累计达到20%的证券
002531.SZ,20260917,天顺风能,8.17,4.4757,15.01,2074856920.0,182691406.29,189203230.04,371894636.33,6511823.75,0.31,17.92,14598716453.83,日振幅值达到15%的前5只证券
002579.SZ,20260917,中京电子,20.48,4.2239,31.1,3648834804.0,507206785.98,534389516.92,1041596302.9,27182730.94,0.74,28.55,11948815503.36,日换手率达到20%的前5只证券
002584.SZ,20260917,西陇科学,9.52,-0.3141,53.92,2610262975.0,425816926.18,255788916.44,681605842.62,-170028009.74,-6.51,26.11,4580446497.76,日换手率达到20%的前5只证券
002640.SZ,20260917,跨境通,3.77,9.9125,19.29,1078934316.0,98962433.0,313424014.0,412386447.0,214461581.0,19.88,38.22,5836946910.6,日涨幅偏离值达到7%的前5只证券
002655.SZ,20260917,共达电声,40.77,10.0108,10.1,1450991869.0,217397143.0,400119816.0,617516959.0,182722673.0,12.59,42.56,14810603517.0,日涨幅偏离值达到7%的前5只证券
002796.SZ,20260917,世嘉科技,32.54,10.0068,10.47,756329583.0,145263726.76,151292795.0,296556521.76,6029068.24,0.8,39.21,7409478495.62,日涨幅偏离值达到7%的前5只证券
002824.SZ,20260917,和胜股份,29.68,5.6604,22.91,2815583588.0,542481615.61,683385226.64,1225866842.25,140903611.03,5.0,43.54,6712907538.4,连续三个交易日内，涨幅偏离值累计达到20%的证券
002912.SZ,20260917,中新赛克,23.4,-8.6294,18.86,720783596.0,65346966.16,84369078.55,149716044.71,19022112.39,2.64,20.77,3796014362.4,日跌幅偏离值达到7%的前5只证券
002997.SZ,20260917,瑞鹄模具,26.67,-8.4763,4.19,236355249.0,31577122.59,26534796.54,58111919.13,-5042326.05,-2.13,24.59,5582599737.75,日跌幅偏离值达到7%的前5只证券
003001.SZ,20260917,中岩大地,20.32,10.0162,31.79,714545591.0,101211522.6,107098485.92,208310008.52,5886963.32,0.82,29.15,2323612360.64,日换手率达到20%的前5只证券
003001.SZ,20260917,中岩大地,20.32,10.0162,31.79,1046412094.0,127992090.92,144582359.32,272574450.24,16590268.4,1.59,26.05,2323612360.64,连续三个交易日内，涨幅偏离值累计达到20%的证券
300189.SZ,20260917,神农种业,6.68,8.6179,34.48,1967012286.0,282954762.96,195419914.13,478374677.09,-87534848.83,-4.45,24.32,5920152832.32,日换手率达到30%的前5只证券
300243.SZ,20260917,瑞丰高材,21.22,6.9018,34.1,1627352720.0,231078179.17,374968516.15,606046695.32,143890336.98,8.84,37.24,4745828745.54,日换手率达到30%的前5只证券
300434.SZ,20260917,金石亚药,12.49,19.9808,13.14,552381526.0,81982244.56,191480838.0,273463082.56,109498593.44,19.82,49.51,4288606817.64,日涨幅达到15%的前5只证券
300741.SZ,20260917,华宝股份,27.17,20.0088,5.16,820267736.0,121890068.07,133568457.69,255458525.76,11678389.62,1.42,31.14,16733382165.5,日涨幅达到15%的前5只证券
300939.SZ,20260917,秋田微,95.4,17.6326,7.58,811344266.0,114400322.0,152957176.66,267357498.66,38556854.66,4.75,32.95,11448000000.0,日涨幅达到15%的前5只证券
300939.SZ,20260917,秋田微,95.4,17.6326,7.58,1233008039.0,213115281.86,234110188.61,447225470.47,20994906.75,1.7,36.27,11448000000.0,连续三个交易日内，涨幅偏离值累计达到30%的证券
301390.SZ,20260917,经纬股份,45.0,20.0,1.21,26682615.0,7807500.0,22063500.0,29871000.0,14256000.0,53.43,111.95,2207528100.0,日涨幅达到15%的前5只证券
301520.SZ,20260917,万邦医药,75.03,9.9985,53.74,1310929499.0,130339025.02,129101284.01,259440309.03,-1237741.01,-0.09,19.79,2453364178.29,日换手率达到30%的前5只证券
301689.SZ,20260917,电科思仪,52.5,-1.7774,38.79,1174944437.0,191272733.17,176968700.76,368241433.93,-14304032.41,-1.22,31.34,3021976230.0,日换手率达到30%的前5只证券
301699.SZ,20260917,洛轴股份,28.48,4.0175,40.81,781174584.0,93586940.1,99752156.51,193339096.61,6165216.41,0.79,24.75,1991647667.52,日换手率达到30%的前5只证券
600127.SH,20260917,金健米业,13.02,9.9662,30.02,2373475036.0,250532482.25,465896012.93,716428495.18,215363530.68,9.07,30.18,8356017498.36,有价格涨跌幅限制的日换手率达到20%的前五只证券
600354.SH,20260917,敦煌种业,9.75,10.0451,26.16,1284844051.0,217151230.76,164140855.08,381292085.84,-53010375.68,-4.13,29.68,5146070280.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
600356.SH,20260917,恒丰纸业,10.19,10.0432,7.78,228226439.0,46576006.8,50883327.0,97459333.8,4307320.2,1.89,42.7,3044072741.82,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
600371.SH,20260917,万向德农,15.64,9.9859,27.29,1147572898.0,167012365.93,117063937.7,284076303.63,-49948428.23,-4.35,24.75,4575919920.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券
600371.SH,20260917,万向德农,15.64,9.9859,27.29,1749628688.0,190217445.76,208954678.22,399172123.98,18737232.46,1.07,22.81,4575919920.0,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券
600609.SH,20260917,金杯汽车,3.58,10.1538,6.33,284158161.0,37926249.16,69644026.78,107570275.94,31717777.62,11.16,37.86,4670319637.64,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
600630.SH,20260917,龙头股份,7.54,10.073,10.48,327645530.0,55714090.27,55392368.5,111106458.77,-321721.77,-0.1,33.91,3203456441.38,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
600792.SH,20260917,云煤能源,5.34,10.1031,14.23,773307370.0,90746029.0,132688089.0,223434118.0,41942060.0,5.42,28.89,5926992024.0,有价格涨跌幅限制的日收盘价格涨幅偏离值达到7%的前五只证券
601086.SH,20260917,国芳集团,14.6,0.2059,17.19,1650973388.0,99580690.98,112179750.0,211760440.98,12599059.02,0.76,12.83,9723600000.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券
601091.SH,20260917,沈鼓集团,20.8,373.8041,79.62,2181187373.0,150749265.38,188963851.83,339713117.21,38214586.45,1.75,15.57,4392194185.6,无价格涨跌幅限制的证券
601218.SH,20260917,吉鑫科技,5.74,9.9617,27.91,1441412430.0,113482660.05,159756050.88,273238710.93,46273390.83,3.21,18.96,5562252358.88,有价格涨跌幅限制的日换手率达到20%的前五只证券
601218.SH,20260917,吉鑫科技,5.74,9.9617,27.91,3142331331.0,202565930.05,245489057.73,448054987.78,42923127.68,1.37,14.26,5562252358.88,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券
603042.SH,20260917,华脉科技,17.69,3.0886,33.83,1226822454.0,154614816.21,145020196.81,299635013.02,-9594619.4,-0.78,24.42,3693084550.48,有价格涨跌幅限制的日换手率达到20%的前五只证券
603082.SH,20260917,北自科技,51.17,-3.4164,50.26,1077865587.0,216351360.17,178310120.7,394661480.87,-38041239.47,-3.53,36.62,2075296573.0,有价格涨跌幅限制的日换手率达到20%的前五只证券
603159.SH,20260917,上海亚虹,22.95,-3.3277,12.28,409638639.0,92300233.6,61030289.06,153330522.66,-31269944.54,-7.63,37.43,3213000000.0,有价格涨跌幅限制的日价格振幅达到15%的前五只证券
603186.SH,20260917,华正新材,230.0,-9.4453,15.76,5935779870.0,798130182.05,969819253.66,1767949435.71,171689071.61,2.89,29.78,36061819140.0,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券
603230.SH,20260917,内蒙新华,12.25,9.9641,1.68,199911692.0,26984738.0,75542544.0,102527282.0,48557806.0,24.29,51.29,4330656750.0,非S证券连续三个交易日内收盘价格涨幅偏离值累计达到20%的证券
603248.SH,20260917,锡华科技,22.34,9.9951,33.89,491913242.0,80013081.22,131180977.71,211194058.93,51167896.49,10.4,42.93,1597420605.34,有价格涨跌幅限制的日换手率达到20%的前五只证券
603406.SH,20260917,天富龙,27.65,-7.864,7.54,125819831.0,14276465.44,13445074.0,27721539.44,-831391.44,-0.66,22.03,1623603271.85,有价格涨跌幅限制的日收盘价格跌幅偏离值达到7%的前五只证券
688004.SH,20260917,博汇科技,37.1,12.9032,23.84,1383781800.0,269873545.22,306812809.56,576686354.78,36939264.34,2.67,41.67,2971264800.0,有价格涨跌幅限制的连续3个交易日内收盘价格涨幅偏离值累计达到30%的证券
