ts_code,trade_date,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag
000034.SZ,20260625,1min,241,1,09:34:00,15:00:00,1,0,0.859,0,,0.0,59.8461,0.017336,0.0,31,0.0,70.0,74.4538,8.25,neutral_limitup
000048.SZ,20260625,1min,241,1,13:24:00,15:00:00,3,4,0.8965,4,1.75,96.25,45.3087,0.01348,0.0,31,0.0,24.25,49.5051,43.1,high_open_board_risk
000100.SZ,20260625,1min,241,1,09:48:00,15:00:00,8,4,2.2472,4,49.75,20.0,10.5169,0.009855,0.0,31,0.0,34.0,43.4551,60.7,high_open_board_risk
000636.SZ,20260625,1min,241,1,11:23:00,15:00:00,3,3,1.2308,3,3.3333,92.6667,54.0483,0.010537,0.0,31,0.0,33.5333,56.3045,34.9033,high_open_board_risk
000766.SZ,20260625,1min,241,1,14:21:00,15:00:00,1,0,0.1127,0,,0.0,64.3236,0.05917,0.0,31,0.0,45.0,64.5471,12.0,neutral_limitup
000783.SZ,20260625,1min,241,1,10:24:00,15:00:00,3,2,2.1675,2,35.5,29.5,38.3201,0.026856,0.0,31,0.0,42.9,55.801,41.59,neutral_limitup
000811.SZ,20260625,1min,241,1,09:38:00,15:00:00,7,4,2.2422,4,49.5,20.0,10.5471,0.017665,0.0,31,0.0,34.0,43.4641,60.7,high_open_board_risk
000818.SZ,20260625,1min,241,1,09:33:00,15:00:00,1,0,0.0,0,,0.0,65.0,0.010345,0.0,31,0.0,70.0,76.0,8.25,healthy_limitup
000823.SZ,20260625,1min,241,1,09:33:00,15:00:00,1,0,0.7344,0,,0.0,60.5934,0.015783,0.0,31,0.0,70.0,74.678,8.25,neutral_limitup
000962.SZ,20260625,1min,241,1,09:49:00,15:00:00,3,1,3.8681,1,176.0,20.0,36.7912,0.009356,0.0,31,0.0,64.0,64.8374,33.1,neutral_limitup
001309.SZ,20260625,1min,241,1,13:27:00,15:00:00,1,1,0.44,1,4.0,90.0,81.8603,0.028676,0.0,31,0.0,53.0,73.4081,17.25,neutral_limitup
001330.SZ,20260625,1min,241,1,10:57:00,15:00:00,1,0,1.1544,0,,0.0,58.0736,0.009233,0.0,31,0.0,57.0,68.0721,10.2,neutral_limitup
002025.SZ,20260625,1min,241,1,09:38:00,15:00:00,5,6,2.9071,6,2.0,95.0,8.8077,0.020052,0.0,28,24.0,23.0,31.9923,53.8,high_open_board_risk
002056.SZ,20260625,1min,241,1,11:17:00,15:00:00,1,0,0.894,0,,0.0,59.6358,0.01024,0.0,31,0.0,45.0,63.1407,12.0,neutral_limitup
002068.SZ,20260625,1min,241,1,09:32:00,15:00:00,1,1,4.383,1,1.0,100.0,61.702,0.007183,0.0,31,0.0,80.0,79.5106,10.7,healthy_limitup
002080.SZ,20260625,1min,241,1,09:48:00,15:00:00,2,1,0.3121,1,1.0,100.0,86.1276,0.009516,0.0,31,0.0,80.0,86.8383,10.7,healthy_limitup
