trade_date,industry,limit_up_count,rank
20260521,元器件,7,1
20260521,汽车配件,4,2
20260521,生物制药,3,3
20260521,火力发电,2,4
20260521,软件服务,2,5
20260521,IT设备,1,6
20260521,专用机械,1,7
20260521,仓储物流,1,8
20260521,公共交通,1,9
20260521,化学制药,1,10
