ts_code,trade_date,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag
000066.SZ,20260706,1min,241,1,13:13:00,15:00:00,1,0,0.3719,0,,0.0,62.7683,0.031207,0.0,31,0.0,45.0,64.0805,12.0,neutral_limitup
000301.SZ,20260706,1min,241,1,14:12:00,15:00:00,1,0,0.2896,0,,0.0,63.2621,0.045319,0.0,31,0.0,45.0,64.2286,12.0,neutral_limitup
000545.SZ,20260706,1min,241,1,09:39:00,15:00:00,1,0,2.583,0,,0.0,49.5018,0.019308,0.0,31,0.0,70.0,71.3506,8.25,neutral_limitup
000593.SZ,20260706,1min,241,1,09:45:00,15:00:00,1,0,0.7705,0,,0.0,60.3771,0.007853,0.0,31,0.0,70.0,74.6131,8.25,neutral_limitup
000656.SZ,20260706,1min,241,1,09:30:00,15:00:00,1,0,3.4965,0,,0.0,44.021,0.001703,0.0,31,0.0,70.0,69.7063,8.25,neutral_limitup
000892.SZ,20260706,1min,241,1,09:36:00,15:00:00,1,0,4.5213,0,,0.0,37.8723,0.028662,0.0,31,0.0,70.0,67.8617,8.25,neutral_limitup
000938.SZ,20260706,1min,241,1,13:47:00,15:00:00,1,0,0.5104,0,,0.0,61.9379,0.031172,0.0,31,0.0,45.0,63.8314,12.0,neutral_limitup
001287.SZ,20260706,1min,241,1,09:32:00,15:00:00,1,0,3.3683,0,,0.0,44.7903,0.037865,0.0,31,0.0,70.0,69.9371,8.25,neutral_limitup
002025.SZ,20260706,1min,241,1,11:13:00,15:00:00,1,0,1.3577,0,,0.0,56.854,0.010147,0.0,31,0.0,45.0,62.3062,12.0,neutral_limitup
002042.SZ,20260706,1min,241,1,09:30:00,15:00:00,1,1,1.5544,1,1.0,100.0,78.6736,0.012969,0.0,31,0.0,80.0,84.6021,10.7,healthy_limitup
002141.SZ,20260706,1min,241,1,09:33:00,15:00:00,4,4,3.1858,4,8.5,71.5,22.91,0.004736,0.0,31,0.0,44.3,51.808,46.28,high_open_board_risk
002245.SZ,20260706,1min,241,1,09:30:00,15:00:00,2,1,3.308,1,32.0,33.0,44.702,0.022225,0.0,31,0.0,66.6,68.3806,29.46,neutral_limitup
002329.SZ,20260706,1min,241,1,09:48:00,15:00:00,2,1,3.6697,1,6.0,82.0,59.6817,0.017043,0.0,31,0.0,76.4,77.2845,15.74,healthy_limitup
002396.SZ,20260706,1min,241,1,09:30:00,15:00:00,1,1,2.3699,1,1.0,100.0,73.7809,0.00679,0.0,31,0.0,80.0,83.1343,10.7,healthy_limitup
002403.SZ,20260706,1min,241,1,09:34:00,15:00:00,1,0,1.4431,0,,0.0,56.3413,0.029574,0.0,31,0.0,70.0,73.4024,8.25,neutral_limitup
002457.SZ,20260706,1min,241,1,14:23:00,15:00:00,1,1,2.6297,1,1.0,100.0,72.2217,0.106014,0.0,30,12.0,52.0,67.0665,17.9,neutral_limitup
002607.SZ,20260706,1min,241,1,09:30:00,15:00:00,1,0,0.0,0,,0.0,65.0,0.040369,0.0,31,0.0,70.0,76.0,8.25,healthy_limitup
002767.SZ,20260706,1min,241,1,09:31:00,15:00:00,1,0,5.5948,0,,0.0,31.4315,0.028093,0.0,31,0.0,70.0,65.9294,8.25,neutral_limitup
002774.SZ,20260706,1min,241,1,09:40:00,15:00:00,1,0,1.6425,0,,0.0,55.1453,0.015938,0.0,31,0.0,70.0,73.0436,8.25,neutral_limitup
002793.SZ,20260706,1min,241,1,10:08:00,15:00:00,2,1,1.8987,1,6.0,82.0,70.3076,0.014243,0.0,31,0.0,63.4,74.6223,17.69,neutral_limitup
002815.SZ,20260706,1min,241,1,09:44:00,15:00:00,3,1,2.6895,1,38.0,27.0,46.3131,0.011026,0.0,31,0.0,65.4,68.3239,31.14,neutral_limitup
002828.SZ,20260706,1min,241,1,09:37:00,15:00:00,1,0,1.3089,0,,0.0,57.1466,0.009621,0.0,31,0.0,70.0,73.644,8.25,neutral_limitup
002860.SZ,20260706,1min,241,1,13:04:00,15:00:00,3,3,1.5376,3,2.3333,93.3333,52.4412,0.007238,0.0,31,0.0,33.6667,55.8823,34.7167,high_open_board_risk
002910.SZ,20260706,1min,241,1,13:01:00,15:00:00,1,0,0.982,0,,0.0,59.108,0.005963,0.0,31,0.0,45.0,62.9824,12.0,neutral_limitup
002919.SZ,20260706,1min,241,1,14:32:00,15:00:00,1,0,2.1306,0,,0.0,52.2167,0.199305,0.0,29,15.4749,16.1313,44.0553,20.199,weak_limitup
