ts_code,time,open,close,high,low,vol,amount
601116.SH,2026-08-20 09:30:00,10.62,10.62,10.62,10.62,475900.0,5054058.0
601116.SH,2026-08-20 09:31:00,10.6,10.58,10.6,10.51,609200.0,6436780.0
601116.SH,2026-08-20 09:32:00,10.59,10.68,10.72,10.59,1227210.0,13085281.0
601116.SH,2026-08-20 09:33:00,10.67,10.63,10.67,10.61,733600.0,7809995.0
601116.SH,2026-08-20 09:34:00,10.62,10.6,10.63,10.6,347800.0,3691824.0
601116.SH,2026-08-20 09:35:00,10.6,10.59,10.6,10.55,608000.0,6425334.0
601116.SH,2026-08-20 09:36:00,10.57,10.6,10.65,10.57,410400.0,4351615.0
601116.SH,2026-08-20 09:37:00,10.6,10.48,10.61,10.47,720800.0,7584121.0
601116.SH,2026-08-20 09:38:00,10.48,10.44,10.52,10.42,694700.0,7282464.0
601116.SH,2026-08-20 09:39:00,10.42,10.49,10.49,10.38,1358660.0,14178560.0
601116.SH,2026-08-20 09:40:00,10.48,10.42,10.48,10.42,506800.0,5290081.0
601116.SH,2026-08-20 09:41:00,10.42,10.37,10.42,10.37,419300.0,4357092.0
601116.SH,2026-08-20 09:42:00,10.38,10.45,10.45,10.38,287600.0,2993970.0
601116.SH,2026-08-20 09:43:00,10.43,10.44,10.45,10.43,188800.0,1971189.0
601116.SH,2026-08-20 09:44:00,10.46,10.48,10.53,10.46,323368.0,3394804.0
601116.SH,2026-08-20 09:45:00,10.49,10.51,10.51,10.48,164900.0,1730854.0
601116.SH,2026-08-20 09:46:00,10.51,10.52,10.53,10.5,196500.0,2066186.0
601116.SH,2026-08-20 09:47:00,10.52,10.5,10.53,10.5,117800.0,1237962.0
601116.SH,2026-08-20 09:48:00,10.49,10.49,10.51,10.48,229300.0,2406322.0
601116.SH,2026-08-20 09:49:00,10.49,10.48,10.51,10.48,61300.0,643169.0
601116.SH,2026-08-20 09:50:00,10.5,10.48,10.5,10.48,79700.0,835483.0
601116.SH,2026-08-20 09:51:00,10.48,10.46,10.48,10.45,180500.0,1888347.0
601116.SH,2026-08-20 09:52:00,10.47,10.47,10.47,10.44,178300.0,1864404.0
601116.SH,2026-08-20 09:53:00,10.47,10.49,10.49,10.47,69900.0,732674.0
601116.SH,2026-08-20 09:54:00,10.49,10.48,10.5,10.48,67500.0,708061.0
601116.SH,2026-08-20 09:55:00,10.5,10.5,10.5,10.48,111800.0,1171990.0
601116.SH,2026-08-20 09:56:00,10.49,10.49,10.5,10.47,150400.0,1577684.0
601116.SH,2026-08-20 09:57:00,10.5,10.5,10.53,10.49,107700.0,1131894.0
601116.SH,2026-08-20 09:58:00,10.49,10.48,10.51,10.48,114500.0,1202174.0
601116.SH,2026-08-20 09:59:00,10.48,10.49,10.5,10.48,66700.0,699286.0
601116.SH,2026-08-20 10:00:00,10.48,10.49,10.49,10.48,75800.0,794904.0
601116.SH,2026-08-20 10:01:00,10.48,10.45,10.48,10.44,231800.0,2424793.0
601116.SH,2026-08-20 10:02:00,10.44,10.43,10.45,10.43,160500.0,1675476.0
601116.SH,2026-08-20 10:03:00,10.43,10.44,10.46,10.43,238300.0,2488054.0
601116.SH,2026-08-20 10:04:00,10.44,10.41,10.45,10.41,261600.0,2726161.0
601116.SH,2026-08-20 10:05:00,10.42,10.46,10.46,10.42,150037.0,1567135.0
601116.SH,2026-08-20 10:06:00,10.45,10.43,10.46,10.42,89263.0,931343.0
601116.SH,2026-08-20 10:07:00,10.43,10.4,10.43,10.4,195800.0,2038104.0
601116.SH,2026-08-20 10:08:00,10.4,10.43,10.44,10.4,223100.0,2321723.0
601116.SH,2026-08-20 10:09:00,10.43,10.43,10.43,10.42,90200.0,939943.0
601116.SH,2026-08-20 10:10:00,10.42,10.42,10.43,10.42,70200.0,731713.0
601116.SH,2026-08-20 10:11:00,10.42,10.39,10.42,10.39,147700.0,1537046.0
601116.SH,2026-08-20 10:12:00,10.4,10.4,10.41,10.39,108500.0,1128191.0
601116.SH,2026-08-20 10:13:00,10.4,10.39,10.41,10.39,155900.0,1621750.0
601116.SH,2026-08-20 10:14:00,10.39,10.43,10.43,10.39,198500.0,2065722.0
601116.SH,2026-08-20 10:15:00,10.44,10.43,10.45,10.42,52300.0,545621.0
601116.SH,2026-08-20 10:16:00,10.42,10.41,10.43,10.41,89400.0,931225.0
601116.SH,2026-08-20 10:17:00,10.4,10.43,10.47,10.4,173500.0,1811638.0
601116.SH,2026-08-20 10:18:00,10.43,10.43,10.43,10.41,72900.0,759757.0
601116.SH,2026-08-20 10:19:00,10.42,10.41,10.42,10.41,17900.0,186419.0
601116.SH,2026-08-20 10:20:00,10.41,10.42,10.42,10.41,45400.0,472785.0
601116.SH,2026-08-20 10:21:00,10.42,10.45,10.45,10.41,83700.0,872395.0
601116.SH,2026-08-20 10:22:00,10.45,10.45,10.45,10.44,43500.0,454459.0
601116.SH,2026-08-20 10:23:00,10.45,10.44,10.46,10.43,155400.0,1623106.0
601116.SH,2026-08-20 10:24:00,10.44,10.42,10.44,10.42,27000.0,281585.0
601116.SH,2026-08-20 10:25:00,10.42,10.41,10.42,10.41,13700.0,142723.0
601116.SH,2026-08-20 10:26:00,10.42,10.4,10.42,10.4,247900.0,2578666.0
601116.SH,2026-08-20 10:27:00,10.4,10.38,10.4,10.38,191400.0,1988578.0
601116.SH,2026-08-20 10:28:00,10.38,10.37,10.38,10.35,353700.0,3666084.0
601116.SH,2026-08-20 10:29:00,10.37,10.41,10.41,10.36,119300.0,1238706.0
601116.SH,2026-08-20 10:30:00,10.41,10.43,10.44,10.4,90700.0,944226.0
601116.SH,2026-08-20 10:31:00,10.43,10.45,10.46,10.43,100600.0,1050942.0
601116.SH,2026-08-20 10:32:00,10.44,10.49,10.49,10.44,116100.0,1215507.0
601116.SH,2026-08-20 10:33:00,10.49,10.49,10.5,10.47,67500.0,707722.0
601116.SH,2026-08-20 10:34:00,10.5,10.49,10.5,10.46,81500.0,854360.0
601116.SH,2026-08-20 10:35:00,10.49,10.52,10.52,10.49,105300.0,1106240.0
601116.SH,2026-08-20 10:36:00,10.53,10.51,10.53,10.5,92900.0,976695.0
601116.SH,2026-08-20 10:37:00,10.51,10.49,10.51,10.48,50100.0,525917.0
601116.SH,2026-08-20 10:38:00,10.49,10.49,10.5,10.48,37200.0,390352.0
601116.SH,2026-08-20 10:39:00,10.48,10.49,10.49,10.48,17800.0,186646.0
