trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,limit_times,up_stat,industry,turnover_ratio,amount,float_mv,total_mv,seal_amount
20260911,000636.SZ,风华高科,U,55.99,55.99,45.81,0,574114685.0,133721,133721,1.0,1/1,元件,16.22,9984863744.0,64247963364.31,64247988391.84,574114685.0
20260911,000823.SZ,超声电子,U,20.57,20.57,16.83,1,128424701.0,130415,131600,2.0,3/5,元件,30.75,3524506608.0,12237754675.19,12238222539.84,128424701.0
20260911,000980.SZ,众泰汽车,U,2.12,2.12,1.74,1,47039675.0,110836,143342,1.0,3/4,汽车零部件,11.82,1229430256.0,10690069978.68,10690201149.44,47039675.0
20260911,000993.SZ,闽东电力,U,13.88,13.88,11.36,1,135527678.0,92500,93236,3.0,3/3,电力,10.47,664912544.0,6356366195.4,6356366209.28,135527678.0
20260911,001232.SZ,嘉立创,U,182.48,182.48,149.3,0,153812574.0,134754,134754,1.0,1/1,元件,16.25,1248553584.0,8066811061.52,101378588800.0,153812574.0
20260911,002161.SZ,远 望 谷,U,8.04,8.04,6.58,0,272159290.0,92500,92500,1.0,1/1,其他电子,2.54,151052642.0,5946459174.0,5947649560.32,272159290.0
20260911,002201.SZ,九鼎新材,U,11.09,11.09,9.07,0,95949460.0,133624,133624,2.0,2/2,玻璃玻纤,18.53,1142157680.0,6676439727.8,7226645901.6,95949460.0
20260911,002218.SZ,拓日新能,U,4.41,4.41,3.61,0,47522331.0,130212,130212,1.0,1/1,电力,10.78,631058496.0,6119659314.09,6210603635.04,47522331.0
20260911,002242.SZ,九阳股份,U,9.74,9.74,7.97,1,17998068.0,100930,131948,1.0,1/1,小家电,4.37,314171584.0,7419597187.5,7431785657.92,17998068.0
20260911,002519.SZ,银河电子,U,6.31,6.31,5.17,1,49208535.0,135130,144145,1.0,1/1,地面兵装,13.38,924161472.0,7088933589.79,7107778953.76,49208535.0
20260911,002560.SZ,通达股份,U,6.88,6.88,5.63,4,47455522.0,94951,95957,1.0,1/1,电网设备,12.54,536328240.0,4357420342.4,5058669158.4,47455522.0
20260911,002585.SZ,双星新材,U,9.96,9.96,8.15,2,93016718.0,93318,102400,1.0,1/1,塑料,11.87,1039710976.0,8830454208.48,11367573175.68,93016718.0
