d_trade_date,t_trade_date,t1_trade_date,rank,ts_code,name,buy_time,buy_price,auction_volume,sell_rule,sell_time,sell_price,gross_return,cost_bps,net_return,pnl_per_10000,is_win,status,fill_assumption,buy_source,sell_source
20260701,20260702,20260703,1,600658.SH,电子城,09:25:00,4.1,567700.0,T+1 11:00 minute open,2026-07-03 11:00:00,3.96,-0.03414634146341455,35.0,-0.03764634146341456,-376.4634146341456,0.0,READY,small shadow order; positive matched auction volume,/home/runner/work/top10-decision/top10-decision/data/market/raw/2026/20260702/stk_auction.csv,/home/runner/work/top10-decision/top10-decision/data/market/minute_1m/2026/20260703/600658_SH.csv
20260702,20260703,20260706,1,000566.SZ,海南海药,09:25:00,6.22,11560232.0,T+1 11:00 minute open,2026-07-06 11:00:00,6.58,0.05787781350482324,35.0,0.054377813504823236,543.7781350482323,1.0,READY,small shadow order; positive matched auction volume,/home/runner/work/top10-decision/top10-decision/data/market/raw/2026/20260703/stk_auction.csv,/home/runner/work/top10-decision/top10-decision/data/market/minute_1m/2026/20260706/000566_SZ.csv
20260703,20260706,20260707,1,002765.SZ,蓝黛科技,09:25:00,7.97,1132500.0,T+1 11:00 minute open,2026-07-07 11:00:00,7.75,-0.027603513174404015,35.0,-0.031103513174404015,-311.03513174404014,0.0,READY,small shadow order; positive matched auction volume,/home/runner/work/top10-decision/top10-decision/data/market/raw/2026/20260706/stk_auction.csv,/home/runner/work/top10-decision/top10-decision/data/market/minute_1m/2026/20260707/002765_SZ.csv
20260706,20260707,20260708,1,000656.SZ,金科股份,09:25:00,1.49,79218119.0,T+1 11:00 minute open,2026-07-08 11:00:00,1.39,-0.06711409395973156,35.0,-0.07061409395973156,-706.1409395973157,0.0,READY,small shadow order; positive matched auction volume,/home/runner/work/top10-decision/top10-decision/data/market/raw/2026/20260707/stk_auction.csv,/home/runner/work/top10-decision/top10-decision/data/market/minute_1m/2026/20260708/000656_SZ.csv
20260707,20260708,20260709,1,600094.SH,大名城,09:25:00,4.19,1611500.0,T+1 11:00 minute open,2026-07-09 11:00:00,4.11,-0.019093078758949944,35.0,-0.022593078758949944,-225.93078758949943,0.0,READY,small shadow order; positive matched auction volume,/home/runner/work/top10-decision/top10-decision/data/market/raw/2026/20260708/stk_auction.csv,/home/runner/work/top10-decision/top10-decision/data/market/minute_1m/2026/20260709/600094_SH.csv
20260708,20260709,20260710,1,603380.SH,易德龙,09:25:00,47.24,515500.0,T+1 11:00 minute open,2026-07-10 11:00:00,42.27,-0.10520745131244702,35.0,-0.10870745131244702,-1087.0745131244703,0.0,READY,small shadow order; positive matched auction volume,/home/runner/work/top10-decision/top10-decision/data/market/raw/2026/20260709/stk_auction.csv,/home/runner/work/top10-decision/top10-decision/data/market/minute_1m/2026/20260710/603380_SH.csv
20260709,20260710,20260713,1,600992.SH,贵绳股份,09:25:00,9.78,625500.0,T+1 11:00 minute open,2026-07-13 11:00:00,11.72,0.19836400817995914,35.0,0.19486400817995914,1948.6400817995914,1.0,READY,small shadow order; positive matched auction volume,/home/runner/work/top10-decision/top10-decision/data/market/raw/2026/20260710/stk_auction.csv,/home/runner/work/top10-decision/top10-decision/data/market/minute_1m/2026/20260713/600992_SH.csv
20260710,20260713,20260714,1,002414.SZ,高德红外,09:25:00,14.35,5543100.0,T+1 11:00 minute open,2026-07-14 11:00:00,12.74,-0.1121951219512195,35.0,-0.1156951219512195,-1156.951219512195,0.0,READY,small shadow order; positive matched auction volume,/home/runner/work/top10-decision/top10-decision/data/market/raw/2026/20260713/stk_auction.csv,/home/runner/work/top10-decision/top10-decision/data/market/minute_1m/2026/20260714/002414_SZ.csv
20260713,20260714,20260715,1,600664.SH,哈药股份,09:25:00,3.8,12539600.0,T+1 11:00 minute open,2026-07-15 11:00:00,4.49,0.18157894736842106,35.0,0.17807894736842106,1780.7894736842106,1.0,READY,small shadow order; positive matched auction volume,/home/runner/work/top10-decision/top10-decision/data/market/raw/2026/20260714/stk_auction.csv,/home/runner/work/top10-decision/top10-decision/data/market/minute_1m/2026/20260715/600664_SH.csv
20260714,20260715,20260716,1,600664.SH,哈药股份,09:25:00,4.32,26180270.0,T+1 11:00 minute open,2026-07-16 11:00:00,4.94,0.1435185185185186,35.0,0.1400185185185186,1400.185185185186,1.0,READY,small shadow order; positive matched auction volume,/home/runner/work/top10-decision/top10-decision/data/market/raw/2026/20260715/stk_auction.csv,/home/runner/work/top10-decision/top10-decision/data/market/minute_1m/2026/20260716/600664_SH.csv
