ts_code,trade_date,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,intraday_vwap,intraday_vwap_position,late_volume_ratio,late_price_change_pct,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag
000571.SZ,20260731,1min,241,1,,,0,0,,0,,0.0,0.0,5.7856,1.2864,0.148775,0.3425,,0,0.0,0.0,0.0,80.0,no_limit_touch
000608.SZ,20260731,1min,241,1,09:50:00,10:07:00,1,1,3.7097,0,,0.0,30.7419,6.0745,0.4195,0.077807,0.0,1.6129,0,70.0,42.5,35.8476,58.825,late_withdraw_risk
000826.SZ,20260731,1min,241,1,13:16:00,15:00:00,3,10,1.7341,10,5.3,84.8,0.0,1.6775,3.1325,0.067356,0.5814,0.0,9,48.0,0.0,13.0,65.8,high_open_board_risk
000838.SZ,20260731,1min,241,1,13:01:00,15:00:00,3,7,1.6,7,2.7143,91.4286,3.4,2.4416,2.3921,0.043398,0.0,0.0,31,0.0,0.0,26.02,52.1429,high_open_board_risk
000960.SZ,20260731,1min,241,1,,,0,0,,0,,0.0,0.0,33.6598,1.3079,0.105722,-0.6989,,0,0.0,0.0,0.0,80.0,no_limit_touch
002403.SZ,20260731,1min,241,1,,,0,0,,0,,0.0,0.0,8.8794,2.7099,0.122905,-0.2188,,0,0.0,0.0,0.0,80.0,no_limit_touch
002428.SZ,20260731,1min,241,1,09:30:00,14:46:00,2,2,2.5302,1,6.0,82.0,54.5191,67.5903,-0.9474,0.310508,-1.5152,1.5152,16,58.2187,51.8453,50.1315,41.6779,weak_limitup
002488.SZ,20260731,1min,241,1,14:38:00,14:46:00,1,1,2.3758,0,,0.0,38.7451,8.9016,2.2283,0.327374,1.3363,1.7279,7,76.4453,0.0,17.5122,66.8113,late_withdraw_risk
002787.SZ,20260731,1min,241,1,09:31:00,14:32:00,5,11,2.1794,10,22.0,43.0,0.0,19.6176,-0.7526,0.117728,-0.7139,1.3178,1,43.7669,0.0,14.0583,75.1917,high_open_board_risk
002789.SZ,20260731,1min,241,1,,,0,0,,0,,0.0,0.0,9.2027,3.9916,0.16927,1.3771,,0,0.0,0.0,0.0,80.0,no_limit_touch
002916.SZ,20260731,1min,241,1,09:41:00,10:17:00,3,3,2.7321,2,3.5,92.0,44.8076,310.3956,-0.7718,0.081393,-1.187,1.5817,0,70.0,40.9,39.3473,51.465,late_withdraw_risk
002970.SZ,20260731,1min,241,1,13:08:00,14:02:00,3,2,1.5401,1,32.0,33.0,43.3096,47.2153,0.73,0.095119,-0.105,1.0198,0,70.0,14.1,26.8379,62.535,late_withdraw_risk
300017.SZ,20260731,1min,241,1,,,0,0,,0,,0.0,0.0,13.5509,3.5355,0.119339,-1.8195,,0,0.0,0.0,0.0,80.0,no_limit_touch
300063.SZ,20260731,1min,241,1,11:00:00,11:07:00,2,3,5.1557,2,2.0,95.0,31.3155,8.816,3.2219,0.083757,0.5525,2.2556,0,70.0,28.5,29.7197,52.575,late_withdraw_risk
300093.SZ,20260731,1min,241,1,,,0,0,,0,,0.0,0.0,22.574,-1.4794,0.071055,-0.7586,,0,0.0,0.0,0.0,80.0,no_limit_touch
300112.SZ,20260731,1min,241,1,,,0,0,,0,,0.0,0.0,7.0056,2.4897,0.187697,1.4124,,0,0.0,0.0,0.0,80.0,no_limit_touch
300133.SZ,20260731,1min,241,1,,,0,0,,0,,0.0,0.0,6.8531,1.8522,0.084596,-0.5698,,0,0.0,0.0,0.0,80.0,no_limit_touch
300137.SZ,20260731,1min,241,1,,,0,0,,0,,0.0,0.0,10.5402,1.7056,0.101317,0.1869,,0,0.0,0.0,0.0,80.0,no_limit_touch
300139.SZ,20260731,1min,241,1,,,0,0,,0,,0.0,0.0,38.8114,1.8,0.090204,-0.4284,,0,0.0,0.0,0.0,80.0,no_limit_touch
300147.SZ,20260731,1min,241,1,,,0,0,,0,,0.0,0.0,6.6905,4.3265,0.120504,-0.5698,,0,0.0,0.0,0.0,80.0,no_limit_touch
300166.SZ,20260731,1min,241,1,,,0,0,,0,,0.0,0.0,13.2068,0.1756,0.090094,-1.6357,,0,0.0,0.0,0.0,80.0,no_limit_touch
300170.SZ,20260731,1min,241,1,,,0,0,,0,,0.0,0.0,16.4127,1.446,0.11034,-1.1283,,0,0.0,0.0,0.0,80.0,no_limit_touch
300182.SZ,20260731,1min,241,1,,,0,0,,0,,0.0,0.0,5.0141,1.7132,0.106617,-0.7782,,0,0.0,0.0,0.0,80.0,no_limit_touch
