ts_code,trade_date,close,open,high,low,vol,amount,vwap
000504.SZ,20260924,12.09,11.62,12.12,11.62,10146675.2,117953607.68,11.63
000560.SZ,20260924,3.86,3.87,3.96,3.84,30737630.72,119090534.4,3.87
000595.SZ,20260924,5.59,5.61,5.62,5.58,495800.0,2781388.16,5.61
000607.SZ,20260924,4.25,4.2,4.28,4.2,4105200.0,17262896.64,4.21
000676.SZ,20260924,7.17,7.14,7.25,7.14,7356899.84,52595179.52,7.15
000756.SZ,20260924,14.29,14.29,14.4,14.24,2444800.0,34938836.48,14.29
000850.SZ,20260924,5.12,5.12,5.12,5.12,4569649.92,23396608.0,5.12
000910.SZ,20260924,8.34,8.34,8.34,8.15,15316899.84,127683799.04,8.34
001216.SZ,20260924,28.12,28.05,28.31,28.05,3037200.0,85267384.32,28.07
001234.SZ,20260924,35.4,35.4,35.4,35.4,1233252.0,43657118.72,35.4
001260.SZ,20260924,19.01,19.08,19.14,19.0,139200.0,2655044.0,19.07
001266.SZ,20260924,37.38,37.25,37.44,37.24,241600.0,9007824.0,37.28
001268.SZ,20260924,27.5,27.61,27.74,27.5,129600.0,3577586.88,27.61
001317.SZ,20260924,59.1,59.24,59.34,59.02,348800.0,20658827.52,59.23
001322.SZ,20260924,6.6,6.62,6.67,6.58,1443300.0,9552282.24,6.62
002119.SZ,20260924,29.0,28.52,29.0,28.52,5789429.76,165630689.28,28.61
002141.SZ,20260924,7.13,7.16,7.17,7.08,2253100.0,16112340.48,7.15
002178.SZ,20260924,5.04,5.08,5.1,5.04,3174700.16,16111270.4,5.07
002238.SZ,20260924,8.22,8.3,8.36,8.13,11360099.84,94110167.04,8.28
002259.SZ,20260924,4.75,4.78,4.78,4.72,1077600.0,5145433.92,4.78
002286.SZ,20260924,8.55,8.54,8.56,8.48,825000.0,7043333.76,8.54
002290.SZ,20260924,74.26,74.25,74.49,74.11,136400.0,10126865.92,74.24
002301.SZ,20260924,8.77,8.77,8.81,8.76,963300.0,8451322.24,8.77
002303.SZ,20260924,6.6,6.62,6.66,6.57,3476000.0,23008883.2,6.62
002313.SZ,20260924,9.0,9.1,9.13,9.0,1947100.0,17704686.08,9.09
002426.SZ,20260924,2.94,2.95,2.95,2.88,23796700.16,69994690.56,2.94
002467.SZ,20260924,4.85,4.82,4.85,4.81,1950000.0,9404709.12,4.82
002541.SZ,20260924,19.45,19.49,19.66,19.45,302000.0,5893402.88,19.52
002564.SZ,20260924,5.43,5.41,5.49,5.39,9584554.24,51900277.76,5.42
002614.SZ,20260924,7.54,7.5,7.57,7.5,11479312.64,86195159.04,7.51
002633.SZ,20260924,15.6,15.72,15.72,15.42,310600.0,4873667.84,15.69
002635.SZ,20260924,16.5,16.68,16.68,16.4,1623700.0,27042216.96,16.66
002638.SZ,20260924,4.71,4.72,4.74,4.68,1150200.0,5428471.04,4.72
002672.SZ,20260924,3.8,3.81,3.82,3.78,2376300.0,9048369.28,3.81
002757.SZ,20260924,19.95,19.99,20.15,19.88,2815500.16,56320066.56,20.0
002768.SZ,20260924,77.32,77.44,77.77,77.01,261100.0,20214456.32,77.42
002819.SZ,20260924,26.13,26.1,26.13,25.86,3011299.84,78530600.96,26.08
002849.SZ,20260924,22.68,22.99,23.15,22.51,1339000.0,30750952.96,22.97
002909.SZ,20260924,7.79,7.67,7.85,7.67,5831200.0,44826644.48,7.69
002912.SZ,20260924,25.8,25.6,25.92,25.41,920300.0,23570588.16,25.61
002935.SZ,20260924,17.22,17.29,17.29,17.17,551500.0,9528725.12,17.28
002937.SZ,20260924,29.65,29.83,29.83,29.56,280300.0,8351239.04,29.79
002989.SZ,20260924,27.36,27.31,27.47,27.23,428100.0,11701751.04,27.33
600230.SH,20260924,15.0,15.0,15.0,15.0,1223000.0,18344999.68,15.0
600293.SH,20260924,3.75,3.72,3.75,3.7,11195599.36,41650949.12,3.72
600371.SH,20260924,18.08,18.08,18.08,18.08,2885299.84,52166225.92,18.08
600403.SH,20260924,7.21,7.21,7.21,7.21,1119000.0,8067989.76,7.21
600418.SH,20260924,23.15,23.15,23.15,23.15,3523800.0,81575966.72,23.15
600479.SH,20260924,13.0,13.0,13.0,13.0,1008600.0,13111800.32,13.0
600503.SH,20260924,2.7,2.7,2.7,2.7,7904600.32,21342420.48,2.7
600605.SH,20260924,31.16,31.05,31.28,31.05,267400.0,8303608.96,31.05
600641.SH,20260924,47.99,47.99,47.99,47.99,1454700.0,69811056.64,47.99
600653.SH,20260924,1.81,1.81,1.81,1.81,5918000.0,10711580.16,1.81
600664.SH,20260924,8.75,8.65,8.82,8.65,14435758.08,125004912.64,8.66
600721.SH,20260924,12.66,12.66,12.66,12.66,1653000.0,20926979.84,12.66
600743.SH,20260924,2.88,2.88,2.88,2.88,13866100.48,39934366.72,2.88
600770.SH,20260924,6.3,6.3,6.3,6.3,2877299.84,18126990.08,6.3
600802.SH,20260924,5.8,5.8,5.8,5.8,1305900.0,7574220.16,5.8
600815.SH,20260924,4.15,4.15,4.15,4.15,2194000.0,9105100.16,4.15
600825.SH,20260924,7.77,7.77,7.77,7.77,1157600.0,8994552.32,7.77
600843.SH,20260924,7.26,7.2,7.29,7.2,2557100.0,18425008.64,7.21
601811.SH,20260924,20.3,20.35,20.35,20.3,4915699.84,100034160.64,20.35
601949.SH,20260924,5.96,5.96,5.96,5.96,1554400.0,9264224.0,5.96
603020.SH,20260924,13.21,13.21,13.21,13.21,465800.0,6153217.92,13.21
603039.SH,20260924,37.49,37.49,37.49,37.49,145300.0,5447297.28,37.49
603067.SH,20260924,40.0,40.0,40.0,40.0,790100.0,31603998.72,40.0
603068.SH,20260924,46.56,46.56,46.56,46.56,534700.0,24895631.36,46.56
603124.SH,20260924,144.23,144.23,144.23,144.23,108700.0,15677800.96,144.23
603216.SH,20260924,24.03,24.03,24.03,24.03,593800.0,14269013.76,24.03
603221.SH,20260924,32.57,32.57,32.57,32.57,322000.0,10487539.84,32.57
603222.SH,20260924,8.94,8.94,8.94,8.94,1941400.0,17356116.48,8.94
603230.SH,20260924,16.99,16.99,16.99,16.99,1909800.0,32447500.8,16.99
603328.SH,20260924,15.28,15.2,15.29,15.02,2004200.0,30467704.32,15.2
603373.SH,20260924,48.25,48.25,48.25,48.25,54500.0,2629624.96,48.25
603396.SH,20260924,32.77,32.77,32.77,32.77,795800.0,26078366.72,32.77
603580.SH,20260924,79.15,79.11,79.35,78.57,157500.0,12465173.76,79.14
603598.SH,20260924,19.06,19.06,19.06,19.06,1527500.0,29114150.4,19.06
603636.SH,20260924,8.21,8.21,8.21,8.21,5284000.0,43381642.24,8.21
603773.SH,20260924,102.8,103.01,103.98,102.58,1885300.0,194268610.56,103.04
603803.SH,20260924,13.0,13.17,13.2,12.99,2899200.0,38134881.28,13.15
603893.SH,20260924,223.0,223.0,223.0,223.0,180800.0,40318400.0,223.0
603903.SH,20260924,14.9,14.9,14.9,14.9,267400.0,3984259.84,14.9
603937.SH,20260924,13.0,13.0,13.0,13.0,753200.0,9791600.0,13.0
603949.SH,20260924,16.9,16.9,16.9,16.9,1934100.0,32686289.92,16.9
603991.SH,20260924,188.39,188.38,188.39,187.8,86700.0,16331701.76,188.37
605058.SH,20260924,58.0,58.0,58.0,58.0,508700.0,29504599.04,58.0
605178.SH,20260924,73.53,73.53,73.53,73.53,74100.0,5448572.8,73.53
605179.SH,20260924,25.98,25.88,26.08,25.88,572900.0,14832212.48,25.89
605218.SH,20260924,14.68,14.68,14.68,14.68,240300.0,3527603.84,14.68
605258.SH,20260924,43.65,43.65,43.65,43.65,193600.0,8450640.0,43.65
605398.SH,20260924,22.62,22.62,22.62,22.62,88700.0,2006393.92,22.62
