trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,limit_times,up_stat,industry,turnover_ratio,amount,float_mv,total_mv,seal_amount
20260728,000045.SZ,深纺织Ａ,U,9.96,9.96,8.15,1,51239220.0,93436,110357,1.0,1/1,光学光电,2.68,120171629.0,4551937616.04,5044957685.76,51239220.0
20260728,000428.SZ,华天酒店,U,3.67,3.67,3.01,0,35717541.0,93315,93315,2.0,2/2,酒店餐饮,3.09,112758429.0,3739458420.0,3739458420.0,35717541.0
20260728,000503.SZ,国新健康,U,7.17,7.17,5.87,0,97886847.0,130106,130106,1.0,1/1,软件开发,3.77,253578742.0,7020815244.0,7021240281.6,97886847.0
20260728,000517.SZ,荣安地产,U,1.85,1.85,1.51,0,8549220.0,134330,134330,1.0,1/1,房地产开发,2.88,127223968.0,4610174869.6,5890256588.0,8549220.0
20260728,000533.SZ,顺钠股份,U,11.56,11.56,9.46,12,34117028.0,93042,133315,4.0,4/4,电网设备,28.08,2148432208.0,7917471744.0,7985832960.0,34117028.0
20260728,000566.SZ,海南海药,U,5.83,5.83,4.77,0,90375319.0,93118,93118,2.0,5/10,化学制药,6.22,463501920.0,7559968740.39,7563638649.6,90375319.0
20260728,000659.SZ,珠海中富,U,2.77,2.77,2.27,0,20111308.0,100836,100836,1.0,1/1,包装印刷,2.62,90145925.0,3561395980.4,3561396002.56,20111308.0
20260728,000779.SZ,甘咨询,U,11.67,11.67,9.55,0,1017647.0,150000,150000,1.0,1/1,工程咨询,17.53,913367920.0,5423900968.35,5424559751.52,1017647.0
20260728,000859.SZ,国风新材,U,8.44,8.44,6.9,0,96559508.0,93627,93627,1.0,1/1,塑料,3.79,279124880.0,7561609287.24,7562039735.68,96559508.0
20260728,000948.SZ,南天信息,U,14.07,14.07,11.51,0,39509263.0,94109,94109,1.0,1/1,软件开发,3.18,169717058.0,5475330524.37,5485734965.76,39509263.0
20260728,001358.SZ,兴欣新材,U,24.53,24.53,20.07,0,57544927.0,93542,93542,2.0,2/2,化学制品,5.85,70821331.0,1250448835.24,3022096000.0,57544927.0
20260728,001376.SZ,百通能源,U,11.15,11.15,9.13,1,28690065.0,95157,100700,1.0,1/1,电力,14.07,328644960.0,2386563427.45,5139035000.0,28690065.0
20260728,002173.SZ,创新医疗,U,22.76,22.76,18.62,1,248764524.0,93000,93106,2.0,3/4,医疗服务,8.81,843545808.0,9578888105.56,10043631851.52,248764524.0
20260728,002195.SZ,岩山科技,U,6.83,6.83,5.59,0,363616223.0,94039,94039,1.0,1/1,IT服务Ⅱ,4.22,1570675632.0,38356142374.71,38702487651.84,363616223.0
20260728,002199.SZ,东晶电子,U,12.17,12.17,9.95,0,50265751.0,93306,93306,1.0,3/4,元件,3.52,96497458.0,2810443571.81,2962693557.71,50265751.0
20260728,002212.SZ,天融信,U,6.0,6.0,4.91,1,42543000.0,131615,134009,1.0,1/1,软件开发,6.26,424234848.0,7001063598.0,7076723232.0,42543000.0
20260728,002279.SZ,久其软件,U,6.47,6.47,5.29,0,90414439.0,94739,94739,1.0,1/1,软件开发,5.77,290790496.0,5146880373.95,5578478410.08,90414439.0
