ts_code,time,open,close,high,low,vol,amount
600326.SH,2026-08-10 09:30:00,7.55,7.55,7.55,7.55,2964003.0,22378223.0
600326.SH,2026-08-10 09:31:00,7.56,7.62,7.63,7.53,3438400.0,26085038.0
600326.SH,2026-08-10 09:32:00,7.62,7.62,7.68,7.62,2412500.0,18433395.0
600326.SH,2026-08-10 09:33:00,7.62,7.56,7.62,7.55,2645900.0,20086083.0
600326.SH,2026-08-10 09:34:00,7.56,7.58,7.6,7.56,1313026.0,9958169.0
600326.SH,2026-08-10 09:35:00,7.58,7.51,7.58,7.5,2342100.0,17648048.0
600326.SH,2026-08-10 09:36:00,7.51,7.58,7.6,7.51,1425000.0,10759710.0
600326.SH,2026-08-10 09:37:00,7.57,7.61,7.61,7.56,1372200.0,10409886.0
600326.SH,2026-08-10 09:38:00,7.61,7.67,7.67,7.61,1040500.0,7962495.0
600326.SH,2026-08-10 09:39:00,7.67,7.65,7.67,7.63,1456300.0,11141217.0
600326.SH,2026-08-10 09:40:00,7.65,7.65,7.66,7.62,1196530.0,9152777.0
600326.SH,2026-08-10 09:41:00,7.66,7.64,7.66,7.63,549700.0,4204061.0
600326.SH,2026-08-10 09:42:00,7.65,7.66,7.67,7.65,866200.0,6639328.0
600326.SH,2026-08-10 09:43:00,7.66,7.66,7.67,7.66,495600.0,3797325.0
600326.SH,2026-08-10 09:44:00,7.66,7.62,7.66,7.62,516300.0,3951002.0
600326.SH,2026-08-10 09:45:00,7.63,7.64,7.64,7.62,484700.0,3699074.0
600326.SH,2026-08-10 09:46:00,7.63,7.59,7.63,7.59,608200.0,4627923.0
600326.SH,2026-08-10 09:47:00,7.59,7.56,7.6,7.56,1128576.0,8544219.0
600326.SH,2026-08-10 09:48:00,7.56,7.56,7.58,7.55,582700.0,4410772.0
600326.SH,2026-08-10 09:49:00,7.56,7.55,7.58,7.55,457500.0,3459688.0
600326.SH,2026-08-10 09:50:00,7.55,7.55,7.55,7.54,362500.0,2735530.0
600326.SH,2026-08-10 09:51:00,7.54,7.53,7.54,7.53,499500.0,3763859.0
600326.SH,2026-08-10 09:52:00,7.54,7.56,7.57,7.54,460800.0,3482370.0
600326.SH,2026-08-10 09:53:00,7.56,7.55,7.56,7.55,349100.0,2637203.0
600326.SH,2026-08-10 09:54:00,7.55,7.53,7.55,7.53,438800.0,3307949.0
600326.SH,2026-08-10 09:55:00,7.55,7.56,7.57,7.54,244500.0,1846327.0
600326.SH,2026-08-10 09:56:00,7.56,7.59,7.6,7.56,271700.0,2060749.0
600326.SH,2026-08-10 09:57:00,7.59,7.59,7.6,7.57,348800.0,2646491.0
600326.SH,2026-08-10 09:58:00,7.59,7.6,7.61,7.57,392000.0,2976062.0
600326.SH,2026-08-10 09:59:00,7.61,7.61,7.61,7.6,199000.0,1513862.0
600326.SH,2026-08-10 10:00:00,7.61,7.6,7.61,7.59,441800.0,3359005.0
600326.SH,2026-08-10 10:01:00,7.61,7.6,7.62,7.6,202300.0,1539476.0
600326.SH,2026-08-10 10:02:00,7.61,7.58,7.61,7.58,240100.0,1823179.0
600326.SH,2026-08-10 10:03:00,7.59,7.6,7.61,7.59,297600.0,2261011.0
600326.SH,2026-08-10 10:04:00,7.6,7.62,7.62,7.59,492000.0,3743862.0
600326.SH,2026-08-10 10:05:00,7.64,7.65,7.65,7.64,384400.0,2937744.0
600326.SH,2026-08-10 10:06:00,7.65,7.62,7.65,7.62,246400.0,1880913.0
600326.SH,2026-08-10 10:07:00,7.63,7.7,7.7,7.63,2180900.0,16728528.0
600326.SH,2026-08-10 10:08:00,7.69,7.69,7.69,7.66,842000.0,6471051.0
600326.SH,2026-08-10 10:09:00,7.68,7.74,7.78,7.68,1188600.0,9181844.0
600326.SH,2026-08-10 10:10:00,7.76,7.85,7.88,7.76,3271800.0,25614077.0
600326.SH,2026-08-10 10:11:00,7.83,7.94,7.95,7.79,3354200.0,26339161.0
600326.SH,2026-08-10 10:12:00,7.96,7.96,8.0,7.93,4270900.0,34039967.0
600326.SH,2026-08-10 10:13:00,7.97,7.94,7.97,7.91,1508900.0,11982148.0
600326.SH,2026-08-10 10:14:00,7.94,7.96,7.96,7.94,1835400.0,14585014.0
600326.SH,2026-08-10 10:15:00,7.96,8.04,8.09,7.96,4315100.0,34671462.0
600326.SH,2026-08-10 10:16:00,8.03,7.99,8.03,7.99,1312600.0,10518624.0
600326.SH,2026-08-10 10:17:00,7.99,8.02,8.02,7.99,834500.0,6673405.0
600326.SH,2026-08-10 10:18:00,8.02,8.01,8.02,7.99,1682100.0,13465563.0
600326.SH,2026-08-10 10:19:00,8.01,8.2,8.21,8.01,4274938.0,34763648.0
600326.SH,2026-08-10 10:20:00,8.22,8.3,8.35,8.19,4749200.0,39252191.0
600326.SH,2026-08-10 10:21:00,8.29,8.14,8.29,8.14,1575800.0,12951556.0
600326.SH,2026-08-10 10:22:00,8.14,8.18,8.2,8.14,2293600.0,18750689.0
600326.SH,2026-08-10 10:23:00,8.19,8.2,8.21,8.17,1239300.0,10152731.0
600326.SH,2026-08-10 10:24:00,8.19,8.17,8.2,8.16,926200.0,7577701.0
600326.SH,2026-08-10 10:25:00,8.16,8.18,8.18,8.12,1051000.0,8566708.0
600326.SH,2026-08-10 10:26:00,8.18,8.18,8.21,8.17,619000.0,5067962.0
600326.SH,2026-08-10 10:27:00,8.17,8.29,8.34,8.17,2306730.0,19116168.0
600326.SH,2026-08-10 10:28:00,8.29,8.23,8.29,8.23,860100.0,7119748.0
600326.SH,2026-08-10 10:29:00,8.24,8.25,8.26,8.22,604700.0,4987064.0
600326.SH,2026-08-10 10:30:00,8.24,8.18,8.25,8.18,570200.0,4680125.0
600326.SH,2026-08-10 10:31:00,8.18,8.14,8.18,8.14,547200.0,4465626.0
600326.SH,2026-08-10 10:32:00,8.14,8.17,8.17,8.14,411400.0,3352834.0
600326.SH,2026-08-10 10:33:00,8.17,8.21,8.23,8.16,852700.0,6987470.0
600326.SH,2026-08-10 10:34:00,8.22,8.24,8.24,8.2,573000.0,4708548.0
600326.SH,2026-08-10 10:35:00,8.24,8.33,8.33,8.24,3039260.0,25261493.0
