ts_code,trade_date,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,intraday_vwap,intraday_vwap_position,late_volume_ratio,late_price_change_pct,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag
000688.SZ,20260821,1min,241,1,,,0,0,,0,,0.0,0.0,32.8201,1.4012,0.098561,-0.2398,,0,0.0,0.0,0.0,80.0,no_limit_touch
001367.SZ,20260821,1min,241,1,09:35:00,11:30:00,2,2,6.5089,1,105.0,20.0,8.9467,21.4496,1.6334,0.068153,2.1556,0.7738,0,70.0,36.5,26.609,62.425,late_withdraw_risk
002306.SZ,20260821,1min,241,1,09:50:00,10:32:00,2,5,3.7209,4,7.25,77.0,9.6244,2.1049,0.7188,0.075185,1.9231,1.3953,0,70.0,17.9,18.4423,70.565,late_withdraw_risk
002528.SZ,20260821,1min,241,1,13:19:00,15:00:00,2,3,1.9538,3,5.3333,84.6667,46.9104,5.4533,3.2406,0.038657,0.0,0.0,31,0.0,31.9333,53.4431,37.1433,high_open_board_risk
002667.SZ,20260821,1min,241,1,09:30:00,15:00:00,1,1,1.0411,1,1.0,100.0,81.7533,19.2052,0.025,0.003414,0.0,0.0,31,0.0,80.0,85.526,10.7,healthy_limitup
002851.SZ,20260821,1min,241,1,,,0,0,,0,,0.0,0.0,124.2522,3.0646,0.142599,0.2662,,0,0.0,0.0,0.0,80.0,no_limit_touch
300004.SZ,20260821,1min,241,1,10:06:00,10:07:00,1,1,6.7362,0,,0.0,12.5825,9.8183,0.6288,0.065203,-1.2987,6.2619,0,100.0,22.0,13.6748,69.4,late_withdraw_risk
300093.SZ,20260821,1min,241,1,,,0,0,,0,,0.0,0.0,25.5802,1.3674,0.120862,-1.7803,,0,0.0,0.0,0.0,80.0,no_limit_touch
300128.SZ,20260821,1min,241,1,,,0,0,,0,,0.0,0.0,4.7592,4.0087,0.13521,-1.0,,0,0.0,0.0,0.0,80.0,no_limit_touch
300139.SZ,20260821,1min,241,1,,,0,0,,0,,0.0,0.0,51.8378,3.5539,0.115587,0.7886,,0,0.0,0.0,0.0,80.0,no_limit_touch
300221.SZ,20260821,1min,241,1,,,0,0,,0,,0.0,0.0,13.9739,3.0489,0.17118,0.4184,,0,0.0,0.0,0.0,80.0,no_limit_touch
300345.SZ,20260821,1min,241,1,,,0,0,,0,,0.0,0.0,8.9305,4.9212,0.143077,2.4044,,0,0.0,0.0,0.0,80.0,no_limit_touch
300382.SZ,20260821,1min,241,1,,,0,0,,0,,0.0,0.0,16.8158,4.5448,0.1634,0.5146,,0,0.0,0.0,0.0,80.0,no_limit_touch
300399.SZ,20260821,1min,241,1,,,0,0,,0,,0.0,0.0,19.1068,-2.077,0.079935,0.4294,,0,0.0,0.0,0.0,80.0,no_limit_touch
300588.SZ,20260821,1min,241,1,,,0,0,,0,,0.0,0.0,21.6879,3.514,0.178005,0.268,,0,0.0,0.0,0.0,80.0,no_limit_touch
300607.SZ,20260821,1min,241,1,,,0,0,,0,,0.0,0.0,34.4171,3.3499,0.140408,-0.2524,,0,0.0,0.0,0.0,80.0,no_limit_touch
300716.SZ,20260821,1min,241,1,14:26:00,14:29:00,1,1,4.5829,0,,0.0,25.5026,18.0387,5.4955,0.231983,-1.0915,2.0082,0,70.0,17.5,23.0258,62.575,late_withdraw_risk
300864.SZ,20260821,1min,241,1,,,0,0,,0,,0.0,0.0,22.8197,5.6107,0.169238,0.1663,,0,0.0,0.0,0.0,80.0,no_limit_touch
301062.SZ,20260821,1min,241,1,,,0,0,,0,,0.0,0.0,7.0678,3.2852,0.318916,1.5299,,0,0.0,0.0,0.0,80.0,no_limit_touch
301070.SZ,20260821,1min,241,1,,,0,0,,0,,0.0,0.0,67.1576,2.8477,0.145668,0.0579,,0,0.0,0.0,0.0,80.0,no_limit_touch
301202.SZ,20260821,1min,241,1,,,0,0,,0,,0.0,0.0,38.412,3.5352,0.180384,-0.3758,,0,0.0,0.0,0.0,80.0,no_limit_touch
301529.SZ,20260821,1min,241,1,,,0,0,,0,,0.0,0.0,104.5286,2.6609,0.083778,0.2429,,0,0.0,0.0,0.0,80.0,no_limit_touch
600500.SH,20260821,1min,241,1,11:09:00,11:14:00,2,1,3.5714,0,,0.0,31.5714,5.4158,1.7391,0.08242,1.1009,1.6071,0,70.0,17.5,24.8464,62.575,late_withdraw_risk
603088.SH,20260821,1min,241,1,,,0,0,,0,,0.0,0.0,9.3942,2.297,0.138418,0.418,,0,0.0,0.0,0.0,80.0,no_limit_touch
603378.SH,20260821,1min,241,1,09:58:00,10:09:00,1,1,4.5234,0,,0.0,25.8595,6.0241,1.7576,0.070957,0.9885,0.9693,0,70.0,42.5,34.3828,58.825,late_withdraw_risk
603429.SH,20260821,1min,241,1,,,0,0,,0,,0.0,0.0,8.7021,3.9983,0.268384,2.9579,,0,0.0,0.0,0.0,80.0,no_limit_touch
603580.SH,20260821,1min,241,1,10:04:00,10:18:00,4,0,3.9747,0,,0.0,41.1517,79.6109,1.4685,0.10442,-0.1236,1.8111,0,70.0,39.5,37.6205,30.325,late_withdraw_risk
603838.SH,20260821,1min,241,1,10:03:00,15:00:00,8,5,1.0239,5,8.6,71.2,23.7767,11.3537,3.2262,0.005207,0.0,0.0,31,0.0,21.24,41.691,54.014,high_open_board_risk
688114.SH,20260821,1min,241,1,,,0,0,,0,,0.0,0.0,76.1873,-1.8341,0.087325,0.3085,,0,0.0,0.0,0.0,80.0,no_limit_touch
688206.SH,20260821,1min,241,1,,,0,0,,0,,0.0,0.0,41.9978,3.1007,0.144501,0.6275,,0,0.0,0.0,0.0,80.0,no_limit_touch
