trade_date,industry,limit_up_count,rank
20260330,电气设备,7,1
20260330,铝,6,2
20260330,化学制药,5,3
20260330,化工原料,3,4
20260330,建筑工程,3,5
20260330,通信设备,3,6
20260330,专用机械,2,7
20260330,农业综合,2,8
20260330,农药化肥,2,9
20260330,医疗保健,2,10
