trade_date,industry,limit_up_count,rank
20260615,元器件,33,1
20260615,专用机械,10,2
20260615,化工原料,10,3
20260615,电气设备,9,4
20260615,小金属,8,5
20260615,建筑工程,7,6
20260615,汽车配件,7,7
20260615,玻璃,6,8
20260615,水运,5,9
20260615,通信设备,5,10
