ts_code,trade_date,close,open,high,low,vol,amount,vwap
000017.SZ,20260827,9.8,9.57,9.86,9.57,7523500.16,72111488.0,9.59
000070.SZ,20260827,16.05,16.02,16.12,16.02,1403300.0,22494609.92,16.03
000428.SZ,20260827,4.61,4.66,4.66,4.6,2450800.0,11402699.52,4.65
000533.SZ,20260827,11.36,11.26,11.37,11.25,2739200.0,30891123.2,11.28
000536.SZ,20260827,3.53,3.51,3.53,3.49,10695500.16,37552967.68,3.51
000560.SZ,20260827,2.38,2.39,2.4,2.37,4723000.0,11281575.68,2.39
000566.SZ,20260827,4.99,4.98,5.0,4.98,2425500.0,12085761.28,4.98
000659.SZ,20260827,2.84,2.85,2.85,2.84,406700.0,1158963.04,2.85
000695.SZ,20260827,15.57,15.6,15.61,15.57,511700.0,7980999.68,15.6
000779.SZ,20260827,9.75,9.7,9.78,9.7,1450800.0,14084687.36,9.71
000796.SZ,20260827,4.23,4.23,4.26,4.21,3450700.16,14618333.44,4.24
000890.SZ,20260827,8.61,8.47,8.64,8.46,2939000.0,24955962.88,8.49
001258.SZ,20260827,13.36,13.39,13.44,13.34,4126600.0,55296573.44,13.4
001268.SZ,20260827,23.24,23.71,23.74,23.24,434200.0,10274952.96,23.66
002041.SZ,20260827,10.98,10.88,10.98,10.88,1760000.0,19174734.08,10.9
002047.SZ,20260827,3.5,3.5,3.56,3.49,3277400.0,11489611.52,3.51
002072.SZ,20260827,8.02,7.98,8.08,7.98,1035300.0,8270938.88,7.99
002081.SZ,20260827,5.53,5.5,5.55,5.5,8658602.88,47684336.64,5.51
002084.SZ,20260827,5.27,5.27,5.27,5.27,814708.0,4293511.04,5.27
002094.SZ,20260827,5.56,5.6,5.63,5.5,5826099.84,32604620.8,5.6
002259.SZ,20260827,4.1,4.07,4.13,4.07,665001.0,2711353.92,4.08
002295.SZ,20260827,10.7,10.5,10.8,10.42,1741600.0,18314959.36,10.52
002412.SZ,20260827,13.34,13.23,13.4,13.21,14007887.36,185522769.92,13.24
002418.SZ,20260827,4.57,4.54,4.64,4.54,25858700.8,117749370.88,4.55
002445.SZ,20260827,3.55,3.5,3.58,3.5,16085760.0,56393077.76,3.51
002451.SZ,20260827,7.88,7.9,7.9,7.83,512300.0,4042375.04,7.89
002478.SZ,20260827,6.82,6.81,6.84,6.81,515200.0,3511660.16,6.82
002686.SZ,20260827,7.04,6.98,7.09,6.98,6800199.68,47514634.24,6.99
002703.SZ,20260827,17.25,17.27,17.44,17.18,5758599.68,99547115.52,17.29
002713.SZ,20260827,9.73,9.69,9.77,9.69,397900.0,3859514.88,9.7
002742.SZ,20260827,5.67,5.67,5.67,5.67,4277800.0,24255127.04,5.67
002821.SZ,20260827,172.8,173.37,173.76,172.0,182700.0,31668687.36,173.34
002837.SZ,20260827,62.65,62.6,63.0,62.6,1886329.92,118234664.96,62.68
002855.SZ,20260827,13.31,13.31,13.31,13.31,528700.0,7036997.12,13.31
002880.SZ,20260827,23.66,23.73,23.8,23.35,845400.0,20045738.24,23.71
002907.SZ,20260827,16.26,16.21,16.36,16.21,1363700.0,22121768.96,16.22
002942.SZ,20260827,19.01,19.01,19.01,19.01,867400.0,16489273.6,19.01
002947.SZ,20260827,63.9,63.91,64.0,63.5,453800.0,28998028.8,63.9
002949.SZ,20260827,13.36,13.41,13.41,13.15,1160300.0,15534630.4,13.39
002963.SZ,20260827,23.53,23.2,23.69,23.2,2393400.0,55570022.4,23.22
003018.SZ,20260827,44.88,44.94,44.97,44.67,553900.0,24879784.96,44.92
003021.SZ,20260827,70.64,70.26,70.9,70.26,37000.0,2603894.08,70.38
003040.SZ,20260827,17.88,17.62,18.0,17.62,7704227.84,136227133.44,17.68
600103.SH,20260827,3.72,3.71,3.72,3.67,24884101.12,92313149.44,3.71
600127.SH,20260827,10.3,10.3,10.3,10.3,5329400.0,54892820.48,10.3
600172.SH,20260827,13.92,13.92,13.92,13.92,1583600.0,22043712.0,13.92
600272.SH,20260827,22.48,22.48,22.48,22.48,2014761.92,45291847.68,22.48
600281.SH,20260827,4.86,4.86,4.86,4.86,299500.0,1455569.92,4.86
600371.SH,20260827,10.28,10.45,10.45,10.2,4249900.16,44376407.04,10.44
600470.SH,20260827,5.9,5.88,5.9,5.88,673700.0,3961390.08,5.88
600479.SH,20260827,11.99,12.0,12.0,11.99,9236199.68,110834401.28,12.0
600508.SH,20260827,10.92,10.88,10.99,10.87,2782696.0,30277007.36,10.88
600604.SH,20260827,4.97,4.97,4.97,4.97,1930300.0,9593591.04,4.97
600605.SH,20260827,26.94,26.94,26.94,26.94,81500.0,2195609.92,26.94
600698.SH,20260827,7.2,7.18,7.2,7.18,360600.0,2590188.96,7.18
600714.SH,20260827,16.9,16.9,16.9,16.9,1249100.0,21109789.44,16.9
600785.SH,20260827,11.11,11.0,11.11,11.0,1348732.96,14836359.68,11.0
600829.SH,20260827,10.13,10.13,10.13,10.13,403300.0,4085429.12,10.13
600838.SH,20260827,8.1,8.1,8.1,8.1,864000.0,6998400.0,8.1
600936.SH,20260827,5.02,5.02,5.02,5.02,721100.0,3619921.92,5.02
600969.SH,20260827,9.48,9.48,9.48,9.48,1065300.0,10099043.84,9.48
600984.SH,20260827,4.47,4.47,4.47,4.47,5934599.68,26527662.08,4.47
603079.SH,20260827,13.9,13.88,13.9,13.88,292000.0,4052969.92,13.88
603095.SH,20260827,16.21,16.21,16.21,16.21,271600.0,4402636.16,16.21
603106.SH,20260827,8.0,8.0,8.0,8.0,1654500.0,13236000.0,8.0
603113.SH,20260827,5.25,5.25,5.25,5.25,236600.0,1242150.0,5.25
603121.SH,20260827,14.07,14.07,14.07,14.07,417500.0,5874225.28,14.07
603217.SH,20260827,28.95,28.95,28.95,28.95,61300.0,1774635.04,28.95
603318.SH,20260827,10.05,10.01,10.05,10.01,416700.0,4172088.0,10.01
603360.SH,20260827,13.49,13.49,13.49,13.49,209400.0,2824806.08,13.49
603395.SH,20260827,28.31,28.31,28.4,28.31,258190.0,7309422.08,28.31
603396.SH,20260827,27.9,28.16,28.16,27.87,668000.0,18808253.44,28.16
603615.SH,20260827,18.69,18.69,18.69,18.69,224200.0,4190297.92,18.69
603637.SH,20260827,15.0,14.95,15.0,14.95,220300.0,3293533.12,14.95
603687.SH,20260827,14.57,14.57,14.57,14.57,189000.0,2753729.92,14.57
603758.SH,20260827,12.42,12.42,12.42,12.42,528200.0,6560243.84,12.42
603912.SH,20260827,8.92,8.92,8.92,8.92,158200.0,1411144.0,8.92
605162.SH,20260827,10.01,10.01,10.01,10.01,1383800.0,13851837.44,10.01
605169.SH,20260827,12.29,12.29,12.29,12.29,402200.0,4943038.08,12.29
605303.SH,20260827,22.46,22.44,22.46,22.44,417100.0,9359740.16,22.44
