trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,limit_times,up_stat,industry,turnover_ratio,amount,float_mv,total_mv,seal_amount
20260827,000017.SZ,深中华A,U,10.41,10.41,8.51,2,45440691.0,93224,93536,6.0,6/6,饰品,13.51,605589536.0,4588956509.91,7174415100.48,45440691.0
20260827,000576.SZ,甘化科工,U,8.0,8.0,6.54,4,33069648.0,93039,95318,1.0,1/1,地面兵装,7.82,268783456.0,3470522088.0,3491345664.0,33069648.0
20260827,000586.SZ,汇源通信,U,14.41,14.41,11.79,0,17351081.0,95542,95542,1.0,1/1,通信设备,5.47,146846822.0,2755047900.0,2787470400.0,17351081.0
20260827,000592.SZ,平潭发展,U,6.81,6.81,5.57,2,72696750.0,131242,143548,1.0,1/1,林业Ⅱ,15.33,1942472784.0,13041779577.69,13155427901.76,72696750.0
20260827,000712.SZ,锦龙股份,U,10.73,10.73,8.78,0,220685551.0,92500,92500,2.0,2/2,证券Ⅱ,1.64,158057696.0,9611227161.25,9614080000.0,220685551.0
20260827,000890.SZ,法尔胜,U,8.78,8.78,7.18,0,98898798.0,93009,93009,2.0,2/2,环保设备,3.61,132042068.0,3683131383.88,3683244839.04,98898798.0
20260827,000951.SZ,中国重汽,U,22.39,22.39,18.32,9,58101154.0,93227,101100,1.0,1/1,商用车,2.65,692269440.0,26173796952.89,26173796796.16,58101154.0
20260827,000962.SZ,东方钽业,U,57.55,57.55,47.09,1,256950045.0,105009,132615,1.0,1/1,小金属,6.93,1944087376.0,28948863038.9,30351016418.4,256950045.0
20260827,001232.SZ,嘉立创,U,162.03,162.03,132.57,0,68367100.0,103006,103006,1.0,1/1,元件,19.63,1378644400.0,7162787134.47,90017386800.0,68367100.0
20260827,001309.SZ,德明利,U,429.76,429.76,351.62,1,172055705.0,143024,143433,1.0,1/1,半导体,12.72,8762050048.0,70922886247.04,97487991811.2,172055705.0
20260827,002072.SZ,凯瑞德,U,8.9,8.9,7.28,4,38225491.0,93427,100648,2.0,2/2,贸易Ⅱ,11.21,361420288.0,3271033020.0,3272352000.0,38225491.0
20260827,002084.SZ,海鸥住工,U,5.27,5.27,4.31,0,329225563.0,92500,92500,4.0,4/4,家居用品,0.81,27643695.0,3397223509.34,3404715372.96,329225563.0
20260827,002134.SZ,天津普林,U,22.63,22.63,18.51,0,61451765.0,102642,102642,1.0,1/1,元件,4.65,252642281.0,5582969905.4,5608116723.48,61451765.0
20260827,002155.SZ,湖南黄金,U,27.02,27.02,22.1,0,564939509.0,92500,92500,1.0,1/1,贵金属,0.91,383632336.0,42218720737.34,42222838450.24,564939509.0
20260827,002190.SZ,成飞集成,U,25.52,25.52,20.88,1,56653072.0,102745,103921,1.0,1/1,汽车零部件,6.27,561663456.0,9154772833.36,9154772858.88,56653072.0
20260827,002396.SZ,星网锐捷,U,33.35,33.35,27.29,0,160023305.0,143639,143639,1.0,1/1,通信设备,13.51,3237273232.0,25259793785.1,25364488172.8,160023305.0
20260827,002418.SZ,康盛股份,U,4.91,4.91,4.01,2,86280007.0,93415,94642,3.0,3/3,家电零部,22.53,1227785888.0,5579724000.0,5579724000.0,86280007.0
20260827,002515.SZ,金字火腿,U,8.58,8.58,7.02,9,28578264.0,110454,142706,1.0,1/1,食品加工,14.42,1334343840.0,9453889507.92,10387069492.8,28578264.0
20260827,002536.SZ,飞龙股份,U,54.23,54.23,44.37,3,120383007.0,95951,133730,1.0,1/1,汽车零部件,11.43,3302729424.0,29572848339.87,31170638706.24,120383007.0
20260827,002628.SZ,成都路桥,U,5.28,5.28,4.32,5,7278955.0,130042,140818,1.0,1/1,基础建设,10.29,402978240.0,3988179143.52,3997490196.48,7278955.0
20260827,002636.SZ,金安国纪,U,69.41,69.41,56.79,1,143025413.0,103518,104139,1.0,1/1,元件,7.16,3480428432.0,50274733093.97,50530480000.0,143025413.0
20260827,002742.SZ,冀衡医药,U,5.67,5.67,4.64,0,168347970.0,92500,92500,3.0,3/3,化学制药,1.9,56422737.0,2970632767.41,3878858612.16,168347970.0
20260827,002824.SZ,和胜股份,U,26.68,26.68,21.83,0,63882592.0,111351,111351,1.0,1/1,工业金属,10.39,601256576.0,6034379148.4,8302091157.76,63882592.0
20260827,002852.SZ,道道全,U,8.89,8.89,7.27,1,49623908.0,130930,135009,1.0,1/1,农产品加,6.91,169845649.0,2540928651.94,3057878222.56,49623908.0
20260827,002855.SZ,捷荣技术,U,13.31,13.31,10.89,0,92996970.0,92500,92500,3.0,3/3,消费电子,0.58,18861601.0,3277284457.92,3279845967.42,92996970.0
20260827,002886.SZ,沃特股份,U,24.0,24.0,19.64,5,122493600.0,93433,94648,1.0,1/1,塑料,15.71,777510304.0,5017875936.0,6316885560.0,122493600.0
20260827,002942.SZ,新农股份,U,19.01,19.01,15.55,0,356469246.0,92500,92500,2.0,2/2,农化制品,1.63,42953665.0,2637791157.83,2955688487.2,356469246.0
20260827,002953.SZ,日丰股份,U,11.88,11.88,9.72,0,46847295.0,95042,95042,1.0,1/1,电网设备,6.71,216500101.0,3341710563.84,5839966218.24,46847295.0
20260827,002980.SZ,华盛昌,U,102.05,102.05,83.49,1,77897622.0,95824,103815,1.0,1/1,电网设备,11.05,1112099584.0,10336319878.95,19227365409.2,77897622.0
20260827,003040.SZ,楚天龙,U,18.73,18.73,15.33,19,38151137.0,93048,131809,5.0,5/5,通信设备,20.77,1759884208.0,8556805332.34,8637076680.64,38151137.0
20260827,300368.SZ,汇金股份,U,9.62,9.62,6.42,1,80192329.0,93921,94330,1.0,1/1,计算机设,12.34,606935392.0,5088436229.5,5088436200.64,80192329.0
20260827,300456.SZ,赛微电子,U,37.06,37.06,24.7,2,174117404.0,101324,102627,1.0,1/1,半导体,13.72,2873362736.0,22145675885.6,27135818820.16,174117404.0
20260827,301399.SZ,英特科技,U,21.24,21.24,14.16,1,28386261.0,100015,104636,1.0,1/1,通用设备,31.77,354092608.0,1161479366.64,3929824800.0,28386261.0
20260827,301591.SZ,肯特股份,U,50.4,50.4,33.6,0,81255434.0,101948,101948,1.0,1/1,塑料,36.73,779741936.0,2252615299.2,5511542400.0,81255434.0
20260827,301666.SZ,大普微-UW,U,469.2,469.2,312.8,0,251022000.0,93051,93051,1.0,1/1,计算机设,7.81,961955872.0,12441468135.6,204672719865.6,251022000.0
20260827,600095.SH,湘财股份,U,9.54,9.54,7.8,10,65334690.0,93941,130241,2.0,2/2,证券Ⅱ,7.12,1916435920.0,27276651068.22,27276651077.76,65334690.0
20260827,600103.SH,青山纸业,U,3.82,3.82,3.12,0,307811504.0,93033,93033,3.0,3/3,造纸,6.1,507382960.0,8451096959.54,8559958192.64,307811504.0
20260827,600108.SH,亚盛集团,U,3.78,3.78,3.1,0,54726053.0,100835,100835,1.0,1/1,种植业,7.7,549522688.0,7359339157.38,7359339153.6,54726053.0
20260827,600127.SH,金健米业,U,10.78,10.78,8.82,1,189199036.0,93516,93610,1.0,6/9,农产品加,20.32,1367268928.0,6918423090.04,6918423068.48,189199036.0
20260827,600162.SH,香江控股,U,4.87,4.87,3.99,0,73617842.0,100621,100621,1.0,1/1,房地产开发,4.13,634967808.0,15917293654.14,15917293683.36,73617842.0
20260827,600330.SH,天通股份,U,29.15,29.15,23.85,3,101934518.0,105345,133012,1.0,1/1,电子化学,10.62,3703383328.0,35954613226.4,35954613226.4,101934518.0
20260827,600345.SH,长江通信,U,52.06,52.06,42.6,0,139637935.0,144252,144252,1.0,1/1,通信设备,8.7,925162400.0,11013777001.82,17159607383.68,139637935.0
20260827,600359.SH,新农开发,U,7.47,7.47,6.11,1,40110493.0,93258,95816,1.0,1/1,种植业,6.45,182766853.0,2849900765.4,2849900735.52,40110493.0
20260827,600371.SH,万向德农,U,10.49,10.49,8.59,0,204232474.0,93006,93006,3.0,5/8,种植业,5.55,169885569.0,3069143220.0,3069143220.0,204232474.0
20260827,600378.SH,昊华科技,U,48.46,48.46,39.65,2,197313952.0,93136,93339,1.0,1/1,化学制品,2.79,1436979568.0,51976517490.98,62513381391.36,197313952.0
20260827,600397.SH,江钨装备,U,19.03,19.03,15.57,0,123457125.0,102342,102342,1.0,1/1,专用设备,10.36,1880122960.0,18838936554.46,18838936668.64,123457125.0
20260827,600479.SH,千金药业,U,12.12,12.12,9.92,7,36494459.0,93130,132045,2.0,2/2,中药Ⅱ,25.82,1300882240.0,5072306258.04,5965585393.92,36494459.0
20260827,600540.SH,新赛股份,U,4.59,4.59,3.75,0,161909496.0,92502,92502,1.0,1/1,种植业,1.52,40677246.0,2668520246.4,2668520246.4,161909496.0
20260827,600613.SH,神奇制药,U,11.61,11.61,9.5,1,167587935.0,92502,93050,1.0,7/11,化学制药,12.18,677314640.0,5564904944.58,6200571647.52,167587935.0
20260827,600641.SH,先导基电,U,34.0,34.0,27.82,2,139711168.0,110950,132317,1.0,1/1,半导体,6.45,1955765904.0,31641417280.0,32193441280.0,139711168.0
20260827,600654.SH,中安科,U,3.3,3.3,2.7,0,80570820.0,93837,93837,1.0,1/1,软件开发,4.37,326401392.0,7647525015.9,9389851891.2,80570820.0
20260827,600683.SH,京投发展,U,11.04,11.04,9.04,1,71743440.0,95429,95820,1.0,1/1,房地产开发,5.74,458229824.0,8178184670.88,8178184704.0,71743440.0
20260827,600721.SH,百花医药,U,16.68,16.68,13.64,13,42637149.0,93150,143935,1.0,1/1,医疗服务,43.45,2746713040.0,6414254551.8,6414254501.76,42637149.0
20260827,600969.SH,郴电国际,U,10.45,10.45,8.55,1,18546242.0,100924,100954,2.0,2/2,电力,9.93,367645168.0,3867027557.8,3867027516.0,18546242.0
20260827,601208.SH,东材科技,U,49.1,49.1,40.18,2,106395330.0,130016,133034,1.0,1/1,塑料,7.84,3775172928.0,49599982501.3,49599982550.4,106395330.0
20260827,601233.SH,桐昆股份,U,26.0,26.0,21.28,1,37908000.0,132210,133934,1.0,1/1,炼化及贸,2.82,1683373696.0,61741477720.0,61854038688.0,37908000.0
20260827,601869.SH,长飞光纤,U,426.82,426.82,349.22,1,339458482.0,94919,102555,1.0,1/1,通信设备,3.63,6145393408.0,173433319181.48,353366456489.28,339458482.0
20260827,603002.SH,宏昌电子,U,16.91,16.91,13.83,0,135985147.0,95201,95201,1.0,1/1,电子化学,5.17,966065520.0,19177267587.19,19177267637.92,135985147.0
