ts_code,trade_date,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,intraday_vwap,intraday_vwap_position,late_volume_ratio,late_price_change_pct,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag
000017.SZ,20260709,1min,241,1,10:03:00,10:03:00,1,0,5.8471,0,,0.0,29.9175,6.4056,2.254,0.095578,0.7692,1.7991,0,70.0,39.5,34.2503,30.325,late_withdraw_risk
000029.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,22.9717,4.1283,0.168315,0.6734,,0,0.0,0.0,0.0,80.0,no_limit_touch
000063.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,39.1533,3.0054,0.114697,0.2237,,0,0.0,0.0,0.0,80.0,no_limit_touch
000677.SZ,20260709,1min,241,1,10:02:00,14:14:00,3,5,3.5088,4,17.75,47.25,0.4849,1.6655,0.8719,0.046987,0.0,1.7544,0,70.0,0.0,7.6455,80.6875,late_withdraw_risk
001270.SZ,20260709,1min,241,1,14:50:00,14:50:00,1,0,2.5171,0,,0.0,49.8973,154.6901,6.1606,0.241022,5.4247,1.3457,0,70.0,2.5,23.5942,35.875,late_withdraw_risk
001399.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,36.9983,4.2209,0.141693,1.8489,,0,0.0,0.0,0.0,80.0,no_limit_touch
002290.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,80.8437,5.3391,0.145165,0.0235,,0,0.0,0.0,0.0,80.0,no_limit_touch
002371.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,840.998,4.4509,0.133454,1.2016,,0,0.0,0.0,0.0,80.0,no_limit_touch
002456.SZ,20260709,1min,241,1,13:13:00,13:15:00,2,1,2.381,0,,0.0,38.7143,9.3781,1.4062,0.121834,0.4224,1.5528,0,70.0,17.5,26.9893,62.575,late_withdraw_risk
002484.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,86.7678,4.3474,0.104384,0.7007,,0,0.0,0.0,0.0,80.0,no_limit_touch
003026.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,40.2313,4.3217,0.08785,0.4548,,0,0.0,0.0,0.0,80.0,no_limit_touch
300041.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,16.2866,3.6435,0.09347,0.2375,,0,0.0,0.0,0.0,80.0,no_limit_touch
300068.SZ,20260709,1min,241,1,09:30:00,09:30:00,1,0,8.2305,0,,0.0,15.6173,4.6825,-4.3249,0.109274,-1.9694,7.8189,0,100.0,45.0,24.9352,37.0,late_withdraw_risk
300071.SZ,20260709,1min,241,1,09:57:00,10:28:00,1,1,6.422,0,,0.0,14.4679,4.1577,-0.9059,0.058129,-1.199,5.5046,0,94.5688,36.3578,22.0592,65.8885,late_withdraw_risk
300121.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,12.2095,5.9832,0.16225,1.0148,,0,0.0,0.0,0.0,80.0,no_limit_touch
300123.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,3.8659,-1.187,0.06377,-0.2611,,0,0.0,0.0,0.0,80.0,no_limit_touch
300136.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,92.2074,8.1367,0.26643,6.2667,,0,0.0,0.0,0.0,80.0,no_limit_touch
300164.SZ,20260709,1min,241,1,11:04:00,11:29:00,1,1,7.4795,0,,0.0,8.123,9.1657,0.1558,0.063336,1.1013,5.9426,0,100.0,10.0,6.9369,71.2,late_withdraw_risk
300223.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,229.575,2.8074,0.121155,0.4939,,0,0.0,0.0,0.0,80.0,no_limit_touch
300236.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,123.5661,6.2751,0.120556,1.249,,0,0.0,0.0,0.0,80.0,no_limit_touch
300260.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,91.5177,3.8051,0.098153,0.2744,,0,0.0,0.0,0.0,80.0,no_limit_touch
300270.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,12.7095,2.2074,0.095403,0.464,,0,0.0,0.0,0.0,80.0,no_limit_touch
300332.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,4.7775,0.4707,0.077138,0.4184,,0,0.0,0.0,0.0,80.0,no_limit_touch
300346.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,77.539,3.4061,0.134671,0.4762,,0,0.0,0.0,0.0,80.0,no_limit_touch
300394.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,260.1578,4.3597,0.085269,0.5481,,0,0.0,0.0,0.0,80.0,no_limit_touch
300475.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,258.4218,3.6987,0.099711,0.9341,,0,0.0,0.0,0.0,80.0,no_limit_touch
300506.SZ,20260709,1min,241,1,13:48:00,13:52:00,1,1,6.8249,0,,0.0,12.0504,6.2134,3.1645,0.095056,0.4702,4.8961,0,85.4421,13.6395,13.3924,67.0146,late_withdraw_risk
300553.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,70.0145,4.0642,0.13321,1.1944,,0,0.0,0.0,0.0,80.0,no_limit_touch
300560.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,18.716,6.3793,0.198694,2.6289,,0,0.0,0.0,0.0,80.0,no_limit_touch
300604.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,338.2228,10.578,0.100948,0.8276,,0,0.0,0.0,0.0,80.0,no_limit_touch
300654.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,9.8356,4.0104,0.185768,2.1978,,0,0.0,0.0,0.0,80.0,no_limit_touch
300656.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,33.6753,6.0124,0.439146,6.6946,,0,0.0,0.0,0.0,80.0,no_limit_touch
300666.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,346.6682,5.138,0.103852,0.1374,,0,0.0,0.0,0.0,80.0,no_limit_touch
300672.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,246.7457,3.5074,0.118862,0.2906,,0,0.0,0.0,0.0,80.0,no_limit_touch
300679.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,56.0722,5.6674,0.106078,0.1521,,0,0.0,0.0,0.0,80.0,no_limit_touch
300715.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,15.4681,2.2753,0.099341,-0.5031,,0,0.0,0.0,0.0,80.0,no_limit_touch
300736.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,30.0382,4.134,0.142307,0.6759,,0,0.0,0.0,0.0,80.0,no_limit_touch
300751.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,271.686,2.5485,0.092324,0.5849,,0,0.0,0.0,0.0,80.0,no_limit_touch
300757.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,496.5907,4.9698,0.097265,0.5342,,0,0.0,0.0,0.0,80.0,no_limit_touch
300780.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,29.8612,6.4927,0.237373,3.9216,,0,0.0,0.0,0.0,80.0,no_limit_touch
300811.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,88.3972,2.2657,0.084524,0.3107,,0,0.0,0.0,0.0,80.0,no_limit_touch
300814.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,170.0891,4.3277,0.121036,0.2882,,0,0.0,0.0,0.0,80.0,no_limit_touch
300821.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,27.7427,9.3262,0.071874,1.1674,,0,0.0,0.0,0.0,80.0,no_limit_touch
300842.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,77.0387,5.142,0.15958,2.5446,,0,0.0,0.0,0.0,80.0,no_limit_touch
300845.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,12.7259,1.9183,0.087619,-0.384,,0,0.0,0.0,0.0,80.0,no_limit_touch
300868.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,132.7616,3.6068,0.111769,0.1019,,0,0.0,0.0,0.0,80.0,no_limit_touch
300870.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,275.9741,5.807,0.127719,1.8309,,0,0.0,0.0,0.0,80.0,no_limit_touch
300877.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,29.8441,4.0408,0.224917,2.0039,,0,0.0,0.0,0.0,80.0,no_limit_touch
300922.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,15.8717,5.1559,0.119513,0.3608,,0,0.0,0.0,0.0,80.0,no_limit_touch
300951.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,45.4099,4.6028,0.214865,1.3658,,0,0.0,0.0,0.0,80.0,no_limit_touch
300975.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,37.4009,0.3986,0.102531,0.6702,,0,0.0,0.0,0.0,80.0,no_limit_touch
301021.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,96.149,3.4228,0.085474,0.4343,,0,0.0,0.0,0.0,80.0,no_limit_touch
301053.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,39.0794,6.7058,0.135903,3.6798,,0,0.0,0.0,0.0,80.0,no_limit_touch
301095.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,111.2664,3.4185,0.133393,0.2527,,0,0.0,0.0,0.0,80.0,no_limit_touch
301099.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,90.8706,2.1672,0.100682,-0.1506,,0,0.0,0.0,0.0,80.0,no_limit_touch
301172.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,26.0475,7.7264,0.249106,3.8106,,0,0.0,0.0,0.0,80.0,no_limit_touch
301285.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,103.7675,5.4087,0.098553,0.7182,,0,0.0,0.0,0.0,80.0,no_limit_touch
301295.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,46.8738,3.8107,0.121632,-0.0616,,0,0.0,0.0,0.0,80.0,no_limit_touch
301303.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,15.0809,7.5535,0.169089,1.5019,,0,0.0,0.0,0.0,80.0,no_limit_touch
301307.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,93.3864,-0.5851,0.068729,-0.1935,,0,0.0,0.0,0.0,80.0,no_limit_touch
301316.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,43.4248,3.2129,0.091708,-0.1337,,0,0.0,0.0,0.0,80.0,no_limit_touch
301317.SZ,20260709,1min,241,1,09:42:00,09:48:00,1,1,10.2679,0,,0.0,0.0,58.7652,-2.17,0.073827,0.5949,7.7651,0,100.0,35.0,15.75,67.45,late_withdraw_risk
301319.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,130.5776,6.0136,0.207877,2.7844,,0,0.0,0.0,0.0,80.0,no_limit_touch
301323.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,80.068,3.5369,0.113059,1.2828,,0,0.0,0.0,0.0,80.0,no_limit_touch
301348.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,26.9914,4.4406,0.113061,0.3203,,0,0.0,0.0,0.0,80.0,no_limit_touch
301392.SZ,20260709,1min,241,1,,,0,0,,0,,0.0,0.0,262.16,4.7605,0.129255,-0.0582,,0,0.0,0.0,0.0,80.0,no_limit_touch
