ts_code,trade_date,minute_freq,minute_rows,has_minute_data,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,reseal_speed_score,reseal_acceptance_score,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,limitup_path_score,limitup_quality_score,intraday_risk_score,intraday_tag
000012.SZ,20260622,1min,241,1,10:08:00,15:00:00,1,0,2.3256,0,,0.0,51.0465,0.0117,0.0,31,0.0,57.0,65.964,10.2,neutral_limitup
000048.SZ,20260622,1min,241,1,09:33:00,15:00:00,3,4,5.253,4,45.5,20.0,0.0,0.004938,0.0,31,0.0,34.0,40.3,60.7,high_open_board_risk
000060.SZ,20260622,1min,241,1,13:17:00,15:00:00,2,5,0.454,5,1.2,99.0,36.9258,0.0096,0.0,31,0.0,14.8,42.7377,48.03,high_open_board_risk
000070.SZ,20260622,1min,241,1,09:31:00,15:00:00,1,0,1.4035,0,,0.0,56.5789,0.016922,0.0,31,0.0,70.0,73.4737,8.25,neutral_limitup
000510.SZ,20260622,1min,241,1,09:40:00,15:00:00,1,0,0.9872,0,,0.0,59.0765,0.014891,0.0,31,0.0,70.0,74.223,8.25,neutral_limitup
000519.SZ,20260622,1min,241,1,09:59:00,15:00:00,3,1,2.5034,1,228.0,20.0,44.9799,0.01025,0.0,31,0.0,64.0,67.294,33.1,neutral_limitup
000545.SZ,20260622,1min,241,1,09:53:00,15:00:00,1,0,4.5283,0,,0.0,37.8302,0.01544,0.0,31,0.0,70.0,67.8491,8.25,neutral_limitup
000571.SZ,20260622,1min,241,1,09:30:00,15:00:00,3,2,2.916,2,2.5,92.5,55.8793,0.032304,0.0,31,0.0,68.5,72.5888,22.0,neutral_limitup
000612.SZ,20260622,1min,241,1,14:00:00,15:00:00,1,0,0.3298,0,,0.0,63.0214,0.030894,0.0,31,0.0,45.0,64.1564,12.0,neutral_limitup
000657.SZ,20260622,1min,241,1,09:42:00,15:00:00,5,3,2.6678,3,29.6667,35.3333,25.36,0.007052,0.0,31,0.0,47.0667,53.788,47.2067,high_open_board_risk
