ts_code,time,open,close,high,low,vol,amount
002580.SZ,2026-08-26 09:30:00,21.0,21.03,21.09,21.0,1516443.0,31857136.0
002580.SZ,2026-08-26 09:31:00,21.0,20.87,21.0,20.71,3178712.0,66389043.36
002580.SZ,2026-08-26 09:32:00,20.86,20.86,20.94,20.8,1430400.0,29859341.45
002580.SZ,2026-08-26 09:33:00,20.87,20.87,20.93,20.84,1188300.0,24808805.44
002580.SZ,2026-08-26 09:34:00,20.87,20.88,20.98,20.87,845078.0,17679850.52
002580.SZ,2026-08-26 09:35:00,20.93,20.98,20.99,20.88,796100.0,16668741.0
002580.SZ,2026-08-26 09:36:00,20.92,20.87,20.95,20.87,1238200.0,25894644.0
002580.SZ,2026-08-26 09:37:00,20.84,20.74,20.84,20.65,1903389.0,39458643.85
002580.SZ,2026-08-26 09:38:00,20.84,20.79,20.89,20.79,871200.0,18152701.0
002580.SZ,2026-08-26 09:39:00,20.78,20.78,20.79,20.74,879800.0,18262097.0
002580.SZ,2026-08-26 09:40:00,20.78,20.77,20.78,20.75,507000.0,10527976.0
002580.SZ,2026-08-26 09:41:00,20.78,20.87,20.95,20.78,526900.0,11006662.0
002580.SZ,2026-08-26 09:42:00,20.86,20.73,20.86,20.73,479600.0,9962158.0
002580.SZ,2026-08-26 09:43:00,20.71,20.73,20.77,20.71,670400.0,13895213.29
002580.SZ,2026-08-26 09:44:00,20.72,20.54,20.72,20.51,1663700.0,34307730.33
002580.SZ,2026-08-26 09:45:00,20.58,20.63,20.67,20.58,782200.0,16119719.0
002580.SZ,2026-08-26 09:46:00,20.63,20.74,20.74,20.63,301708.0,6239682.44
002580.SZ,2026-08-26 09:47:00,20.73,20.79,20.79,20.68,571379.0,11831619.12
002580.SZ,2026-08-26 09:48:00,20.79,20.67,20.82,20.67,419500.0,8713323.88
002580.SZ,2026-08-26 09:49:00,20.66,20.66,20.66,20.63,506900.0,10467589.0
002580.SZ,2026-08-26 09:50:00,20.66,20.74,20.75,20.66,260328.0,5394298.76
002580.SZ,2026-08-26 09:51:00,20.74,20.86,20.86,20.72,428500.0,8895402.0
002580.SZ,2026-08-26 09:52:00,20.88,20.87,20.95,20.87,477600.0,9992380.0
002580.SZ,2026-08-26 09:53:00,20.88,20.76,20.88,20.75,276500.0,5760281.0
002580.SZ,2026-08-26 09:54:00,20.76,20.81,20.81,20.75,332600.0,6911492.0
002580.SZ,2026-08-26 09:55:00,20.82,20.95,20.95,20.81,337400.0,7040603.0
002580.SZ,2026-08-26 09:56:00,20.95,21.12,21.16,20.83,1367150.0,28745314.62
002580.SZ,2026-08-26 09:57:00,21.04,21.08,21.12,21.03,984900.0,20764985.0
002580.SZ,2026-08-26 09:58:00,21.08,21.23,21.24,21.05,839106.0,17736849.42
002580.SZ,2026-08-26 09:59:00,21.24,21.55,21.64,21.24,3836105.0,82495307.2
