trade_date,exec_date,target_date,entry_date,exit_date,ts_code,name,rank,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,eret_sample_eligible,eret_label_quality,realized_ret_t1_to_t2,premium_ret_t1_to_t2,entry_price_t1,entry_price_proxy_t1,entry_price_proxy_mode,exit_price_t2_close,close_t2,close_t2,dataset_split,sample_weight,is_cold_start,feature_coverage_score,eret_truth_version,return_holding_mode,buy_window_start,buy_window_end,open_t1,open_t2,high_t2,low_t2,vol_t2,amount_t2,pct_chg_t2,symbol,board,area,market,list_date,open,high,low,close,pct_chg,pre_close_est,returns_1d,high_low_range,candle_body,gap_open,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,amihud_illiquidity,volatility_5d,volatility_10d,volatility_20d,atr,downside_vol,max_drawdown_20d,tail_risk_score,total_mv,float_mv,pe_ttm,pb,north_money_market,south_money_market,hgt_market,sgt_market,market_regime,hot_boards_score,board_crowding_rank,is_hot_board,board_rank,board_limit_up_count,is_st_like,top_list_net_buy,top_net_rate,amount_rate,float_values,abnormal_volume,has_namechange_record,latest_change_reason,ret_2d,ret_5d,ret_10d,bid_ask_proxy,spread_proxy,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_limit_up,break_count_proxy,limit_up_strength,prior_prob_prior,prior_strength_score,prior_theme_boost,prior_board,prior_prob_prior__is_missing,prior_strength_score__is_missing,prior_theme_boost__is_missing,pct_chg_t2__is_missing,amount_t2__is_missing
20260324,20260325,20260326,20260325,20260326,600537.SH,亿晶光电,1,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,0.0438356164383562,0.0438356164383562,3.65,3.65,t1_open,3.81,3.81,3.81,raw_train_pool,1.75,0,1.0,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,09:30:00,10:30:00,3.65,3.9,3.94,3.76,1604095.55,614688.124,-3.0534,600537,电气设备,浙江,主板,20030123,3.38,3.65,3.35,3.65,9.9398,0.3336441251211174,9.9398,0.8991616438356158,0.8092454794520548,9.130554520547944,2125227.38,748811.433,17.9539,17.9539,1.48,1.3274102880851714e-05,,,,,,,,432055.9816,,,,289285.93,53025.64,134282.99,155002.94,,9.0,1.0,1.0,1.0,9.0,0.0,,,,,,0.0,,,,,,,U,2.0,21509085.0,21509085.0,140159.0,141429.0,,,,,,3.65,2.99,1.0,0.0,1.6287635376195178,0.5030047162878694,58.357143,0.83,电气设备,0,0,0,0,0
20260324,20260325,20260326,20260325,20260326,601016.SH,节能风电,2,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,0.0662650602409637,0.0662650602409637,4.98,4.98,t1_open,5.31,5.31,5.31,raw_train_pool,1.75,0,1.0,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,09:30:00,10:30:00,4.98,5.4,5.73,5.01,14810259.29,7924335.717,-1.6667,601016,新型电力,北京,主板,20140929,4.52,4.91,4.33,4.91,10.0897,0.4427531853882431,10.0897,1.3099849287169043,0.8808519348268852,9.208848065173116,11567281.32,5477009.073,19.4927,34.8717,1.33,1.8421915803899565e-06,,,,,,,,3162226.9188,,,,289285.93,53025.64,134282.99,155002.94,,5.0,4.0,1.0,4.0,5.0,0.0,-95405901.92,-1.74,17.74,29136678321.61,17.74,0.0,,,,,,,U,4.0,162892146.0,162892146.0,112553.0,135211.0,,,,,,4.91,4.01,1.0,0.0,1.7940510588616378,0.4831041516552779,26.690476,0.4322611773793213,新型电力,0,0,0,0,0
20260324,20260325,20260326,20260325,20260326,600510.SH,黑牡丹,3,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,-0.0410958904109588,-0.0410958904109588,8.76,8.76,t1_open,8.4,8.4,8.4,raw_train_pool,1.75,0,1.0,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,09:30:00,10:30:00,8.76,8.58,8.63,8.35,83590.01,70582.084,-1.1765,600510,全国地产,江苏,主板,20020618,7.75,8.42,7.64,8.42,10.0654,0.7609304679451262,10.0654,1.0250608076009504,0.8805009501187648,9.184899049881237,143344.7,114914.968,1.389,3.4716,1.56,8.758998218578454e-05,,,,,,,,868965.4348,,,,289285.93,53025.64,134282.99,155002.94,,,,0.0,,,0.0,6431504.7,5.6,43.67,8689654347.94,43.67,0.0,,,,,,,U,0.0,47487116.0,47487116.0,144438.0,144438.0,,,,,,8.42,6.89,1.0,0.0,2.1002994493183573,0.358027329536323,63.583333,0.0164,全国地产,0,0,0,0,0
20260324,20260325,20260326,20260325,20260326,600868.SH,梅雁吉祥,4,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,0.0237467018469657,0.0237467018469657,3.79,3.79,t1_open,3.88,3.88,3.88,raw_train_pool,1.5,0,1.0,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,09:30:00,10:30:00,3.79,3.89,3.95,3.85,1586617.0,618579.79,-0.7673,600868,水力发电,广东,主板,19940912,3.54,3.78,3.47,3.78,9.8837,0.347308360208385,9.8837,0.8925785714285703,0.6910285714285708,9.19267142857143,1996723.99,728912.139,10.5193,11.328,1.29,1.3559521746419975e-05,,,,,,,,717500.2007,,,,289285.93,53025.64,134282.99,155002.94,,3.0,7.0,1.0,7.0,3.0,0.0,,,,,,0.0,,,,,,,U,2.0,32244912.0,32244912.0,141259.0,143617.0,,,,,,3.78,3.1,1.0,0.0,1.6514391100016592,0.2925997966388938,61.547619,0.1736599148755986,水力发电,0,0,0,0,0
20260324,20260325,20260326,20260325,20260326,600698.SH,湖南天雁,5,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,0.1080000000000001,0.1080000000000001,7.5,7.5,t1_open,8.31,8.31,8.31,raw_train_pool,1.5,0,1.0,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,09:30:00,10:30:00,7.5,8.73,9.0,8.31,928949.96,808712.66,1.5892,600698,汽车配件,湖南,主板,19931206,6.88,7.44,6.81,7.44,10.0592,0.6727430555555556,10.0592,0.9364645161290334,0.8324129032258072,9.226787096774194,244318.96,177157.738,2.942,5.6505,2.65,5.6781036569794086e-05,,,,,,,,795066.4726,,,,289285.93,53025.64,134282.99,155002.94,,,,0.0,,,0.0,13654289.0,7.71,35.42,6222720953.04,35.42,0.0,,,,,,,U,0.0,53389484.0,53389484.0,100355.0,100355.0,,,,,,7.44,6.08,1.0,0.0,2.1127660783735798,0.3087213229768043,58.154762,0.0164,汽车配件,0,0,0,0,0
20260324,20260325,20260326,20260325,20260326,002350.SZ,北京科锐,6,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,-0.0158227848101265,-0.0158227848101265,15.8,15.8,t1_open,15.55,15.55,15.55,raw_train_pool,1.5,0,1.0,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,09:30:00,10:30:00,15.8,15.2,15.88,14.71,647927.85,986104.532,2.37,2350,电气设备,北京,主板,20100203,14.58,15.04,14.56,15.04,10.0219,1.3645560202868832,10.0219,0.3517627659574459,0.3371059840425525,9.684794015957449,219994.87,328687.29,4.1465,6.7468,0.56,3.049068310490497e-05,,,,,,,,815666.3519,,,,289285.93,53025.64,134282.99,155002.94,,9.0,1.0,1.0,1.0,9.0,0.0,,,,,,0.0,,,,,,,U,0.0,150310181.0,150310181.0,93018.0,93018.0,,,,,,15.04,12.3,1.0,0.0,2.5674761840925986,0.2160567687366642,58.464286,0.83,电气设备,0,0,0,0,0
20260324,20260325,20260326,20260325,20260326,600758.SH,辽宁能源,7,FULLY_READY,1,1,1,weak_intraday_break_without_minbar,1,strong_close_t2_over_entry_proxy_t1,0.0734265734265733,0.0734265734265733,5.72,5.72,t1_open_degrade_missing,6.14,6.14,6.14,raw_train_pool,1.2000000000000002,0,1.0,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,09:30:00,10:30:00,5.72,5.72,6.29,5.22,4366364.3,2542776.116,7.3427,600758,煤炭开采,辽宁,主板,19961029,5.16,5.2,5.01,5.2,9.9366,0.4754676956275259,9.9366,0.3996065384615392,0.0841276923076923,9.852472307692306,1264615.36,652508.704,9.575,19.108,1.28,1.522830260973806e-05,,,,,,,,687449.0449,,,,289285.93,53025.64,134282.99,155002.94,,,,0.0,,,0.0,-1522158.81,-0.14,42.47,6867865648.8,42.47,0.0,,,,,,,U,0.0,231621899.0,231621899.0,93114.0,93114.0,,,,,,5.2,4.26,1.0,0.0,2.489217936919398,0.3222696389500046,50.095238,0.0164,煤炭开采,0,0,0,0,0
20260324,20260325,20260326,20260325,20260326,002309.SZ,中利集团,8,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,-0.0186335403726707,-0.0186335403726707,4.83,4.83,t1_open,4.74,4.74,4.74,raw_train_pool,1.5,0,1.0,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,09:30:00,10:30:00,4.83,4.81,5.3,4.64,8995759.54,4451582.123,-6.5089,2309,电气设备,江苏,主板,20091127,4.61,4.61,4.61,4.61,10.0239,0.4181823129745372,10.0239,0.0,0.0,10.0239,574293.1,264749.119,2.3868,2.5469,0.33,3.786188236569732e-05,,,,,,,,1386533.7425,,,,289285.93,53025.64,134282.99,155002.94,,9.0,1.0,1.0,1.0,9.0,0.0,,,,,,0.0,,,,,,,U,0.0,473453407.0,473453407.0,92500.0,92500.0,,,,,,4.61,3.77,1.0,0.0,3.25,0.1995394209557222,60.845238,0.83,电气设备,0,0,0,0,0
20260324,20260325,20260326,20260325,20260326,002685.SZ,华东重机,9,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,-0.0115942028985507,-0.0115942028985507,6.9,6.9,t1_open,6.82,6.82,6.82,raw_train_pool,1.5,0,1.0,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,09:30:00,10:30:00,6.9,7.05,7.09,6.8,221039.0,152342.698,-2.2923,2685,机床制造,江苏,主板,20120612,6.42,6.96,6.29,6.96,9.9526,0.635465551558534,9.9526,1.0543451149425287,0.8497706896551726,9.102829310344829,469813.24,317038.413,4.6629,5.3128,1.53,3.139241048371006e-05,,,,,,,,701352.6861,,,,289285.93,53025.64,134282.99,155002.94,,,,0.0,,,0.0,,,,,,0.0,,,,,,,U,2.0,68088984.0,68088984.0,111657.0,111948.0,,,,,,6.96,5.7,1.0,0.0,1.477146817391755,0.2524857562330687,69.97619,0.01,机床制造,0,0,0,0,0
20260324,20260325,20260326,20260325,20260326,002491.SZ,通鼎互联,10,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,-0.01985559566787,-0.01985559566787,11.08,11.08,t1_open,10.86,10.86,10.86,raw_train_pool,1.5,0,1.0,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,09:30:00,10:30:00,11.08,11.61,11.93,10.84,2469462.96,2816747.896,-4.7368,2491,通信设备,江苏,主板,20101021,9.73,10.36,9.54,10.36,9.9788,0.9436368273399642,9.9788,0.8689783783783788,0.6676297297297287,9.31117027027027,1750025.27,1781116.308,14.8752,22.5824,1.64,5.60255383389595e-06,,,,,,,,1274274.302,,,,289285.93,53025.64,134282.99,155002.94,,4.0,6.0,1.0,6.0,4.0,0.0,,,,,,0.0,,,,,,,U,4.0,71935550.0,71935550.0,94803.0,140057.0,,,,,,10.36,8.48,1.0,0.0,1.6019379709522292,0.2694939356796983,47.857143,0.2454420922806225,通信设备,0,0,0,0,0
