trade_date,exec_date,target_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,label_version,buy_window_start,buy_window_end,run_id,run_attempt,commit_sha,generated_at_utc,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength,open_t1,high_t1,low_t1,close_t1,vol_t1,amount_t1,pct_chg_t1,up_limit_t1,down_limit_t1,limit_type_t1,open_times_t1,seal_amount_t1
20260319,20260320,nan,000020.SZ,深华发Ａ,1,0.945583153185151,70.172414,0.6729057079444091,元器件,PFILL_READY,1,0,0,strong_dead_limit_up,,,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23341776788,1,f739c34e6d386064fd584fd9eee34403cfe88238,2026-03-20T11:57:52Z,U,0.0,585714531.0,585714531.0,92500.0,92500.0,,,,,,21.21,17.35,1.0,2.0,3.0,0.0,1.0,0.0,3.25,23.33,23.33,23.33,23.33,52640.59,122810.496,9.9953,23.33,19.09,U,0.0,534122642.0
20260319,20260320,nan,603687.SH,大胜达,2,0.9751503391099408,66.448276,0.0164,广告包装,PFILL_READY,1,0,0,strong_dead_limit_up,,,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23341776788,1,f739c34e6d386064fd584fd9eee34403cfe88238,2026-03-20T11:57:52Z,U,0.0,330908007.0,330908007.0,92503.0,92503.0,,,,,,12.17,9.95,1.0,10.0,1.0,0.0,1.0,0.0,2.814964653403827,13.39,13.39,13.39,13.39,46402.18,62132.519,10.0247,13.39,10.95,U,0.0,364491626.0
20260319,20260320,nan,603165.SH,荣晟环保,3,0.399739741258884,63.0,0.01,造纸,PFILL_READY,1,0,1,strong_open_tradable,13.93,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23341776788,1,f739c34e6d386064fd584fd9eee34403cfe88238,2026-03-20T11:57:52Z,,,,,,,,,,,,16.09,13.17,,,,,0.0,0.0,2.0,13.93,14.96,13.74,14.96,304137.96,444589.69,10.0,14.96,12.24,U,1.0,24004995.0
20260319,20260320,nan,002428.SZ,云南锗业,4,0.3792036196797333,58.655172,0.01,小金属,PFILL_READY,1,0,1,strong_open_tradable,43.45,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23341776788,1,f739c34e6d386064fd584fd9eee34403cfe88238,2026-03-20T11:57:52Z,,,,,,,,,,,,44.83,36.68,,,,,0.0,0.0,2.0,43.45,43.46,43.45,43.46,193417.47,840550.467,9.9975,43.46,35.56,U,0.0,580549501.0
20260319,20260320,nan,603778.SH,国晟科技,5,0.1594341722276905,49.655172,0.83,电气设备,PFILL_READY,1,0,1,strong_open_tradable,22.42,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23341776788,1,f739c34e6d386064fd584fd9eee34403cfe88238,2026-03-20T11:57:52Z,,,,,,,,,,,,24.98,20.44,,,,,0.0,0.0,2.0,22.42,24.21,21.25,24.21,1505737.12,3463025.573,9.9955,24.21,19.81,U,8.0,44772763.0
20260319,20260320,nan,600683.SH,京投发展,6,0.1932859633853427,62.896552,0.0164,区域地产,PFILL_READY,1,0,1,strong_open_tradable,9.27,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23341776788,1,f739c34e6d386064fd584fd9eee34403cfe88238,2026-03-20T11:57:52Z,,,,,,,,,,,,11.7,9.58,,,,,0.0,0.0,2.0,9.27,10.86,9.27,10.86,495205.62,518884.4,10.0304,10.86,8.88,U,1.0,74928341.0
20260319,20260320,nan,002150.SZ,正泰电源,7,0.1913511697853092,57.103448,0.0164,机械基件,PFILL_READY,1,0,1,strong_open_tradable,32.31,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23341776788,1,f739c34e6d386064fd584fd9eee34403cfe88238,2026-03-20T11:57:52Z,,,,,,,,,,,,36.41,29.79,,,,,0.0,0.0,2.0,32.31,34.88,31.9,34.88,300034.67,1029642.355,9.9968,34.88,28.54,U,1.0,169052582.0
20260319,20260320,nan,600617.SH,国新能源,8,0.1170481774382557,65.517241,0.1179060031977598,供气供热,PFILL_READY,1,0,1,strong_open_tradable,3.68,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23341776788,1,f739c34e6d386064fd584fd9eee34403cfe88238,2026-03-20T11:57:52Z,U,1.0,77897476.0,77897476.0,102751.0,104427.0,,,,,,3.63,2.97,1.0,1.0,3.0,0.0,1.0,0.0,1.8829956350357304,3.68,3.99,3.68,3.99,1772346.74,691878.165,9.9174,3.99,3.27,U,1.0,58634630.0
20260319,20260320,nan,605099.SH,共创草坪,9,0.0282174057653825,75.793103,0.5394931282264485,文教休闲,PFILL_READY,1,0,1,strong_open_tradable,39.3,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23341776788,1,f739c34e6d386064fd584fd9eee34403cfe88238,2026-03-20T11:57:52Z,,,,,,,,,,,,43.35,35.47,,,,,0.0,0.0,2.0,39.3,42.47,39.0,42.47,68761.51,283189.13,9.9974,42.47,34.75,U,1.0,28382701.0
20260319,20260320,nan,001283.SZ,豪鹏科技,10,0.0320056785226737,60.413793,0.83,电气设备,PFILL_READY,1,0,1,strong_open_tradable,61.51,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23341776788,1,f739c34e6d386064fd584fd9eee34403cfe88238,2026-03-20T11:57:52Z,,,,,,,,,,,,69.14,56.57,,,,,0.0,0.0,2.0,61.51,67.21,61.18,67.21,108644.43,716673.617,10.0,67.21,54.99,U,9.0,8143029.0
20260319,20260320,nan,000509.SZ,华塑控股,11,0.018153311439828,70.655172,0.6729057079444091,元器件,PFILL_READY,1,0,1,strong_open_tradable,4.15,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23341776788,1,f739c34e6d386064fd584fd9eee34403cfe88238,2026-03-20T11:57:52Z,,,,,,,,,,,,4.59,3.75,,,,,0.0,0.0,2.0,4.15,4.54,4.1,4.54,789709.88,348481.795,9.9274,4.54,3.72,U,0.0,101487977.0
20260319,20260320,nan,603026.SH,石大胜华,12,0.1321557162452243,54.62069,0.01,化工原料,PFILL_READY,1,0,1,strong_open_tradable,69.03,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23341776788,1,f739c34e6d386064fd584fd9eee34403cfe88238,2026-03-20T11:57:52Z,,,,,,,,,,,,78.87,64.53,,,,,0.0,0.0,2.0,69.03,75.41,69.03,75.41,188316.79,1403894.724,10.0073,75.41,61.7,U,2.0,48464423.0
