trade_date,exec_date,target_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,y_public_market_buyable,actual_order_fill_observed,actual_order_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,auction_price_t1,auction_amount_t1,minute_open_t1,minute_open_available_t1,label_version,execution_contract,buy_window_start,buy_window_end,run_id,run_attempt,commit_sha,generated_at_utc,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,intraday_available,intraday_status,intraday_missing_reason,minute_freq,minute_rows,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,reseal_score,intraday_quality_score,intraday_confidence_score,intraday_risk_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_tag,auction_strength_score,auction_amount,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength,decision_board,decision_limit_pct,decision_universe_eligible,decision_universe_reason,decision_universe_rule,open_t1,high_t1,low_t1,close_t1,pre_close_t1,vol_t1,amount_t1,pct_chg_t1,auction_vol_t1,up_limit_t1,down_limit_t1,open_times_t1
20260911,20260914,20260915,002790.SZ,瑞尔特,1,0.3317873097749832,66.062564,0.0164,家居用品,FULLY_READY,1,1,0,0,0,,strong_opening_auction_limit_up_unconfirmed,,,10.24,45551923.2,10.24,1,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,U,0.0,385166058.0,385166058.0,92500.0,92500.0,1.0,ok,,1min,241.0,09:30:00,15:00:00,1.0,0.0,0.0,0.0,,0.026768,0.0,31.0,0.0,65.0,76.0,70.0,8.25,8.25,0.0,healthy_limitup,0.9805441055234956,31029671.4,,,,,,9.31,7.61,0.0,,,0.0,1.0,0.0,2.670886963986995,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,10.24,10.24,8.38,8.38,9.31,798421.52,694541.21694,-9.9893,4448430.0,10.24,8.38,
20260911,20260914,20260915,002815.SZ,崇达技术,2,0.2639238237182611,68.009438,0.8363999999999999,元件,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,19.65,t_opening_auction,19.65,29215620.0,19.65,1,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,U,0.0,125847544.0,125847544.0,133957.0,133957.0,1.0,ok,,1min,241.0,13:40:00,15:00:00,1.0,0.0,0.9462,0.0,,0.015597,0.0,31.0,0.0,59.3227,63.0468,45.0,12.0,12.0,0.0,neutral_limitup,0.94361088211047,10913697.0,,,,,,20.08,16.43,1.0,1.0,9.0,0.0,1.0,0.0,2.4692027956922926,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,19.65,21.33,19.02,21.12,20.08,1541351.89,3169763.73712,5.1793,1486800.0,22.09,18.07,
20260911,20260914,20260915,002585.SZ,双星新材,3,0.2628074380600095,68.742814,0.01,塑料,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,10.72,t_opening_auction,10.72,109320416.0,10.72,1,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,U,2.0,93016718.0,93016718.0,93318.0,102400.0,1.0,ok,,1min,241.0,09:34:00,15:00:00,2.0,1.0,4.4177,1.0,2.0,0.008075,0.0,31.0,0.0,59.744,78.4732,79.0,12.1,12.1,0.0,healthy_limitup,0.700247320692498,1151077.0,,,,,,9.96,8.15,0.0,,,0.0,1.0,0.0,1.4953509936201452,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,10.72,10.96,10.66,10.96,9.96,1014908.59,1104325.65242,10.0402,10197800.0,10.96,8.96,2.0
20260911,20260914,20260915,002848.SZ,高斯贝尔,4,0.2563704534995405,72.66797,0.01,黑色家电,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,15.39,t_opening_auction,15.39,33319350.0,15.39,1,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,U,2.0,70611492.0,70611492.0,95251.0,95609.0,1.0,ok,,1min,241.0,09:53:00,15:00:00,1.0,1.0,7.7428,1.0,1.0,0.011334,0.0,31.0,0.0,41.5433,73.463,80.0,10.7,10.7,0.0,neutral_limitup,0.3030502885408079,149221.0,,,,,,15.24,12.47,0.0,,,0.0,1.0,0.0,1.4563252961673792,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,15.39,16.76,14.49,14.73,15.24,504404.99,792106.78795,-3.3465,2165000.0,16.76,13.72,
20260911,20260914,20260915,603466.SH,风语筑,5,0.2554796517886664,65.349916,0.0164,数字媒体,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,13.14,t_opening_auction,13.14,42040116.0,13.14,1,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,U,2.0,100006701.0,100006701.0,93556.0,104317.0,1.0,ok,,1min,241.0,09:36:00,15:00:00,1.0,0.0,2.7129,0.0,,0.013596,0.0,31.0,0.0,48.7227,71.1168,70.0,8.25,8.25,0.0,neutral_limitup,0.9469084913437756,11520570.0,,,,,,13.27,10.85,0.0,,,0.0,1.0,0.0,1.5075262317435176,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,13.14,13.59,12.85,12.96,13.27,1142965.22,1495438.653,-2.3361,3199400.0,14.6,11.94,
20260911,20260914,20260915,002161.SZ,远 望 谷,6,0.25440492016626,54.575385,0.01,其他电子,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,8.47,t_opening_auction,8.47,117864285.0,8.47,1,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,U,0.0,272159290.0,272159290.0,92500.0,92500.0,1.0,ok,,1min,241.0,09:30:00,15:00:00,1.0,0.0,0.0,0.0,,0.091278,0.0,31.0,0.0,65.0,76.0,70.0,8.25,8.25,0.0,healthy_limitup,0.9833470733718056,33624084.0,,,,,,8.04,6.58,0.0,,,0.0,1.0,0.0,2.474050389426984,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,8.47,8.47,7.24,7.24,8.04,1050332.35,794546.82231,-9.9502,13915500.0,8.84,7.24,
20260911,20260914,20260915,001232.SZ,嘉立创,7,0.2539793652546151,67.195145,0.8363999999999999,元件,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,194.05,t_opening_auction,194.05,55187237.85,194.05,1,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,U,0.0,153812574.0,153812574.0,134754.0,134754.0,1.0,ok,,1min,241.0,13:48:00,15:00:00,1.0,0.0,1.3371,0.0,,0.028478,0.0,31.0,0.0,56.9772,62.3432,45.0,12.0,12.0,0.0,neutral_limitup,0.934707337180544,9149910.0,,,,,,182.48,149.3,1.0,1.0,9.0,0.0,1.0,0.0,2.5179126279447117,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,194.05,200.73,185.0,197.68,182.48,119710.57,2340861.97425,8.3297,284397.0,200.73,164.23,
20260911,20260914,20260915,002560.SZ,通达股份,8,0.241304000246453,66.830755,0.01,电网设备,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,7.5,t_opening_auction,7.5,46156582.5,7.5,1,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,U,4.0,47455522.0,47455522.0,94951.0,95957.0,1.0,ok,,1min,241.0,09:50:00,15:00:00,2.0,1.0,4.2151,1.0,3.0,0.014351,0.0,31.0,0.0,59.2093,77.8628,78.0,13.5,13.5,0.0,healthy_limitup,0.5330585325638911,474300.0,,,,,,6.88,5.63,0.0,,,0.0,1.0,0.0,1.2826586102740083,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,7.5,7.57,7.3,7.57,6.88,786817.35,591996.38247,10.0291,6154211.0,7.57,6.19,1.0
20260911,20260914,20260915,000993.SZ,闽东电力,9,0.2322415356455443,58.397566,0.6729057079444091,电力,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,14.51,t_opening_auction,14.51,81858165.0,14.51,1,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,U,1.0,135527678.0,135527678.0,92500.0,93236.0,1.0,ok,,1min,241.0,09:30:00,15:00:00,1.0,0.0,3.4582,0.0,,0.013699,0.0,31.0,0.0,44.2507,69.7752,70.0,8.25,8.25,0.0,neutral_limitup,0.9962077493816984,80194462.12,,,,,,13.88,11.36,1.0,2.0,4.0,0.0,1.0,0.0,1.986063771822872,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,14.51,15.27,14.51,15.27,13.88,561061.62,846164.32951,10.0144,5641500.0,15.27,12.49,2.0
20260911,20260914,20260915,000823.SZ,超声电子,10,0.2287483050389379,55.215092,0.8363999999999999,元件,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,20.8,t_opening_auction,20.8,158356640.0,20.8,1,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,U,1.0,128424701.0,128424701.0,130415.0,131600.0,1.0,ok,,1min,241.0,13:05:00,15:00:00,2.0,0.0,2.7224,0.0,,0.012459,0.0,31.0,0.0,48.6655,59.8497,45.0,12.0,12.0,0.0,neutral_limitup,0.9945589447650454,68393431.35,,,,,,20.57,16.83,1.0,1.0,9.0,0.0,1.0,0.0,1.9736917193643984,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,20.8,22.63,20.79,22.63,20.57,1145344.92,2490848.82878,10.0146,7613300.0,22.63,18.51,0.0
20260911,20260914,20260915,603421.SH,鼎信通讯,11,0.2241068198756866,55.711882,0.4322611773793213,通信设备,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,7.82,t_opening_auction,7.82,30991129.0,7.82,1,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,U,3.0,26537345.0,26537345.0,102033.0,144445.0,1.0,ok,,1min,241.0,10:20:00,15:00:00,5.0,2.0,5.8603,2.0,99.5,0.073125,0.0,20.0,12.0,12.8379,42.9514,38.0,47.7,47.7,1.0,weak_limitup,0.963891178895301,18370200.0,,,,,,8.02,6.56,1.0,4.0,3.0,0.0,1.0,0.0,1.5462230730084878,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,7.82,8.0,7.22,7.5,8.02,906511.23,682787.376,-6.4838,3963060.0,8.82,7.22,
20260911,20260914,20260915,600207.SH,安彩高科,12,0.2176475626572795,54.142922,0.01,光伏设备,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,5.08,t_opening_auction,5.08,15106904.0,5.08,1,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,U,0.0,53535600.0,53535600.0,93934.0,93934.0,1.0,ok,,1min,241.0,09:40:00,15:00:00,1.0,0.0,3.4413,0.0,,0.015626,0.0,31.0,0.0,44.3522,69.8057,70.0,8.25,8.25,0.0,neutral_limitup,0.0946413849958779,17024.0,,,,,,4.94,4.04,1.0,10.0,1.0,0.0,1.0,0.0,2.343248964708158,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,5.08,5.35,4.98,5.1,4.94,960132.8,488480.595,3.2389,2973800.0,5.43,4.45,
20260911,20260914,20260915,600184.SH,光电股份,13,0.2154719543924242,57.769006,0.5394931282264485,地面兵装,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,20.19,t_opening_auction,20.19,48290442.0,20.19,1,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,U,5.0,74337947.0,74337947.0,93621.0,130306.0,1.0,ok,,1min,241.0,09:37:00,15:00:00,2.0,2.0,3.7538,2.0,47.5,0.01371,0.0,31.0,0.0,25.4775,56.9432,54.0,42.3,42.3,0.0,neutral_limitup,0.7495465787304204,1539400.0,,,,,,19.98,16.34,1.0,3.0,3.0,0.0,1.0,0.0,1.5461494145256591,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,20.19,20.88,19.8,20.58,19.98,734945.12,1505787.342,3.003,2391800.0,21.98,17.98,
20260911,20260914,20260915,002912.SZ,中新赛克,14,0.2121372316589752,56.380513,0.0164,计算机设,FULLY_READY,1,1,0,0,0,,strong_opening_auction_limit_up_unconfirmed,,,25.86,19631437.98,25.86,1,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,U,0.0,112635634.0,112635634.0,92500.0,92500.0,1.0,ok,,1min,241.0,09:30:00,15:00:00,1.0,0.0,0.0,0.0,,0.018048,0.0,31.0,0.0,65.0,76.0,70.0,8.25,8.25,0.0,healthy_limitup,0.9790601813685078,29406637.14,,,,,,23.51,19.23,0.0,,,0.0,1.0,0.0,2.196190128806756,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,25.86,25.86,25.86,25.86,23.51,17196.08,44469.06288,9.9957,759143.0,25.86,21.16,0.0
20260911,20260914,20260915,603336.SH,宏辉果蔬,15,0.2087311823624486,59.674658,0.0164,种植业,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,10.45,t_opening_auction,10.45,21479975.0,10.45,1,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,U,0.0,53712964.0,53712964.0,135513.0,135513.0,1.0,ok,,1min,241.0,13:56:00,15:00:00,1.0,0.0,1.6848,0.0,,0.054919,0.0,31.0,0.0,54.891,61.7173,45.0,12.0,12.0,0.0,neutral_limitup,0.6201154163231657,727620.0,,,,,,10.09,8.25,0.0,,,0.0,1.0,0.0,2.093557899498774,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,10.45,11.1,10.0,10.39,10.09,688501.71,723840.938,2.9732,2055500.0,11.1,9.08,
20260911,20260914,20260915,603938.SH,三孚股份,16,0.2057737196994606,57.640134,0.01,化学原料,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,50.78,t_opening_auction,50.78,50515944.0,50.78,1,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,U,1.0,112300977.0,112300977.0,93907.0,101525.0,1.0,ok,,1min,241.0,09:40:00,15:00:00,1.0,0.0,0.7466,0.0,,0.010223,0.0,31.0,0.0,60.5206,74.6562,70.0,8.25,8.25,0.0,neutral_limitup,0.9478977741137676,11791931.0,,,,,,49.56,40.55,0.0,,,0.0,1.0,0.0,1.6956072191395,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,50.78,51.25,47.2,49.96,49.56,500050.99,2478922.747,0.8071,994800.0,54.52,44.6,
