trade_date,exec_date,target_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,label_version,buy_window_start,buy_window_end,run_id,run_attempt,commit_sha,generated_at_utc,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength,open_t1,up_limit_t1,down_limit_t1,open_times_t1
20260422,20260423,nan,603115.SH,海星股份,1,0.3843849692231366,72.618182,0.0164,铝,PFILL_READY,1,0,1,strong_open_tradable,55.22,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24778859485,1,9b6a32559bfec0433732271b50fd81934e8e3897,2026-04-22T12:43:04Z,U,0.0,111458360.0,111458360.0,93101.0,93101.0,,,,,,53.56,43.82,0.0,,,0.0,1.0,0.0,2.1608157326513755,55.22,58.92,48.2,
20260422,20260423,nan,002432.SZ,九安医疗,2,0.4560052752396277,46.618182,0.0164,医疗保健,PFILL_READY,1,0,1,strong_open_tradable,88.65,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24778859485,1,9b6a32559bfec0433732271b50fd81934e8e3897,2026-04-22T12:43:04Z,U,0.0,102813626.0,102813626.0,144915.0,144915.0,,,,,,88.09,72.07,0.0,,,0.0,1.0,0.0,2.1483428303783985,88.65,96.9,79.28,
20260422,20260423,nan,002081.SZ,金 螳 螂,3,0.4053397305315186,60.472727,0.0164,装修装饰,PFILL_READY,1,0,1,weak_intraday_break_without_minbar,5.43,t1_open_degrade_missing,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24778859485,1,9b6a32559bfec0433732271b50fd81934e8e3897,2026-04-22T12:43:04Z,U,0.0,227115931.0,227115931.0,92500.0,92500.0,,,,,,4.94,4.04,0.0,,,0.0,1.0,0.0,2.3276902229726346,5.43,5.43,4.45,3.0
20260422,20260423,nan,300067.SZ,安诺其,4,0.4050744024364822,58.418182,0.0164,染料涂料,PFILL_READY,1,0,0,strong_dead_limit_up,,,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24778859485,1,9b6a32559bfec0433732271b50fd81934e8e3897,2026-04-22T12:43:04Z,U,0.0,584790333.0,584790333.0,92500.0,92500.0,,,,,,6.06,4.04,0.0,,,0.0,1.0,0.0,2.843754437521212,7.27,7.27,4.85,0.0
20260422,20260423,nan,605588.SH,冠石科技,5,0.2046679093888424,71.181818,0.83,元器件,PFILL_READY,1,0,1,strong_open_tradable,61.0,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24778859485,1,9b6a32559bfec0433732271b50fd81934e8e3897,2026-04-22T12:43:04Z,U,0.0,76807562.0,76807562.0,110449.0,110449.0,,,,,,62.7,51.3,1.0,1.0,7.0,0.0,1.0,0.0,2.3608204387378025,61.0,68.97,56.43,
20260422,20260423,nan,002443.SZ,金洲管道,6,0.2683916417573492,69.054545,0.01,钢加工,PFILL_READY,1,0,1,strong_open_tradable,10.43,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24778859485,1,9b6a32559bfec0433732271b50fd81934e8e3897,2026-04-22T12:43:04Z,U,0.0,49732431.0,49732431.0,111745.0,111745.0,,,,,,10.48,8.58,0.0,,,0.0,1.0,0.0,2.071755562595744,10.43,11.53,9.43,
20260422,20260423,nan,000062.SZ,深圳华强,7,0.1994843312025931,46.763636,0.83,元器件,PFILL_READY,1,0,1,strong_open_tradable,33.1,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24778859485,1,9b6a32559bfec0433732271b50fd81934e8e3897,2026-04-22T12:43:04Z,U,0.0,116288812.0,116288812.0,132121.0,132121.0,,,,,,32.64,26.7,1.0,1.0,7.0,0.0,1.0,0.0,2.41778526528596,33.1,35.9,29.38,
20260422,20260423,nan,002428.SZ,云南锗业,8,0.2500051474882672,43.254545,0.0164,小金属,PFILL_READY,1,0,1,strong_open_tradable,76.29,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24778859485,1,9b6a32559bfec0433732271b50fd81934e8e3897,2026-04-22T12:43:04Z,U,0.0,117259734.0,117259734.0,110206.0,110206.0,,,,,,75.24,61.56,0.0,,,0.0,1.0,0.0,2.169186143001883,76.29,82.76,67.72,
20260422,20260423,nan,002384.SZ,东山精密,9,0.1349054304636859,46.436364,0.8363999999999999,元器件,PFILL_READY,1,0,1,strong_open_tradable,192.0,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24778859485,1,9b6a32559bfec0433732271b50fd81934e8e3897,2026-04-22T12:43:04Z,U,1.0,693081194.0,693081194.0,112803.0,130724.0,,,,,,186.34,152.46,1.0,1.0,7.0,0.0,1.0,0.0,2.75,192.0,204.97,167.71,
20260422,20260423,nan,600396.SH,华电辽能,10,0.1958803361875353,53.618182,0.0164,火力发电,PFILL_READY,1,0,1,strong_open_tradable,9.29,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24778859485,1,9b6a32559bfec0433732271b50fd81934e8e3897,2026-04-22T12:43:04Z,U,1.0,110369664.0,110369664.0,93842.0,94312.0,,,,,,8.94,7.32,0.0,,,0.0,1.0,0.0,1.659244926792805,9.29,9.83,8.05,0.0
