trade_date,exec_date,target_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,label_version,buy_window_start,buy_window_end,run_id,run_attempt,commit_sha,generated_at_utc,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength,open_t1,high_t1,low_t1,close_t1,vol_t1,amount_t1,pct_chg_t1,up_limit_t1,down_limit_t1,limit_type_t1,open_times_t1,seal_amount_t1
20260312,20260313,nan,600691.SH,潞化科技,1,0.9097801218451982,76.728814,0.3351513965909831,农药化肥,PFILL_READY,1,0,1,weak_intraday_break_without_minbar,4.43,weak_daily_proxy,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23111251728,1,d01b3efc648a7fe6730f22aa1e0d3ff5d0c71469,2026-03-15T13:23:36Z,U,1.0,48788485.0,48788485.0,93031.0,93125.0,,,,,,4.03,3.29,1.0,8.0,2.0,0.0,1.0,0.0,1.8512109123853773,4.43,4.43,4.33,4.43,705970.17,312600.039,9.9256,4.43,3.63,U,1.0,106234341.0
20260312,20260313,nan,002637.SZ,赞宇科技,2,0.8077540837101461,68.864407,0.01,日用化工,PFILL_READY,1,0,1,strong_open_tradable,14.48,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23111251728,1,d01b3efc648a7fe6730f22aa1e0d3ff5d0c71469,2026-03-15T13:23:36Z,,,,,,,,,,,,16.16,13.22,,,,,0.0,0.0,2.0,14.48,15.87,14.48,15.87,182967.0,279351.094,9.9792,15.87,12.99,U,0.0,107489097.0
20260312,20260313,nan,600121.SH,郑州煤电,3,0.6893075698391097,65.101695,0.0164,煤炭开采,PFILL_READY,1,0,0,strong_dead_limit_up,,,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23111251728,1,d01b3efc648a7fe6730f22aa1e0d3ff5d0c71469,2026-03-15T13:23:36Z,U,0.0,190812112.0,190812112.0,110459.0,110459.0,,,,,,5.14,4.2,0.0,,,0.0,1.0,0.0,2.395836598527314,5.65,5.65,5.65,5.65,715968.41,404522.152,9.9222,5.65,4.63,U,0.0,170038778.0
20260312,20260313,nan,603929.SH,亚翔集成,4,0.6805741887460048,66.728814,0.01,装修装饰,PFILL_READY,1,0,1,strong_open_tradable,138.75,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23111251728,1,d01b3efc648a7fe6730f22aa1e0d3ff5d0c71469,2026-03-15T13:23:36Z,,,,,,,,,,,,144.43,118.17,,,,,0.0,0.0,2.0,138.75,140.83,138.75,140.83,22768.26,319935.418,9.9977,140.83,115.23,U,0.0,219353146.0
20260312,20260313,nan,002470.SZ,金正大,5,0.3330885536971729,52.254237,0.328751396590983,农药化肥,PFILL_READY,1,0,1,strong_open_tradable,2.9,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23111251728,1,d01b3efc648a7fe6730f22aa1e0d3ff5d0c71469,2026-03-15T13:23:36Z,,,,,,,,,,,,3.31,2.71,,,,,0.0,0.0,2.0,2.9,3.22,2.9,3.22,3571085.18,1137969.441,9.8976,3.22,2.64,U,0.0,180192810.0
20260312,20260313,nan,002950.SZ,奥美医疗,6,0.2799561390801534,61.474576,0.2454420922806225,医疗保健,PFILL_READY,1,0,1,strong_open_tradable,10.21,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23111251728,1,d01b3efc648a7fe6730f22aa1e0d3ff5d0c71469,2026-03-15T13:23:36Z,,,,,,,,,,,,11.44,9.36,,,,,0.0,0.0,2.0,10.21,11.3,10.18,11.3,171855.38,187880.489,10.0292,11.3,9.24,U,0.0,63920845.0
20260312,20260313,nan,002382.SZ,蓝帆医疗,7,0.2573600731590564,60.254237,0.2454420922806225,医疗保健,PFILL_READY,1,0,1,strong_open_tradable,6.9,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23111251728,1,d01b3efc648a7fe6730f22aa1e0d3ff5d0c71469,2026-03-15T13:23:36Z,,,,,,,,,,,,7.47,6.11,,,,,0.0,0.0,2.0,6.9,7.59,6.9,7.59,548008.97,410425.259,10.0,7.59,6.21,U,0.0,87250829.0
20260312,20260313,nan,001366.SZ,播恩集团,8,0.2242481287546448,79.745763,0.01,饲料,PFILL_READY,1,0,1,strong_open_tradable,14.29,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23111251728,1,d01b3efc648a7fe6730f22aa1e0d3ff5d0c71469,2026-03-15T13:23:36Z,,,,,,,,,,,,15.95,13.05,,,,,0.0,0.0,2.0,14.29,15.76,14.19,15.76,59373.0,91652.177,9.9791,15.76,12.9,U,0.0,43056320.0
20260312,20260313,nan,600307.SH,酒钢宏兴,9,0.2377666737265039,64.694915,0.0164,普钢,PFILL_READY,1,0,1,strong_open_tradable,2.03,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23111251728,1,d01b3efc648a7fe6730f22aa1e0d3ff5d0c71469,2026-03-15T13:23:36Z,,,,,,,,,,,,2.08,1.7,,,,,0.0,0.0,2.0,2.03,2.22,2.0,2.22,4270271.14,935629.126,9.901,2.22,1.82,U,4.0,51620394.0
20260312,20260313,nan,000890.SZ,法尔胜,10,0.2309953285158885,58.457627,0.0637942950693908,环境保护,PFILL_READY,1,0,1,strong_open_tradable,10.59,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23111251728,1,d01b3efc648a7fe6730f22aa1e0d3ff5d0c71469,2026-03-15T13:23:36Z,U,3.0,46265214.0,46265214.0,94236.0,104645.0,,,,,,10.08,8.24,1.0,6.0,3.0,0.0,1.0,0.0,1.5959764280576605,10.59,11.09,10.45,11.09,389990.97,424799.648,10.0198,11.09,9.07,U,2.0,55731929.0
