trade_date,exec_date,target_date,entry_date,exit_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,eret_sample_eligible,eret_label_quality,entry_price_t1,entry_price_t_opening_auction,entry_price_proxy_t1,entry_price_proxy_mode,take_profit_price_tplus1,stop_loss_price_tplus1,latest_exit_time,exit_policy_version,exit_price_tplus1_timed,exit_price_tplus1_open,exit_price_source,exit_on_time,exit_reason,exit_price_t2_close,close_t2,realized_ret_open_to_tplus1_open_0930,realized_ret_t1_to_t2,premium_ret_t1_to_t2,eret_truth_version,return_holding_mode,execution_contract,run_id,run_attempt,commit_sha,generated_at_utc,buy_window_start,buy_window_end,open_t1,high_t1,low_t1,close_t1,market_target_date,open_t2,high_t2,low_t2,pre_close_t2,vol_t2,amount_t2,pct_chg_t2,auction_price_t2,auction_amount_t2,down_limit_t2
20260911,20260914,20260915,20260914,20260915,002790.SZ,瑞尔特,1,0.3317873097749832,66.062564,0.0164,家居用品,FULLY_READY,1,1,0,strong_opening_auction_limit_up_unconfirmed,0,not_filled_no_trade,,,,,,,09:30,tplus1_open_0930_v1,,8.12,,0,missing_entry_reference,7.54,7.54,,,,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,09:20:00,09:24:50,10.24,10.24,8.38,8.38,20260915,8.12,8.19,7.54,8.38,471062.28,359637.56684,-10.0239,8.12,35079764.16,7.54
20260911,20260914,20260915,20260914,20260915,002815.SZ,崇达技术,2,0.2639238237182611,68.009438,0.8363999999999999,元件,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,19.65,19.65,19.65,t_opening_auction,,,09:30,tplus1_open_0930_v1,21.12,21.12,tplus1_open_0930,1,fixed_open_0930,21.66,21.66,0.07480916030534357,0.07480916030534357,0.10229007633587806,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,09:20:00,09:24:50,19.65,21.33,19.02,21.12,20260915,21.12,22.07,20.88,21.12,1125399.88,2430715.01872,2.5568,21.12,34461504.0,19.01
20260911,20260914,20260915,20260914,20260915,002585.SZ,双星新材,3,0.2628074380600095,68.742814,0.01,塑料,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,10.72,10.72,10.72,t_opening_auction,,,09:30,tplus1_open_0930_v1,11.32,11.32,tplus1_open_0930,1,fixed_open_0930,12.06,12.06,0.05597014925373123,0.05597014925373123,0.125,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,09:20:00,09:24:50,10.72,10.96,10.66,10.96,20260915,11.32,12.06,11.14,10.96,1972856.98,2331857.90327,10.0365,11.32,80741032.0,9.86
20260911,20260914,20260915,20260914,20260915,002848.SZ,高斯贝尔,4,0.2563704534995405,72.66797,0.01,黑色家电,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,15.39,15.39,15.39,t_opening_auction,,,09:30,tplus1_open_0930_v1,14.5,14.5,tplus1_open_0930,1,fixed_open_0930,14.93,14.93,-0.05782975958414549,-0.05782975958414549,-0.029889538661468595,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,09:20:00,09:24:50,15.39,16.76,14.49,14.73,20260915,14.5,16.16,13.78,14.73,405032.99,609112.3549,1.3578,14.5,22866500.0,13.26
20260911,20260914,20260915,20260914,20260915,603466.SH,风语筑,5,0.2554796517886664,65.349916,0.0164,数字媒体,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,13.14,13.14,13.14,t_opening_auction,,,09:30,tplus1_open_0930_v1,12.96,12.96,tplus1_open_0930,1,fixed_open_0930,12.33,12.33,-0.013698630136986245,-0.013698630136986245,-0.06164383561643838,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,09:20:00,09:24:50,13.14,13.59,12.85,12.96,20260915,12.96,13.13,12.28,12.96,813005.85,1021826.186,-4.8611,12.96,7405344.0,11.66
20260911,20260914,20260915,20260914,20260915,002161.SZ,远 望 谷,6,0.25440492016626,54.575385,0.01,其他电子,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,8.47,8.47,8.47,t_opening_auction,,,09:30,tplus1_open_0930_v1,6.59,6.59,tplus1_open_0930,1,fixed_open_0930,6.52,6.52,-0.22195985832349474,-0.22195985832349474,-0.23022432113341207,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,09:20:00,09:24:50,8.47,8.47,7.24,7.24,20260915,6.59,6.74,6.52,7.24,239951.0,157142.482,-9.9448,6.59,31015176.0,6.52
20260911,20260914,20260915,20260914,20260915,001232.SZ,嘉立创,7,0.2539793652546151,67.195145,0.8363999999999999,元件,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,194.05,194.05,194.05,t_opening_auction,,,09:30,tplus1_open_0930_v1,200.77,200.77,tplus1_open_0930,1,fixed_open_0930,195.79,195.79,0.0346302499355835,0.0346302499355835,0.00896676114403494,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,09:20:00,09:24:50,194.05,200.73,185.0,197.68,20260915,200.77,202.95,194.8,197.68,61353.78,1211687.38993,-0.9561,200.77,28244925.91,177.91
20260911,20260914,20260915,20260914,20260915,002560.SZ,通达股份,8,0.241304000246453,66.830755,0.01,电网设备,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,7.5,7.5,7.5,t_opening_auction,,,09:30,tplus1_open_0930_v1,7.29,7.29,tplus1_open_0930,1,fixed_open_0930,7.72,7.72,-0.028000000000000025,-0.028000000000000025,0.029333333333333433,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,09:20:00,09:24:50,7.5,7.57,7.3,7.57,20260915,7.29,8.06,7.21,7.57,2282336.09,1737855.95902,1.9815,7.29,32068710.0,6.81
20260911,20260914,20260915,20260914,20260915,000993.SZ,闽东电力,9,0.2322415356455443,58.397566,0.6729057079444091,电力,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,14.51,14.51,14.51,t_opening_auction,,,09:30,tplus1_open_0930_v1,16.03,16.03,tplus1_open_0930,1,fixed_open_0930,16.8,16.8,0.10475534114403873,0.10475534114403873,0.15782219159200572,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,09:20:00,09:24:50,14.51,15.27,14.51,15.27,20260915,16.03,16.8,15.53,15.27,1339138.29,2210807.01578,10.0196,16.03,85833628.86,13.74
20260911,20260914,20260915,20260914,20260915,000823.SZ,超声电子,10,0.2287483050389379,55.215092,0.8363999999999999,元件,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,20.8,20.8,20.8,t_opening_auction,,,09:30,tplus1_open_0930_v1,23.0,23.0,tplus1_open_0930,1,fixed_open_0930,23.9,23.9,0.10576923076923084,0.10576923076923084,0.14903846153846145,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,34614406217,1,5c1ea19aa7b6ad01a87522a707e425e1ce393d74,2026-09-11T15:10:51Z,09:20:00,09:24:50,20.8,22.63,20.79,22.63,20260915,23.0,24.89,22.8,22.63,2404773.57,5794333.95311,5.612,23.0,118477600.0,20.37
