trade_date,exec_date,target_date,ts_code,name,rank,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,dataset_split,sample_weight,is_cold_start,feature_coverage_score,label_version,buy_window_start,buy_window_end,open_t1,up_limit_t1,down_limit_t1,open_times_t1,symbol,board,area,market,list_date,open,high,low,close,pct_chg,pre_close_est,returns_1d,high_low_range,candle_body,gap_open,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,amihud_illiquidity,volatility_5d,volatility_10d,volatility_20d,atr,downside_vol,max_drawdown_20d,tail_risk_score,ret_2d,ret_5d,ret_10d,bid_ask_proxy,spread_proxy,total_mv,float_mv,pe_ttm,pb,north_money_market,south_money_market,hgt_market,sgt_market,market_regime,hot_boards_score,board_crowding_rank,is_hot_board,board_rank,board_limit_up_count,is_st_like,top_list_net_buy,top_net_rate,amount_rate,float_values,abnormal_volume,has_namechange_record,latest_change_reason,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_limit_up,break_count_proxy,limit_up_strength,prior_prob_prior,prior_strength_score,prior_theme_boost,prior_board,open_times_t1__is_missing,prior_prob_prior__is_missing,prior_strength_score__is_missing,prior_theme_boost__is_missing
20260409,20260410,20260413,603950.SH,长源东谷,1,FULLY_READY,1,1,0,strong_dead_limit_up,,,raw_train_pool,1.75,0,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,49.37,49.37,40.39,0.0,603950,汽车配件,湖北,主板,20200526,44.88,44.88,44.88,44.88,10.0,40.8,0.1,0.0,0.0,0.1000000000000001,7473.0,33538.824,0.2309,0.6285,0.1,2.981619152776496e-06,0.0767626466875898,0.0582056732763173,0.0552874827116054,0.0766632681474568,0.0208976603384724,-0.3236688548504741,0.399853997900552,0.2100296575896467,0.0241898676403469,-0.0746391752577319,0.0,0.0,1454699.0304,,,,259318.26,53217.33,112160.16,147158.1,,6.0,2.0,1.0,2.0,6.0,0.0,,,,,,0.0,,U,0.0,399593568.0,399593568.0,92503.0,92503.0,,,,,,44.88,36.72,1.0,0.0,2.633466036437449,0.9255403909098092,69.87037,0.6729057079444091,汽车配件,0,0,0,0
20260409,20260410,20260413,002364.SZ,中恒电气,2,FULLY_READY,1,1,0,strong_dead_limit_up,,,raw_train_pool,1.75,0,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,35.12,35.12,28.74,0.0,2364,电气设备,浙江,主板,20100305,31.93,31.93,31.93,31.93,9.9897,29.02999099006544,0.0998969999999999,0.0,0.0,0.0998969999999999,74470.2,237783.349,1.3343,2.2552,0.24,4.201177265780708e-07,0.0515650854478168,0.050391420075018,0.0442470351985418,0.0589741598304233,0.0182327520955865,-0.2596015015882184,0.3220812888823468,0.1581429089590134,0.1817172464840859,0.0678929765886287,0.0,0.0,1799462.9173,,,,259318.26,53217.33,112160.16,147158.1,,3.0,6.0,1.0,6.0,3.0,0.0,,,,,,0.0,,U,0.0,1042057262.0,1042057262.0,92500.0,92500.0,,,,,,31.93,26.13,1.0,0.0,3.25,0.7159446398081453,71.981481,0.2454420922806225,电气设备,0,0,0,0
20260409,20260410,20260413,002213.SZ,大为股份,3,FULLY_READY,1,1,1,strong_open_tradable,33.09,t1_open,raw_train_pool,1.75,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,33.09,35.76,29.26,,2213,半导体,深圳,主板,20080201,30.16,32.51,30.16,32.51,10.0169,29.55000549915513,0.100169,0.0795262119347892,0.0795262119347892,0.0206427880652106,650265.75,2082697.509,31.4812,39.0628,2.97,4.8095798629968014e-08,0.0721251228577464,0.056797542432027,0.0488575199922205,0.0702116817787779,0.0245496581367973,-0.1416129032258064,0.2150200813548243,0.2103499627699181,0.1099351314441787,0.0990534144692358,0.0722854506305751,0.0795262119347892,772063.4749,,,,259318.26,53217.33,112160.16,147158.1,,,,0.0,,,0.0,95582730.22,4.59,28.47,6715170800.84,28.47,0.0,,U,17.0,,,95221.0,,,,,,,32.51,26.6,1.0,0.0,1.0555555555555556,0.7139146778688261,41.666667,0.0164,半导体,1,0,0,0
20260409,20260410,20260413,600707.SH,彩虹股份,4,FULLY_READY,1,1,1,weak_intraday_break_without_minbar,7.02,t1_open_degrade_missing,raw_train_pool,1.0,1,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,7.02,7.02,5.74,1.0,600707,元器件,陕西,主板,19960520,6.05,6.38,6.05,6.38,10.0,5.8,0.1,0.0568965517241379,0.0568965517241379,0.043103448275862,469680.9,297063.846,1.3092,3.6235,2.8,3.366279718872286e-07,0.0432505822315795,0.0348935536438375,0.029848005462099,0.0347030392754007,0.0120736657656033,-0.1503875968992247,0.1923092681269271,0.1454219030520644,0.127208480565371,0.1038062283737024,0.0517241379310344,0.0568965517241379,2289392.649,,,,259318.26,53217.33,112160.16,147158.1,,8.0,1.0,1.0,1.0,8.0,0.0,,,,,,0.0,,U,1.0,68646720.0,68646720.0,93134.0,93238.0,,,,,,6.38,5.22,1.0,0.0,1.8158761495200828,0.4486998163592587,68.574074,0.83,元器件,0,0,0,0
20260409,20260410,20260413,002384.SZ,东山精密,5,FULLY_READY,1,1,1,strong_open_tradable,132.3,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,132.3,145.09,118.71,,2384,元器件,江苏,主板,20100409,128.0,131.9,126.11,131.9,9.9992,119.90996298154896,0.099992,0.0482862295678544,0.0325244033358605,0.0674675966641394,936589.9,12250396.663,6.7559,7.6683,1.91,8.162347942741061e-09,0.0535931657234706,0.0483635412119643,0.0504119650135674,0.0685501314747822,0.0288475134651859,-0.1373949579831932,0.2166544364619466,0.20998073571232,0.2100917431192661,0.2189261620922282,0.0438968915845337,0.0482862295678544,24158903.3471,,,,259318.26,53217.33,112160.16,147158.1,,8.0,1.0,1.0,1.0,8.0,0.0,828349886.67,6.76,37.32,182855835263.7,37.32,0.0,,U,7.0,102847969.0,102847969.0,93548.0,111709.0,,,,,,131.9,107.92,1.0,0.0,1.473697041660269,0.4467016380365188,48.740741,0.8363999999999999,元器件,1,0,0,0
20260409,20260410,20260413,600337.SH,美克家居,6,FULLY_READY,1,1,1,strong_open_tradable,2.86,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,2.86,3.15,2.57,,600337,家居用品,江西,主板,20001127,2.8,2.86,2.77,2.86,10.0,2.6,0.1,0.0346153846153845,0.0230769230769231,0.076923076923077,1413879.48,401302.603,9.8391,18.3175,5.23,2.491885157296127e-07,0.0509244751915848,0.0459089714725494,0.0508880636306434,0.0615879466325228,0.0193540708634898,-0.1684587813620072,0.2387009158561405,0.1578947368421051,0.1215686274509804,0.0999999999999998,0.0314685314685314,0.0346153846153845,410981.4672,,,,259318.26,53217.33,112160.16,147158.1,,2.0,9.0,1.0,9.0,2.0,0.0,,,,,,0.0,,U,2.0,36860395.0,36860395.0,93010.0,141613.0,,,,,,2.86,2.34,1.0,0.0,1.6187060487724585,0.3390422271765235,59.759259,0.0573942950693908,家居用品,1,0,0,0
20260409,20260410,20260413,300489.SZ,光智科技,7,FULLY_READY,1,1,1,strong_open_tradable,61.39,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,61.39,73.73,49.15,,300489,专用机械,浙江,创业板,20150701,51.0,61.44,50.35,61.44,20.0,51.2,0.2,0.2166015624999999,0.2039062499999999,-0.00390625,214152.38,1265733.74,15.4457,27.3493,2.67,1.580111153551141e-07,0.0770060805999823,0.059494096672854,0.0526608486863074,0.0673443961954547,0.010566386258745,-0.0884975479268835,0.151724782871936,0.2290458091618323,0.2610837438423645,0.344714379514117,0.1805013020833333,0.2166015624999999,854985.7382,,,,259318.26,53217.33,112160.16,147158.1,,4.0,4.0,1.0,4.0,4.0,0.0,101424801.32,8.01,30.92,8518562672.64,30.92,0.0,,U,1.0,72472780.0,72472780.0,94712.0,104957.0,,,,,,61.44,40.96,1.0,0.0,1.819547790359336,0.3525838833456853,35.462963,0.4322611773793213,专用机械,1,0,0,0
20260409,20260410,20260413,603777.SH,来伊份,8,FULLY_READY,1,1,1,strong_open_tradable,16.67,t1_open,raw_train_pool,1.5,0,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,16.67,16.97,13.89,3.0,603777,食品,上海,主板,20161012,15.43,15.43,15.43,15.43,9.9786,14.030002200428084,0.099786,0.0,0.0,0.0997859999999998,88621.02,136742.234,2.65,6.7593,0.93,7.297379681540087e-07,0.0556900088530677,0.048874325803581,0.0442326548620568,0.0557373159160095,0.0160071448549415,-0.0900508351488743,0.1502906348658727,0.2101960784313725,0.1636500754147813,0.111671469740634,0.0,0.0,516016.4881,,,,259318.26,53217.33,112160.16,147158.1,,,,0.0,,,0.0,,,,,,0.0,,U,0.0,134012605.0,134012605.0,92502.0,92502.0,,,,,,15.43,12.63,1.0,0.0,2.128603878008385,0.272902463858418,77.351852,0.01,食品,0,0,0,0
20260409,20260410,20260413,603121.SH,华培动力,9,FULLY_READY,1,1,1,strong_open_tradable,21.49,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,21.49,23.73,19.41,,603121,汽车配件,上海,主板,20190111,19.56,21.57,19.38,21.57,9.9949,19.61000010000464,0.099949,0.1116777148817803,0.1024987246175244,-0.0025497246175244,120596.61,249728.836,3.5623,7.3996,0.99,4.002301119923532e-07,0.0357900079500543,0.0404669205379767,0.0391911293960516,0.0561999451772399,0.0164514805377268,-0.1671747967479674,0.2228174066817459,0.1565683646112601,0.1943521594684385,0.2954954954954956,0.1015299026425591,0.1116777148817803,730217.2233,,,,259318.26,53217.33,112160.16,147158.1,,6.0,2.0,1.0,2.0,6.0,0.0,,,,,,0.0,,U,0.0,65523059.0,65523059.0,103401.0,103401.0,,,,,,21.57,17.65,1.0,0.0,2.312878558971167,0.1808936961070245,73.685185,0.6729057079444091,汽车配件,1,0,0,0
20260409,20260410,20260413,002718.SZ,友邦吊顶,10,FULLY_READY,1,1,1,strong_open_tradable,78.99,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,78.99,83.72,68.5,,2718,其他建材,浙江,主板,20140128,68.85,76.11,68.0,76.11,10.0014,69.19002849054648,0.100014,0.1172134218893706,0.1049284146629878,-0.0049144146629878,24700.53,181571.932,2.6283,7.1928,0.73,5.508230203774007e-07,0.0453955215649431,0.0489443327177927,0.0405509364546036,0.0684949953302024,0.0110405475074555,-0.1515432098765432,0.2031346938386024,0.1302346302346302,0.2177599999999999,0.29769820971867,0.1065563000919721,0.1172134218893706,985227.4265,,,,259318.26,53217.33,112160.16,147158.1,,2.0,8.0,1.0,8.0,2.0,0.0,,,,,,0.0,,U,0.0,41506588.0,41506588.0,102709.0,102709.0,,,,,,76.11,62.27,1.0,0.0,2.2898313888435817,0.2318188005076544,74.796296,0.1115060031977598,其他建材,1,0,0,0
