trade_date,exec_date,target_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,label_version,buy_window_start,buy_window_end,run_id,run_attempt,commit_sha,generated_at_utc,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength,open_t1,high_t1,low_t1,close_t1,vol_t1,amount_t1,pct_chg_t1,up_limit_t1,down_limit_t1,limit_type_t1,open_times_t1,seal_amount_t1
20260304,20260305,20260306,600759.SH,洲际油气,1,0.7765364316270068,51.909091,0.6230854212758787,石油开采,PFILL_READY,1,0,1,strong_open_tradable,8.24,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22668274190,1,2e49b4d7500713d8e0eb7a957d661f11462db458,2026-03-04T11:56:14Z,U,2.0,559108653.0,559108653.0,92501.0,134234.0,,,,,,8.26,6.76,1.0,3.0,3.0,0.0,1.0,0.0,2.274461457550001,8.24,9.09,7.78,8.7,14722635.93,12525996.752,5.3269,9.09,7.43,,,
20260304,20260305,20260306,001309.SZ,德明利,2,0.7063052045703226,49.295455,0.4401210427490234,半导体,PFILL_READY,1,0,1,strong_open_tradable,257.0,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22668274190,1,2e49b4d7500713d8e0eb7a957d661f11462db458,2026-03-04T11:56:14Z,U,16.0,131317275.0,131317275.0,93606.0,130809.0,,,,,,251.57,205.83,1.0,5.0,2.0,0.0,1.0,0.0,1.4711480820027871,257.0,266.34,254.0,256.11,200278.99,5198675.013,1.8047,276.73,226.41,,,
20260304,20260305,20260306,000525.SZ,红太阳,3,0.6570567007888654,71.363636,0.0,农药化肥,PFILL_READY,1,0,1,strong_open_tradable,7.32,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22668274190,1,2e49b4d7500713d8e0eb7a957d661f11462db458,2026-03-04T11:56:14Z,U,1.0,156220103.0,156220103.0,130300.0,132339.0,,,,,,6.83,5.59,0.0,,,0.0,1.0,0.0,1.6931075582035833,7.32,7.32,6.81,6.88,1623687.17,1143744.921,0.7321,7.51,6.15,,,
20260304,20260305,20260306,688525.SH,佰维存储,4,0.6351665077249178,41.5,0.4401210427490234,半导体,PFILL_READY,1,0,1,strong_open_tradable,194.99,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22668274190,1,2e49b4d7500713d8e0eb7a957d661f11462db458,2026-03-04T11:56:14Z,U,1.0,808979744.0,808979744.0,92503.0,93239.0,,,,,,175.99,117.33,1.0,5.0,2.0,0.0,1.0,0.0,2.75,194.99,205.99,191.5,191.5,910313.26,17955471.22,8.813,211.19,140.79,,,
20260304,20260305,20260306,002389.SZ,航天彩虹,5,0.59489413711033,39.272727,0.08,航空,PFILL_READY,1,0,1,strong_open_tradable,28.0,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22668274190,1,2e49b4d7500713d8e0eb7a957d661f11462db458,2026-03-04T11:56:14Z,U,1.0,217436525.0,217436525.0,102809.0,105406.0,,,,,,28.77,23.54,0.0,,,0.0,1.0,0.0,1.7687787013366802,28.0,29.85,27.71,29.3,2036647.54,5905915.681,1.8422,31.65,25.89,,,
20260304,20260305,20260306,000533.SZ,顺钠股份,6,0.4903610855410715,62.227273,1.0,电气设备,PFILL_READY,1,0,0,strong_dead_limit_up,,,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22668274190,1,2e49b4d7500713d8e0eb7a957d661f11462db458,2026-03-04T11:56:14Z,U,2.0,185046771.0,185046771.0,93136.0,93336.0,,,,,,12.3,10.06,1.0,1.0,8.0,0.0,1.0,0.0,1.8120742534520944,13.53,13.53,13.53,13.53,79889.89,108091.021,10.0,13.53,11.07,U,0.0,432341827.0
20260304,20260305,20260306,603175.SH,超颖电子,7,0.3320690853052476,67.886364,0.479801681970459,元器件,PFILL_READY,1,0,1,strong_open_tradable,82.03,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22668274190,1,2e49b4d7500713d8e0eb7a957d661f11462db458,2026-03-04T11:56:14Z,U,0.0,19390269.0,19390269.0,100822.0,100822.0,,,,,,79.64,65.16,1.0,4.0,2.0,0.0,1.0,0.0,2.2739687942050626,82.03,82.9,77.82,78.99,95282.77,759032.177,-0.8162,87.6,71.68,,,
20260304,20260305,20260306,300265.SZ,通光线缆,8,0.3157449060976947,43.295455,1.0,电气设备,PFILL_READY,1,0,1,strong_open_tradable,19.94,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22668274190,1,2e49b4d7500713d8e0eb7a957d661f11462db458,2026-03-04T11:56:14Z,U,0.0,146017985.0,146017985.0,95103.0,95103.0,,,,,,17.88,11.92,1.0,1.0,8.0,0.0,1.0,0.0,2.4304964661760438,19.94,21.46,19.76,21.46,1560465.79,3280419.97,20.0224,21.46,14.3,U,8.0,37210438.0
20260304,20260305,20260306,002490.SZ,山东墨龙,9,0.2861836815944779,41.954545,0.0,化工机械,PFILL_READY,1,0,1,strong_open_tradable,11.89,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22668274190,1,2e49b4d7500713d8e0eb7a957d661f11462db458,2026-03-04T11:56:14Z,U,2.0,117840486.0,117840486.0,92500.0,93933.0,,,,,,11.72,9.59,0.0,,,0.0,1.0,0.0,1.4789988915552708,11.89,12.89,11.89,12.7,1116229.77,1409146.808,8.3618,12.89,10.55,,,
20260304,20260305,20260306,002498.SZ,汉缆股份,10,0.2342687713153616,49.772727,1.0,电气设备,PFILL_READY,1,0,1,strong_open_tradable,8.92,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22668274190,1,2e49b4d7500713d8e0eb7a957d661f11462db458,2026-03-04T11:56:14Z,U,4.0,118204378.0,118204378.0,93824.0,112236.0,,,,,,8.13,6.65,1.0,1.0,8.0,0.0,1.0,0.0,1.5961153741817298,8.92,8.94,8.9,8.94,644612.44,575891.955,9.9631,8.94,7.32,U,0.0,487998643.0
20260304,20260305,20260306,600821.SH,金开新能,11,0.2302841293981809,42.636364,0.2566570212508551,新型电力,PFILL_READY,1,0,1,strong_open_tradable,7.88,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22668274190,1,2e49b4d7500713d8e0eb7a957d661f11462db458,2026-03-04T11:56:14Z,U,3.0,116078171.0,116078171.0,93828.0,133419.0,,,,,,7.87,6.44,1.0,7.0,2.0,0.0,1.0,0.0,1.6434871167800216,7.88,8.28,7.6,7.82,3798127.09,3018826.825,-0.6353,8.66,7.08,,,
20260304,20260305,20260306,603530.SH,神马电力,12,0.2164164598082182,58.795455,1.0,电气设备,PFILL_READY,1,0,1,strong_open_tradable,70.07,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22668274190,1,2e49b4d7500713d8e0eb7a957d661f11462db458,2026-03-04T11:56:14Z,U,1.0,113920950.0,113920950.0,95749.0,131902.0,,,,,,67.21,54.99,1.0,1.0,8.0,0.0,1.0,0.0,1.8908205222008625,70.07,73.93,70.01,71.48,232144.38,1682066.365,6.3532,73.93,60.49,,,
20260304,20260305,20260306,603045.SH,福达合金,13,0.1719524418393869,73.636364,0.3401553699246989,小金属,PFILL_READY,1,0,1,strong_open_tradable,34.01,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22668274190,1,2e49b4d7500713d8e0eb7a957d661f11462db458,2026-03-04T11:56:14Z,U,0.0,120643632.0,120643632.0,144207.0,144207.0,,,,,,32.41,26.51,1.0,6.0,2.0,0.0,1.0,0.0,2.3991305967730137,34.01,35.2,33.18,33.61,138316.57,472590.264,3.7026,35.65,29.17,,,
20260304,20260305,20260306,002162.SZ,悦心健康,14,0.1405601098119474,68.863636,0.0,陶瓷,PFILL_READY,1,0,1,strong_open_tradable,6.41,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22668274190,1,2e49b4d7500713d8e0eb7a957d661f11462db458,2026-03-04T11:56:14Z,U,0.0,131864438.0,131864438.0,102545.0,102545.0,,,,,,6.08,4.98,0.0,,,0.0,1.0,0.0,2.1630009143961955,6.41,6.45,5.98,6.05,1305373.65,801226.474,-0.4934,6.69,5.47,,,
20260304,20260305,20260306,603318.SH,水发燃气,15,0.1225177764997444,38.931818,0.08,供气供热,PFILL_READY,1,0,1,strong_open_tradable,10.09,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22668274190,1,2e49b4d7500713d8e0eb7a957d661f11462db458,2026-03-04T11:56:14Z,U,6.0,22636042.0,22636042.0,92502.0,141435.0,,,,,,10.67,8.73,0.0,,,0.0,1.0,0.0,1.170838117866574,10.09,10.75,9.6,9.6,1523944.77,1522496.894,-10.0281,11.74,9.6,,,
20260304,20260305,20260306,000010.SZ,美丽生态,16,0.081369699298258,65.136364,0.7946272018253463,建筑工程,PFILL_READY,1,0,1,strong_open_tradable,4.56,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22668274190,1,2e49b4d7500713d8e0eb7a957d661f11462db458,2026-03-04T11:56:14Z,U,5.0,36423792.0,36423792.0,101054.0,111000.0,,,,,,4.42,3.62,1.0,2.0,3.0,0.0,1.0,0.0,1.4616910226782307,4.56,4.57,4.28,4.32,1375115.01,599446.242,-2.2624,4.86,3.98,,,
20260304,20260305,20260306,301129.SZ,瑞纳智能,17,0.0756592365737669,58.181818,0.1286585167657964,电器仪表,PFILL_READY,1,0,1,strong_open_tradable,31.01,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22668274190,1,2e49b4d7500713d8e0eb7a957d661f11462db458,2026-03-04T11:56:14Z,U,0.0,54718560.0,54718560.0,131445.0,131445.0,,,,,,29.23,19.49,1.0,9.0,2.0,0.0,1.0,0.0,2.317638974159531,31.01,33.0,28.86,28.95,183900.78,560659.25,-0.9579,35.08,23.38,,,
