trade_date,exec_date,target_date,entry_date,exit_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,eret_sample_eligible,eret_label_quality,entry_price_t1,entry_price_t_opening_auction,entry_price_proxy_t1,entry_price_proxy_mode,take_profit_price_tplus1,stop_loss_price_tplus1,latest_exit_time,exit_policy_version,exit_price_tplus1_timed,exit_price_tplus1_open,exit_price_source,exit_on_time,exit_reason,exit_price_t2_close,close_t2,realized_ret_open_to_tplus1_timed_exit,realized_ret_t1_to_t2,premium_ret_t1_to_t2,eret_truth_version,return_holding_mode,execution_contract,run_id,run_attempt,commit_sha,generated_at_utc,buy_window_start,buy_window_end,open_t1,high_t1,low_t1,close_t1,market_target_date,open_t2,high_t2,low_t2,vol_t2,amount_t2,pct_chg_t2,auction_price_t2,auction_amount_t2,down_limit_t2,minute_open_t2,minute_open_available_t2
20260702,20260703,20260706,20260703,20260706,600182.SH,S佳通,1,0.70859650149662,80.312766,0.415,汽车零部件,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_time_exit_time_exit,14.83,14.83,14.83,t_opening_auction,17.05,14.09,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,14.87,14.66,minute_1m_time_exit,1,time_exit,14.97,14.97,0.0026972353337828547,0.0026972353337828547,0.009440323668240103,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28593216255,1,6d730a00c61208d09cf545b485b5c8d6e9878530,2026-07-02T13:20:33Z,09:20:00,09:24:50,14.83,14.86,14.51,14.71,20260706,14.66,15.15,14.4,47124.01,70013.228,1.7675,14.66,2854302.0,13.97,14.66,1
20260702,20260703,20260706,20260703,20260706,603926.SH,铁流股份,2,0.7324201170452481,63.670213,0.83,汽车零部件,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_time_exit_time_exit,19.07,19.07,19.07,t_opening_auction,21.93,18.12,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,19.62,19.39,minute_1m_time_exit,1,time_exit,19.6,19.6,0.028841111693759913,0.028841111693759913,0.02779234399580499,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28593216255,1,6d730a00c61208d09cf545b485b5c8d6e9878530,2026-07-02T13:20:33Z,09:20:00,09:24:50,19.07,19.8,18.66,19.21,20260706,19.39,20.5,19.11,90136.02,178619.541,2.0302,19.39,930720.0,17.29,19.39,1
20260702,20260703,20260706,20260703,20260706,000566.SZ,海南海药,3,0.6284744829308546,53.487234,0.3364528539722045,化学制药,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_first_touch_stop_gap_at_open,6.22,6.22,6.22,t_opening_auction,7.15,5.91,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,5.69,5.69,minute_1m_first_touch,1,stop_gap_at_open,6.43,6.43,-0.08520900321543401,-0.08520900321543401,0.0337620578778135,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28593216255,1,6d730a00c61208d09cf545b485b5c8d6e9878530,2026-07-02T13:20:33Z,09:20:00,09:24:50,6.22,6.56,5.71,6.14,20260706,5.69,6.73,5.6,3498223.81,2182211.34567,4.7231,5.69,39204669.0,5.53,5.69,1
20260702,20260703,20260706,20260703,20260706,603538.SH,美诺华,4,0.6502609606771569,62.585106,0.3396528539722045,化学制药,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_first_touch_stop_gap_at_open,42.69,42.69,42.69,t_opening_auction,49.09,40.56,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,37.61,37.61,minute_1m_first_touch,1,stop_gap_at_open,41.58,41.58,-0.11899742328414142,-0.11899742328414142,-0.026001405481377304,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28593216255,1,6d730a00c61208d09cf545b485b5c8d6e9878530,2026-07-02T13:20:33Z,09:20:00,09:24:50,42.69,42.7,37.21,38.81,20260706,37.61,42.69,37.61,719400.3,2935460.071,7.1373,37.61,29599070.0,34.93,37.61,1
20260702,20260703,20260706,20260703,20260706,002020.SZ,京新药业,5,0.6697975432493989,70.142553,0.3364528539722045,化学制药,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_first_touch_stop_gap_at_open,15.46,15.46,15.46,t_opening_auction,17.78,14.69,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,14.37,14.37,minute_1m_first_touch,1,stop_gap_at_open,14.93,14.93,-0.07050452781371286,-0.07050452781371286,-0.034282018111254975,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28593216255,1,6d730a00c61208d09cf545b485b5c8d6e9878530,2026-07-02T13:20:33Z,09:20:00,09:24:50,15.46,15.47,14.28,15.19,20260706,14.37,15.88,14.18,573974.34,866617.50571,-1.7117,14.37,17535711.0,13.67,14.37,1
20260702,20260703,20260706,20260703,20260706,603790.SH,雅运股份,6,0.6896444130325371,70.882979,0.4258611773793213,化学制品,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_time_exit_time_exit,24.42,24.42,24.42,t_opening_auction,28.08,23.2,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,23.88,24.96,minute_1m_time_exit,1,time_exit,23.71,23.71,-0.02211302211302224,-0.02211302211302224,-0.02907452907452912,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28593216255,1,6d730a00c61208d09cf545b485b5c8d6e9878530,2026-07-02T13:20:33Z,09:20:00,09:24:50,24.42,25.6,23.81,25.1,20260706,24.96,25.37,23.58,48301.2,117749.278,-5.5378,24.96,1480128.0,22.59,24.96,1
20260702,20260703,20260706,20260703,20260706,603137.SH,恒尚节能,7,0.6029299827774702,69.138298,0.0082,装修装饰,FULLY_READY,1,1,0,strong_opening_auction_limit_up_unconfirmed,0,not_filled_no_trade,,,,,,,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,,18.94,,0,missing_entry_reference,18.94,18.94,,,,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28593216255,1,6d730a00c61208d09cf545b485b5c8d6e9878530,2026-07-02T13:20:33Z,09:20:00,09:24:50,17.22,17.22,17.22,17.22,20260706,18.94,18.94,18.94,7244.6,13721.272,9.9884,18.94,6530512.0,15.5,,0
20260702,20260703,20260706,20260703,20260706,600480.SH,凌云股份,8,0.6607485497888246,63.053191,0.415,汽车零部件,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_time_exit_time_exit,9.15,9.15,9.15,t_opening_auction,10.52,8.69,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,9.12,9.16,minute_1m_time_exit,1,time_exit,9.28,9.28,-0.003278688524590234,-0.003278688524590234,0.014207650273224015,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28593216255,1,6d730a00c61208d09cf545b485b5c8d6e9878530,2026-07-02T13:20:33Z,09:20:00,09:24:50,9.15,9.5,9.01,9.2,20260706,9.16,9.37,9.03,273583.98,251188.491,0.8696,9.16,2835020.0,8.28,9.16,1
20260702,20260703,20260706,20260703,20260706,000700.SZ,模塑科技,9,0.6817997772967248,58.010638,0.4181999999999999,汽车零部件,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_time_exit_time_exit,16.08,16.08,16.08,t_opening_auction,18.49,15.28,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,16.57,17.13,minute_1m_time_exit,1,time_exit,16.75,16.75,0.030472636815920495,0.030472636815920495,0.04166666666666674,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28593216255,1,6d730a00c61208d09cf545b485b5c8d6e9878530,2026-07-02T13:20:33Z,09:20:00,09:24:50,16.08,18.25,16.08,17.6,20260706,17.13,17.18,16.3,1095065.58,1833422.13262,-4.8295,17.13,43929885.0,15.84,17.13,1
20260702,20260703,20260706,20260703,20260706,600815.SH,厦工股份,10,0.6533321326359504,74.568085,0.1227210461403112,工程机械,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_first_touch_stop_loss_first_touch,2.87,2.87,2.87,t_opening_auction,3.3,2.73,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,2.73,2.83,minute_1m_first_touch,1,stop_loss_first_touch,2.7,2.7,-0.04878048780487809,-0.04878048780487809,-0.059233449477351874,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28593216255,1,6d730a00c61208d09cf545b485b5c8d6e9878530,2026-07-02T13:20:33Z,09:20:00,09:24:50,2.87,2.89,2.75,2.82,20260706,2.83,2.87,2.68,600819.01,165603.48,-4.2553,2.83,1469053.0,2.54,2.83,1
