trade_date,exec_date,target_date,ts_code,name,rank,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,dataset_split,sample_weight,is_cold_start,feature_coverage_score,label_version,buy_window_start,buy_window_end,open_t1,up_limit_t1,down_limit_t1,open_times_t1,symbol,board,area,market,list_date,open,high,low,close,pct_chg,pre_close_est,returns_1d,high_low_range,candle_body,gap_open,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,amihud_illiquidity,volatility_5d,volatility_10d,volatility_20d,atr,downside_vol,max_drawdown_20d,tail_risk_score,total_mv,float_mv,pe_ttm,pb,north_money_market,south_money_market,hgt_market,sgt_market,market_regime,hot_boards_score,board_crowding_rank,is_hot_board,board_rank,board_limit_up_count,is_st_like,top_list_net_buy,top_net_rate,amount_rate,float_values,abnormal_volume,has_namechange_record,latest_change_reason,ret_2d,ret_5d,ret_10d,bid_ask_proxy,spread_proxy,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_limit_up,break_count_proxy,limit_up_strength,prior_prob_prior,prior_strength_score,prior_theme_boost,prior_board,open_times_t1__is_missing,prior_prob_prior__is_missing,prior_strength_score__is_missing,prior_theme_boost__is_missing
20260416,20260417,,002771.SZ,真视通,1,PFILL_READY,1,0,0,strong_dead_limit_up,,,raw_train_pool,1.75,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,20.21,20.21,16.53,,2771,软件服务,北京,主板,20150629,16.9,18.37,16.9,18.37,10.0,1.6700000000000002,10.0,0.8802395209580852,0.8802395209580852,9.119760479041917,219734.53,399113.26,12.5912,12.8582,1.21,2.5055544383566708e-05,,,,,,,,385336.6517,,,,292500.49,53276.61,124955.95,167544.54,,5.0,6.0,1.0,6.0,5.0,0.0,,,,,,0.0,,,,,,,U,2.0,67885416.0,67885416.0,93215.0,93333.0,,,,,,18.37,15.03,1.0,0.0,1.720181169573457,0.3989000453057285,59.088608,0.2454420922806225,软件服务,1,0,0,0
20260416,20260417,,605388.SH,均瑶健康,2,PFILL_READY,1,0,1,strong_open_tradable,8.4,t1_open,raw_train_pool,1.75,0,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,8.4,8.87,7.25,1.0,605388,乳制品,湖北,主板,20200818,7.33,8.06,7.09,8.06,9.9591,0.7354618536193667,9.9591,1.3188991315136482,0.9925735732009928,8.966526426799007,597826.3,463711.61,9.9557,30.4035,4.1,2.147692614381598e-05,,,,,,,,483990.104,,,,292500.49,53276.61,124955.95,167544.54,,,,0.0,,,0.0,12747374.93,1.72,24.12,4839901040.0,24.12,0.0,,,,,,,U,2.0,52460323.0,52460323.0,100042.0,100306.0,,,,,,8.06,6.6,1.0,0.0,1.439086263992372,0.3628120826982441,65.0,0.0164,乳制品,0,0,0,0
20260416,20260417,,002062.SZ,宏润建设,3,PFILL_READY,1,0,1,strong_open_tradable,8.05,t1_open,raw_train_pool,1.75,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,8.05,8.86,7.25,,2062,建筑工程,浙江,主板,20060816,7.31,8.05,7.27,8.05,9.9727,0.7336389402790563,9.9727,1.0631932919254672,1.0086705590062126,8.964029440993787,270843.71,211432.496,2.4081,3.7973,1.81,4.716730014860156e-05,,,,,,,,996003.0656,,,,292500.49,53276.61,124955.95,167544.54,,,,0.0,,,0.0,,,,,,0.0,,,,,,,U,0.0,59417533.0,59417533.0,101703.0,101703.0,,,,,,8.05,6.59,1.0,0.0,2.1197777270124725,0.3000710221351435,77.303797,0.01,建筑工程,1,0,0,0
20260416,20260417,,600156.SH,华升股份,4,PFILL_READY,1,0,1,strong_open_tradable,8.98,t1_open,raw_train_pool,1.5,0,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,8.98,9.26,7.58,2.0,600156,纺织,湖南,主板,19980527,7.65,8.42,7.59,8.42,10.0654,0.7609304679451262,10.0654,1.0907698337292162,1.0119190023752964,9.053480997624703,206078.37,168723.129,5.1249,8.5864,1.46,5.9656314221152224e-05,,,,,,,,338577.2111,,,,292500.49,53276.61,124955.95,167544.54,,,,0.0,,,0.0,51303687.0,30.41,46.93,3385772110.84,46.93,0.0,,,,,,,U,0.0,62053404.0,62053404.0,103237.0,103237.0,,,,,,8.42,6.89,1.0,0.0,2.1250912871880203,0.3019379902334337,60.316456,0.0164,纺织,0,0,0,0
20260416,20260417,,002209.SZ,达 意 隆,5,PFILL_READY,1,0,1,strong_open_tradable,16.48,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,16.48,18.15,14.85,,2209,轻工机械,广东,主板,20080130,15.11,16.5,14.92,16.5,10.0,1.5,10.0,1.0533333333333337,0.9266666666666672,9.073333333333332,111154.63,176343.766,7.111,8.362,2.85,5.6707419983306925e-05,,,,,,,,328397.9325,,,,292500.49,53276.61,124955.95,167544.54,,,,0.0,,,0.0,,,,,,0.0,,,,,,,U,0.0,50034583.0,50034583.0,133139.0,133139.0,,,,,,16.5,13.5,1.0,0.0,2.1008629662183536,0.280580813770625,62.835443,0.01,轻工机械,1,0,0,0
20260416,20260417,,002595.SZ,豪迈科技,6,PFILL_READY,1,0,1,strong_open_tradable,91.49,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,91.49,97.92,80.12,,2595,专用机械,山东,主板,20110628,83.02,89.02,83.02,89.02,9.9963,8.095450287824086,9.9963,0.7411570433610425,0.7411570433610425,9.255142956638958,61016.11,530158.978,0.768,1.5613,1.89,1.8855287592620943e-05,,,,,,,,7121600.0,,,,292500.49,53276.61,124955.95,167544.54,,5.0,3.0,1.0,3.0,5.0,0.0,,,,,,0.0,,,,,,,U,0.0,187569145.0,187569145.0,130154.0,130154.0,,,,,,89.02,72.84,1.0,0.0,2.628114080330008,0.2198229477764806,60.493671,0.5394931282264485,专用机械,1,0,0,0
20260416,20260417,,002850.SZ,科达利,7,PFILL_READY,1,0,1,strong_open_tradable,202.11,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,202.11,226.15,185.03,,2850,电气设备,深圳,主板,20170302,194.83,205.59,192.02,205.59,10.0,18.69,10.0,0.7260567148207594,0.5757089352594965,9.424291064740505,53358.52,1070774.511,2.6803,3.0747,1.15,9.339034406656696e-06,,,,,,,,5669145.648,,,,292500.49,53276.61,124955.95,167544.54,,7.0,2.0,1.0,2.0,7.0,0.0,,,,,,0.0,,,,,,,U,0.0,222164254.0,222164254.0,95206.0,95206.0,,,,,,205.59,168.21,1.0,0.0,2.6978531508122634,0.2161704845171601,54.151899,0.6729057079444091,电气设备,1,0,0,0
20260416,20260417,,603032.SH,德新科技,8,PFILL_READY,1,0,1,strong_open_tradable,22.04,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22.04,24.37,19.94,,603032,专用机械,新疆,主板,20170105,20.0,22.15,20.0,22.15,9.9801,2.017285817069061,9.9801,1.0657884875846495,1.0657884875846495,8.91431151241535,316989.5,678961.245,13.6832,26.9613,2.79,1.4699071667927084e-05,,,,,,,,516598.691,,,,292500.49,53276.61,124955.95,167544.54,,5.0,3.0,1.0,3.0,5.0,0.0,,,,,,0.0,,,,,,,U,0.0,52228858.0,52228858.0,144333.0,144333.0,,,,,,22.15,18.13,1.0,0.0,2.3552863284596013,0.2245679924770013,54.544304,0.5394931282264485,专用机械,1,0,0,0
20260416,20260417,,600683.SH,京投发展,9,PFILL_READY,1,0,1,strong_open_tradable,11.98,t1_open,raw_train_pool,1.5,0,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,11.98,11.99,9.81,2.0,600683,区域地产,浙江,主板,19931025,10.4,10.9,10.2,10.9,9.9899,0.9918197617812718,9.9899,0.705773394495414,0.5041238532110092,9.485776146788991,242846.28,261611.125,3.2783,7.4139,1.09,3.818606720184396e-05,,,,,,,,807447.5807,,,,292500.49,53276.61,124955.95,167544.54,,,,0.0,,,0.0,13176579.81,2.45,30.18,8074475807.3,30.18,0.0,,,,,,,U,1.0,63045055.0,63045055.0,93105.0,94202.0,,,,,,10.9,8.92,1.0,0.0,1.627090321762035,0.1984430590245954,76.594937,0.0164,区域地产,0,0,0,0
20260416,20260417,,002008.SZ,大族激光,10,PFILL_READY,1,0,1,strong_open_tradable,88.4,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,88.4,95.34,78.0,,2008,专用机械,深圳,主板,20040625,77.81,86.67,77.81,86.67,10.0013,7.878159853835456,10.0013,1.1246281066112842,1.1246281066112842,8.876671893388716,502764.52,4261162.78,5.2551,6.5162,1.0,2.347082361401833e-06,,,,,,,,8923572.7371,,,,292500.49,53276.61,124955.95,167544.54,,5.0,3.0,1.0,3.0,5.0,0.0,91326323.86,2.14,41.47,82919270900.07,41.47,0.0,,,,,,,U,14.0,72230951.0,72230951.0,111142.0,141557.0,,,,,,86.67,70.91,1.0,0.0,1.4622745149549703,0.1843987473932719,53.949367,0.5458931282264484,专用机械,1,0,0,0
