trade_date,exec_date,target_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,label_version,buy_window_start,buy_window_end,run_id,run_attempt,commit_sha,generated_at_utc,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength,open_t1,high_t1,low_t1,close_t1,vol_t1,amount_t1,pct_chg_t1,up_limit_t1,down_limit_t1,limit_type_t1,open_times_t1,seal_amount_t1
20260309,20260310,nan,600498.SH,烽火通信,1,0.6069517307624593,40.535714,0.7946272018253463,通信设备,PFILL_READY,1,0,1,strong_open_tradable,53.0,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22901359566,1,e1b5fb4e6bfdca7742d413a4fab93e3640380e89,2026-03-10T11:58:51Z,,,,,,,,,,,,58.04,47.48,,,,,0.0,0.0,2.0,53.0,57.2,52.71,57.2,1440116.56,8010268.053,10.0,57.2,46.8,U,2.0,172732731.0
20260309,20260310,nan,601869.SH,长飞光纤,2,0.558446907168658,44.5,0.7946272018253463,通信设备,PFILL_READY,1,0,1,strong_open_tradable,217.25,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22901359566,1,e1b5fb4e6bfdca7742d413a4fab93e3640380e89,2026-03-10T11:58:51Z,,,,,,,,,,,,234.52,191.88,,,,,0.0,0.0,2.0,217.25,233.1,214.25,233.1,170543.01,3800169.466,9.9995,233.1,190.72,U,0.0,318998282.0
20260309,20260310,nan,000537.SZ,绿发电力,3,0.5047729414349421,73.892857,0.1069133379015616,新型电力,PFILL_READY,1,0,0,strong_dead_limit_up,,,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22901359566,1,e1b5fb4e6bfdca7742d413a4fab93e3640380e89,2026-03-10T11:58:51Z,,,,,,,,,,,,10.22,8.36,,,,,0.0,0.0,2.0,10.34,10.34,10.34,10.34,282053.04,291642.843,10.0,10.34,8.46,U,0.0,173857204.0
20260309,20260310,nan,002281.SZ,光迅科技,4,0.4996616837073392,48.821429,0.8746272018253463,通信设备,PFILL_READY,1,0,1,strong_open_tradable,78.99,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22901359566,1,e1b5fb4e6bfdca7742d413a4fab93e3640380e89,2026-03-10T11:58:51Z,,,,,,,,,,,,88.12,72.1,,,,,0.0,0.0,2.0,78.99,86.16,78.99,86.16,554095.3,4557438.467,9.9962,86.16,70.5,U,0.0,324659496.0
20260309,20260310,nan,002384.SZ,东山精密,5,0.4769322251239459,51.964286,1.0,元器件,PFILL_READY,1,0,1,strong_open_tradable,102.0,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22901359566,1,e1b5fb4e6bfdca7742d413a4fab93e3640380e89,2026-03-10T11:58:51Z,,,,,,,,,,,,105.0,85.91,,,,,0.0,0.0,2.0,102.0,108.06,101.2,108.06,913331.98,9599793.693,9.9959,108.06,88.42,U,0.0,247539093.0
20260309,20260310,nan,003021.SZ,兆威机电,6,0.4753085518031334,46.714286,1.0,元器件,PFILL_READY,1,0,1,strong_open_tradable,115.01,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22901359566,1,e1b5fb4e6bfdca7742d413a4fab93e3640380e89,2026-03-10T11:58:51Z,,,,,,,,,,,,129.49,105.95,,,,,0.0,0.0,2.0,115.01,124.38,114.99,124.38,103120.27,1250558.007,10.0027,124.38,101.76,U,0.0,180668169.0
20260309,20260310,nan,601789.SH,宁波建工,7,0.4714812120556585,87.392857,0.479801681970459,建筑工程,PFILL_READY,1,0,0,strong_dead_limit_up,,,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22901359566,1,e1b5fb4e6bfdca7742d413a4fab93e3640380e89,2026-03-10T11:58:51Z,U,0.0,231745136.0,231745136.0,92504.0,92504.0,,,,,,6.04,4.94,0.0,,,0.0,1.0,0.0,2.370951741093217,6.64,6.64,6.64,6.64,235968.8,156683.283,9.9338,6.64,5.44,U,0.0,361686244.0
20260309,20260310,nan,002298.SZ,中电鑫龙,8,0.4109628624572956,39.714286,0.2601553699246989,电气设备,PFILL_READY,1,0,1,strong_open_tradable,11.4,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22901359566,1,e1b5fb4e6bfdca7742d413a4fab93e3640380e89,2026-03-10T11:58:51Z,,,,,,,,,,,,12.08,9.88,,,,,0.0,0.0,2.0,11.4,12.41,11.23,12.41,1092576.31,1293430.701,10.0177,12.41,10.15,U,0.0,161123994.0
20260309,20260310,nan,002335.SZ,科华数据,9,0.3913412566002369,30.25,0.3401553699246989,电气设备,PFILL_READY,1,0,1,strong_open_tradable,64.6,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22901359566,1,e1b5fb4e6bfdca7742d413a4fab93e3640380e89,2026-03-10T11:58:51Z,,,,,,,,,,,,66.77,54.63,,,,,0.0,0.0,2.0,64.6,69.48,62.69,69.48,784315.75,5177222.307,10.0063,69.48,56.84,U,0.0,295984174.0
20260309,20260310,nan,002729.SZ,好利科技,10,0.3622972426068376,72.392857,1.0,元器件,PFILL_READY,1,0,1,strong_open_tradable,17.44,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22901359566,1,e1b5fb4e6bfdca7742d413a4fab93e3640380e89,2026-03-10T11:58:51Z,,,,,,,,,,,,19.99,16.35,,,,,0.0,0.0,2.0,17.44,19.18,17.44,19.18,114704.31,212883.699,9.9771,19.18,15.7,U,0.0,142126600.0
