trade_date,exec_date,target_date,entry_date,exit_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,eret_sample_eligible,eret_label_quality,entry_price_t1,entry_price_t_opening_auction,entry_price_proxy_t1,entry_price_proxy_mode,take_profit_price_tplus1,stop_loss_price_tplus1,latest_exit_time,exit_policy_version,exit_price_tplus1_timed,exit_price_tplus1_open,exit_price_source,exit_on_time,exit_reason,exit_price_t2_close,close_t2,realized_ret_open_to_tplus1_timed_exit,realized_ret_t1_to_t2,premium_ret_t1_to_t2,eret_truth_version,return_holding_mode,execution_contract,run_id,run_attempt,commit_sha,generated_at_utc,buy_window_start,buy_window_end,open_t1,high_t1,low_t1,close_t1,market_target_date,open_t2,high_t2,low_t2,vol_t2,amount_t2,pct_chg_t2,down_limit_t2,minute_open_t2,minute_open_available_t2
20260615,20260616,20260617,20260616,20260617,605288.SH,凯迪股份,14,0.2563674700050589,69.047619,0.4258611773793213,电气设备,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_take_profit_daily_proxy,72.25,72.25,72.25,t_daily_open_proxy,74.42,70.44,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,74.42,74.22,daily_ohlc_conservative_proxy,1,take_profit_daily_proxy,78.99,78.99,0.030034602076124628,0.030034602076124628,0.09328719723183387,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,72.25,74.89,71.2,73.5,20260617,74.22,79.57,71.3,46080.83,349426.18,7.4694,66.15,,0
20260615,20260616,20260617,20260616,20260617,002106.SZ,莱宝高科,15,0.2635276346258862,50.503401,0.83,元器件,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_take_profit_daily_proxy,13.35,13.35,13.35,t_daily_open_proxy,13.75,13.02,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,13.75,13.36,daily_ohlc_conservative_proxy,1,take_profit_daily_proxy,14.78,14.78,0.029962546816479474,0.029962546816479474,0.10711610486891376,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,13.35,13.72,13.1,13.54,20260617,13.36,14.78,13.33,418623.98,604070.88219,9.9702,12.1,,0
20260615,20260616,20260617,20260616,20260617,600110.SH,诺德股份,17,0.2517721899301444,59.891156,0.4258611773793213,电气设备,FULLY_READY,1,1,0,strong_opening_auction_limit_up_unconfirmed,0,not_filled_no_trade,,,,,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,,17.22,,0,missing_entry_reference,17.22,17.22,,,,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,15.65,15.65,15.65,15.65,20260617,17.22,17.22,17.22,162235.95,279370.306,10.0319,14.09,,0
20260615,20260616,20260617,20260616,20260617,605058.SH,澳弘电子,18,0.1607725014937727,68.163265,0.83,元器件,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_stop_loss_daily_proxy,41.65,41.65,41.65,t_daily_open_proxy,42.9,40.61,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,40.61,40.89,daily_ohlc_conservative_proxy,1,stop_loss_daily_proxy,41.5,41.5,-0.024969987995198006,-0.024969987995198006,-0.0036014405762304635,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,41.65,41.65,39.8,40.69,20260617,40.89,42.09,40.58,66544.25,275140.637,1.9907,36.62,,0
20260615,20260616,20260617,20260616,20260617,603186.SH,华正新材,19,0.1893403175871237,54.292517,0.83,元器件,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_take_profit_gap_conservative,200.06,200.06,200.06,t_daily_open_proxy,206.06,195.06,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,206.06,215.0,daily_ohlc_conservative_proxy,1,take_profit_gap_conservative,226.67,226.67,0.029991002699190306,0.029991002699190306,0.1330100969709087,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,200.06,206.06,198.0,206.06,20260617,215.0,226.67,214.3,160407.13,3603072.153,10.0019,185.45,,0
20260615,20260616,20260617,20260616,20260617,601958.SH,金钼股份,20,0.2475218850993882,44.306122,0.328751396590983,小金属,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_both_hit_stop_first_conservative,28.1,28.1,28.1,t_daily_open_proxy,28.94,27.4,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,27.4,28.0,daily_ohlc_conservative_proxy,1,both_hit_stop_first_conservative,28.47,28.47,-0.024911032028469893,-0.024911032028469893,0.013167259786476704,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,28.1,29.76,27.1,28.88,20260617,28.0,29.0,27.2,1916008.33,5385173.542,-1.4197,25.99,,0
20260615,20260616,20260617,20260616,20260617,002913.SZ,奥士康,22,0.1312500680385033,63.333333,0.83,元器件,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_take_profit_gap_conservative,62.68,62.68,62.68,t_daily_open_proxy,64.56,61.11,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,64.56,65.28,daily_ohlc_conservative_proxy,1,take_profit_gap_conservative,67.68,67.68,0.029993618379068332,0.029993618379068332,0.0797702616464584,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,62.68,67.4,61.0,65.79,20260617,65.28,69.77,65.0,120772.99,817421.93726,2.8728,59.21,,0
20260615,20260616,20260617,20260616,20260617,605589.SH,圣泉集团,23,0.2129843457546241,45.496599,0.5394931282264485,化工原料,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_take_profit_daily_proxy,65.9,65.9,65.9,t_daily_open_proxy,67.88,64.25,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,67.88,65.12,daily_ohlc_conservative_proxy,1,take_profit_daily_proxy,66.4,66.4,0.030045523520485506,0.030045523520485506,0.007587253414264028,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,65.9,67.98,64.31,67.06,20260617,65.12,69.47,65.01,884789.13,5923772.707,-0.9842,60.35,,0
20260615,20260616,20260617,20260616,20260617,002051.SZ,中工国际,24,0.2377595008284876,47.721088,0.2454420922806225,建筑工程,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_take_profit_gap_conservative,11.88,11.88,11.88,t_daily_open_proxy,12.24,11.58,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,12.24,13.22,daily_ohlc_conservative_proxy,1,take_profit_gap_conservative,12.5,12.5,0.030303030303030276,0.030303030303030276,0.05218855218855212,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,11.88,12.78,11.88,12.77,20260617,13.22,14.0,12.12,1582775.66,2022089.15946,-2.1143,11.49,,0
20260615,20260616,20260617,20260616,20260617,002635.SZ,安洁科技,25,0.1614443758063518,50.931973,0.83,元器件,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_take_profit_gap_conservative,17.52,17.52,17.52,t_daily_open_proxy,18.05,17.08,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,18.05,18.28,daily_ohlc_conservative_proxy,1,take_profit_gap_conservative,18.37,18.37,0.030251141552511518,0.030251141552511518,0.04851598173515992,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,17.52,18.6,17.19,18.45,20260617,18.28,18.82,18.12,273895.78,503979.18325,-0.4336,16.61,,0
20260615,20260616,20260617,20260616,20260617,601696.SH,中银证券,26,0.2435879565924063,51.435374,0.01,证券,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_take_profit_gap_conservative,12.58,12.58,12.58,t_daily_open_proxy,12.96,12.27,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,12.96,13.35,daily_ohlc_conservative_proxy,1,take_profit_gap_conservative,13.15,13.15,0.030206677265500748,0.030206677265500748,0.04531001589825112,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,12.58,13.57,12.56,13.3,20260617,13.35,13.44,13.0,1319666.46,1737797.262,-1.1278,11.97,,0
20260615,20260616,20260617,20260616,20260617,603011.SH,合锻智能,27,0.1764209595177129,49.163265,0.6729057079444091,专用机械,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_stop_gap_at_open,35.0,35.0,35.0,t_daily_open_proxy,36.05,34.13,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,33.0,33.0,daily_ohlc_conservative_proxy,1,stop_gap_at_open,35.95,35.95,-0.05714285714285716,-0.05714285714285716,0.027142857142857135,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,35.0,35.57,32.32,34.6,20260617,33.0,37.77,32.86,723356.09,2604722.106,3.9017,31.14,,0
20260615,20260616,20260617,20260616,20260617,002263.SZ,大东南,28,0.2393867981852592,52.428571,0.01,塑料,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_take_profit_daily_proxy,4.15,4.15,4.15,t_daily_open_proxy,4.27,4.05,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,4.27,4.24,daily_ohlc_conservative_proxy,1,take_profit_daily_proxy,4.37,4.37,0.028915662650602192,0.028915662650602192,0.053012048192770944,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,4.15,4.37,4.12,4.27,20260617,4.24,4.43,4.21,2919095.75,1265764.19829,2.3419,3.84,,0
20260615,20260616,20260617,20260616,20260617,002806.SZ,华锋股份,29,0.1920832280047711,60.659864,0.1736599148755986,汽车配件,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_take_profit_gap_conservative,19.09,19.09,19.09,t_daily_open_proxy,19.66,18.61,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,19.66,21.41,daily_ohlc_conservative_proxy,1,take_profit_gap_conservative,20.78,20.78,0.029858564693556744,0.029858564693556744,0.08852802514405456,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,19.09,20.7,19.06,20.7,20260617,21.41,21.95,20.36,395644.81,825972.89036,0.3865,18.63,,0
20260615,20260616,20260617,20260616,20260617,603070.SH,万控智造,30,0.1322563063394019,69.197279,0.4258611773793213,电气设备,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_take_profit_daily_proxy,16.7,16.7,16.7,t_daily_open_proxy,17.2,16.28,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,17.2,17.19,daily_ohlc_conservative_proxy,1,take_profit_daily_proxy,18.15,18.15,0.029940119760478945,0.029940119760478945,0.08682634730538918,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,16.7,17.55,16.28,17.0,20260617,17.19,18.25,17.13,140963.9,252808.86,6.7647,15.3,,0
20260615,20260616,20260617,20260616,20260617,603137.SH,恒尚节能,31,0.1875789375541551,65.081633,0.0164,装修装饰,FULLY_READY,1,1,0,weak_missing_opening_auction_truth,0,not_filled_no_trade,,,,,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,,,,0,missing_entry_reference,,,,,,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,,,,,,,,,,,,,,0
