trade_date,exec_date,target_date,entry_date,exit_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,eret_sample_eligible,eret_label_quality,entry_price_t1,entry_price_t_opening_auction,entry_price_proxy_t1,entry_price_proxy_mode,take_profit_price_tplus1,stop_loss_price_tplus1,latest_exit_time,exit_policy_version,exit_price_tplus1_timed,exit_price_tplus1_open,exit_price_source,exit_on_time,exit_reason,exit_price_t2_close,close_t2,realized_ret_open_to_tplus1_timed_exit,realized_ret_t1_to_t2,premium_ret_t1_to_t2,eret_truth_version,return_holding_mode,execution_contract,run_id,run_attempt,commit_sha,generated_at_utc,buy_window_start,buy_window_end,open_t1,high_t1,low_t1,close_t1,market_target_date,open_t2,high_t2,low_t2,vol_t2,amount_t2,pct_chg_t2,down_limit_t2,minute_open_t2,minute_open_available_t2
20260615,20260616,20260617,20260616,20260617,002432.SZ,九安医疗,1,0.8333991055009468,62.306122,0.01,医疗保健,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_stop_loss_daily_proxy,70.41,70.41,70.41,t_daily_open_proxy,72.52,68.65,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,68.65,71.96,daily_ohlc_conservative_proxy,1,stop_loss_daily_proxy,66.83,66.83,-0.024996449367987394,-0.024996449367987394,-0.05084505041897458,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,70.41,71.86,69.1,70.9,20260617,71.96,71.96,65.79,306460.89,2069005.73358,-5.7405,63.81,,0
20260615,20260616,20260617,20260616,20260617,601872.SH,招商轮船,2,0.7543993832954409,64.70068,0.0573942950693908,水运,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_stop_gap_at_open,17.77,17.77,17.77,t_daily_open_proxy,18.3,17.33,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,16.3,16.3,daily_ohlc_conservative_proxy,1,stop_gap_at_open,17.1,17.1,-0.08272369161508153,-0.08272369161508153,-0.037703995498030274,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,17.77,17.94,16.04,16.38,20260617,16.3,17.85,16.3,2038143.26,3504215.089,4.3956,14.74,,0
20260615,20260616,20260617,20260616,20260617,601975.SH,招商南油,3,0.7018205871389711,59.006803,0.0637942950693908,水运,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_stop_gap_at_open,4.72,4.72,4.72,t_daily_open_proxy,4.86,4.6,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,4.44,4.44,daily_ohlc_conservative_proxy,1,stop_gap_at_open,4.66,4.66,-0.05932203389830493,-0.05932203389830493,-0.012711864406779627,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,4.72,4.72,4.3,4.38,20260617,4.44,4.82,4.36,5144827.15,2376140.123,6.3927,3.94,,0
20260615,20260616,20260617,20260616,20260617,600353.SH,旭光电子,4,0.4896818948903996,55.734694,0.83,元器件,FULLY_READY,1,1,0,strong_opening_auction_limit_up_unconfirmed,0,not_filled_no_trade,,,,,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,,38.19,,0,missing_entry_reference,38.19,38.19,,,,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,34.72,34.72,34.72,34.72,20260617,38.19,38.19,37.38,291707.02,1113021.726,9.9942,31.25,,0
20260615,20260616,20260617,20260616,20260617,002021.SZ,中捷资源,5,0.4472648683450435,82.993197,0.01,纺织机械,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_stop_gap_at_open,2.7,2.7,2.7,t_daily_open_proxy,2.78,2.63,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,2.54,2.54,daily_ohlc_conservative_proxy,1,stop_gap_at_open,2.49,2.49,-0.059259259259259345,-0.059259259259259345,-0.07777777777777772,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,2.7,2.77,2.54,2.56,20260617,2.54,2.56,2.46,399478.96,99857.03785,-2.7344,2.3,,0
20260615,20260616,20260617,20260616,20260617,601636.SH,旗滨集团,6,0.4749745702511002,62.346939,0.1115060031977598,玻璃,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_take_profit_gap_conservative,7.27,7.27,7.27,t_daily_open_proxy,7.49,7.09,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,7.49,8.67,daily_ohlc_conservative_proxy,1,take_profit_gap_conservative,8.67,8.67,0.030261348005502064,0.030261348005502064,0.1925722145804678,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,7.27,7.88,7.19,7.88,20260617,8.67,8.67,8.67,650258.42,563774.05,10.0254,7.09,,0
20260615,20260616,20260617,20260616,20260617,600375.SH,汉马科技,7,0.3629111332365531,81.52381,0.01,汽车整车,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_stop_gap_at_open,4.34,4.34,4.34,t_daily_open_proxy,4.47,4.23,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,4.22,4.22,daily_ohlc_conservative_proxy,1,stop_gap_at_open,4.09,4.09,-0.027649769585253448,-0.027649769585253448,-0.05760368663594473,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,4.34,4.45,4.17,4.23,20260617,4.22,4.25,4.06,436435.0,181350.618,-3.3097,3.81,,0
20260615,20260616,20260617,20260616,20260617,600183.SH,生益科技,8,0.3580938548535438,45.646259,0.83,元器件,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_take_profit_daily_proxy,176.0,176.0,176.0,t_daily_open_proxy,181.28,171.6,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,181.28,180.0,daily_ohlc_conservative_proxy,1,take_profit_daily_proxy,180.15,180.15,0.030000000000000027,0.030000000000000027,0.023579545454545547,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,176.0,183.05,174.8,179.4,20260617,180.0,191.0,176.0,1155608.3,21243646.919,0.4181,161.46,,0
20260615,20260616,20260617,20260616,20260617,600237.SH,铜峰电子,9,0.3153749845758784,60.489796,0.83,元器件,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_take_profit_daily_proxy,11.11,11.11,11.11,t_daily_open_proxy,11.44,10.83,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,11.44,11.23,daily_ohlc_conservative_proxy,1,take_profit_daily_proxy,12.56,12.56,0.02970297029702973,0.02970297029702973,0.1305130513051307,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,11.11,11.63,11.08,11.42,20260617,11.23,12.56,11.23,741672.27,912731.33,9.9825,10.28,,0
20260615,20260616,20260617,20260616,20260617,002552.SZ,宝鼎科技,10,0.2452133812744674,75.380952,0.83,元器件,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_take_profit_gap_conservative,66.4,66.4,66.4,t_daily_open_proxy,68.39,64.74,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,68.39,71.0,daily_ohlc_conservative_proxy,1,take_profit_gap_conservative,72.16,72.16,0.029969879518072284,0.029969879518072284,0.08674698795180702,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,66.4,70.93,65.98,70.93,20260617,71.0,76.99,66.88,224461.48,1632268.01755,1.7341,63.84,,0
20260615,20260616,20260617,20260616,20260617,002992.SZ,宝明科技,11,0.2433956580996722,67.993197,0.83,元器件,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_take_profit_daily_proxy,46.8,46.8,46.8,t_daily_open_proxy,48.2,45.63,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,48.2,46.66,daily_ohlc_conservative_proxy,1,take_profit_daily_proxy,46.75,46.75,0.02991452991453003,0.02991452991453003,-0.0010683760683759536,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,46.8,50.96,45.55,48.7,20260617,46.66,49.23,46.01,53547.28,253973.62042,-4.0041,43.83,,0
20260615,20260616,20260617,20260616,20260617,603335.SH,迪生力,12,0.3169404933456891,64.258503,0.1800599148755985,汽车配件,FULLY_READY,1,1,0,strong_opening_auction_limit_up_unconfirmed,0,not_filled_no_trade,,,,,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,,8.22,,0,missing_entry_reference,8.49,8.49,,,,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,9.75,9.75,8.4,8.81,20260617,8.22,8.91,8.22,902348.63,766640.192,-3.6322,7.93,,0
20260615,20260616,20260617,20260616,20260617,603727.SH,博迈科,13,0.2851355455965039,78.857143,0.01,石油开采,FULLY_READY,1,1,1,strong_daily_open_auction_proxy,1,strong_daily_ohlc_conservative_proxy_stop_loss_daily_proxy,16.0,16.0,16.0,t_daily_open_proxy,16.48,15.6,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,15.6,15.89,daily_ohlc_conservative_proxy,1,stop_loss_daily_proxy,15.64,15.64,-0.025000000000000022,-0.025000000000000022,-0.022499999999999964,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,27560754098,1,efe1fac1ebbaac767daf6c59fb0273f85f26493a,2026-06-15T16:28:55Z,09:20:00,09:24:50,16.0,16.1,15.02,15.89,20260617,15.89,16.02,15.44,44249.0,69393.648,-1.5733,14.3,,0
