trade_date,exec_date,target_date,entry_date,exit_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,eret_sample_eligible,eret_label_quality,entry_price_t1,entry_price_t_opening_auction,entry_price_proxy_t1,entry_price_proxy_mode,take_profit_price_tplus1,stop_loss_price_tplus1,latest_exit_time,exit_policy_version,exit_price_tplus1_timed,exit_price_tplus1_open,exit_price_source,exit_on_time,exit_reason,exit_price_t2_close,close_t2,realized_ret_open_to_tplus1_timed_exit,realized_ret_t1_to_t2,premium_ret_t1_to_t2,eret_truth_version,return_holding_mode,execution_contract,run_id,run_attempt,commit_sha,generated_at_utc,buy_window_start,buy_window_end,open_t1,high_t1,low_t1,close_t1,market_target_date,open_t2,high_t2,low_t2,vol_t2,amount_t2,pct_chg_t2,auction_price_t2,auction_amount_t2,down_limit_t2,minute_open_t2,minute_open_available_t2
20260701,20260702,20260703,20260702,20260703,603948.SH,建业股份,1,0.7330895406277732,63.503268,0.83,化学制品,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_time_exit_time_exit,26.0,26.0,26.0,t_opening_auction,29.9,24.7,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,26.16,26.82,minute_1m_time_exit,1,time_exit,26.26,26.26,0.006153846153846176,0.006153846153846176,0.010000000000000009,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28570195937,1,392d47895581b1ac0c4f91db205ba93f534aa064,2026-07-02T06:29:04Z,09:20:00,09:24:50,26.0,27.48,26.0,26.69,20260703,26.82,27.27,26.08,53021.0,140552.032,-1.6111,26.82,2293110.0,24.02,26.82,1
20260701,20260702,20260703,20260702,20260703,603120.SH,肯特催化,2,0.7201033840612748,48.732026,0.8363999999999999,化学制品,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_time_exit_time_exit,57.46,57.46,57.46,t_opening_auction,66.08,54.59,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,58.19,60.13,minute_1m_time_exit,1,time_exit,57.27,57.27,0.012704490080055697,0.012704490080055697,-0.0033066481030281647,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28570195937,1,392d47895581b1ac0c4f91db205ba93f534aa064,2026-07-02T06:29:04Z,09:20:00,09:24:50,57.46,63.5,55.5,60.37,20260703,60.13,61.72,56.78,70423.09,408720.466,-5.135,60.13,5850649.0,54.33,60.13,1
20260701,20260702,20260703,20260702,20260703,002407.SZ,多氟多,3,0.6430127521803806,58.298693,0.4181999999999999,化学制品,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_first_touch_stop_loss_first_touch,56.01,56.01,56.01,t_opening_auction,64.41,53.21,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,53.21,54.57,minute_1m_first_touch,1,stop_loss_first_touch,49.34,49.34,-0.04999107302267447,-0.04999107302267447,-0.11908587752187105,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28570195937,1,392d47895581b1ac0c4f91db205ba93f534aa064,2026-07-02T06:29:04Z,09:20:00,09:24:50,56.01,57.5,52.48,54.82,20260703,54.57,54.81,49.34,2386699.33,11962936.1664,-9.9964,54.57,193130487.81,49.34,54.57,1
20260701,20260702,20260703,20260702,20260703,000566.SZ,海南海药,4,0.6659004175229527,49.404575,0.3396528539722045,化学制药,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_time_exit_time_exit,5.99,5.99,5.99,t_opening_auction,6.89,5.69,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,5.78,6.22,minute_1m_time_exit,1,time_exit,6.14,6.14,-0.035058430717863076,-0.035058430717863076,0.025041736227044975,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28570195937,1,392d47895581b1ac0c4f91db205ba93f534aa064,2026-07-02T06:29:04Z,09:20:00,09:24:50,5.99,6.04,5.95,6.04,20260703,6.22,6.56,5.71,3587792.25,2194105.92776,1.6556,6.22,71904643.04,5.44,6.22,1
20260701,20260702,20260703,20260702,20260703,603351.SH,威尔药业,5,0.6813064947154898,66.20915,0.6729057079444091,化学制药,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_first_touch_stop_loss_first_touch,27.45,27.45,27.45,t_opening_auction,31.57,26.08,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,26.08,26.55,minute_1m_first_touch,1,stop_loss_first_touch,27.66,27.66,-0.049908925318761455,-0.049908925318761455,0.007650273224043769,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28570195937,1,392d47895581b1ac0c4f91db205ba93f534aa064,2026-07-02T06:29:04Z,09:20:00,09:24:50,27.45,27.58,25.88,25.88,20260703,26.55,27.85,26.06,34705.24,94256.492,6.8779,26.55,2230200.0,23.29,26.55,1
20260701,20260702,20260703,20260702,20260703,600845.SH,宝信软件,6,0.6766690797449361,63.418301,0.5394931282264485,IT服务Ⅱ,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_time_exit_time_exit,18.99,18.99,18.99,t_opening_auction,21.84,18.04,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,18.3,18.11,minute_1m_time_exit,1,time_exit,18.25,18.25,-0.03633491311216419,-0.03633491311216419,-0.03896787783043698,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28570195937,1,392d47895581b1ac0c4f91db205ba93f534aa064,2026-07-02T06:29:04Z,09:20:00,09:24:50,18.99,19.2,18.11,18.11,20260703,18.11,18.7,18.05,281840.02,516835.215,0.7731,18.11,9408145.0,16.3,18.11,1
20260701,20260702,20260703,20260702,20260703,600857.SH,宁波中百,7,0.6708103818582535,65.339869,0.4322611773793213,一般零售,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_first_touch_stop_loss_first_touch,21.78,21.78,21.78,t_opening_auction,25.05,20.69,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,20.69,22.63,minute_1m_first_touch,1,stop_loss_first_touch,21.3,21.3,-0.05004591368227729,-0.05004591368227729,-0.02203856749311295,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28570195937,1,392d47895581b1ac0c4f91db205ba93f534aa064,2026-07-02T06:29:04Z,09:20:00,09:24:50,21.78,23.23,21.01,22.63,20260703,22.63,24.24,20.38,225103.71,493583.212,-5.8772,22.63,3430708.0,20.37,22.63,1
20260701,20260702,20260703,20260702,20260703,002971.SZ,和远气体,8,0.6779189743221432,50.026798,0.415,化学制品,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_first_touch_take_profit_first_touch,68.0,68.0,68.0,t_opening_auction,78.2,64.6,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,78.2,73.73,minute_1m_first_touch,1,take_profit_first_touch,71.54,71.54,0.15000000000000013,0.15000000000000013,0.052058823529411935,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28570195937,1,392d47895581b1ac0c4f91db205ba93f534aa064,2026-07-02T06:29:04Z,09:20:00,09:24:50,68.0,75.02,67.01,75.02,20260703,73.73,78.88,69.0,358035.36,2632048.19426,-4.5752,73.73,84642040.0,67.47,73.73,1
20260701,20260702,20260703,20260702,20260703,002826.SZ,易明医药,9,0.6495780252504316,62.22549,0.3364528539722045,化学制药,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_first_touch_take_profit_gap_conservative,16.5,16.5,16.5,t_opening_auction,18.98,15.68,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,18.98,19.79,minute_1m_first_touch,1,take_profit_gap_conservative,18.1,18.1,0.15030303030303038,0.15030303030303038,0.09696969696969715,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28570195937,1,392d47895581b1ac0c4f91db205ba93f534aa064,2026-07-02T06:29:04Z,09:20:00,09:24:50,16.5,18.18,16.42,18.18,20260703,19.79,19.8,17.81,200042.48,371269.78272,-0.44,19.79,26332574.0,16.36,19.79,1
20260701,20260702,20260703,20260702,20260703,002455.SZ,百川股份,10,0.6523898940818963,56.604575,0.415,化学制品,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_minute_1m_first_touch_stop_loss_first_touch,8.0,8.0,8.0,t_opening_auction,9.2,7.6,11:00,tplus1_first_touch_tp15_sl5_time1100_v2,7.6,7.84,minute_1m_first_touch,1,stop_loss_first_touch,7.56,7.56,-0.050000000000000044,-0.050000000000000044,-0.05500000000000005,eret_truth_v4_tplus1_tp15_sl5_time1100,manual_buy_t_0925_auction_to_tplus1_tp15_sl5_time1100_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_tp15_sl5_time1100_exit,28570195937,1,392d47895581b1ac0c4f91db205ba93f534aa064,2026-07-02T06:29:04Z,09:20:00,09:24:50,8.0,8.03,7.66,7.69,20260703,7.84,7.84,7.53,406749.94,310695.91264,-1.6905,7.84,2715776.0,6.92,7.84,1
