trade_date,exec_date,target_date,entry_date,exit_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,eret_sample_eligible,eret_label_quality,entry_price_t1,entry_price_proxy_t1,entry_price_proxy_mode,exit_price_t2_close,close_t2,realized_ret_t1_to_t2,premium_ret_t1_to_t2,eret_truth_version,return_holding_mode,run_id,run_attempt,commit_sha,generated_at_utc,target_date_x,buy_window_start,buy_window_end,open_t1,target_date_y,open_t2,high_t2,low_t2,vol_t2,amount_t2,pct_chg_t2
20260325,20260326,20260327,20260326,20260327,000722.SZ,湖南发展,1,0.8818261536784889,72.952381,0.1736599148755986,水力发电,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,17.78,17.78,t1_open,16.96,16.96,-0.04611923509561311,-0.04611923509561311,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23540138796,1,36c7d5cace1f7f174842258285f6f25a4c0f33c2,2026-03-25T12:07:21Z,20260327,09:30:00,10:30:00,17.78,20260327,18.58,19.69,16.81,1213984.35,2179755.192,-7.221
20260325,20260326,20260327,20260326,20260327,000720.SZ,新能泰山,2,0.7993061944748471,78.190476,0.6729057079444091,电气设备,FULLY_READY,1,1,0,strong_dead_limit_up,0,not_filled_no_trade,,,,5.51,5.51,,,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23540138796,1,36c7d5cace1f7f174842258285f6f25a4c0f33c2,2026-03-25T12:07:21Z,20260327,09:30:00,10:30:00,5.01,20260327,5.43,5.51,5.42,1337278.76,733060.156,9.98
20260325,20260326,20260327,20260326,20260327,601869.SH,长飞光纤,3,0.4036211345926416,47.940476,0.83,通信设备,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,258.44,258.44,t1_open,274.26,274.26,0.061213434452870974,0.061213434452870974,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23540138796,1,36c7d5cace1f7f174842258285f6f25a4c0f33c2,2026-03-25T12:07:21Z,20260327,09:30:00,10:30:00,258.44,20260327,258.0,279.66,252.25,205661.85,5461666.609,2.0009
20260325,20260326,20260327,20260326,20260327,600032.SH,浙江新能,4,0.3820873775795531,58.52381,0.2454420922806225,新型电力,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,12.77,12.77,t1_open,11.71,11.71,-0.08300704776820667,-0.08300704776820667,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23540138796,1,36c7d5cace1f7f174842258285f6f25a4c0f33c2,2026-03-25T12:07:21Z,20260327,09:30:00,10:30:00,12.77,20260327,12.07,12.34,11.48,1362070.65,1612306.986,-7.1372
20260325,20260326,20260327,20260326,20260327,600666.SH,奥瑞德,5,0.32102066502317,59.095238,0.5458931282264484,元器件,FULLY_READY,1,1,0,strong_dead_limit_up,0,not_filled_no_trade,,,,6.08,6.08,,,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23540138796,1,36c7d5cace1f7f174842258285f6f25a4c0f33c2,2026-03-25T12:07:21Z,20260327,09:30:00,10:30:00,5.81,20260327,5.32,6.08,5.13,10417571.86,6119766.457,9.9458
20260325,20260326,20260327,20260326,20260327,600800.SH,渤海化学,6,0.2812340255615915,75.309524,0.0573942950693908,化工原料,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,4.9,4.9,t1_open,5.11,5.11,0.04285714285714293,0.04285714285714293,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23540138796,1,36c7d5cace1f7f174842258285f6f25a4c0f33c2,2026-03-25T12:07:21Z,20260327,09:30:00,10:30:00,4.9,20260327,5.4,5.5,4.88,1651168.08,861636.54,-1.9194
20260325,20260326,20260327,20260326,20260327,000753.SZ,漳州发展,7,0.2941229307725985,67.261905,0.01,综合类,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,6.91,6.91,t1_open,6.55,6.55,-0.05209840810419686,-0.05209840810419686,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23540138796,1,36c7d5cace1f7f174842258285f6f25a4c0f33c2,2026-03-25T12:07:21Z,20260327,09:30:00,10:30:00,6.91,20260327,6.45,6.58,6.42,196334.1,128214.475,-1.0574
20260325,20260326,20260327,20260326,20260327,601606.SH,长城军工,8,0.298457255414447,46.25,0.328751396590983,专用机械,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,42.9,42.9,t1_open,42.83,42.83,-0.0016317016317016764,-0.0016317016317016764,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23540138796,1,36c7d5cace1f7f174842258285f6f25a4c0f33c2,2026-03-25T12:07:21Z,20260327,09:30:00,10:30:00,42.9,20260327,39.98,43.86,39.98,468270.72,2011208.394,3.6043
20260325,20260326,20260327,20260326,20260327,605366.SH,宏柏新材,9,0.2413069874996863,62.77381,0.0573942950693908,化工原料,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,11.68,11.68,t1_open,11.56,11.56,-0.010273972602739656,-0.010273972602739656,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23540138796,1,36c7d5cace1f7f174842258285f6f25a4c0f33c2,2026-03-25T12:07:21Z,20260327,09:30:00,10:30:00,11.68,20260327,11.6,11.75,10.96,493651.73,562594.017,1.6711
20260325,20260326,20260327,20260326,20260327,000791.SZ,甘肃能源,10,0.2656156137565437,49.333333,0.1736599148755986,水力发电,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,9.25,9.25,t1_open,8.61,8.61,-0.06918918918918926,-0.06918918918918926,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23540138796,1,36c7d5cace1f7f174842258285f6f25a4c0f33c2,2026-03-25T12:07:21Z,20260327,09:30:00,10:30:00,9.25,20260327,8.83,8.95,8.48,1076475.06,929771.057,-3.9063
20260325,20260326,20260327,20260326,20260327,000639.SZ,西王食品,11,0.2234043583801323,69.404762,0.01,食品,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,3.04,3.04,t1_open,3.2,3.2,0.05263157894736836,0.05263157894736836,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23540138796,1,36c7d5cace1f7f174842258285f6f25a4c0f33c2,2026-03-25T12:07:21Z,20260327,09:30:00,10:30:00,3.04,20260327,3.11,3.21,3.07,1204056.32,379462.123,2.8939
