trade_date,exec_date,target_date,ts_code,name,rank,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,dataset_split,sample_weight,is_cold_start,feature_coverage_score,label_version,buy_window_start,buy_window_end,open_t1,high_t1,low_t1,close_t1,up_limit_t1,down_limit_t1,limit_type_t1,open_times_t1,seal_amount_t1,symbol,board,area,market,list_date,open,high,low,close,pct_chg,pre_close_est,returns_1d,high_low_range,candle_body,gap_open,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,amihud_illiquidity,volatility_5d,volatility_10d,volatility_20d,atr,downside_vol,max_drawdown_20d,tail_risk_score,total_mv,float_mv,pe_ttm,pb,north_money_market,south_money_market,hgt_market,sgt_market,market_regime,hot_boards_score,board_crowding_rank,is_hot_board,board_rank,board_limit_up_count,is_st_like,top_list_net_buy,top_net_rate,amount_rate,float_values,abnormal_volume,has_namechange_record,latest_change_reason,ret_2d,ret_5d,ret_10d,bid_ask_proxy,spread_proxy,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_limit_up,break_count_proxy,limit_up_strength,prior_prob_prior,prior_strength_score,prior_theme_boost,prior_board,open_times_t1__is_missing,seal_amount_t1__is_missing,limit_type_t1__is_missing,prior_prob_prior__is_missing,prior_strength_score__is_missing,prior_theme_boost__is_missing
20260319,20260320,,000020.SZ,深华发Ａ,,PFILL_READY,1,0,0,strong_dead_limit_up,,,raw_train_pool,1.25,1,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23.33,23.33,23.33,23.33,23.33,19.09,U,0.0,534122642.0,20,元器件,深圳,主板,19920428,21.21,21.21,21.21,21.21,10.0104,1.9263605318607864,10.0104,0.0,0.0,10.0104,32520.82,68976.659,1.7951,5.2558,0.75,0.0001451273538777,,,,,,,,600584.9625,,,,274632.03,53212.02,130186.14,144445.89,,3.0,2.0,1.0,2.0,3.0,0.0,34716180.22,27.83,55.25,4168904618.31,55.25,0.0,,,,,,,U,0.0,585714531.0,585714531.0,92500.0,92500.0,,,,,,21.21,17.35,1.0,0.0,3.25,,,,,0,0,0,1,1,1
20260319,20260320,,603687.SH,大胜达,,PFILL_READY,1,0,0,strong_dead_limit_up,,,raw_train_pool,1.25,1,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,13.39,13.39,13.39,13.39,13.39,10.95,U,0.0,364491626.0,603687,广告包装,浙江,主板,20190726,12.17,12.17,12.17,12.17,10.0362,1.1027346369221291,10.0362,0.0,0.0,10.0362,49106.31,59762.379,0.8928,1.7699,0.27,0.0001679350817008,,,,,,,,669388.7785,,,,274632.03,53212.02,130186.14,144445.89,,1.0,10.0,1.0,10.0,1.0,0.0,8900902.77,2.01,35.55,6693887784.88,35.55,0.0,,,,,,,U,0.0,330908007.0,330908007.0,92503.0,92503.0,,,,,,12.17,9.95,1.0,0.0,2.814964653403827,,,,,0,0,0,1,1,1
20260319,20260320,,603165.SH,荣晟环保,,PFILL_READY,1,0,1,strong_open_tradable,13.93,open_t1,raw_train_pool,1.25,1,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,13.93,14.96,13.74,14.96,14.96,12.24,U,1.0,24004995.0,603165,,浙江,主板,20170117,14.53,14.58,13.49,13.6,-7.0403,-2.2515437974935018,-7.0403,-0.4841122794117647,0.4130499264705881,-7.4533499264705885,167904.72,233669.59,5.5694,10.4598,1.2,3.0129294958749237e-05,,,,,,,,410008.3678,,,,274632.03,53212.02,130186.14,144445.89,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,16.09,13.17,0.0,0.0,2.0,,,,,0,0,0,1,1,1
20260319,20260320,,002428.SZ,云南锗业,,PFILL_READY,1,0,1,strong_open_tradable,43.45,open_t1,raw_train_pool,1.25,1,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,43.45,43.46,43.45,43.46,43.46,35.56,U,0.0,580549501.0,2428,,云南,主板,20100608,39.99,40.73,38.86,39.51,-3.0429,-19.340153703069166,-3.0429,-0.0966900278410527,0.0248188306757784,-3.0677188306757786,345323.52,1371369.922,5.288,6.6106,0.8,2.218876140700423e-06,,,,,,,,2580477.12,,,,274632.03,53212.02,130186.14,144445.89,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,44.83,36.68,0.0,0.0,2.0,,,,,0,0,0,1,1,1
20260319,20260320,,603778.SH,国晟科技,,PFILL_READY,1,0,1,strong_open_tradable,22.42,open_t1,raw_train_pool,1.25,1,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,22.42,24.21,21.25,24.21,24.21,19.81,U,8.0,44772763.0,603778,,北京,主板,20151231,23.0,24.25,21.85,22.01,-3.0823,-10.570042741199636,-3.0823,-0.2270567923671057,0.093660926851431,-3.175960926851431,1322631.92,3058561.28,20.5743,28.2915,1.01,1.0077614008112992e-06,,,,,,,,1445269.3061,,,,274632.03,53212.02,130186.14,144445.89,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,24.98,20.44,0.0,0.0,2.0,,,,,0,0,0,1,1,1
20260319,20260320,,600683.SH,京投发展,,PFILL_READY,1,0,1,strong_open_tradable,9.27,open_t1,raw_train_pool,1.25,1,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,9.27,10.86,9.27,10.86,10.86,8.88,U,1.0,74928341.0,600683,,浙江,主板,19931025,10.2,10.44,9.58,9.87,-7.2368,-1.582542329399692,-7.2368,-0.5434293819655518,0.2085252279635258,-7.445325227963526,673968.5,663323.34,9.0981,20.5758,1.24,1.090991310512306e-05,,,,,,,,731147.4882,,,,274632.03,53212.02,130186.14,144445.89,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,11.7,9.58,0.0,0.0,2.0,,,,,0,0,0,1,1,1
20260319,20260320,,002150.SZ,正泰电源,,PFILL_READY,1,0,1,strong_open_tradable,32.31,open_t1,raw_train_pool,1.25,1,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,32.31,34.88,31.9,34.88,34.88,28.54,U,1.0,169052582.0,2150,,江苏,主板,20070810,33.1,33.68,31.46,31.71,-4.1994,-9.911233356254298,-4.1994,-0.2239882686849573,0.1402449069694103,-4.3396449069694105,356011.07,1146320.834,9.9293,19.4244,0.94,3.6633723085591233e-06,,,,,,,,1144314.9743,,,,274632.03,53212.02,130186.14,144445.89,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,36.41,29.79,0.0,0.0,2.0,,,,,0,0,0,1,1,1
20260319,20260320,,600617.SH,国新能源,,PFILL_READY,1,0,1,strong_open_tradable,3.68,open_t1,raw_train_pool,1.25,1,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,3.68,3.99,3.68,3.99,3.99,3.27,U,1.0,58634630.0,600617,供气供热,山西,主板,19921013,3.38,3.63,3.33,3.63,10.0,0.33,10.0,0.9090909090909084,0.7575757575757576,9.242424242424242,1363673.08,482084.346,7.6803,19.5455,2.14,2.074325806878616e-05,,,,,,,,700296.6147,,,,274632.03,53212.02,130186.14,144445.89,,3.0,1.0,1.0,1.0,3.0,0.0,,,,,,0.0,,,,,,,U,1.0,77897476.0,77897476.0,102751.0,104427.0,,,,,,3.63,2.97,1.0,0.0,1.8829956350357304,,,,,0,0,0,1,1,1
20260319,20260320,,605099.SH,共创草坪,,PFILL_READY,1,0,1,strong_open_tradable,39.3,open_t1,raw_train_pool,1.25,1,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,39.3,42.47,39.0,42.47,42.47,34.75,U,1.0,28382701.0,605099,,江苏,主板,20200930,38.51,39.5,38.4,38.61,-2.0299,-37.48907660937955,-2.0299,-0.0293418803418803,-0.0026674436674437,-2.0272325563325566,30299.0,117709.331,0.7547,7.2418,0.79,1.7245021977059744e-05,,,,,,,,1554175.1022,,,,274632.03,53212.02,130186.14,144445.89,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,43.35,35.47,0.0,0.0,2.0,,,,,0,0,0,1,1,1
20260319,20260320,,001283.SZ,豪鹏科技,,PFILL_READY,1,0,1,strong_open_tradable,61.51,open_t1,raw_train_pool,1.25,1,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,61.51,67.21,61.18,67.21,67.21,54.99,U,9.0,8143029.0,1283,,深圳,主板,20220905,62.02,62.71,60.82,61.1,-2.7844,-34.241201524321895,-2.7844,-0.0551966612111293,0.0268682160392799,-2.8112682160392803,16819.27,103583.796,2.1092,2.1658,1.08,2.6880652259548395e-05,,,,,,,,610652.1394,,,,274632.03,53212.02,130186.14,144445.89,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,69.14,56.57,0.0,0.0,2.0,,,,,0,0,0,1,1,1
