trade_date,exec_date,target_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,y_public_market_buyable,actual_order_fill_observed,actual_order_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,auction_price_t1,auction_amount_t1,minute_open_t1,minute_open_available_t1,label_version,execution_contract,buy_window_start,buy_window_end,run_id,run_attempt,commit_sha,generated_at_utc,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,intraday_available,intraday_status,intraday_missing_reason,minute_freq,minute_rows,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,reseal_score,intraday_quality_score,intraday_confidence_score,intraday_risk_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_tag,auction_strength_score,auction_amount,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength,decision_board,decision_limit_pct,decision_universe_eligible,decision_universe_reason,decision_universe_rule,open_t1,high_t1,low_t1,close_t1,pre_close_t1,vol_t1,amount_t1,pct_chg_t1,auction_vol_t1,up_limit_t1,down_limit_t1,open_times_t1
20260812,20260813,20260814,000802.SZ,北京文化,1,0.3096605787230313,75.369571,0.01,影视院线,FULLY_READY,1,1,0,0,0,,strong_opening_auction_limit_up_unconfirmed,,,6.26,214448820.0,6.26,1,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,31596375884,1,0cab95f92f8ef74e12f574d9907a77a978ac14e2,2026-08-12T12:27:20Z,U,1.0,243463634.0,243463634.0,92500.0,94509.0,1.0,ok,,1min,241.0,09:30:00,15:00:00,1.0,0.0,2.2847,0.0,,0.005562,0.0,31.0,0.0,51.2917,71.8875,70.0,8.25,8.25,0.0,neutral_limitup,0.9975918884664132,101442924.58,,,,,,5.69,4.65,0.0,,,0.0,1.0,0.0,1.8818258902500973,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,6.26,6.26,6.15,6.26,5.69,1360050.9,851181.58835,10.0176,34257000.0,6.26,5.12,1.0
20260812,20260813,20260814,000593.SZ,德龙汇能,2,0.2877947734918213,63.506018,0.01,燃气Ⅱ,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,26.47,t_opening_auction,26.47,28836418.0,26.47,1,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,31596375884,1,0cab95f92f8ef74e12f574d9907a77a978ac14e2,2026-08-12T12:27:20Z,U,0.0,235865707.0,235865707.0,94057.0,94057.0,1.0,ok,,1min,241.0,09:41:00,15:00:00,1.0,0.0,2.6909,0.0,,0.004656,0.0,31.0,0.0,48.8544,71.1563,70.0,8.25,8.25,0.0,neutral_limitup,0.9749049429657796,18322668.0,,,,,,25.27,20.67,0.0,,,0.0,1.0,0.0,2.369910002882581,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,26.47,27.8,25.24,27.8,25.27,367426.45,978570.81094,10.0119,1089400.0,27.8,22.74,0.0
20260812,20260813,20260814,600881.SH,亚泰集团,3,0.2782128738356564,73.232558,0.0164,综合Ⅱ,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,2.15,t_opening_auction,2.15,36537558.0,2.15,1,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,31596375884,1,0cab95f92f8ef74e12f574d9907a77a978ac14e2,2026-08-12T12:27:20Z,U,0.0,53301855.0,53301855.0,130545.0,130545.0,,,,,,,,,,,,,,,,,,,,,,,,0.9598225602027884,11304810.0,,,,,,2.06,1.68,0.0,,,0.0,1.0,0.0,2.0835937092656582,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,2.15,2.27,2.1,2.27,2.06,2873984.45,639190.457,10.1942,16994213.0,2.27,1.85,1.0
20260812,20260813,20260814,002031.SZ,巨轮智能,4,0.2770101889319967,63.581916,0.8363999999999999,专用设备,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,6.63,t_opening_auction,6.63,106268955.0,6.63,1,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,31596375884,1,0cab95f92f8ef74e12f574d9907a77a978ac14e2,2026-08-12T12:27:20Z,U,1.0,306725200.0,306725200.0,93030.0,93206.0,1.0,ok,,1min,241.0,09:31:00,15:00:00,2.0,0.0,3.271,0.0,,0.004889,0.0,31.0,0.0,45.3738,70.1121,70.0,8.25,8.25,0.0,neutral_limitup,0.997211660329531,98326538.0,,,,,,6.42,5.26,1.0,1.0,8.0,0.0,1.0,0.0,2.231039490900473,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,6.63,6.69,6.19,6.27,6.42,4544394.85,2922428.70652,-2.3364,16028500.0,7.06,5.78,
20260812,20260813,20260814,002379.SZ,宏桥控股,5,0.2676333844883602,63.752738,0.0164,工业金属,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,20.9,t_opening_auction,20.9,51771390.0,,0,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,31596375884,1,0cab95f92f8ef74e12f574d9907a77a978ac14e2,2026-08-12T12:27:20Z,U,0.0,259756882.0,259756882.0,95542.0,95542.0,1.0,ok,,1min,241.0,09:56:00,15:00:00,1.0,0.0,0.7966,0.0,,0.024787,0.0,31.0,0.0,60.2202,74.5661,70.0,8.25,8.25,0.0,neutral_limitup,0.955766793409379,10519740.0,,,,,,21.34,17.46,0.0,,,0.0,1.0,0.0,2.4073787164379525,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,20.9,21.0,19.77,20.2,21.34,1145679.36,2316451.54048,-5.3421,2477100.0,23.47,19.21,
20260812,20260813,20260814,603228.SH,景旺电子,6,0.244214266940292,63.465116,0.01,元件,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,102.0,t_opening_auction,102.0,130937400.0,,0,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,31596375884,1,0cab95f92f8ef74e12f574d9907a77a978ac14e2,2026-08-12T12:27:20Z,U,0.0,444950618.0,444950618.0,144307.0,144307.0,,,,,,,,,,,,,,,,,,,,,,,,0.9878326996197718,35307317.0,,,,,,98.21,80.35,0.0,,,0.0,1.0,0.0,2.6978194773646607,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,102.0,106.01,97.03,97.2,98.21,748642.34,7607276.131,-1.0284,1283700.0,108.03,88.39,
20260812,20260813,20260814,002229.SZ,鸿博股份,7,0.2245693511169779,59.812318,0.0637942950693908,IT服务Ⅱ,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,13.85,t_opening_auction,13.85,195791910.0,13.85,1,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,31596375884,1,0cab95f92f8ef74e12f574d9907a77a978ac14e2,2026-08-12T12:27:20Z,U,0.0,279254247.0,279254247.0,93000.0,93000.0,1.0,ok,,1min,241.0,09:30:00,15:00:00,1.0,0.0,0.8521,0.0,,0.010574,0.0,31.0,0.0,59.8877,74.4663,70.0,8.25,8.25,0.0,neutral_limitup,0.994550063371356,57843327.2,,,,,,12.91,10.57,1.0,9.0,3.0,0.0,1.0,0.0,2.687956583967261,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,13.85,14.2,13.19,13.65,12.91,2215254.39,3084161.64452,5.732,14136600.0,14.2,11.62,
20260812,20260813,20260814,603538.SH,美诺华,8,0.2219539816732326,63.5,0.01,化学制药,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,35.0,t_opening_auction,35.0,118146000.0,,0,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,31596375884,1,0cab95f92f8ef74e12f574d9907a77a978ac14e2,2026-08-12T12:27:20Z,U,1.0,240465884.0,240465884.0,93335.0,95353.0,,,,,,,,,,,,,,,,,,,,,,,,0.9963244613434727,73830469.0,,,,,,33.33,27.27,1.0,10.0,3.0,0.0,1.0,0.0,2.127124495862395,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,35.0,35.0,31.63,32.57,33.33,1136100.97,3808565.75,-2.2802,3375600.0,36.66,30.0,
20260812,20260813,20260814,002792.SZ,通宇通讯,9,0.2217743693325381,52.732558,0.1179060031977598,通信设备,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,38.0,t_opening_auction,38.0,87201906.0,,0,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,31596375884,1,0cab95f92f8ef74e12f574d9907a77a978ac14e2,2026-08-12T12:27:20Z,U,4.0,63653001.0,63653001.0,105139.0,142751.0,,,,,,,,,,,,,,,,,,,,,,,,0.9851711026615968,30528450.0,,,,,,37.11,30.37,1.0,8.0,4.0,0.0,1.0,0.0,1.5498274911723176,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,38.0,40.52,36.1,38.63,37.11,1029753.3,3884067.06251,4.0959,2294787.0,40.82,33.4,
20260812,20260813,20260814,600721.SH,百花医药,10,0.2131104632477443,54.023256,0.0164,医疗服务,FULLY_READY,1,1,1,1,0,,strong_official_opening_auction,13.6,t_opening_auction,13.6,101460080.0,13.6,1,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,31596375884,1,0cab95f92f8ef74e12f574d9907a77a978ac14e2,2026-08-12T12:27:20Z,U,11.0,83499460.0,83499460.0,93345.0,150000.0,,,,,,,,,,,,,,,,,,,,,,,,0.9989860583016476,152906640.0,,,,,,14.03,11.48,0.0,,,0.0,1.0,0.0,1.2142861788408574,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,13.6,15.09,13.0,14.5,14.03,1849714.01,2571709.395,3.35,7460300.0,15.43,12.63,
