trade_date,exec_date,target_date,ts_code,name,rank,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,dataset_split,sample_weight,is_cold_start,feature_coverage_score,label_version,buy_window_start,buy_window_end,open_t1,up_limit_t1,down_limit_t1,open_times_t1,symbol,board,area,market,list_date,open,high,low,close,pct_chg,pre_close_est,returns_1d,high_low_range,candle_body,gap_open,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,amihud_illiquidity,volatility_5d,volatility_10d,volatility_20d,atr,downside_vol,max_drawdown_20d,tail_risk_score,total_mv,float_mv,pe_ttm,pb,north_money_market,south_money_market,hgt_market,sgt_market,market_regime,hot_boards_score,board_crowding_rank,is_hot_board,board_rank,board_limit_up_count,is_st_like,top_list_net_buy,top_net_rate,amount_rate,float_values,abnormal_volume,has_namechange_record,latest_change_reason,ret_2d,ret_5d,ret_10d,bid_ask_proxy,spread_proxy,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_limit_up,break_count_proxy,limit_up_strength,prior_prob_prior,prior_strength_score,prior_theme_boost,prior_board,open_times_t1__is_missing,prior_prob_prior__is_missing,prior_strength_score__is_missing,prior_theme_boost__is_missing
20260330,20260331,,002532.SZ,天山铝业,1,PFILL_READY,1,0,1,strong_open_tradable,17.98,t1_open,raw_train_pool,1.75,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,17.98,19.5,15.96,,2532,铝,新疆,主板,20101231,17.73,17.73,17.73,17.73,9.9876,1.6136371910153264,9.9876,0.0,0.0,9.9876,251935.11,446680.95,0.6134,0.8595,0.33,2.2359583501378333e-05,,,,,,,,8206751.4368,,,,246266.21,53228.76,115378.72,130887.49,,6.0,2.0,1.0,2.0,6.0,0.0,,,,,,0.0,,,,,,,U,0.0,562884752.0,562884752.0,92500.0,92500.0,,,,,,17.73,14.51,1.0,0.0,3.25,0.916935523036172,65.809524,0.6729057079444091,铝,1,0,0,0
20260330,20260331,,600135.SH,乐凯胶片,2,PFILL_READY,1,0,1,strong_open_tradable,11.6,t1_open,raw_train_pool,1.75,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,11.6,12.17,9.95,,600135,塑料,河北,主板,19980122,9.5,11.06,9.3,11.06,10.0498,1.000923093630654,10.0498,1.75837685352622,1.5585613019891502,8.491238698010848,554483.26,564873.29,10.0213,18.4501,0.98,1.779124659974629e-05,,,,,,,,611957.6515,,,,246266.21,53228.76,115378.72,130887.49,,,,0.0,,,0.0,90439117.12,16.01,37.96,6119576514.94,37.96,0.0,,,,,,,U,0.0,166974047.0,166974047.0,131928.0,131928.0,,,,,,11.06,9.05,1.0,0.0,2.2966398475118046,0.5525325095937399,41.650794,0.0164,塑料,1,0,0,0
20260330,20260331,,600359.SH,新农开发,3,PFILL_READY,1,0,1,strong_open_tradable,7.62,t1_open,raw_train_pool,1.75,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,7.62,8.42,6.89,,600359,种植业,新疆,主板,19990429,6.86,7.65,6.85,7.65,10.0719,0.6909383213359948,10.0719,1.157845751633988,1.1433726797385622,8.92852732026144,203229.25,150179.65,5.3269,8.9254,1.72,6.706567767337318e-05,,,,,,,,291857.3073,,,,246266.21,53228.76,115378.72,130887.49,,,,0.0,,,0.0,17937700.39,11.94,43.51,2918573073.0,43.51,0.0,,,,,,,U,0.0,65114505.0,65114505.0,100657.0,100657.0,,,,,,7.65,6.26,1.0,0.0,2.1156799944724742,0.4685557489567421,60.412698,0.0164,种植业,1,0,0,0
20260330,20260331,,002432.SZ,九安医疗,4,PFILL_READY,1,0,1,strong_open_tradable,75.5,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,75.5,83.05,67.95,,2432,医疗保健,天津,主板,20100610,67.95,75.5,65.7,75.5,9.9942,6.86725728111186,9.9942,1.427061721854304,1.0994199999999994,8.894779999999999,581257.86,4105724.153,13.2583,20.2803,1.4,2.434211268844588e-06,,,,,,,,3510567.2145,,,,246266.21,53228.76,115378.72,130887.49,,2.0,10.0,1.0,10.0,2.0,0.0,80065287.93,1.95,34.19,33099929103.5,34.19,0.0,,,,,,,U,3.0,24476873.0,24476873.0,132324.0,142215.0,,,,,,75.5,61.78,1.0,0.0,1.543484697201391,0.4803378795455253,51.634921,0.0164,医疗保健,1,0,0,0
20260330,20260331,,002222.SZ,福晶科技,5,PFILL_READY,1,0,1,strong_open_tradable,70.72,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,70.72,79.13,64.75,,2222,元器件,福建,主板,20080319,66.92,71.94,66.9,71.94,10.0,6.54,10.0,0.7706422018348612,0.7675840978593266,9.232415902140673,411743.88,2873465.138,8.7951,10.8138,1.59,3.48011878333079e-06,,,,,,,,3382978.5,,,,246266.21,53228.76,115378.72,130887.49,,,,0.0,,,0.0,96188405.94,3.35,35.55,33678834305.16,35.55,0.0,,,,,,,U,0.0,161772413.0,161772413.0,110624.0,110624.0,,,,,,71.94,58.86,1.0,0.0,2.287398819074779,0.5094224365441558,40.571429,0.0164,元器件,1,0,0,0
20260330,20260331,,002160.SZ,常铝股份,6,PFILL_READY,1,0,1,strong_open_tradable,5.79,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,5.79,6.04,4.94,,2160,铝,江苏,主板,20070821,5.49,5.49,5.49,5.49,10.02,0.4981851179673321,10.02,0.0,0.0,10.02,199731.0,109652.319,1.9378,3.29,0.58,9.13797363464789e-05,,,,,,,,566996.8607,,,,246266.21,53228.76,115378.72,130887.49,,6.0,2.0,1.0,2.0,6.0,0.0,,,,,,0.0,,,,,,,U,0.0,154079046.0,154079046.0,92500.0,92500.0,,,,,,5.49,4.49,1.0,0.0,2.523731070974188,0.352021923930858,65.174603,0.6729057079444091,铝,1,0,0,0
20260330,20260331,,603538.SH,美诺华,7,PFILL_READY,1,0,1,strong_open_tradable,43.97,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,43.97,47.41,38.79,,603538,化学制药,浙江,主板,20170407,43.1,43.1,42.4,43.1,10.0051,3.916366048468437,10.0051,0.1787371229698383,0.0,10.0051,89063.21,383676.55,4.1196,5.6071,0.31,2.6076912962233427e-05,,,,,,,,950140.2068,,,,246266.21,53228.76,115378.72,130887.49,,5.0,3.0,1.0,3.0,5.0,0.0,-245953.77,-0.02,16.17,9318042600.4,16.17,0.0,,,,,,,U,0.0,146882860.0,146882860.0,93027.0,93027.0,,,,,,43.1,35.26,1.0,0.0,2.5109465960449397,0.3045004778793206,60.730159,0.5458931282264484,化学制药,1,0,0,0
20260330,20260331,,601068.SH,中铝国际,8,PFILL_READY,1,0,1,strong_open_tradable,6.12,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,6.12,6.91,5.65,,601068,建筑工程,北京,主板,20180831,6.19,6.28,6.19,6.28,9.9825,0.5718188026405646,9.9825,0.1573925159235666,0.1573925159235666,9.825107484076431,211333.2,132528.819,0.8257,7.1419,1.18,7.532323969475651e-05,,,,,,,,1876361.1757,,,,246266.21,53228.76,115378.72,130887.49,,3.0,5.0,1.0,5.0,3.0,0.0,,,,,,0.0,,,,,,,U,1.0,36197794.0,36197794.0,93001.0,93146.0,,,,,,6.28,5.14,1.0,0.0,1.8143076471184996,0.2469213855681089,85.31746,0.328751396590983,建筑工程,1,0,0,0
20260330,20260331,,002850.SZ,科达利,9,PFILL_READY,1,0,1,strong_open_tradable,180.0,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,180.0,195.05,159.59,,2850,电气设备,深圳,主板,20170302,172.33,177.32,172.33,177.32,10.0,16.12,10.0,0.3095533498759293,0.3095533498759293,9.69044665012407,81561.25,1439025.79,4.0974,4.7006,1.47,6.94914578285633e-06,,,,,,,,4889171.5169,,,,246266.21,53228.76,115378.72,130887.49,,7.0,1.0,1.0,1.0,7.0,0.0,,,,,,0.0,,,,,,,U,0.0,129168222.0,129168222.0,93245.0,93245.0,,,,,,177.32,145.08,1.0,0.0,2.479475432654818,0.2640136492519102,52.253968,0.83,电气设备,1,0,0,0
20260330,20260331,,002309.SZ,中利集团,10,PFILL_READY,1,0,1,strong_open_tradable,4.8,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,4.8,5.24,4.28,,2309,电气设备,江苏,主板,20091127,4.26,4.76,4.16,4.76,9.9307,0.4354707383790608,9.9307,1.3778193277310915,1.1481827731092438,8.782517226890757,8751012.85,3939074.631,36.3696,38.8098,1.47,2.5210743462047395e-06,,,,,,,,1431648.7233,,,,246266.21,53228.76,115378.72,130887.49,,7.0,1.0,1.0,1.0,7.0,0.0,217362829.15,5.52,23.46,11453189786.08,23.46,0.0,,,,,,,U,3.0,93198896.0,93198896.0,112821.0,134842.0,,,,,,4.76,3.9,1.0,0.0,1.665573673241019,0.2630891082949124,47.777778,0.8363999999999999,电气设备,1,0,0,0
