trade_date,exec_date,target_date,entry_date,exit_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,eret_sample_eligible,eret_label_quality,entry_price_t1,entry_price_proxy_t1,entry_price_proxy_mode,exit_price_t2_close,close_t2,realized_ret_t1_to_t2,premium_ret_t1_to_t2,eret_truth_version,return_holding_mode,run_id,run_attempt,commit_sha,generated_at_utc,target_date_x,buy_window_start,buy_window_end,open_t1,high_t1,low_t1,close_t1,target_date_y,open_t2,high_t2,low_t2,vol_t2,amount_t2,pct_chg_t2
20260306,20260309,20260310,20260309,20260310,000533.SZ,顺钠股份,1,0.9060953626609431,85.891892,1.0,电气设备,PFILL_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,15.76,15.76,open_t1,17.66,17.66,0.12055837563451788,0.12055837563451788,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,,09:30:00,10:30:00,15.76,16.37,15.62,16.37,20260310,18.01,18.01,16.71,2647815.06,4656041.095,7.8803
20260306,20260309,20260310,20260309,20260310,601567.SH,三星医疗,2,0.8984885630280268,80.432432,1.0,电气设备,PFILL_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,30.58,30.58,open_t1,32.86,32.86,0.0745585349901896,0.0745585349901896,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,,09:30:00,10:30:00,30.58,32.35,30.4,32.35,20260310,32.35,33.57,31.91,774544.62,2536799.541,1.5765
20260306,20260309,20260310,20260309,20260310,002498.SZ,汉缆股份,3,0.8874957374936209,44.405405,1.0,电气设备,PFILL_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,9.84,9.84,open_t1,9.65,9.65,-0.019308943089430874,-0.019308943089430874,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,,09:30:00,10:30:00,9.84,10.49,9.71,9.96,20260310,9.97,10.13,9.5,3622037.05,3509212.496,-3.1124
20260306,20260309,20260310,20260309,20260310,000818.SZ,航锦科技,4,0.8676113526658763,58.297297,0.7946272018253463,化工原料,PFILL_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,24.45,24.45,open_t1,24.1,24.1,-0.014314928425357754,-0.014314928425357754,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,,09:30:00,10:30:00,24.45,25.9,23.51,24.31,20260310,24.32,24.68,23.66,709026.39,1703608.481,-0.8638
20260306,20260309,20260310,20260309,20260310,002165.SZ,红 宝 丽,5,0.8592971684072063,55.27027,0.7946272018253463,化工原料,PFILL_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,12.29,12.29,open_t1,11.68,11.68,-0.04963384865744502,-0.04963384865744502,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,,09:30:00,10:30:00,12.29,12.59,11.52,11.84,20260310,11.66,11.84,11.52,982121.6,1147272.109,-1.3514
20260306,20260309,20260310,20260309,20260310,002506.SZ,协鑫集成,6,0.8545828726753036,30.972973,1.0,电气设备,PFILL_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,5.65,5.65,open_t1,6.07,6.07,0.07433628318584073,0.07433628318584073,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,,09:30:00,10:30:00,5.65,6.05,5.65,5.78,20260310,5.78,6.19,5.6,14165934.17,8373467.311,5.0173
20260306,20260309,20260310,20260309,20260310,605399.SH,晨光新材,7,0.8471104218651194,70.054054,0.7946272018253463,化工原料,PFILL_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,16.5,16.5,open_t1,16.47,16.47,-0.001818181818181941,-0.001818181818181941,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,,09:30:00,10:30:00,16.5,16.58,15.93,16.28,20260310,16.38,16.65,16.15,118960.33,195107.66,1.1671
20260306,20260309,20260310,20260309,20260310,603285.SH,键邦股份,8,0.8341828654542849,80.432432,0.7946272018253463,化工原料,PFILL_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,37.39,37.39,open_t1,36.95,36.95,-0.011767852366942999,-0.011767852366942999,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,,09:30:00,10:30:00,37.39,37.69,36.13,36.73,20260310,37.62,38.58,36.67,26865.0,100573.847,0.599
20260306,20260309,20260310,20260309,20260310,301205.SZ,联特科技,9,0.7350084300948254,26.243243,0.1869133379015616,通信设备,PFILL_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,227.33,227.33,open_t1,259.02,259.02,0.1394008709805128,0.1394008709805128,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,,09:30:00,10:30:00,227.33,260.0,225.99,253.83,20260310,269.0,270.39,255.0,183960.17,4807179.105,2.0447
20260306,20260309,20260310,20260309,20260310,002261.SZ,拓维信息,10,0.5688313449874632,41.405405,0.7030854212758787,软件服务,PFILL_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,39.49,39.49,open_t1,41.76,41.76,0.05748290706507975,0.05748290706507975,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,,09:30:00,10:30:00,39.49,42.96,37.91,42.96,20260310,42.15,44.06,40.72,3136895.41,13204267.078,-2.7933
20260306,20260309,20260310,20260309,20260310,600590.SH,泰豪科技,11,0.5651145512238831,73.135135,0.1869133379015616,通信设备,PFILL_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,15.8,15.8,open_t1,16.85,16.85,0.06645569620253178,0.06645569620253178,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,,09:30:00,10:30:00,15.8,17.2,15.32,16.99,20260310,16.88,17.13,16.52,973500.52,1634565.056,-0.824
20260306,20260309,20260310,20260309,20260310,002015.SZ,协鑫能科,12,0.5408908018605535,55.675676,0.0,新型电力,PFILL_READY,1,1,1,weak_intraday_break_without_minbar,1,strong_close_t2_over_entry_proxy_t1,17.18,17.18,weak_daily_proxy,18.12,18.12,0.05471478463329471,0.05471478463329471,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,,09:30:00,10:30:00,17.18,17.18,16.38,17.18,20260310,18.39,18.68,17.07,3599764.76,6392890.976,5.4715
20260306,20260309,20260310,20260309,20260310,601868.SH,中国能建,13,0.5159331957741753,47.810811,0.2601553699246989,建筑工程,PFILL_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,2.95,2.95,open_t1,3.14,3.14,0.06440677966101682,0.06440677966101682,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,,09:30:00,10:30:00,2.95,3.05,2.9,2.94,20260310,2.98,3.23,2.87,32316158.8,9989402.725,6.8027
