trade_date,exec_date,target_date,entry_date,exit_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,eret_sample_eligible,eret_label_quality,entry_price_t1,entry_price_t_opening_auction,entry_price_proxy_t1,entry_price_proxy_mode,take_profit_price_tplus1,stop_loss_price_tplus1,latest_exit_time,exit_policy_version,exit_price_tplus1_timed,exit_price_tplus1_open,exit_price_source,exit_on_time,exit_reason,exit_price_t2_close,close_t2,realized_ret_open_to_tplus1_timed_exit,realized_ret_t1_to_t2,premium_ret_t1_to_t2,eret_truth_version,return_holding_mode,execution_contract,run_id,run_attempt,commit_sha,generated_at_utc,buy_window_start,buy_window_end,open_t1,high_t1,low_t1,close_t1,market_target_date,open_t2,high_t2,low_t2,pre_close_t2,vol_t2,amount_t2,pct_chg_t2,auction_price_t2,auction_amount_t2,down_limit_t2,minute_open_t2,minute_open_available_t2
20260720,20260721,20260722,20260721,20260722,600744.SH,华银电力,1,0.2530114278527095,74.462963,0.8363999999999999,电力,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_take_profit_daily_proxy,7.0,7.0,7.0,t_opening_auction,7.21,6.83,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,7.21,6.88,daily_ohlc_conservative_proxy,1,take_profit_daily_proxy,7.94,7.94,0.030000000000000027,0.030000000000000027,0.13428571428571434,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,29746350131,1,a68df79b54d34e1661e05d52c3753fcd62cac3f6,2026-07-20T13:29:20Z,09:20:00,09:24:50,7.0,7.22,6.5,7.22,20260722,6.88,7.94,6.88,7.22,3853538.97,2900445.364,9.9723,6.88,55643933.0,6.5,,0
20260720,20260721,20260722,20260721,20260722,601991.SH,大唐发电,2,0.2514031955219904,58.944444,0.83,电力,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_take_profit_daily_proxy,6.32,6.32,6.32,t_opening_auction,6.51,6.16,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,6.51,6.35,daily_ohlc_conservative_proxy,1,take_profit_daily_proxy,6.95,6.95,0.030063291139240444,0.030063291139240444,0.09968354430379756,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,29746350131,1,a68df79b54d34e1661e05d52c3753fcd62cac3f6,2026-07-20T13:29:20Z,09:20:00,09:24:50,6.32,6.81,6.0,6.62,20260722,6.35,7.07,6.32,6.62,8820822.13,6011818.891,4.9849,6.35,50982162.0,5.96,,0
20260720,20260721,20260722,20260721,20260722,001258.SZ,立新能源,3,0.2472416283656348,71.146572,0.83,电力,FULLY_READY,1,1,0,strong_opening_auction_limit_up_unconfirmed,0,not_filled_no_trade,,,,,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,,10.9,,0,missing_entry_reference,11.01,11.01,,,,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,29746350131,1,a68df79b54d34e1661e05d52c3753fcd62cac3f6,2026-07-20T13:29:20Z,09:20:00,09:24:50,10.01,10.01,9.55,10.01,20260722,10.9,11.01,10.35,10.01,612309.22,663233.55673,9.99,10.9,91859750.0,9.01,,0
20260720,20260721,20260722,20260721,20260722,002490.SZ,山东墨龙,4,0.2068384284713529,64.496612,0.328751396590983,专用设备,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_take_profit_daily_proxy,7.39,7.39,7.39,t_opening_auction,7.61,7.21,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,7.61,7.5,daily_ohlc_conservative_proxy,1,take_profit_daily_proxy,7.77,7.77,0.029769959404601032,0.029769959404601032,0.051420838971583116,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,29746350131,1,a68df79b54d34e1661e05d52c3753fcd62cac3f6,2026-07-20T13:29:20Z,09:20:00,09:24:50,7.39,7.45,7.04,7.33,20260722,7.5,7.91,7.41,7.33,945098.76,721409.81543,6.0027,7.5,11766000.0,6.6,,0
20260720,20260721,20260722,20260721,20260722,603779.SH,威龙股份,5,0.2056263843031452,66.722222,0.01,非白酒,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_stop_gap_at_open,8.96,8.96,8.96,t_opening_auction,9.23,8.74,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,8.41,8.41,daily_ohlc_conservative_proxy,1,stop_gap_at_open,8.25,8.25,-0.0613839285714286,-0.0613839285714286,-0.07924107142857151,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,29746350131,1,a68df79b54d34e1661e05d52c3753fcd62cac3f6,2026-07-20T13:29:20Z,09:20:00,09:24:50,8.96,9.25,8.26,8.61,20260722,8.41,8.46,7.92,8.61,496782.64,406752.951,-4.1812,8.41,10332526.0,7.75,,0
20260720,20260721,20260722,20260721,20260722,600126.SH,杭钢股份,6,0.2051846886565453,67.75368,0.0164,普钢,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_take_profit_daily_proxy,6.3,6.3,6.3,t_opening_auction,6.49,6.14,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,6.49,6.41,daily_ohlc_conservative_proxy,1,take_profit_daily_proxy,6.58,6.58,0.03015873015873005,0.03015873015873005,0.04444444444444429,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,29746350131,1,a68df79b54d34e1661e05d52c3753fcd62cac3f6,2026-07-20T13:29:20Z,09:20:00,09:24:50,6.3,6.76,6.25,6.74,20260722,6.41,6.85,6.4,6.74,1857275.08,1227983.384,-2.3739,6.41,18387726.0,6.07,,0
20260720,20260721,20260722,20260721,20260722,600726.SH,华电能源,7,0.187974111965427,53.222222,0.83,电力,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_stop_gap_at_open,6.24,6.24,6.24,t_opening_auction,6.43,6.08,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,5.87,5.87,daily_ohlc_conservative_proxy,1,stop_gap_at_open,6.6,6.6,-0.059294871794871806,-0.059294871794871806,0.05769230769230749,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,29746350131,1,a68df79b54d34e1661e05d52c3753fcd62cac3f6,2026-07-20T13:29:20Z,09:20:00,09:24:50,6.24,6.24,5.3,6.0,20260722,5.87,6.6,5.73,6.0,3841358.82,2421314.929,10.0,5.87,18685384.0,5.4,,0
20260720,20260721,20260722,20260721,20260722,603533.SH,掌阅科技,9,0.1822194611255075,52.740741,0.01,数字媒体,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_take_profit_daily_proxy,18.94,18.94,18.94,t_opening_auction,19.51,18.47,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,19.51,19.48,daily_ohlc_conservative_proxy,1,take_profit_daily_proxy,18.91,18.91,0.030095036958817323,0.030095036958817323,-0.0015839493136220462,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,29746350131,1,a68df79b54d34e1661e05d52c3753fcd62cac3f6,2026-07-20T13:29:20Z,09:20:00,09:24:50,18.94,20.1,18.53,19.83,20260722,19.48,19.76,18.77,19.83,284363.0,544429.351,-4.6394,19.48,4038321.0,17.85,,0
20260720,20260721,20260722,20260721,20260722,600644.SH,乐山电力,10,0.1744097533652667,61.907407,0.8363999999999999,电力,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_stop_gap_at_open,9.85,9.85,9.85,t_opening_auction,10.15,9.6,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,9.3,9.3,daily_ohlc_conservative_proxy,1,stop_gap_at_open,10.6,10.6,-0.055837563451776595,-0.055837563451776595,0.07614213197969533,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,29746350131,1,a68df79b54d34e1661e05d52c3753fcd62cac3f6,2026-07-20T13:29:20Z,09:20:00,09:24:50,9.85,10.08,8.92,9.64,20260722,9.3,10.6,9.28,9.64,902124.64,899784.866,9.9585,9.3,11373184.0,8.68,,0
20260720,20260721,20260722,20260721,20260722,000037.SZ,深南电A,11,0.1731211113112617,55.427554,0.8363999999999999,电力,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_stop_gap_at_open,9.8,9.8,9.8,t_opening_auction,10.09,9.56,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,9.36,9.36,daily_ohlc_conservative_proxy,1,stop_gap_at_open,10.31,10.31,-0.044897959183673564,-0.044897959183673564,0.05204081632653068,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,29746350131,1,a68df79b54d34e1661e05d52c3753fcd62cac3f6,2026-07-20T13:29:20Z,09:20:00,09:24:50,9.8,9.99,9.11,9.62,20260722,9.36,10.4,9.31,9.62,636087.77,625431.87494,7.1726,9.36,4978584.0,8.66,,0
