trade_date,exec_date,target_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,label_version,buy_window_start,buy_window_end,run_id,run_attempt,commit_sha,generated_at_utc,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength,open_t1,up_limit_t1,down_limit_t1
20260407,20260408,20260409,002408.SZ,齐翔腾达,11,0.2304024940795535,61.860215,0.83,化工原料,FULLY_READY,1,1,1,strong_open_tradable,6.3,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,67385297.0,67385297.0,101227.0,101227.0,,,,,,6.62,5.42,1.0,1.0,23.0,0.0,1.0,0.0,2.4402594319988298,6.3,7.28,5.96
20260407,20260408,20260409,600654.SH,中安科,12,0.3524621801081559,49.354839,0.0164,仓储物流,FULLY_READY,1,1,1,strong_open_tradable,4.0,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,4.0,74024416.0,74024416.0,93334.0,102934.0,,,,,,4.0,3.28,0.0,,,0.0,1.0,0.0,1.4090046934452944,4.0,4.4,3.6
20260407,20260408,20260409,600075.SH,新疆天业,13,0.2298090362490798,55.666667,0.83,化工原料,FULLY_READY,1,1,1,strong_open_tradable,6.5,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,53058455.0,53058455.0,143128.0,143128.0,,,,,,6.8,5.56,1.0,1.0,23.0,0.0,1.0,0.0,2.3998082216812886,6.5,7.48,6.12
20260407,20260408,20260409,600691.SH,潞化科技,14,0.1518330414273582,74.892473,0.6729057079444091,农药化肥,FULLY_READY,1,1,1,strong_open_tradable,3.2,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,62909227.0,62909227.0,103015.0,103015.0,,,,,,3.34,2.74,1.0,2.0,8.0,0.0,1.0,0.0,2.427621444578711,3.2,3.67,3.01
20260407,20260408,20260409,000766.SZ,通化金马,15,0.259772733078535,55.419355,0.1736599148755986,化学制药,FULLY_READY,1,1,1,strong_open_tradable,22.07,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,99113461.0,99113461.0,104345.0,104345.0,,,,,,21.02,17.2,1.0,7.0,4.0,0.0,1.0,0.0,2.52984251213285,22.07,23.12,18.92
20260407,20260408,20260409,600370.SH,三房巷,16,0.1660663474023068,60.612903,0.83,化工原料,FULLY_READY,1,1,1,strong_open_tradable,2.52,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,96627285.0,96627285.0,95911.0,95911.0,,,,,,2.52,2.06,1.0,1.0,23.0,0.0,1.0,0.0,2.522822903187458,2.52,2.77,2.27
20260407,20260408,20260409,600596.SH,新安股份,17,0.1515520568630032,52.870968,0.83,化工原料,FULLY_READY,1,1,1,strong_open_tradable,11.77,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,118214825.0,118214825.0,94633.0,94633.0,,,,,,11.5,9.41,1.0,1.0,23.0,0.0,1.0,0.0,2.583774376008777,11.77,12.65,10.35
20260407,20260408,20260409,000890.SZ,法尔胜,18,0.2587383992119962,46.817204,0.01,环境保护,FULLY_READY,1,1,1,strong_open_tradable,15.85,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,3.0,169925757.0,169925757.0,93000.0,93330.0,,,,,,17.61,14.41,0.0,,,0.0,1.0,0.0,1.7297779255731591,15.85,19.37,15.85
20260407,20260408,20260409,002092.SZ,中泰化学,19,0.1306607053493912,59.516129,0.83,化工原料,FULLY_READY,1,1,1,strong_open_tradable,6.7,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,57571715.0,57571715.0,143021.0,143021.0,,,,,,6.95,5.69,1.0,1.0,23.0,0.0,1.0,0.0,2.4125512134360485,6.7,7.65,6.26
20260407,20260408,20260409,002957.SZ,科瑞技术,20,0.232120406524569,46.010753,0.0164,专用机械,FULLY_READY,1,1,1,strong_open_tradable,35.33,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,110124068.0,110124068.0,133948.0,133948.0,,,,,,33.68,27.56,1.0,10.0,2.0,0.0,1.0,0.0,2.560930478307168,35.33,37.05,30.31
20260407,20260408,20260409,603260.SH,合盛硅业,21,0.0988604335990947,54.741935,0.83,化工原料,FULLY_READY,1,1,1,strong_open_tradable,44.0,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,130367894.0,130367894.0,100155.0,100155.0,,,,,,43.02,35.2,1.0,1.0,23.0,0.0,1.0,0.0,2.618088033556099,44.0,47.32,38.72
20260407,20260408,20260409,603123.SH,翠微股份,22,0.2349984437920652,38.225806,0.0164,多元金融,FULLY_READY,1,1,1,strong_open_tradable,12.81,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,2.0,147927243.0,147927243.0,93059.0,93332.0,,,,,,13.16,10.76,0.0,,,0.0,1.0,0.0,1.7509994190127198,12.81,14.48,11.84
20260407,20260408,20260409,000919.SZ,金陵药业,23,0.1911785923406322,46.655914,0.1736599148755986,化学制药,FULLY_READY,1,1,1,strong_open_tradable,8.5,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,61651521.0,61651521.0,100548.0,100548.0,,,,,,8.1,6.62,1.0,7.0,4.0,0.0,1.0,0.0,2.424070366823848,8.5,8.91,7.29
20260407,20260408,20260409,603002.SH,宏昌电子,24,0.0645954559310603,65.344086,0.83,化工原料,FULLY_READY,1,1,1,strong_open_tradable,10.74,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,52881587.0,52881587.0,93724.0,93724.0,,,,,,10.67,8.73,1.0,1.0,23.0,0.0,1.0,0.0,2.399308842636944,10.74,11.74,9.6
20260407,20260408,20260409,603687.SH,大胜达,25,0.2026913558900721,48.032258,0.01,广告包装,FULLY_READY,1,1,1,strong_open_tradable,17.1,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,1.0,49117068.0,49117068.0,94748.0,94836.0,,,,,,16.38,13.4,0.0,,,0.0,1.0,0.0,1.638679888271887,17.1,18.02,14.74
20260407,20260408,20260409,603637.SH,镇海股份,26,0.0829865980780864,66.225806,0.4258611773793213,建筑工程,FULLY_READY,1,1,1,strong_open_tradable,12.87,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,41276439.0,41276439.0,93125.0,93125.0,,,,,,12.73,10.41,1.0,4.0,5.0,0.0,1.0,0.0,2.366542216013003,12.87,14.0,11.46
20260407,20260408,20260409,000830.SZ,鲁西化工,27,0.0567797756245809,59.236559,0.83,化工原料,FULLY_READY,1,1,1,strong_open_tradable,16.23,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,63465159.0,63465159.0,134033.0,134033.0,,,,,,16.87,13.81,1.0,1.0,23.0,0.0,1.0,0.0,2.4291910942094006,16.23,18.56,15.18
20260407,20260408,20260409,605589.SH,圣泉集团,28,0.0960766551080452,45.043011,0.8363999999999999,化工原料,FULLY_READY,1,1,1,strong_open_tradable,36.0,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,2.0,130841127.0,130841127.0,93642.0,93903.0,,,,,,35.67,29.19,1.0,1.0,23.0,0.0,1.0,0.0,1.9527575195190348,36.0,39.24,32.1
20260407,20260408,20260409,000990.SZ,诚志股份,29,0.0275383189481825,68.956989,0.83,化工原料,FULLY_READY,1,1,1,strong_open_tradable,9.6,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,41223168.0,41223168.0,100321.0,100321.0,,,,,,10.24,8.38,1.0,1.0,23.0,0.0,1.0,0.0,2.366391807679832,9.6,11.26,9.22
20260407,20260408,20260409,603255.SH,鼎际得,30,0.0159190793236485,72.806452,0.83,化工原料,FULLY_READY,1,1,1,strong_open_tradable,29.68,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,11457180.0,11457180.0,104620.0,104620.0,,,,,,29.4,24.06,1.0,1.0,23.0,0.0,1.0,0.0,2.282348845462659,29.68,32.34,26.46
20260407,20260408,20260409,002310.SZ,东方新能,31,0.1469132822896823,57.774194,0.01,新型电力,FULLY_READY,1,1,1,strong_open_tradable,3.15,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,162002898.0,162002898.0,94224.0,94224.0,,,,,,3.11,2.55,0.0,,,0.0,1.0,0.0,2.457408080514128,3.15,3.42,2.8
20260407,20260408,20260409,600488.SH,津药药业,32,0.2148448090114615,26.935484,0.1800599148755985,化学制药,FULLY_READY,1,1,1,strong_open_tradable,8.36,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,2.0,152589027.0,152589027.0,93059.0,95505.0,,,,,,7.67,6.27,1.0,7.0,4.0,0.0,1.0,0.0,2.014161761770388,8.36,8.44,6.9
20260407,20260408,20260409,600664.SH,哈药股份,33,0.1317063979460749,54.677419,0.1736599148755986,化学制药,FULLY_READY,1,1,1,strong_open_tradable,3.87,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,5.0,25327215.0,25327215.0,110540.0,135835.0,,,,,,3.87,3.17,1.0,7.0,4.0,0.0,1.0,0.0,1.4881769479081703,3.87,4.26,3.48
20260407,20260408,20260409,600527.SH,江南高纤,34,0.0844255886581394,56.580645,0.5458931282264484,化纤,FULLY_READY,1,1,1,strong_open_tradable,2.5,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,3.0,37238200.0,37238200.0,93427.0,94900.0,,,,,,2.5,2.04,1.0,3.0,5.0,0.0,1.0,0.0,1.605140425227462,2.5,2.75,2.25
20260407,20260408,20260409,600158.SH,中体产业,35,0.1421818304802099,43.731183,0.328751396590983,文教休闲,FULLY_READY,1,1,1,strong_open_tradable,11.8,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,1.0,34393277.0,34393277.0,100329.0,132802.0,,,,,,11.87,9.71,1.0,5.0,5.0,0.0,1.0,0.0,1.847107909854555,11.8,13.06,10.68
20260407,20260408,20260409,000695.SZ,滨海能源,36,0.0435531686843442,58.11828,0.83,化工原料,FULLY_READY,1,1,1,strong_open_tradable,12.9,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,42873150.0,42873150.0,104121.0,104121.0,,,,,,12.9,10.56,1.0,1.0,23.0,0.0,1.0,0.0,2.3710504595238437,12.9,14.19,11.61
20260407,20260408,20260409,002037.SZ,保利联合,37,0.0010142994191822,72.774194,0.83,化工原料,FULLY_READY,1,1,1,strong_open_tradable,8.5,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,11.0,8338878.0,8338878.0,101948.0,135815.0,,,,,,8.49,6.95,1.0,1.0,23.0,0.0,1.0,0.0,1.356877789801152,8.5,9.34,7.64
20260407,20260408,20260409,601388.SH,怡球资源,38,0.1575356150680341,48.913978,0.0164,铝,FULLY_READY,1,1,1,strong_open_tradable,3.85,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,56069865.0,56069865.0,134133.0,134133.0,,,,,,3.81,3.11,0.0,,,0.0,1.0,0.0,2.15831080580013,3.85,4.19,3.43
20260407,20260408,20260409,300821.SZ,东岳硅材,39,0.1011221927781552,35.55914,0.8363999999999999,化工原料,FULLY_READY,1,1,1,strong_open_tradable,14.1,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,127761073.0,127761073.0,93000.0,93000.0,,,,,,13.39,8.93,1.0,1.0,23.0,0.0,1.0,0.0,2.6107277887421207,14.1,16.07,10.71
20260407,20260408,20260409,605099.SH,共创草坪,40,0.0728726012233842,64.806452,0.328751396590983,文教休闲,FULLY_READY,1,1,1,strong_open_tradable,41.15,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,98691073.0,98691073.0,133234.0,133234.0,,,,,,41.15,33.67,1.0,5.0,5.0,0.0,1.0,0.0,2.528649918131771,41.15,45.27,37.04
20260407,20260408,20260409,002427.SZ,尤夫股份,41,0.0742402494713365,55.430108,0.5394931282264485,化纤,FULLY_READY,1,1,1,strong_open_tradable,6.3,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,112890092.0,112890092.0,95121.0,95121.0,,,,,,6.23,5.09,1.0,3.0,5.0,0.0,1.0,0.0,2.5687402258124004,6.3,6.85,5.61
20260407,20260408,20260409,600722.SH,金牛化工,42,0.0697342355552444,43.903226,0.83,化工原料,FULLY_READY,1,1,1,strong_open_tradable,13.83,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,2.0,90575760.0,90575760.0,101029.0,101805.0,,,,,,14.52,11.88,1.0,1.0,23.0,0.0,1.0,0.0,1.839070020973997,13.83,15.97,13.07
20260407,20260408,20260409,000062.SZ,深圳华强,43,0.1552787524015821,41.817204,0.0637942950693908,元器件,FULLY_READY,1,1,1,strong_open_tradable,28.35,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,2.0,124255044.0,124255044.0,95609.0,100033.0,,,,,,27.03,22.11,1.0,9.0,3.0,0.0,1.0,0.0,1.934162002893544,28.35,29.73,24.33
20260407,20260408,20260409,603968.SH,醋化股份,44,0.0122365343168307,62.397849,0.83,化工原料,FULLY_READY,1,1,1,strong_open_tradable,14.2,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,36788852.0,36788852.0,103815.0,103815.0,,,,,,14.19,11.61,1.0,1.0,23.0,0.0,1.0,0.0,2.3538717108482734,14.2,15.61,12.77
20260407,20260408,20260409,002109.SZ,兴化股份,45,0.0366221260200283,52.483871,0.83,化工原料,FULLY_READY,1,1,1,strong_open_tradable,4.21,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,65732818.0,65732818.0,100821.0,100821.0,,,,,,4.46,3.65,1.0,1.0,23.0,0.0,1.0,0.0,2.435593729984784,4.21,4.91,4.01
20260407,20260408,20260409,002193.SZ,如意集团,46,0.086414803602939,66.032258,0.01,纺织,FULLY_READY,1,1,1,strong_open_tradable,6.08,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,55820276.0,55820276.0,95212.0,95212.0,,,,,,5.93,4.85,0.0,,,0.0,1.0,0.0,2.157606102200276,6.08,6.52,5.34
20260407,20260408,20260409,600250.SH,南京商旅,47,0.1415447834441213,46.258065,0.01,商贸代理,FULLY_READY,1,1,1,strong_open_tradable,13.36,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,3.0,32525178.0,32525178.0,135514.0,140920.0,,,,,,13.61,11.13,0.0,,,0.0,1.0,0.0,1.3418334142229995,13.36,14.97,12.25
20260407,20260408,20260409,002663.SZ,普邦股份,48,0.02005762969133,72.376344,0.4258611773793213,建筑工程,FULLY_READY,1,1,1,strong_open_tradable,2.27,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,1.0,9854832.0,9854832.0,104215.0,133539.0,,,,,,2.21,1.81,1.0,4.0,5.0,0.0,1.0,0.0,1.7778246861294371,2.27,2.43,1.99
20260407,20260408,20260409,603188.SH,亚邦股份,49,0.0965201749415237,60.698925,0.0164,染料涂料,FULLY_READY,1,1,1,strong_open_tradable,5.08,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,33193152.0,33193152.0,134834.0,134834.0,,,,,,5.13,4.19,0.0,,,0.0,1.0,0.0,2.093719409528919,5.08,5.64,4.62
20260407,20260408,20260409,000703.SZ,恒逸石化,50,0.0408369433929679,58.634409,0.5394931282264485,化纤,FULLY_READY,1,1,1,strong_open_tradable,14.16,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,1.0,81666794.0,81666794.0,94612.0,94951.0,,,,,,14.16,11.58,1.0,3.0,5.0,0.0,1.0,0.0,1.9805826126967352,14.16,15.58,12.74
20260407,20260408,20260409,000720.SZ,新能泰山,51,0.0753972294147165,57.494624,0.2454420922806225,电气设备,FULLY_READY,1,1,1,strong_open_tradable,6.95,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,217520934.0,217520934.0,93003.0,93003.0,,,,,,6.53,5.35,1.0,6.0,5.0,0.0,1.0,0.0,2.864160821324198,6.95,7.18,5.88
20260407,20260408,20260409,002274.SZ,华昌化工,52,0.0202624245145912,59.365591,0.6729057079444091,农药化肥,FULLY_READY,1,1,1,strong_open_tradable,6.29,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,0.0,84135720.0,84135720.0,142942.0,142942.0,,,,,,6.5,5.32,1.0,2.0,8.0,0.0,1.0,0.0,2.4875535170233443,6.29,7.15,5.85
20260407,20260408,20260409,603042.SH,华脉科技,53,0.0907796534205018,56.182796,0.1115060031977598,通信设备,FULLY_READY,1,1,1,strong_open_tradable,22.59,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,24135730302,1,18c1c81aac3e60a368b1df2b8dcf931e405c72ff,2026-04-08T12:38:58Z,U,4.0,50582406.0,50582406.0,93326.0,94211.0,,,,,,22.81,18.67,1.0,8.0,4.0,0.0,1.0,0.0,1.5928172058764425,22.59,25.09,20.53
