trade_date,exec_date,target_date,entry_date,exit_date,ts_code,name,rank,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,eret_sample_eligible,eret_label_quality,entry_price_t1,entry_price_proxy_t1,entry_price_proxy_mode,exit_price_t2_close,close_t2,realized_ret_t1_to_t2,premium_ret_t1_to_t2,eret_truth_version,return_holding_mode,run_id,run_attempt,commit_sha,generated_at_utc,target_date_x,buy_window_start,buy_window_end,open_t1,target_date_y,open_t2,high_t2,low_t2,vol_t2,amount_t2,pct_chg_t2
20260227,20260302,20260303,20260302,20260303,000960.SZ,锡业股份,11,60.08,0.8363999999999999,小金属,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,46.5,46.5,t1_open,43.92,43.92,-0.05548387096774188,-0.05548387096774188,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,46.5,20260303,45.69,46.98,43.92,1121094.72,5065057.511,-10.0
20260227,20260302,20260303,20260302,20260303,000593.SZ,德龙汇能,12,53.48,0.01,供气供热,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,15.7,15.7,t1_open,16.62,16.62,0.05859872611464989,0.05859872611464989,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,15.7,20260303,15.91,17.0,15.33,659801.51,1075626.697,7.2258
20260227,20260302,20260303,20260302,20260303,000510.SZ,新金路,13,48.613333,0.2454420922806225,化工原料,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,21.3,21.3,t1_open,20.93,20.93,-0.017370892018779394,-0.017370892018779394,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,21.3,20260303,23.41,23.5,20.48,1198116.28,2620363.406,-6.7706
20260227,20260302,20260303,20260302,20260303,001209.SZ,洪兴股份,14,36.093333,0.0164,服饰,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,34.09,34.09,t1_open,26.34,26.34,-0.22733939571721917,-0.22733939571721917,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,34.09,20260303,27.08,30.92,26.34,274963.47,776906.948,-10.0102
20260227,20260302,20260303,20260302,20260303,600259.SH,中稀有色,15,56.8,0.83,小金属,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,107.1,107.1,t1_open,101.06,101.06,-0.05639589169000925,-0.05639589169000925,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,107.1,20260303,108.73,111.44,101.06,210097.48,2209487.157,-10.0009
20260227,20260302,20260303,20260302,20260303,600821.SH,金开新能,16,48.733333,0.1115060031977598,新型电力,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,7.39,7.39,t1_open,7.15,7.15,-0.03247631935047357,-0.03247631935047357,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,7.39,20260303,7.22,7.61,7.08,2776189.37,2030385.415,-3.3784
20260227,20260302,20260303,20260302,20260303,002046.SZ,国机精工,17,48.68,0.0573942950693908,机械基件,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,52.6,52.6,t1_open,49.59,49.59,-0.057224334600760374,-0.057224334600760374,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,52.6,20260303,53.7,53.99,49.21,298757.7,1512380.827,-8.1667
20260227,20260302,20260303,20260302,20260303,603530.SH,神马电力,18,70.853333,0.679305707944409,电气设备,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,60.17,60.17,t1_open,61.1,61.1,0.015456207412331668,0.015456207412331668,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,60.17,20260303,61.5,64.9,60.88,126898.43,791680.923,-4.3369
20260227,20260302,20260303,20260302,20260303,002756.SZ,永兴材料,19,59.626667,0.83,小金属,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,66.06,66.06,t1_open,65.81,65.81,-0.003784438389343059,-0.003784438389343059,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,66.06,20260303,65.5,69.2,63.68,344229.52,2280478.581,0.4273
20260227,20260302,20260303,20260302,20260303,002350.SZ,北京科锐,20,67.8,0.679305707944409,电气设备,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,12.32,12.32,t1_open,13.08,13.08,0.06168831168831157,0.06168831168831157,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,12.32,20260303,11.66,13.08,11.56,832265.48,1028156.259,10.0084
20260227,20260302,20260303,20260302,20260303,603897.SH,长城科技,21,59.04,0.679305707944409,电气设备,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,30.1,30.1,t1_open,33.44,33.44,0.11096345514950157,0.11096345514950157,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,30.1,20260303,33.7,35.35,33.18,303173.05,1036589.47,-0.7715
20260227,20260302,20260303,20260302,20260303,603381.SH,永臻股份,22,67.8,0.6729057079444091,电气设备,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,29.0,29.0,t1_open,25.6,25.6,-0.11724137931034473,-0.11724137931034473,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,29.0,20260303,27.67,27.97,25.5,117610.68,312381.023,-7.3806
20260227,20260302,20260303,20260302,20260303,600301.SH,华锡有色,23,54.333333,0.8363999999999999,小金属,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,66.02,66.02,t1_open,70.99,70.99,0.07528021811572239,0.07528021811572239,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,66.02,20260303,71.0,77.77,69.82,288326.01,2088605.831,-0.3509
20260227,20260302,20260303,20260302,20260303,002356.SZ,赫美集团,24,61.773333,0.01,其他商业,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,4.27,4.27,t1_open,4.49,4.49,0.051522248243559776,0.051522248243559776,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,4.27,20260303,4.66,4.86,4.41,2641304.04,1212735.114,-3.2328
20260227,20260302,20260303,20260302,20260303,000899.SZ,赣能股份,25,55.72,0.01,火力发电,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,14.88,14.88,t1_open,13.73,13.73,-0.07728494623655913,-0.07728494623655913,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,14.88,20260303,14.06,15.18,13.64,1268303.42,1814777.7,-6.3438
20260227,20260302,20260303,20260302,20260303,603629.SH,利通电子,26,52.52,0.4258611773793213,元器件,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,56.81,56.81,t1_open,58.1,58.1,0.022707269846858003,0.022707269846858003,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,56.81,20260303,61.74,65.66,57.98,403749.24,2445324.546,-9.7406
20260227,20260302,20260303,20260302,20260303,600459.SH,贵研铂业,27,52.666667,0.83,小金属,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,26.76,26.76,t1_open,23.78,23.78,-0.11136023916292981,-0.11136023916292981,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,26.76,20260303,25.4,25.45,23.71,610900.91,1498471.222,-9.4785
20260227,20260302,20260303,20260302,20260303,600456.SH,宝钛股份,28,56.64,0.83,小金属,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,45.4,45.4,t1_open,40.62,40.62,-0.1052863436123348,-0.1052863436123348,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,45.4,20260303,43.92,43.92,40.33,326772.58,1364020.091,-7.5347
20260227,20260302,20260303,20260302,20260303,002167.SZ,东方锆业,29,35.213333,0.83,小金属,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,16.0,16.0,t1_open,14.61,14.61,-0.08687500000000004,-0.08687500000000004,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,16.0,20260303,15.46,15.86,14.56,1107956.36,1673509.489,-5.6811
20260227,20260302,20260303,20260302,20260303,002216.SZ,三全食品,30,61.266667,0.01,食品,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,12.96,12.96,t1_open,12.87,12.87,-0.006944444444444531,-0.006944444444444531,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,12.96,20260303,12.6,13.2,12.44,416232.37,537061.774,1.981
20260227,20260302,20260303,20260302,20260303,601958.SH,金钼股份,31,66.013333,0.83,小金属,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,25.31,25.31,t1_open,25.34,25.34,0.0011853022520742496,0.0011853022520742496,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,25.31,20260303,26.0,27.65,25.21,1112828.27,2931233.194,-4.3051
20260227,20260302,20260303,20260302,20260303,603618.SH,杭电股份,32,53.44,0.679305707944409,电气设备,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,18.62,18.62,t1_open,18.72,18.72,0.005370569280343629,0.005370569280343629,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,18.62,20260303,18.69,19.91,18.66,1261615.08,2419508.098,2.1277
20260227,20260302,20260303,20260302,20260303,300830.SZ,金现代,33,35.44,0.5458931282264484,软件服务,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,14.5,14.5,t1_open,13.3,13.3,-0.08275862068965512,-0.08275862068965512,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,14.5,20260303,14.19,14.26,13.27,575410.69,784195.746,-6.338
20260227,20260302,20260303,20260302,20260303,002734.SZ,利民股份,34,50.96,0.328751396590983,农药化肥,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,21.79,21.79,t1_open,20.95,20.95,-0.03854979348324916,-0.03854979348324916,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,21.79,20260303,21.53,22.18,20.4,602172.11,1275212.415,-2.9194
20260227,20260302,20260303,20260302,20260303,603318.SH,水发燃气,35,55.373333,0.01,供气供热,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,8.4,8.4,t1_open,9.7,9.7,0.15476190476190466,0.15476190476190466,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,8.4,20260303,9.7,9.7,9.7,139473.43,135289.227,9.9773
20260227,20260302,20260303,20260302,20260303,002378.SZ,章源钨业,36,58.573333,0.8363999999999999,小金属,FULLY_READY,1,1,0,strong_dead_limit_up,0,not_filled_no_trade,,,,41.63,41.63,,,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,44.66,20260303,43.85,46.2,41.1,1448854.88,6292446.087,-5.2572
20260227,20260302,20260303,20260302,20260303,605398.SH,新炬网络,37,69.68,0.5394931282264485,软件服务,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,32.6,32.6,t1_open,31.34,31.34,-0.03865030674846626,-0.03865030674846626,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,32.6,20260303,32.85,33.25,31.24,73414.31,236399.402,-4.9727
20260227,20260302,20260303,20260302,20260303,002973.SZ,侨银股份,38,60.306667,0.01,环境保护,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,15.59,15.59,t1_open,14.37,14.37,-0.07825529185375246,-0.07825529185375246,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,15.59,20260303,15.4,15.49,14.3,110275.96,163467.982,-5.1485
20260227,20260302,20260303,20260302,20260303,603217.SH,元利科技,39,57.346667,0.2518420922806225,化工原料,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,27.8,27.8,t1_open,24.74,24.74,-0.11007194244604324,-0.11007194244604324,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,27.8,20260303,27.28,27.38,24.7,71464.96,184530.51,-8.5397
20260227,20260302,20260303,20260302,20260303,600108.SH,亚盛集团,40,63.96,0.01,种植业,FULLY_READY,1,1,0,strong_dead_limit_up,0,not_filled_no_trade,,,,4.81,4.81,,,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,4.37,20260303,4.81,4.81,4.61,4690400.8,2249277.604,10.0686
20260227,20260302,20260303,20260302,20260303,600549.SH,厦门钨业,41,42.76,0.83,小金属,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,74.0,74.0,t1_open,75.58,75.58,0.021351351351351244,0.021351351351351244,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,74.0,20260303,74.03,80.0,73.99,1162043.65,8879124.567,0.9079
20260227,20260302,20260303,20260302,20260303,603738.SH,泰晶科技,42,58.0,0.4322611773793213,元器件,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,21.6,21.6,t1_open,23.0,23.0,0.06481481481481466,0.06481481481481466,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,21.6,20260303,24.2,24.75,22.5,940450.38,2219225.689,-4.0067
20260227,20260302,20260303,20260302,20260303,603353.SH,和顺石油,43,68.706667,0.01,石油贸易,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,46.33,46.33,t1_open,50.97,50.97,0.10015109000647526,0.10015109000647526,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,46.33,20260303,48.0,50.97,47.0,195356.7,981540.681,9.9914
20260227,20260302,20260303,20260302,20260303,600230.SH,沧州大化,44,57.426667,0.2454420922806225,化工原料,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,24.26,24.26,t1_open,24.68,24.68,0.01731244847485569,0.01731244847485569,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,24.26,20260303,25.73,26.0,23.87,375779.01,929661.272,-6.9382
20260227,20260302,20260303,20260302,20260303,000657.SZ,中钨高新,45,51.026667,0.8363999999999999,小金属,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,71.0,71.0,t1_open,64.94,64.94,-0.08535211267605636,-0.08535211267605636,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,71.0,20260303,68.75,71.5,64.77,1122076.3,7593157.629,-5.9113
20260227,20260302,20260303,20260302,20260303,002633.SZ,申科股份,46,69.826667,0.0573942950693908,机械基件,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,18.95,18.95,t1_open,17.3,17.3,-0.08707124010554079,-0.08707124010554079,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,18.95,20260303,18.2,18.5,17.15,82380.53,146307.681,-4.8928
20260227,20260302,20260303,20260302,20260303,688118.SH,普元信息,47,57.8,0.5458931282264484,软件服务,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,35.3,35.3,t1_open,33.16,33.16,-0.060623229461756356,-0.060623229461756356,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,20260303,09:30:00,10:30:00,35.3,20260303,36.2,36.28,32.92,121063.56,410899.4,-8.9011
