trade_date,exec_date,target_date,ts_code,name,rank,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,dataset_split,sample_weight,is_cold_start,feature_coverage_score,label_version,buy_window_start,buy_window_end,open_t1,high_t1,low_t1,close_t1,up_limit_t1,down_limit_t1,limit_type_t1,open_times_t1,seal_amount_t1,symbol,board,area,market,list_date,open,high,low,close,pct_chg,pre_close_est,returns_1d,high_low_range,candle_body,gap_open,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,amihud_illiquidity,volatility_5d,volatility_10d,volatility_20d,atr,downside_vol,max_drawdown_20d,tail_risk_score,total_mv,float_mv,pe_ttm,pb,north_money_market,south_money_market,hgt_market,sgt_market,market_regime,hot_boards_score,board_crowding_rank,is_hot_board,board_rank,board_limit_up_count,is_st_like,top_list_net_buy,top_net_rate,amount_rate,float_values,abnormal_volume,has_namechange_record,latest_change_reason,ret_2d,ret_5d,ret_10d,bid_ask_proxy,spread_proxy,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_limit_up,break_count_proxy,limit_up_strength,prior_prob_prior,prior_strength_score,prior_theme_boost,prior_board,open_times_t1__is_missing,seal_amount_t1__is_missing,limit_type_t1__is_missing,prior_prob_prior__is_missing,prior_strength_score__is_missing,prior_theme_boost__is_missing
20260310,20260311,,605117.SH,德业股份,,PFILL_READY,1,0,1,strong_open_tradable,119.01,open_t1,raw_train_pool,1.25,1,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,119.01,131.88,119.0,131.88,131.88,107.9,U,1.0,171390588.0,605117,,浙江,主板,20210420,120.5,122.0,116.5,119.89,-3.7028,-44.35770312268759,-3.7028,-0.1239919926599382,0.0137518391859204,-3.71655183918592,161947.88,1931793.653,1.7818,4.4885,0.85,1.9167678671320283e-06,,,,,,,,10896554.3953,,,,296481.56,52733.46,131793.97,164687.59,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,136.95,112.05,0.0,0.0,2.0,,,,,0,0,0,1,1,1
20260310,20260311,,002092.SZ,中泰化学,,PFILL_READY,1,0,1,strong_open_tradable,7.36,open_t1,raw_train_pool,1.25,1,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,7.36,8.1,7.31,8.1,8.1,6.62,U,0.0,166156110.0,2092,,新疆,主板,20061208,7.48,7.82,7.22,7.36,-6.9532,-1.2363098837599946,-6.9532,-0.4853152173913048,0.0970630434782609,-7.050263043478262,1791700.8,1335610.526,6.9564,9.8885,1.41,5.206008686397549e-06,,,,,,,,1906254.3645,,,,296481.56,52733.46,131793.97,164687.59,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,8.7,7.12,0.0,0.0,2.0,,,,,0,0,0,1,1,1
20260310,20260311,,600989.SH,宝丰能源,,PFILL_READY,1,0,1,strong_open_tradable,28.35,open_t1,raw_train_pool,1.25,1,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,28.35,31.85,28.35,31.85,31.85,26.06,U,0.0,275517756.0,600989,,宁夏,主板,20190516,27.58,29.88,27.58,28.95,-5.5157,-6.410966184644685,-5.5157,-0.3587602763385147,-0.2136963385146806,-5.302003661485319,2465279.95,7083562.98,3.3617,11.3757,0.95,7.78661814057874e-07,,,,,,,,21230077.2,,,,296481.56,52733.46,131793.97,164687.59,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,33.7,27.58,0.0,0.0,2.0,,,,,0,0,0,1,1,1
20260310,20260311,,002455.SZ,百川股份,,PFILL_READY,1,0,1,strong_open_tradable,14.5,open_t1,raw_train_pool,1.25,1,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,14.5,14.73,14.5,14.73,14.73,12.05,U,0.0,246803285.0,2455,,江苏,主板,20100803,12.75,13.47,12.57,13.39,2.8418,3.485345411005258,2.8418,0.2582240477968634,0.1836259895444363,2.658174010455564,868647.73,1142401.647,16.7295,17.2316,0.85,2.4875664416824848e-06,,,,,,,,795712.0257,,,,296481.56,52733.46,131793.97,164687.59,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,14.32,11.72,0.0,0.0,2.0,,,,,0,0,0,1,1,1
20260310,20260311,,603629.SH,利通电子,,PFILL_READY,1,0,1,strong_open_tradable,58.14,open_t1,raw_train_pool,1.25,1,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,58.14,63.15,58.14,63.15,63.15,51.67,U,0.0,261216501.0,603629,,江苏,主板,20181224,58.8,59.01,54.2,57.41,-1.2556,-224.60876369327067,-1.2556,-0.0214150148057829,0.0061885385821285,-1.2617885385821286,483430.41,2714872.076,18.8214,34.5473,1.4,4.624895629888972e-07,,,,,,,,1506323.58,,,,296481.56,52733.46,131793.97,164687.59,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,63.95,52.33,0.0,0.0,2.0,,,,,0,0,0,1,1,1
20260310,20260311,,000062.SZ,深圳华强,,PFILL_READY,1,0,1,strong_open_tradable,23.82,open_t1,raw_train_pool,1.25,1,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23.82,26.2,23.74,26.2,26.2,21.44,U,0.0,206373155.0,62,,深圳,主板,19970130,23.76,23.97,23.64,23.82,1.1895,10.879196163507652,1.1895,0.0303331234256925,0.0055151133501258,1.183984886649874,66984.03,159670.921,0.641,2.1128,0.78,7.4496971179868125e-06,,,,,,,,2491356.005,,,,296481.56,52733.46,131793.97,164687.59,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,25.89,21.19,0.0,0.0,2.0,,,,,0,0,0,1,1,1
20260310,20260311,,000545.SZ,金浦钛业,,PFILL_READY,1,0,1,strong_open_tradable,3.45,open_t1,raw_train_pool,1.25,1,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,3.45,3.83,3.39,3.83,3.83,3.13,U,0.0,202675637.0,545,,吉林,主板,19931215,3.58,3.59,3.45,3.48,-3.8674,-1.2136430215526262,-3.8674,-0.1153551724137928,0.082396551724138,-3.9497965517241376,1348523.59,470062.866,13.685,16.0523,0.77,8.2274101609209e-06,,,,,,,,343417.9174,,,,296481.56,52733.46,131793.97,164687.59,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,3.98,3.26,0.0,0.0,2.0,,,,,0,0,0,1,1,1
20260310,20260311,,002177.SZ,御银股份,,PFILL_READY,1,0,1,strong_open_tradable,8.51,open_t1,raw_train_pool,1.25,1,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,8.51,9.25,8.45,9.25,9.25,7.57,U,0.0,170753150.0,2177,,广东,主板,20071101,8.51,8.61,8.22,8.41,0.7186,4.8935179797509605,0.7186,0.0796972651605229,-0.0204351961950058,0.7390351961950058,932730.56,782787.454,13.8199,14.1936,0.69,9.180014272431096e-07,,,,,,,,640161.8783,,,,296481.56,52733.46,131793.97,164687.59,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,9.19,7.52,0.0,0.0,2.0,,,,,0,0,0,1,1,1
20260310,20260311,,601016.SH,节能风电,,PFILL_READY,1,0,1,strong_open_tradable,3.66,open_t1,raw_train_pool,1.25,1,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,3.66,4.03,3.57,4.03,4.03,3.29,U,0.0,178832596.0,601016,,北京,主板,20140929,3.42,3.8,3.42,3.66,6.087,0.5164385494567518,6.087,0.7358087431693987,0.4647213114754102,5.622278688524589,6225932.92,2278481.193,10.4917,18.7692,3.31,2.6715164552161398e-06,,,,,,,,2357179.3325,,,,296481.56,52733.46,131793.97,164687.59,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,3.8,3.11,0.0,0.0,2.0,,,,,0,0,0,1,1,1
20260310,20260311,,603803.SH,瑞斯康达,,PFILL_READY,1,0,1,weak_intraday_break_without_minbar,12.1,weak_daily_proxy,raw_train_pool,0.75,1,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,12.1,12.1,12.02,12.1,12.1,9.9,U,2.0,113737580.0,603803,通信设备,北京,主板,20170420,11.0,11.0,11.0,11.0,10.0,1.0,10.0,0.0,0.0,10.0,108681.95,119550.145,2.5579,4.538,1.08,8.364690816560698e-05,,,,,,,,467371.9127,,,,296481.56,52733.46,131793.97,164687.59,,6.0,2.0,1.0,2.0,6.0,0.0,,,,,,0.0,,,,,,,U,0.0,109409509.0,109409509.0,92503.0,92503.0,,,,,,11.0,9.0,1.0,0.0,2.404300192550891,,,,,0,0,0,1,1,1
