trade_date,exec_date,target_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,auction_price_t1,auction_amount_t1,minute_open_t1,minute_open_available_t1,label_version,execution_contract,buy_window_start,buy_window_end,run_id,run_attempt,commit_sha,generated_at_utc,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,intraday_available,intraday_status,intraday_missing_reason,minute_freq,minute_rows,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,reseal_score,intraday_quality_score,intraday_confidence_score,intraday_risk_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_tag,auction_strength_score,auction_amount,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength,decision_board,decision_limit_pct,decision_universe_eligible,decision_universe_reason,decision_universe_rule,open_t1,high_t1,low_t1,close_t1,vol_t1,amount_t1,pct_chg_t1,auction_vol_t1,up_limit_t1,down_limit_t1,open_times_t1
20260624,20260625,20260626,603989.SH,艾华集团,1,0.750914328944319,64.989796,0.83,元器件,FULLY_READY,1,1,1,strong_official_opening_auction,53.01,t_opening_auction,53.01,59777522.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,U,0.0,79568363.0,79568363.0,95514.0,95514.0,,,,,,,,,,,,,,,,,,,,,,,,0.9526487663280117,20050685.0,,,,,,48.86,39.98,1.0,1.0,15.0,0.0,1.0,0.0,2.346885493474472,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,53.01,53.75,51.96,53.75,99319.61,529684.881,10.0082,1127665.0,53.75,43.97,2.0
20260624,20260625,20260626,605277.SH,新亚电子,2,0.7450347048576902,63.928571,0.83,元器件,FULLY_READY,1,1,1,strong_official_opening_auction,19.3,t_opening_auction,19.3,14961997.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,U,1.0,58924827.0,58924827.0,93829.0,95150.0,,,,,,,,,,,,,,,,,,,,,,,,0.4648040638606676,444366.0,,,,,,19.5,15.96,1.0,1.0,15.0,0.0,1.0,0.0,1.82174913152094,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,19.3,19.67,18.73,18.96,316208.72,603518.107,-2.7692,775233.0,21.45,17.55,
20260624,20260625,20260626,603678.SH,火炬电子,3,0.7230462815965084,59.520408,0.83,元器件,FULLY_READY,1,1,1,strong_official_opening_auction,72.33,t_opening_auction,72.33,87345708.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,U,0.0,89356890.0,89356890.0,93606.0,93606.0,,,,,,,,,,,,,,,,,,,,,,,,0.9466618287373004,17746300.0,,,,,,68.3,55.88,1.0,1.0,15.0,0.0,1.0,0.0,2.3588043797381397,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,72.33,75.13,71.98,75.13,148834.38,1108926.615,10.0,1207600.0,75.13,61.47,1.0
20260624,20260625,20260626,603297.SH,永新光学,4,0.6814675575196468,76.467347,0.415,元器件,FULLY_READY,1,1,1,strong_official_opening_auction,136.88,t_opening_auction,136.88,4982432.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,U,2.0,17342145.0,17342145.0,130634.0,142052.0,1.0,ok,,1min,241.0,13:07:00,15:00:00,2.0,0.0,0.9632,0.0,,0.007954,0.0,31.0,0.0,59.2208,63.0162,45.0,12.0,12.0,0.0,neutral_limitup,0.3795355587808418,288000.0,,,,,,132.89,108.73,1.0,1.0,15.0,0.0,1.0,0.0,1.6044497948625325,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,136.88,136.88,129.63,131.3,32532.39,429872.859,-1.1965,36400.0,146.18,119.6,
20260624,20260625,20260626,002584.SZ,西陇科学,5,0.6915692338957374,76.369388,0.2729465641132242,化工原料,FULLY_READY,1,1,1,strong_official_opening_auction,11.75,t_opening_auction,11.75,157331325.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,U,0.0,172486693.0,172486693.0,92500.0,92500.0,1.0,ok,,1min,241.0,09:30:00,15:00:00,1.0,0.0,0.0,0.0,,0.029053,0.0,31.0,0.0,65.0,76.0,70.0,8.25,8.25,0.0,healthy_limitup,0.9738751814223512,40327139.0,,,,,,11.02,9.02,1.0,3.0,10.0,0.0,1.0,0.0,2.460026419282809,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,11.75,11.75,9.92,10.27,2193941.47,2343296.52955,-6.8058,13389900.0,12.12,9.92,
20260624,20260625,20260626,603386.SH,骏亚科技,6,0.6976111267187506,66.777551,0.415,元器件,FULLY_READY,1,1,1,strong_official_opening_auction,20.76,t_opening_auction,20.76,18605112.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,U,0.0,99350955.0,99350955.0,100204.0,100204.0,1.0,ok,,1min,241.0,10:03:00,15:00:00,1.0,0.0,1.4321,0.0,,0.008319,0.0,31.0,0.0,56.4074,67.5722,57.0,10.2,10.2,0.0,neutral_limitup,0.9022133526850508,8729630.0,,,,,,20.25,16.57,1.0,1.0,15.0,0.0,1.0,0.0,2.370973536961356,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,20.76,20.76,18.9,20.1,447531.93,880814.794,-0.7407,896200.0,22.28,18.23,
20260624,20260625,20260626,603948.SH,建业股份,7,0.6942436056974057,66.928571,0.5394931282264485,化工原料,FULLY_READY,1,1,1,strong_official_opening_auction,27.33,t_opening_auction,27.33,8450436.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,U,0.0,28010260.0,28010260.0,93330.0,93330.0,,,,,,,,,,,,,,,,,,,,,,,,0.5714804063860668,762572.0,,,,,,26.92,22.02,1.0,3.0,10.0,0.0,1.0,0.0,2.284106367909671,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,27.33,28.24,25.8,25.88,90560.5,243516.175,-3.8633,309200.0,29.61,24.23,
20260624,20260625,20260626,605598.SH,上海港湾,8,0.691726492912405,73.397959,0.328751396590983,建筑工程,FULLY_READY,1,1,1,strong_official_opening_auction,40.51,t_opening_auction,40.51,9357810.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,U,0.0,33384141.0,33384141.0,131744.0,131744.0,,,,,,,,,,,,,,,,,,,,,,,,0.4820391872278665,487140.0,,,,,,38.43,31.45,1.0,5.0,5.0,0.0,1.0,0.0,2.29064981172236,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,40.51,42.27,39.0,39.34,187354.53,769061.19,2.3679,231000.0,42.27,34.59,
20260624,20260625,20260626,601133.SH,柏诚股份,9,0.6569268767892283,74.148979,0.1643756982954915,建筑工程,FULLY_READY,1,1,1,strong_official_opening_auction,33.95,t_opening_auction,33.95,32198180.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,U,1.0,14524419.0,14524419.0,111007.0,144455.0,1.0,ok,,1min,241.0,11:11:00,15:00:00,1.0,0.0,0.3707,0.0,,0.067642,0.0,31.0,0.0,62.7757,64.0827,45.0,12.0,12.0,0.0,neutral_limitup,0.8133164005805515,3507246.0,,,,,,32.37,26.49,1.0,5.0,5.0,0.0,1.0,0.0,1.767685490177107,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,33.95,35.13,33.1,34.8,399856.92,1368475.402,7.507,948400.0,35.61,29.13,
20260624,20260625,20260626,603317.SH,天味食品,10,0.6475314558191471,79.659184,0.005,食品,FULLY_READY,1,1,1,strong_official_opening_auction,14.61,t_opening_auction,14.61,10698903.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,U,0.0,53767068.0,53767068.0,93043.0,93043.0,1.0,ok,,1min,241.0,09:31:00,15:00:00,1.0,0.0,2.0339,0.0,,0.034778,0.0,31.0,0.0,52.7966,72.339,70.0,8.25,8.25,0.0,neutral_limitup,0.9334179970972424,13629978.0,,,,,,14.75,12.07,0.0,,,0.0,1.0,0.0,2.065468846152528,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,14.61,14.7,13.28,13.29,309672.23,419860.108,-9.8983,732300.0,16.23,13.28,
