trade_date,exec_date,target_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,auction_price_t1,auction_amount_t1,minute_open_t1,minute_open_available_t1,label_version,execution_contract,buy_window_start,buy_window_end,run_id,run_attempt,commit_sha,generated_at_utc,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,intraday_available,intraday_status,intraday_missing_reason,minute_freq,minute_rows,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,reseal_score,intraday_quality_score,intraday_confidence_score,intraday_risk_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_tag,auction_strength_score,auction_amount,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength,decision_board,decision_limit_pct,decision_universe_eligible,decision_universe_reason,decision_universe_rule,open_t1,high_t1,low_t1,close_t1,vol_t1,amount_t1,pct_chg_t1,auction_vol_t1,up_limit_t1,down_limit_t1,open_times_t1
20260703,20260706,20260707,605255.SH,天普股份,1,0.7380976375752203,74.898148,0.83,汽车零部件,FULLY_READY,1,1,1,strong_official_opening_auction,74.38,t_opening_auction,74.38,2127268.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28663316940,1,a9af6625333093b74923c8a2f3c73b2551c56441,2026-07-03T13:22:24Z,U,1.0,883813.0,883813.0,130152.0,143452.0,,,,,,,,,,,,,,,,,,,,,,,,0.5532994923857868,691000.0,,,,,,74.27,60.77,1.0,1.0,20.0,0.0,1.0,0.0,1.7524026415728515,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,74.38,79.33,72.8,76.81,25151.61,193083.087,3.42,28600.0,81.7,66.84,
20260703,20260706,20260707,603596.SH,伯特利,2,0.7461161631968933,66.101852,0.83,汽车零部件,FULLY_READY,1,1,1,strong_official_opening_auction,27.57,t_opening_auction,27.57,8367495.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28663316940,1,a9af6625333093b74923c8a2f3c73b2551c56441,2026-07-03T13:22:24Z,U,0.0,48477694.0,48477694.0,102413.0,102413.0,,,,,,,,,,,,,,,,,,,,,,,,0.8130891950688905,4012272.0,,,,,,27.65,22.63,1.0,1.0,20.0,0.0,1.0,0.0,2.381786388025963,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,27.57,27.57,26.64,26.7,252742.57,683527.25,-3.4358,303500.0,30.42,24.89,
20260703,20260706,20260707,605068.SH,明新旭腾,3,0.7337652040904349,64.435185,0.83,汽车零部件,FULLY_READY,1,1,1,strong_official_opening_auction,19.0,t_opening_auction,19.0,1698600.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28663316940,1,a9af6625333093b74923c8a2f3c73b2551c56441,2026-07-03T13:22:24Z,U,0.0,34541325.0,34541325.0,93523.0,93523.0,,,,,,,,,,,,,,,,,,,,,,,,0.0799492385786802,31716.0,,,,,,19.11,15.63,1.0,1.0,20.0,0.0,1.0,0.0,2.343900433040006,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,19.0,19.4,17.55,17.69,60094.0,109505.373,-7.2365,89400.0,20.98,17.16,
20260703,20260706,20260707,603730.SH,岱美股份,4,0.6982894840609245,70.722222,0.83,汽车零部件,FULLY_READY,1,1,1,strong_official_opening_auction,12.74,t_opening_auction,12.74,6953492.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28663316940,1,a9af6625333093b74923c8a2f3c73b2551c56441,2026-07-03T13:22:24Z,U,3.0,1826500.0,1826500.0,100936.0,145106.0,,,,,,,,,,,,,,,,,,,,,,,,0.5893763596809282,816560.0,,,,,,13.0,10.64,1.0,1.0,20.0,0.0,1.0,0.0,1.5049653318437428,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,12.74,13.2,12.31,12.31,380489.04,483585.644,-5.3077,545800.0,14.3,11.7,
20260703,20260706,20260707,603211.SH,晋拓股份,5,0.720317950529907,59.694444,0.83,汽车零部件,FULLY_READY,1,1,1,strong_official_opening_auction,37.34,t_opening_auction,37.34,16440802.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28663316940,1,a9af6625333093b74923c8a2f3c73b2551c56441,2026-07-03T13:22:24Z,U,0.0,41733528.0,41733528.0,93656.0,93656.0,,,,,,,,,,,,,,,,,,,,,,,,0.7781000725163162,2958145.0,,,,,,35.94,29.4,1.0,1.0,20.0,0.0,1.0,0.0,2.3634524037942146,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,37.34,39.53,37.0,39.53,138060.0,539492.52,9.9889,440300.0,39.53,32.35,4.0
20260703,20260706,20260707,603278.SH,大业股份,6,0.7222738553269585,58.787037,0.6729057079444091,通用设备,FULLY_READY,1,1,1,strong_official_opening_auction,12.22,t_opening_auction,12.22,7558070.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28663316940,1,a9af6625333093b74923c8a2f3c73b2551c56441,2026-07-03T13:22:24Z,U,0.0,15724835.0,15724835.0,130952.0,130952.0,,,,,,,,,,,,,,,,,,,,,,,,0.6584481508339376,1283365.0,,,,,,12.11,9.91,1.0,2.0,12.0,0.0,1.0,0.0,2.292747891575747,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,12.22,12.24,10.9,10.9,373801.0,422780.154,-9.9917,618500.0,13.32,10.9,
20260703,20260706,20260707,603286.SH,日盈电子,7,0.6857270728380044,46.990741,0.8363999999999999,汽车零部件,FULLY_READY,1,1,1,strong_official_opening_auction,56.93,t_opening_auction,56.93,19008927.0,56.93,1,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28663316940,1,a9af6625333093b74923c8a2f3c73b2551c56441,2026-07-03T13:22:24Z,U,0.0,64680928.0,64680928.0,101700.0,101700.0,,,,,,,,,,,,,,,,,,,,,,,,0.8935823060188542,8578305.0,,,,,,56.96,46.6,1.0,1.0,20.0,0.0,1.0,0.0,2.4258348050814336,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,56.93,59.58,54.23,54.57,103962.99,584830.817,-4.1959,333900.0,62.66,51.26,
20260703,20260706,20260707,603178.SH,圣龙股份,8,0.6989407636306706,54.675926,0.8363999999999999,汽车零部件,FULLY_READY,1,1,1,strong_official_opening_auction,15.75,t_opening_auction,15.75,4643100.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28663316940,1,a9af6625333093b74923c8a2f3c73b2551c56441,2026-07-03T13:22:24Z,U,0.0,59784704.0,59784704.0,94555.0,94555.0,,,,,,,,,,,,,,,,,,,,,,,,0.4008339376359681,332514.0,,,,,,15.68,12.83,1.0,1.0,20.0,0.0,1.0,0.0,2.412524442671744,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,15.75,16.0,14.86,14.86,169000.27,259518.703,-5.2296,294800.0,17.25,14.11,
20260703,20260706,20260707,002520.SZ,日发精机,9,0.6882377891606563,63.855555,0.3364528539722045,通用设备,FULLY_READY,1,1,1,strong_official_opening_auction,7.99,t_opening_auction,7.99,42054566.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28663316940,1,a9af6625333093b74923c8a2f3c73b2551c56441,2026-07-03T13:22:24Z,U,0.0,39858360.0,39858360.0,93548.0,93548.0,1.0,ok,,1min,241.0,09:36:00,15:00:00,1.0,0.0,4.1451,0.0,,0.025306,0.0,31.0,0.0,40.1295,68.5389,70.0,8.25,8.25,0.0,neutral_limitup,0.8388324873096447,4930183.0,,,,,,7.72,6.32,1.0,2.0,12.0,0.0,1.0,0.0,2.358354768216461,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,7.99,8.22,7.6,7.68,1770437.85,1398059.80702,-0.5181,5263400.0,8.49,6.95,
20260703,20260706,20260707,600841.SH,动力新科,10,0.6699982088762585,66.107407,0.415,汽车零部件,FULLY_READY,1,1,1,strong_official_opening_auction,6.71,t_opening_auction,6.71,2140490.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28663316940,1,a9af6625333093b74923c8a2f3c73b2551c56441,2026-07-03T13:22:24Z,U,0.0,32990466.0,32990466.0,130242.0,130242.0,1.0,ok,,1min,241.0,13:03:00,15:00:00,1.0,0.0,1.3413,0.0,,0.031124,0.0,31.0,0.0,56.9523,62.3357,45.0,12.0,12.0,0.0,neutral_limitup,0.3546047860768673,259336.0,,,,,,6.71,5.49,1.0,1.0,20.0,0.0,1.0,0.0,2.339684429986157,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,6.71,6.9,6.51,6.79,363893.0,246053.931,1.1923,319000.0,7.38,6.04,
