trade_date,exec_date,target_date,ts_code,name,rank,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,label_version,buy_window_start,buy_window_end,run_id,run_attempt,commit_sha,generated_at_utc,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength,open_t1,up_limit_t1,down_limit_t1,open_times_t1
20260227,20260302,20260303,603381.SH,永臻股份,22,67.8,0.6729057079444091,电气设备,FULLY_READY,1,1,1,strong_open_tradable,29.0,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,0.0,121672425.0,121672425.0,100504.0,100504.0,,,,,,29.5,24.14,1.0,2.0,8.0,0.0,1.0,0.0,2.512149803891099,29.0,32.45,26.55,
20260227,20260302,20260303,600301.SH,华锡有色,23,54.333333,0.8363999999999999,小金属,FULLY_READY,1,1,1,strong_open_tradable,66.02,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,0.0,106627016.0,106627016.0,142851.0,142851.0,,,,,,64.76,52.98,1.0,1.0,13.0,0.0,1.0,0.0,2.4797336585006264,66.02,71.24,58.28,5.0
20260227,20260302,20260303,002356.SZ,赫美集团,24,61.773333,0.01,其他商业,FULLY_READY,1,1,1,strong_open_tradable,4.27,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,0.0,53537992.0,53537992.0,111330.0,111330.0,,,,,,4.22,3.46,0.0,,,0.0,1.0,0.0,2.1153504921392274,4.27,4.64,3.8,0.0
20260227,20260302,20260303,000899.SZ,赣能股份,25,55.72,0.01,火力发电,FULLY_READY,1,1,1,strong_open_tradable,14.88,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,0.0,140661588.0,140661588.0,93015.0,93015.0,,,,,,14.61,11.95,1.0,10.0,3.0,0.0,1.0,0.0,2.553062980040141,14.88,16.07,13.15,
20260227,20260302,20260303,603629.SH,利通电子,26,52.52,0.4258611773793213,元器件,FULLY_READY,1,1,1,strong_open_tradable,56.81,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,6.0,47862571.0,47862571.0,104700.0,133233.0,,,,,,58.52,47.88,1.0,4.0,3.0,0.0,1.0,0.0,1.495979634262848,56.81,64.37,52.67,1.0
20260227,20260302,20260303,600459.SH,贵研铂业,27,52.666667,0.83,小金属,FULLY_READY,1,1,1,strong_open_tradable,26.76,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,1.0,62898556.0,62898556.0,132421.0,135654.0,,,,,,25.85,21.15,1.0,1.0,13.0,0.0,1.0,0.0,1.8855183322797529,26.76,28.44,23.27,
20260227,20260302,20260303,600456.SH,宝钛股份,28,56.64,0.83,小金属,FULLY_READY,1,1,1,strong_open_tradable,45.4,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,3.0,44260634.0,44260634.0,94931.0,142755.0,,,,,,44.35,36.29,1.0,1.0,13.0,0.0,1.0,0.0,1.5953619238146663,45.4,48.79,39.92,
20260227,20260302,20260303,002167.SZ,东方锆业,29,35.213333,0.83,小金属,FULLY_READY,1,1,1,strong_open_tradable,16.0,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,0.0,150887501.0,150887501.0,101639.0,101639.0,,,,,,15.58,12.74,1.0,1.0,13.0,0.0,1.0,0.0,2.575095261286754,16.0,17.14,14.02,
20260227,20260302,20260303,002216.SZ,三全食品,30,61.266667,0.01,食品,FULLY_READY,1,1,1,strong_open_tradable,12.96,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,0.0,133650932.0,133650932.0,93603.0,93603.0,,,,,,12.76,10.44,0.0,,,0.0,1.0,0.0,2.2879581434631766,12.96,14.04,11.48,
20260227,20260302,20260303,601958.SH,金钼股份,31,66.013333,0.83,小金属,FULLY_READY,1,1,1,strong_open_tradable,25.31,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,3.0,38795813.0,38795813.0,133338.0,141053.0,,,,,,24.53,20.07,1.0,1.0,13.0,0.0,1.0,0.0,1.5835876721430164,25.31,26.98,22.08,
20260227,20260302,20260303,603618.SH,杭电股份,32,53.44,0.679305707944409,电气设备,FULLY_READY,1,1,1,strong_open_tradable,18.62,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,4.0,13707914.0,13707914.0,104214.0,145359.0,,,,,,18.15,14.85,1.0,2.0,8.0,0.0,1.0,0.0,1.4795344402551034,18.62,19.97,16.34,
20260227,20260302,20260303,300830.SZ,金现代,33,35.44,0.5458931282264484,软件服务,FULLY_READY,1,1,1,strong_open_tradable,14.5,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,0.0,131927136.0,131927136.0,93651.0,93651.0,,,,,,14.88,9.92,1.0,3.0,6.0,0.0,1.0,0.0,2.5342441319823648,14.5,17.86,11.9,
20260227,20260302,20260303,002734.SZ,利民股份,34,50.96,0.328751396590983,农药化肥,FULLY_READY,1,1,1,strong_open_tradable,21.79,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,1.0,36912587.0,36912587.0,132651.0,145636.0,,,,,,22.48,18.4,1.0,5.0,3.0,0.0,1.0,0.0,1.829530160125954,21.79,24.73,20.23,
20260227,20260302,20260303,603318.SH,水发燃气,35,55.373333,0.01,供气供热,FULLY_READY,1,1,1,strong_open_tradable,8.4,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,3.0,22160062.0,22160062.0,132855.0,143804.0,,,,,,8.02,6.56,0.0,,,0.0,1.0,0.0,1.2977450491145763,8.4,8.82,7.22,1.0
20260227,20260302,20260303,002378.SZ,章源钨业,36,58.573333,0.8363999999999999,小金属,FULLY_READY,1,1,0,strong_dead_limit_up,,,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,0.0,258991987.0,258991987.0,93636.0,93636.0,,,,,,40.6,33.22,1.0,1.0,13.0,0.0,1.0,0.0,2.8080122086119026,44.66,44.66,36.54,
20260227,20260302,20260303,605398.SH,新炬网络,37,69.68,0.5394931282264485,软件服务,FULLY_READY,1,1,1,strong_open_tradable,32.6,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,0.0,101111355.0,101111355.0,93407.0,93407.0,,,,,,33.41,27.33,1.0,3.0,6.0,0.0,1.0,0.0,2.467849869306158,32.6,36.75,30.07,
20260227,20260302,20260303,002973.SZ,侨银股份,38,60.306667,0.01,环境保护,FULLY_READY,1,1,1,strong_open_tradable,15.59,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,0.0,86688195.0,86688195.0,130542.0,130542.0,,,,,,15.59,12.75,0.0,,,0.0,1.0,0.0,2.1867743929565253,15.59,17.15,14.03,
20260227,20260302,20260303,603217.SH,元利科技,39,57.346667,0.2518420922806225,化工原料,FULLY_READY,1,1,1,strong_open_tradable,27.8,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,0.0,89985032.0,89985032.0,141102.0,141102.0,,,,,,28.33,23.18,1.0,6.0,3.0,0.0,1.0,0.0,2.443877606137416,27.8,31.16,25.5,
20260227,20260302,20260303,600108.SH,亚盛集团,40,63.96,0.01,种植业,FULLY_READY,1,1,0,strong_dead_limit_up,,,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,1.0,46007139.0,46007139.0,101143.0,102643.0,,,,,,3.97,3.25,0.0,,,0.0,1.0,0.0,1.5991248630611294,4.37,4.37,3.57,0.0
20260227,20260302,20260303,600549.SH,厦门钨业,41,42.76,0.83,小金属,FULLY_READY,1,1,1,strong_open_tradable,74.0,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,0.0,218425002.0,218425002.0,132354.0,132354.0,,,,,,70.15,57.39,1.0,1.0,13.0,0.0,1.0,0.0,2.720608450840138,74.0,77.17,63.14,
20260227,20260302,20260303,603738.SH,泰晶科技,42,58.0,0.4322611773793213,元器件,FULLY_READY,1,1,1,strong_open_tradable,21.6,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,4.0,6231236.0,6231236.0,133834.0,143852.0,,,,,,21.78,17.82,1.0,4.0,3.0,0.0,1.0,0.0,1.4634255341372473,21.6,23.96,19.6,5.0
20260227,20260302,20260303,603353.SH,和顺石油,43,68.706667,0.01,石油贸易,FULLY_READY,1,1,1,strong_open_tradable,46.33,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,0.0,62699551.0,62699551.0,102218.0,102218.0,,,,,,42.13,34.47,0.0,,,0.0,1.0,0.0,2.135089565270931,46.33,46.34,37.92,3.0
20260227,20260302,20260303,600230.SH,沧州大化,44,57.426667,0.2454420922806225,化工原料,FULLY_READY,1,1,1,strong_open_tradable,24.26,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,0.0,73536556.0,73536556.0,142618.0,142618.0,,,,,,24.76,20.26,1.0,6.0,3.0,0.0,1.0,0.0,2.408438477199964,24.26,27.24,22.28,
20260227,20260302,20260303,000657.SZ,中钨高新,45,51.026667,0.8363999999999999,小金属,FULLY_READY,1,1,1,strong_open_tradable,71.0,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,0.0,87968700.0,87968700.0,133048.0,133048.0,,,,,,66.22,54.18,1.0,1.0,13.0,0.0,1.0,0.0,2.439533310062284,71.0,72.84,59.6,
20260227,20260302,20260303,002633.SZ,申科股份,46,69.826667,0.0573942950693908,机械基件,FULLY_READY,1,1,1,strong_open_tradable,18.95,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,0.0,41463760.0,41463760.0,95939.0,95939.0,,,,,,19.35,15.83,1.0,9.0,3.0,0.0,1.0,0.0,2.339335907890285,18.95,21.29,17.42,
20260227,20260302,20260303,688118.SH,普元信息,47,57.8,0.5458931282264484,软件服务,FULLY_READY,1,1,1,strong_open_tradable,35.3,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,0.0,85835627.0,85835627.0,93431.0,93431.0,,,,,,35.5,23.66,1.0,3.0,6.0,0.0,1.0,0.0,2.434937489204473,35.3,42.6,28.4,
20260227,20260302,20260303,002015.SZ,协鑫能科,48,43.453333,0.1115060031977598,新型电力,FULLY_READY,1,1,1,strong_open_tradable,13.81,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,0.0,109150335.0,109150335.0,111427.0,111427.0,,,,,,14.16,11.58,1.0,8.0,3.0,0.0,1.0,0.0,2.485170285419213,13.81,15.58,12.74,
20260227,20260302,20260303,003035.SZ,南网能源,49,49.72,0.1115060031977598,新型电力,FULLY_READY,1,1,1,strong_open_tradable,8.4,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,0.0,83700602.0,83700602.0,130415.0,130415.0,,,,,,8.22,6.72,1.0,8.0,3.0,0.0,1.0,0.0,2.430337462657352,8.4,9.04,7.4,
20260227,20260302,20260303,603257.SH,中国瑞林,50,43.666667,0.1800599148755985,建筑工程,FULLY_READY,1,1,1,strong_open_tradable,68.0,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23109150722,1,4e8e3a080c3611993ebf61550586894dc4c4040c,2026-03-15T11:10:23Z,U,0.0,122464170.0,122464170.0,141010.0,141010.0,,,,,,66.43,54.35,1.0,7.0,3.0,0.0,1.0,0.0,2.5138556612082503,68.0,73.07,59.79,9.0
