trade_date,exec_date,target_date,ts_code,name,rank,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,dataset_split,sample_weight,is_cold_start,feature_coverage_score,label_version,buy_window_start,buy_window_end,open_t1,up_limit_t1,down_limit_t1,open_times_t1,symbol,board,area,market,list_date,open,high,low,close,pct_chg,pre_close_est,returns_1d,high_low_range,candle_body,gap_open,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,amihud_illiquidity,volatility_5d,volatility_10d,volatility_20d,atr,downside_vol,max_drawdown_20d,tail_risk_score,total_mv,float_mv,pe_ttm,pb,north_money_market,south_money_market,hgt_market,sgt_market,market_regime,hot_boards_score,board_crowding_rank,is_hot_board,board_rank,board_limit_up_count,is_st_like,top_list_net_buy,top_net_rate,amount_rate,float_values,abnormal_volume,has_namechange_record,latest_change_reason,ret_2d,ret_5d,ret_10d,bid_ask_proxy,spread_proxy,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_limit_up,break_count_proxy,limit_up_strength,prior_prob_prior,prior_strength_score,prior_theme_boost,prior_board,open_times_t1__is_missing,prior_prob_prior__is_missing,prior_strength_score__is_missing,prior_theme_boost__is_missing
20260507,20260508,20260511,600673.SH,东阳光,1,PFILL_READY,1,0,1,strong_open_tradable,42.83,t1_open,raw_train_pool,1.75,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,42.83,47.11,38.55,,600673,综合类,广东,主板,19930917,42.83,42.83,42.83,42.83,9.9897,3.89728564019036,9.9897,0.0,0.0,9.9897,185880.3,796125.325,0.6193,1.3171,0.32,1.2547898787166454e-05,,,,,,,,12889924.3177,,,,392303.32,53667.58,173057.14,219246.18,,,,0.0,,,0.0,234594342.2,5.1,24.55,128556726013.41,24.55,0.0,,,,,,,U,0.0,674091519.0,674091519.0,92502.0,92502.0,,,,,,42.83,35.05,1.0,0.0,2.9965369469294867,0.7312188066713731,63.980198,0.0164,综合类,1,0,0,0
20260507,20260508,20260511,002929.SZ,润建股份,2,PFILL_READY,1,0,1,weak_intraday_break_without_minbar,78.23,t1_open_degrade_missing,raw_train_pool,1.25,1,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,78.23,78.23,64.01,1.0,2929,通信设备,广西,主板,20180301,70.0,71.12,68.7,71.12,10.0077,6.460931893129356,10.0077,0.374558970753656,0.1733496062992132,9.834350393700786,64225.43,453632.376,3.0304,4.6242,0.33,2.2061256051089265e-05,,,,,,,,2020398.8934,,,,392303.32,53667.58,173057.14,219246.18,,7.0,5.0,1.0,5.0,7.0,0.0,249499716.45,6.16,27.39,15072998342.64,27.39,0.0,,,,,,,U,0.0,294924469.0,294924469.0,93006.0,93006.0,,,,,,71.12,58.19,1.0,0.0,2.6859988542031488,0.5210497504251862,61.346535,0.3351513965909831,通信设备,0,0,0,0
20260507,20260508,20260511,002008.SZ,大族激光,3,PFILL_READY,1,0,1,strong_open_tradable,115.4,t1_open,raw_train_pool,1.75,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,115.4,123.65,101.17,,2008,专用机械,深圳,主板,20040625,102.07,112.41,102.07,112.41,10.001,10.218161985274069,10.001,1.0119236722711504,1.0119236722711504,8.989076327728847,413906.71,4529566.448,4.3263,5.3008,0.78,2.2079375840519736e-06,,,,,,,,11573771.9093,,,,392303.32,53667.58,173057.14,219246.18,,3.0,10.0,1.0,10.0,3.0,0.0,340955928.36,7.53,50.27,107545725010.62,50.27,0.0,,,,,,,U,0.0,234587642.0,234587642.0,103318.0,103318.0,,,,,,112.41,91.97,1.0,0.0,2.5968004654514387,0.5258200193142994,47.277228,0.0164,专用机械,1,0,0,0
20260507,20260508,20260511,603895.SH,天永智能,4,PFILL_READY,1,0,1,strong_open_tradable,31.91,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,31.91,34.88,28.54,,603895,专用机械,上海,主板,20180122,28.75,31.71,28.75,31.71,9.9896,2.885455339593798,9.9896,1.0258346263008518,1.0258346263008518,8.963765373699148,37468.0,114514.225,3.4667,7.8906,1.93,8.723457718899114e-05,,,,,,,,342721.68,,,,392303.32,53667.58,173057.14,219246.18,,3.0,10.0,1.0,10.0,3.0,0.0,,,,,,0.0,,,,,,,U,0.0,19156011.0,19156011.0,110018.0,110018.0,,,,,,31.71,25.95,1.0,0.0,2.2783191112471,0.4298686179846761,78.09901,0.01,专用机械,1,0,0,0
20260507,20260508,20260511,002990.SZ,盛视科技,5,PFILL_READY,1,0,1,strong_open_tradable,65.0,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,65.0,70.68,57.83,,2990,软件服务,深圳,主板,20200525,58.39,64.25,57.0,64.25,9.9983,5.841811916387078,9.9983,1.241053307392996,1.0031134319066146,8.995186568093384,110213.5,686039.546,7.9854,12.7054,0.59,1.4573941193763196e-05,,,,,,,,1682399.9867,,,,392303.32,53667.58,173057.14,219246.18,,4.0,9.0,1.0,9.0,4.0,0.0,-4454526.54,-0.16,32.1,8867692672.75,32.1,0.0,,,,,,,U,3.0,54689600.0,54689600.0,93912.0,94454.0,,,,,,64.25,52.57,1.0,0.0,1.5808498630774124,0.3984463246260988,66.039604,0.0637942950693908,软件服务,1,0,0,0
20260507,20260508,20260511,600207.SH,安彩高科,6,PFILL_READY,1,0,1,strong_open_tradable,6.3,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,6.3,6.85,5.61,,600207,电气设备,河南,主板,19990714,5.72,6.23,5.72,6.23,10.0707,0.5627467097834825,10.0707,0.9062691813804186,0.9062691813804186,9.164430818619582,282752.85,173482.774,2.5957,5.7041,1.29,5.8050143929563866e-05,,,,,,,,678641.7211,,,,392303.32,53667.58,173057.14,219246.18,,7.0,4.0,1.0,4.0,7.0,0.0,27981749.0,16.13,38.9,6786417211.42,38.9,0.0,,,,,,,U,1.0,94572116.0,94572116.0,93537.0,93704.0,,,,,,6.23,5.09,1.0,0.0,1.8898098108148744,0.3580720283106742,63.970297,0.4322611773793213,电气设备,1,0,0,0
20260507,20260508,20260511,002915.SZ,中欣氟材,7,PFILL_READY,1,0,1,strong_open_tradable,20.91,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,20.91,22.77,18.63,,2915,化工原料,浙江,主板,20171205,18.81,20.7,18.64,20.7,9.9894,1.883633319380494,9.9894,1.0936311111111103,1.0033800000000004,8.98602,104077.03,209412.041,3.6129,5.1794,0.94,4.770212807390574e-05,,,,,,,,694015.7931,,,,392303.32,53667.58,173057.14,219246.18,,8.0,3.0,1.0,3.0,8.0,0.0,,,,,,0.0,,,,,,,U,0.0,69519749.0,69519749.0,94830.0,94830.0,,,,,,20.7,16.94,1.0,0.0,2.3527738763462533,0.2522334764460378,76.455446,0.5394931282264485,化工原料,1,0,0,0
20260507,20260508,20260511,600707.SH,彩虹股份,8,PFILL_READY,1,0,1,strong_open_tradable,8.96,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,8.96,9.94,8.14,,600707,元器件,陕西,主板,19960520,8.42,9.04,8.41,9.04,9.9757,0.823637672312472,9.9757,0.7648994469026538,0.7527581858407071,9.222941814159292,1527635.22,1358456.777,4.258,11.7854,1.02,7.343406259881318e-06,,,,,,,,3243904.3177,,,,392303.32,53667.58,173057.14,219246.18,,17.0,1.0,1.0,1.0,17.0,0.0,,,,,,0.0,,,,,,,U,1.0,109368424.0,109368424.0,94917.0,103753.0,,,,,,9.04,7.4,1.0,0.0,1.91168379555514,0.2251119399308519,62.821782,0.83,元器件,1,0,0,0
20260507,20260508,20260511,002552.SZ,宝鼎科技,9,PFILL_READY,1,0,1,strong_open_tradable,26.19,t1_open,raw_train_pool,1.5,0,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,26.19,27.65,22.63,0.0,2552,元器件,浙江,主板,20110225,23.45,25.14,23.38,25.14,10.0219,2.2809134541231546,10.0219,0.7716206841686563,0.7409312251392209,9.28096877486078,126044.0,309733.806,3.4204,9.4131,0.83,3.235649388559156e-05,,,,,,,,975395.1221,,,,392303.32,53667.58,173057.14,219246.18,,17.0,1.0,1.0,1.0,17.0,0.0,,,,,,0.0,,,,,,,U,0.0,60610026.0,60610026.0,100536.0,100536.0,,,,,,25.14,20.57,1.0,0.0,2.339602269960256,0.2056285352977749,66.673267,0.83,元器件,0,0,0,0
20260507,20260508,20260511,603158.SH,腾龙股份,10,PFILL_READY,1,0,1,strong_open_tradable,15.77,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,15.77,16.98,13.9,,603158,汽车配件,江苏,主板,20150320,14.8,15.44,14.6,15.44,9.9715,1.4072825046711934,9.9715,0.5968950777202072,0.454777202072538,9.516722797927462,175900.38,267525.383,3.5842,5.7596,0.53,3.727309868013534e-05,,,,,,,,757749.1085,,,,392303.32,53667.58,173057.14,219246.18,,9.0,2.0,1.0,2.0,9.0,0.0,,,,,,0.0,,,,,,,U,0.0,62368336.0,62368336.0,93149.0,93149.0,,,,,,15.44,12.64,1.0,0.0,2.3422016512456856,0.1767684497754958,79.346535,0.6729057079444091,汽车配件,1,0,0,0
