trade_date,exec_date,target_date,entry_date,exit_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,eret_sample_eligible,eret_label_quality,entry_price_t1,entry_price_proxy_t1,entry_price_proxy_mode,exit_price_t2_close,close_t2,realized_ret_t1_to_t2,premium_ret_t1_to_t2,eret_truth_version,return_holding_mode,run_id,run_attempt,commit_sha,generated_at_utc,target_date_x,buy_window_start,buy_window_end,open_t1,high_t1,low_t1,close_t1,target_date_y,open_t2,high_t2,low_t2,vol_t2,amount_t2,pct_chg_t2
20260303,20260304,20260305,20260304,20260305,600938.SH,中国海油,1,0.8975951519761146,50.204819,0.8746272018253463,石油开采,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,44.5,44.5,open_t1,41.6,41.6,-0.06516853932584266,-0.06516853932584266,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22621917225,1,c7c5e7165c06b976d35d41f4d2e877c6e24c2116,2026-03-03T11:57:55Z,20260305,09:30:00,10:30:00,44.5,44.5,39.07,42.85,20260305,42.0,42.85,40.56,1687169.41,7047613.975,-2.9172
20260303,20260304,20260305,20260304,20260305,600722.SH,金牛化工,2,0.8843277123575962,85.722892,0.4401210427490234,化工原料,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,11.5,11.5,open_t1,12.3,12.3,0.06956521739130439,0.06956521739130439,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22621917225,1,c7c5e7165c06b976d35d41f4d2e877c6e24c2116,2026-03-03T11:57:55Z,20260305,09:30:00,10:30:00,11.5,12.49,11.46,11.98,20260305,11.1,13.17,11.1,1837862.02,2192727.384,2.6711
20260303,20260304,20260305,20260304,20260305,300164.SZ,通源石油,3,0.8592287600681673,39.120482,0.8746272018253463,石油开采,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,22.0,22.0,open_t1,22.41,22.41,0.018636363636363562,0.018636363636363562,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22621917225,1,c7c5e7165c06b976d35d41f4d2e877c6e24c2116,2026-03-03T11:57:55Z,20260305,09:30:00,10:30:00,22.0,25.8,17.77,24.56,20260305,22.0,25.96,21.22,2563787.31,5999689.541,-8.7541
20260303,20260304,20260305,20260304,20260305,601808.SH,中海油服,4,0.8497452848946923,48.831325,0.8746272018253463,石油开采,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,21.0,21.0,open_t1,19.8,19.8,-0.05714285714285716,-0.05714285714285716,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22621917225,1,c7c5e7165c06b976d35d41f4d2e877c6e24c2116,2026-03-03T11:57:55Z,20260305,09:30:00,10:30:00,21.0,21.85,18.38,20.68,20260305,19.83,21.52,18.7,1236058.41,2404909.871,-4.2553
20260303,20260304,20260305,20260304,20260305,002207.SZ,准油股份,5,0.8338550906609462,85.819277,0.8746272018253463,石油开采,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,14.18,14.18,open_t1,14.0,14.0,-0.012693935119887145,-0.012693935119887145,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22621917225,1,c7c5e7165c06b976d35d41f4d2e877c6e24c2116,2026-03-03T11:57:55Z,20260305,09:30:00,10:30:00,14.18,15.03,12.73,15.03,20260305,13.53,16.01,13.53,1085126.88,1556450.468,-6.853
20260303,20260304,20260305,20260304,20260305,603619.SH,中曼石油,6,0.827963747749649,73.289157,0.8746272018253463,石油开采,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,48.18,48.18,open_t1,43.69,43.69,-0.09319219593192196,-0.09319219593192196,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22621917225,1,c7c5e7165c06b976d35d41f4d2e877c6e24c2116,2026-03-03T11:57:55Z,20260305,09:30:00,10:30:00,48.18,48.18,40.77,47.05,20260305,45.35,47.88,42.38,867644.01,3857795.248,-7.1413
20260303,20260304,20260305,20260304,20260305,603318.SH,水发燃气,7,0.8189800306304791,84.686747,1.0,供气供热,FULLY_READY,1,1,1,weak_intraday_break_without_minbar,1,strong_close_t2_over_entry_proxy_t1,10.67,10.67,weak_daily_proxy,9.6,9.6,-0.10028116213683225,-0.10028116213683225,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22621917225,1,c7c5e7165c06b976d35d41f4d2e877c6e24c2116,2026-03-03T11:57:55Z,20260305,09:30:00,10:30:00,10.67,10.67,9.79,10.67,20260305,10.09,10.75,9.6,1523944.77,1522496.894,-10.0281
20260303,20260304,20260305,20260304,20260305,600968.SH,海油发展,8,0.7723542873378046,65.457831,0.8746272018253463,石油开采,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,5.73,5.73,open_t1,5.23,5.23,-0.0872600349040139,-0.0872600349040139,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22621917225,1,c7c5e7165c06b976d35d41f4d2e877c6e24c2116,2026-03-03T11:57:55Z,20260305,09:30:00,10:30:00,5.73,5.8,5.0,5.63,20260305,5.41,5.49,5.11,3253796.05,1713063.265,-7.1048
20260303,20260304,20260305,20260304,20260305,600339.SH,中油工程,9,0.7465842728614681,65.036145,0.8746272018253463,石油开采,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,5.45,5.45,open_t1,4.82,4.82,-0.11559633027522931,-0.11559633027522931,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22621917225,1,c7c5e7165c06b976d35d41f4d2e877c6e24c2116,2026-03-03T11:57:55Z,20260305,09:30:00,10:30:00,5.45,5.54,4.62,5.24,20260305,4.95,5.14,4.73,3375646.65,1645395.316,-8.0153
20260303,20260304,20260305,20260304,20260305,000407.SZ,胜利股份,10,0.7212243217426788,86.060241,1.0,供气供热,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,5.96,5.96,open_t1,5.41,5.41,-0.09228187919463082,-0.09228187919463082,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22621917225,1,c7c5e7165c06b976d35d41f4d2e877c6e24c2116,2026-03-03T11:57:55Z,20260305,09:30:00,10:30:00,5.96,6.19,5.41,5.63,20260305,5.52,5.62,5.25,1296770.77,701510.505,-3.9076
20260303,20260304,20260305,20260304,20260305,600367.SH,红星发展,11,0.7020013802375361,36.831325,0.4401210427490234,化工原料,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,24.28,24.28,open_t1,24.45,24.45,0.007001647446457815,0.007001647446457815,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22621917225,1,c7c5e7165c06b976d35d41f4d2e877c6e24c2116,2026-03-03T11:57:55Z,20260305,09:30:00,10:30:00,24.28,26.48,23.32,24.99,20260305,24.98,25.23,22.82,665495.38,1579999.799,-2.1609
20260303,20260304,20260305,20260304,20260305,300332.SZ,天壕能源,12,0.6994188059085861,41.60241,1.0,供气供热,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,7.78,7.78,open_t1,6.58,6.58,-0.1542416452442159,-0.1542416452442159,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22621917225,1,c7c5e7165c06b976d35d41f4d2e877c6e24c2116,2026-03-03T11:57:55Z,20260305,09:30:00,10:30:00,7.78,7.85,6.68,7.08,20260305,6.94,7.06,6.4,1667181.35,1104163.41,-7.0621
20260303,20260304,20260305,20260304,20260305,600028.SH,中国石化,13,0.6607122786890476,51.771084,0.2566570212508551,石油加工,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,8.1,8.1,open_t1,7.03,7.03,-0.13209876543209864,-0.13209876543209864,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22621917225,1,c7c5e7165c06b976d35d41f4d2e877c6e24c2116,2026-03-03T11:57:55Z,20260305,09:30:00,10:30:00,8.1,8.11,7.04,7.4,20260305,7.25,7.3,6.86,7647159.92,5376795.33,-5.0
20260303,20260304,20260305,20260304,20260305,600635.SH,大众公用,14,0.6453003805905135,47.0,1.0,供气供热,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,7.37,7.37,open_t1,6.99,6.99,-0.05156037991858886,-0.05156037991858886,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22621917225,1,c7c5e7165c06b976d35d41f4d2e877c6e24c2116,2026-03-03T11:57:55Z,20260305,09:30:00,10:30:00,7.37,7.38,6.45,6.93,20260305,6.88,7.35,6.55,3181080.09,2190986.181,0.8658
20260303,20260304,20260305,20260304,20260305,600871.SH,石化油服,15,0.6282973883051559,88.204819,0.8746272018253463,石油开采,FULLY_READY,1,1,1,weak_intraday_break_without_minbar,1,strong_close_t2_over_entry_proxy_t1,4.27,4.27,weak_daily_proxy,3.99,3.99,-0.06557377049180313,-0.06557377049180313,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22621917225,1,c7c5e7165c06b976d35d41f4d2e877c6e24c2116,2026-03-03T11:57:55Z,20260305,09:30:00,10:30:00,4.27,4.27,3.58,4.27,20260305,4.16,4.42,3.86,10355598.47,4185534.904,-6.5574
20260303,20260304,20260305,20260304,20260305,600714.SH,金瑞矿业,16,0.6136450902059285,66.253012,0.4401210427490234,化工原料,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,21.0,21.0,open_t1,23.79,23.79,0.13285714285714278,0.13285714285714278,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22621917225,1,c7c5e7165c06b976d35d41f4d2e877c6e24c2116,2026-03-03T11:57:55Z,20260305,09:30:00,10:30:00,21.0,23.84,19.57,22.81,20260305,22.2,24.58,20.65,580617.82,1308159.172,4.2964
20260303,20260304,20260305,20260304,20260305,002490.SZ,山东墨龙,17,0.5824966792696609,81.939759,0.08,化工机械,FULLY_READY,1,1,1,weak_intraday_break_without_minbar,1,strong_close_t2_over_entry_proxy_t1,11.72,11.72,weak_daily_proxy,12.7,12.7,0.08361774744027284,0.08361774744027284,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,22621917225,1,c7c5e7165c06b976d35d41f4d2e877c6e24c2116,2026-03-03T11:57:55Z,20260305,09:30:00,10:30:00,11.72,11.72,11.26,11.72,20260305,11.89,12.89,11.89,1116229.77,1409146.808,8.3618
