trade_date,exec_date,target_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,label_version,buy_window_start,buy_window_end,run_id,run_attempt,commit_sha,generated_at_utc,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength,open_t1,high_t1,low_t1,close_t1,vol_t1,amount_t1,pct_chg_t1,up_limit_t1,down_limit_t1,limit_type_t1,open_times_t1,seal_amount_t1
20260317,20260318,nan,000020.SZ,深华发Ａ,1,0.8858178230227564,74.263158,0.83,元器件,PFILL_READY,1,0,0,strong_dead_limit_up,,,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23243947069,1,54a01fec0734118b9e4daa6868d76c8e46e596d5,2026-03-18T12:09:00Z,U,0.0,371406321.0,371406321.0,92500.0,92500.0,,,,,,17.53,14.35,1.0,4.0,2.0,0.0,1.0,0.0,3.25,19.28,19.28,19.28,19.28,28920.8,55759.302,9.9829,19.28,15.78,U,0.0,531035209.0
20260317,20260318,nan,000539.SZ,粤电力Ａ,2,0.5031460660280364,73.508772,0.328751396590983,火力发电,PFILL_READY,1,0,0,strong_dead_limit_up,,,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23243947069,1,54a01fec0734118b9e4daa6868d76c8e46e596d5,2026-03-18T12:09:00Z,,,,,,,,,,,,5.62,4.6,,,,,0.0,0.0,2.0,5.61,5.61,5.61,5.61,262269.07,147132.948,10.0,5.61,4.59,U,0.0,121819915.0
20260317,20260318,nan,605286.SH,同力天启,3,0.442208708637391,73.175439,0.01,运输设备,PFILL_READY,1,0,1,strong_open_tradable,47.18,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23243947069,1,54a01fec0734118b9e4daa6868d76c8e46e596d5,2026-03-18T12:09:00Z,,,,,,,,,,,,52.67,43.09,,,,,0.0,0.0,2.0,47.18,51.4,46.71,51.4,35584.0,178336.821,9.9936,51.4,42.06,U,0.0,150422100.0
20260317,20260318,nan,000601.SZ,韶能股份,4,0.4220902693657194,73.175439,0.01,水力发电,PFILL_READY,1,0,0,strong_dead_limit_up,,,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23243947069,1,54a01fec0734118b9e4daa6868d76c8e46e596d5,2026-03-18T12:09:00Z,,,,,,,,,,,,6.93,5.67,,,,,0.0,0.0,2.0,6.73,6.73,6.73,6.73,312919.1,210594.554,9.9673,6.73,5.51,U,0.0,351132298.0
20260317,20260318,nan,600666.SH,奥瑞德,5,0.3570847345224825,58.666667,0.83,元器件,PFILL_READY,1,0,1,strong_open_tradable,4.11,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23243947069,1,54a01fec0734118b9e4daa6868d76c8e46e596d5,2026-03-18T12:09:00Z,,,,,,,,,,,,4.65,3.81,,,,,0.0,0.0,2.0,4.11,4.44,4.1,4.44,2416748.2,1062721.417,9.901,4.44,3.64,U,3.0,123694137.0
20260317,20260318,nan,603489.SH,八方股份,6,0.2938184022697966,78.22807,0.6729057079444091,电气设备,PFILL_READY,1,0,1,strong_open_tradable,33.51,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23243947069,1,54a01fec0734118b9e4daa6868d76c8e46e596d5,2026-03-18T12:09:00Z,,,,,,,,,,,,37.98,31.08,,,,,0.0,0.0,2.0,33.51,36.67,33.44,36.67,75463.18,271071.68,9.988,36.67,30.01,U,1.0,70678344.0
20260317,20260318,nan,600513.SH,联环药业,7,0.3674794245062942,67.807018,0.0573942950693908,化学制药,PFILL_READY,1,0,1,strong_open_tradable,20.47,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23243947069,1,54a01fec0734118b9e4daa6868d76c8e46e596d5,2026-03-18T12:09:00Z,,,,,,,,,,,,23.46,19.2,,,,,0.0,0.0,2.0,20.47,22.48,20.25,22.48,152596.51,329372.944,9.9804,22.48,18.4,U,0.0,117302865.0
20260317,20260318,nan,002913.SZ,奥士康,8,0.2610916790943833,61.947368,0.83,元器件,PFILL_READY,1,0,1,strong_open_tradable,47.14,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23243947069,1,54a01fec0734118b9e4daa6868d76c8e46e596d5,2026-03-18T12:09:00Z,,,,,,,,,,,,54.01,44.19,,,,,0.0,0.0,2.0,47.14,50.92,46.5,50.92,83987.67,412221.372,10.0022,50.92,41.66,U,0.0,138463344.0
20260317,20260318,nan,600307.SH,酒钢宏兴,9,0.3097473356221036,53.508772,0.0164,普钢,PFILL_READY,1,0,1,strong_open_tradable,2.27,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23243947069,1,54a01fec0734118b9e4daa6868d76c8e46e596d5,2026-03-18T12:09:00Z,U,0.0,185389399.0,185389399.0,93306.0,93306.0,,,,,,2.2,1.8,1.0,8.0,2.0,0.0,1.0,0.0,2.749155206892669,2.27,2.42,2.21,2.42,5951029.45,1403473.099,10.0,2.42,1.98,U,2.0,70799469.0
20260317,20260318,nan,000048.SZ,京基智农,10,0.2767774125632621,62.157895,0.01,农业综合,PFILL_READY,1,0,1,strong_open_tradable,19.5,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23243947069,1,54a01fec0734118b9e4daa6868d76c8e46e596d5,2026-03-18T12:09:00Z,,,,,,,,,,,,22.18,18.14,,,,,0.0,0.0,2.0,19.5,21.3,19.5,21.3,141415.29,292425.469,10.0207,21.3,17.42,U,0.0,158411997.0
20260317,20260318,nan,603316.SH,诚邦股份,11,0.2104744594259929,69.263158,0.01,建筑工程,PFILL_READY,1,0,1,strong_open_tradable,15.2,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23243947069,1,54a01fec0734118b9e4daa6868d76c8e46e596d5,2026-03-18T12:09:00Z,,,,,,,,,,,,17.57,14.37,,,,,0.0,0.0,2.0,15.2,16.39,15.0,16.39,191608.3,306905.812,10.0,16.39,13.41,U,1.0,53110156.0
20260317,20260318,nan,603052.SH,可川科技,12,0.119256012576465,60.842105,0.8363999999999999,元器件,PFILL_READY,1,0,1,strong_open_tradable,55.5,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23243947069,1,54a01fec0734118b9e4daa6868d76c8e46e596d5,2026-03-18T12:09:00Z,,,,,,,,,,,,70.54,57.72,,,,,0.0,0.0,2.0,55.5,63.49,54.04,63.49,174951.24,1056625.009,9.9965,63.49,51.95,U,2.0,26896713.0
20260317,20260318,nan,605058.SH,澳弘电子,13,0.1122018495093285,61.77193,0.83,元器件,PFILL_READY,1,0,1,strong_open_tradable,32.16,open_t1,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23243947069,1,54a01fec0734118b9e4daa6868d76c8e46e596d5,2026-03-18T12:09:00Z,,,,,,,,,,,,37.65,30.81,,,,,0.0,0.0,2.0,32.16,35.49,32.16,35.49,103041.14,359213.46,10.0124,35.49,29.03,U,2.0,48337380.0
