trade_date,exec_date,target_date,entry_date,exit_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,eret_sample_eligible,eret_label_quality,entry_price_t1,entry_price_t_opening_auction,entry_price_proxy_t1,entry_price_proxy_mode,take_profit_price_tplus1,stop_loss_price_tplus1,latest_exit_time,exit_policy_version,exit_price_tplus1_timed,exit_price_tplus1_open,exit_price_source,exit_on_time,exit_reason,exit_price_t2_close,close_t2,realized_ret_open_to_tplus1_open_0930,realized_ret_t1_to_t2,premium_ret_t1_to_t2,eret_truth_version,return_holding_mode,execution_contract,run_id,run_attempt,commit_sha,generated_at_utc,buy_window_start,buy_window_end,open_t1,high_t1,low_t1,close_t1,market_target_date,open_t2,high_t2,low_t2,pre_close_t2,vol_t2,amount_t2,pct_chg_t2,auction_price_t2,auction_amount_t2,down_limit_t2
20260828,20260831,20260901,20260831,20260901,002084.SZ,海鸥住工,1,0.3395846035760307,57.461538,0.0589530015988799,家居用品,FULLY_READY,1,1,0,strong_opening_auction_limit_up_unconfirmed,0,not_filled_no_trade,,,,,,,09:30,tplus1_open_0930_v1,,7.02,,0,missing_entry_reference,7.02,7.02,,,,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,33212765618,1,bc2daffea2e95e8d7fff3eb9854689e464f86f87,2026-08-28T21:30:58Z,09:20:00,09:24:50,6.38,6.38,6.38,6.38,20260901,7.02,7.02,7.02,6.38,890109.68,624856.99536,10.0313,7.02,107618109.3,5.74
20260828,20260831,20260901,20260831,20260901,002918.SZ,蒙娜丽莎,2,0.3009587461226318,61.307692,0.0557530015988799,家居用品,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,12.1,12.1,12.1,t_opening_auction,,,09:30,tplus1_open_0930_v1,11.39,11.39,tplus1_open_0930,1,fixed_open_0930,11.71,11.71,-0.058677685950413117,-0.058677685950413117,-0.03223140495867749,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,33212765618,1,bc2daffea2e95e8d7fff3eb9854689e464f86f87,2026-08-28T21:30:58Z,09:20:00,09:24:50,12.1,12.46,11.33,11.5,20260901,11.39,12.0,11.18,11.5,466152.32,541567.62346,1.8261,11.39,22028260.0,10.35
20260828,20260831,20260901,20260831,20260901,002742.SZ,冀衡医药,3,0.2951400079520335,49.653846,0.0082,化学制药,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,5.62,5.62,5.62,t_opening_auction,,,09:30,tplus1_open_0930_v1,5.06,5.06,tplus1_open_0930,1,fixed_open_0930,5.59,5.59,-0.09964412811387913,-0.09964412811387913,-0.005338078291814985,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,33212765618,1,bc2daffea2e95e8d7fff3eb9854689e464f86f87,2026-08-28T21:30:58Z,09:20:00,09:24:50,5.62,5.73,5.62,5.62,20260901,5.06,6.08,5.06,5.62,1918768.28,1008318.83609,-0.5338,5.06,16153038.0,5.06
20260828,20260831,20260901,20260831,20260901,600479.SH,千金药业,4,0.2558704825904213,50.987179,0.1227210461403112,中药Ⅱ,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,12.8,12.8,12.8,t_opening_auction,,,09:30,tplus1_open_0930_v1,12.04,12.04,tplus1_open_0930,1,fixed_open_0930,13.37,13.37,-0.05937500000000018,-0.05937500000000018,0.04453124999999991,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,33212765618,1,bc2daffea2e95e8d7fff3eb9854689e464f86f87,2026-08-28T21:30:58Z,09:20:00,09:24:50,12.8,13.4,12.0,12.15,20260901,12.04,13.37,11.58,12.15,1089107.45,1345867.661,10.0412,12.04,22267980.0,10.94
20260828,20260831,20260901,20260831,20260901,002229.SZ,鸿博股份,5,0.2555067856654127,66.923077,0.1643756982954915,IT服务Ⅱ,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,11.65,11.65,11.65,t_opening_auction,,,09:30,tplus1_open_0930_v1,12.19,12.19,tplus1_open_0930,1,fixed_open_0930,12.15,12.15,0.04635193133047211,0.04635193133047211,0.04291845493562252,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,33212765618,1,bc2daffea2e95e8d7fff3eb9854689e464f86f87,2026-08-28T21:30:58Z,09:20:00,09:24:50,11.65,12.29,11.6,12.19,20260901,12.19,12.37,12.02,12.19,594149.9,724697.15391,-0.3281,12.19,5908493.0,10.97
20260828,20260831,20260901,20260831,20260901,002437.SZ,誉衡药业,6,0.2500354692578658,43.153846,0.0082,化学制药,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,4.63,4.63,4.63,t_opening_auction,,,09:30,tplus1_open_0930_v1,4.12,4.12,tplus1_open_0930,1,fixed_open_0930,4.35,4.35,-0.11015118790496758,-0.11015118790496758,-0.06047516198704117,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,33212765618,1,bc2daffea2e95e8d7fff3eb9854689e464f86f87,2026-08-28T21:30:58Z,09:20:00,09:24:50,4.63,4.66,4.37,4.37,20260901,4.12,4.58,4.1,4.37,6270522.55,2738945.17145,-0.4577,4.12,38003765.8,3.93
20260828,20260831,20260901,20260831,20260901,002855.SZ,捷荣技术,7,0.2431974064102182,45.615385,0.005,消费电子,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,15.0,15.0,15.0,t_opening_auction,,,09:30,tplus1_open_0930_v1,17.4,17.4,tplus1_open_0930,1,fixed_open_0930,17.71,17.71,0.15999999999999992,0.15999999999999992,0.18066666666666675,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,33212765618,1,bc2daffea2e95e8d7fff3eb9854689e464f86f87,2026-08-28T21:30:58Z,09:20:00,09:24:50,15.0,16.1,14.97,16.1,20260901,17.4,17.71,17.3,16.1,246498.0,434550.201,10.0,17.4,43432140.0,14.49
20260828,20260831,20260901,20260831,20260901,600929.SH,雪天盐业,8,0.2395804766704249,48.230769,0.1736599148755986,化学原料,FULLY_READY,1,1,0,weak_missing_opening_auction_truth,0,not_filled_no_trade,,,,,,,09:30,tplus1_open_0930_v1,,,,0,missing_entry_reference,,,,,,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,33212765618,1,bc2daffea2e95e8d7fff3eb9854689e464f86f87,2026-08-28T21:30:58Z,09:20:00,09:24:50,,,,,,,,,,,,,,,
20260828,20260831,20260901,20260831,20260901,002165.SZ,红 宝 丽,9,0.239378151534816,59.179487,0.415,化学制品,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,9.03,9.03,9.03,t_opening_auction,,,09:30,tplus1_open_0930_v1,8.71,8.71,tplus1_open_0930,1,fixed_open_0930,9.11,9.11,-0.03543743078626782,-0.03543743078626782,0.008859357696566983,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,33212765618,1,bc2daffea2e95e8d7fff3eb9854689e464f86f87,2026-08-28T21:30:58Z,09:20:00,09:24:50,9.03,9.05,8.44,8.59,20260901,8.71,9.4,8.5,8.59,2315169.97,2036237.05649,6.0536,8.71,46602855.0,7.73
20260828,20260831,20260901,20260831,20260901,600815.SH,厦工股份,10,0.2361120839722582,73.076923,0.0164,工程机械,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,4.31,4.31,4.31,t_opening_auction,,,09:30,tplus1_open_0930_v1,4.51,4.51,tplus1_open_0930,1,fixed_open_0930,4.57,4.57,0.04640371229698381,0.04640371229698381,0.060324825986079134,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,33212765618,1,bc2daffea2e95e8d7fff3eb9854689e464f86f87,2026-08-28T21:30:58Z,09:20:00,09:24:50,4.31,4.8,4.24,4.55,20260901,4.51,4.67,4.47,4.55,947325.8,433222.489,0.4396,4.51,3327478.0,4.1
20260828,20260831,20260901,20260831,20260901,002354.SZ,天娱数科,11,0.2298452309862593,49.833333,0.005,广告营销,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,7.78,7.78,7.78,t_opening_auction,,,09:30,tplus1_open_0930_v1,8.15,8.15,tplus1_open_0930,1,fixed_open_0930,8.36,8.36,0.04755784061696655,0.04755784061696655,0.07455012853470411,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,33212765618,1,bc2daffea2e95e8d7fff3eb9854689e464f86f87,2026-08-28T21:30:58Z,09:20:00,09:24:50,7.78,8.25,7.42,8.03,20260901,8.15,8.8,7.86,8.03,5669484.11,4687609.60369,4.1096,8.15,76296225.0,7.23
