trade_date,exec_date,target_date,entry_date,exit_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,eret_sample_eligible,eret_label_quality,entry_price_t1,entry_price_t_opening_auction,entry_price_proxy_t1,entry_price_proxy_mode,take_profit_price_tplus1,stop_loss_price_tplus1,latest_exit_time,exit_policy_version,exit_price_tplus1_timed,exit_price_tplus1_open,exit_price_source,exit_on_time,exit_reason,exit_price_t2_close,close_t2,realized_ret_open_to_tplus1_open_0930,realized_ret_t1_to_t2,premium_ret_t1_to_t2,eret_truth_version,return_holding_mode,execution_contract,run_id,run_attempt,commit_sha,generated_at_utc,buy_window_start,buy_window_end,open_t1,high_t1,low_t1,close_t1,market_target_date,open_t2,high_t2,low_t2,vol_t2,amount_t2,pct_chg_t2,auction_price_t2,auction_amount_t2,down_limit_t2
20260624,20260625,20260626,20260625,20260626,603989.SH,艾华集团,1,0.750914328944319,64.989796,0.83,元器件,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,53.01,53.01,53.01,t_opening_auction,,,09:30,tplus1_open_0930_v1,53.84,53.84,tplus1_open_0930,1,fixed_open_0930,56.0,56.0,0.01565742312771179,0.01565742312771179,0.05640445199019051,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,09:20:00,09:24:50,53.01,53.75,51.96,53.75,20260626,53.84,58.0,53.84,376125.4,2116731.748,4.186,53.84,69895088.0,48.38
20260624,20260625,20260626,20260625,20260626,605277.SH,新亚电子,2,0.7450347048576902,63.928571,0.83,元器件,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,19.3,19.3,19.3,t_opening_auction,,,09:30,tplus1_open_0930_v1,18.96,18.96,tplus1_open_0930,1,fixed_open_0930,19.8,19.8,-0.01761658031088087,-0.01761658031088087,0.02590673575129543,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,09:20:00,09:24:50,19.3,19.67,18.73,18.96,20260626,18.96,20.6,18.2,392386.5,763160.288,4.4304,18.96,3595195.0,17.06
20260624,20260625,20260626,20260625,20260626,603678.SH,火炬电子,3,0.7230462815965084,59.520408,0.83,元器件,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,72.33,72.33,72.33,t_opening_auction,,,09:30,tplus1_open_0930_v1,74.6,74.6,tplus1_open_0930,1,fixed_open_0930,79.49,79.49,0.03138393474353651,0.03138393474353651,0.09899073690031801,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,09:20:00,09:24:50,72.33,75.13,71.98,75.13,20260626,74.6,81.01,73.63,576974.18,4547993.593,5.8033,74.6,68311220.0,67.62
20260624,20260625,20260626,20260625,20260626,603297.SH,永新光学,4,0.6814675575196468,76.467347,0.415,元器件,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,136.88,136.88,136.88,t_opening_auction,,,09:30,tplus1_open_0930_v1,130.76,130.76,tplus1_open_0930,1,fixed_open_0930,137.76,137.76,-0.04471069549970785,-0.04471069549970785,0.006428988895382792,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,09:20:00,09:24:50,136.88,136.88,129.63,131.3,20260626,130.76,139.8,129.63,39677.49,539563.582,4.92,130.76,3399760.0,118.17
20260624,20260625,20260626,20260625,20260626,002584.SZ,西陇科学,5,0.6915692338957374,76.369388,0.2729465641132242,化工原料,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,11.75,11.75,11.75,t_opening_auction,,,09:30,tplus1_open_0930_v1,9.92,9.92,tplus1_open_0930,1,fixed_open_0930,9.62,9.62,-0.15574468085106385,-0.15574468085106385,-0.1812765957446809,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,09:20:00,09:24:50,11.75,11.75,9.92,10.27,20260626,9.92,10.33,9.5,1425151.96,1406599.17208,-6.3291,9.92,44315616.0,9.24
20260624,20260625,20260626,20260625,20260626,603386.SH,骏亚科技,6,0.6976111267187506,66.777551,0.415,元器件,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,20.76,20.76,20.76,t_opening_auction,,,09:30,tplus1_open_0930_v1,19.7,19.7,tplus1_open_0930,1,fixed_open_0930,20.78,20.78,-0.05105973025048183,-0.05105973025048183,0.0009633911368014392,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,09:20:00,09:24:50,20.76,20.76,18.9,20.1,20260626,19.7,22.11,19.45,419754.86,888022.861,3.3831,19.7,7929250.0,18.09
20260624,20260625,20260626,20260625,20260626,603948.SH,建业股份,7,0.6942436056974057,66.928571,0.5394931282264485,化工原料,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,27.33,27.33,27.33,t_opening_auction,,,09:30,tplus1_open_0930_v1,25.74,25.74,tplus1_open_0930,1,fixed_open_0930,24.05,24.05,-0.05817782656421511,-0.05817782656421511,-0.12001463593121109,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,09:20:00,09:24:50,27.33,28.24,25.8,25.88,20260626,25.74,25.88,24.0,52897.5,131350.759,-7.0711,25.74,7444008.0,23.29
20260624,20260625,20260626,20260625,20260626,605598.SH,上海港湾,8,0.691726492912405,73.397959,0.328751396590983,建筑工程,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,40.51,40.51,40.51,t_opening_auction,,,09:30,tplus1_open_0930_v1,39.46,39.46,tplus1_open_0930,1,fixed_open_0930,39.66,39.66,-0.025919526042952334,-0.025919526042952334,-0.020982473463342366,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,09:20:00,09:24:50,40.51,42.27,39.0,39.34,20260626,39.46,41.8,37.59,157160.8,622549.503,0.8134,39.46,8180058.0,35.41
20260624,20260625,20260626,20260625,20260626,601133.SH,柏诚股份,9,0.6569268767892283,74.148979,0.1643756982954915,建筑工程,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,33.95,33.95,33.95,t_opening_auction,,,09:30,tplus1_open_0930_v1,34.77,34.77,tplus1_open_0930,1,fixed_open_0930,38.28,38.28,0.024153166421207573,0.024153166421207573,0.12754050073637702,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,09:20:00,09:24:50,33.95,35.13,33.1,34.8,20260626,34.77,38.28,34.35,370441.89,1387134.57,10.0,34.77,14860698.0,31.32
20260624,20260625,20260626,20260625,20260626,603317.SH,天味食品,10,0.6475314558191471,79.659184,0.005,食品,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,14.61,14.61,14.61,t_opening_auction,,,09:30,tplus1_open_0930_v1,13.25,13.25,tplus1_open_0930,1,fixed_open_0930,13.15,13.15,-0.09308692676249142,-0.09308692676249142,-0.09993155373032159,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,09:20:00,09:24:50,14.61,14.7,13.28,13.29,20260626,13.25,14.12,13.14,263397.56,353859.755,-1.0534,13.25,5509350.0,11.96
20260624,20260625,20260626,20260625,20260626,002303.SZ,美盈森,11,0.6572953158383372,76.034694,0.005,造纸,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,3.99,3.99,3.99,t_opening_auction,,,09:30,tplus1_open_0930_v1,4.2,4.2,tplus1_open_0930,1,fixed_open_0930,4.13,4.13,0.05263157894736836,0.05263157894736836,0.0350877192982455,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,09:20:00,09:24:50,3.99,4.25,3.91,4.25,20260626,4.2,4.56,4.03,1789317.77,754924.56533,-2.8235,4.2,15778480.2,3.83
20260624,20260625,20260626,20260625,20260626,002427.SZ,尤夫股份,12,0.6490242880047002,78.695918,0.005,化纤,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,4.62,4.62,4.62,t_opening_auction,,,09:30,tplus1_open_0930_v1,4.64,4.64,tplus1_open_0930,1,fixed_open_0930,4.88,4.88,0.0043290043290042934,0.0043290043290042934,0.05627705627705626,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,09:20:00,09:24:50,4.62,4.78,4.5,4.66,20260626,4.64,5.07,4.61,568318.78,275508.11325,4.721,4.64,1597552.0,4.19
20260624,20260625,20260626,20260625,20260626,605151.SH,西上海,13,0.6690889461052975,75.683673,0.1736599148755986,汽车配件,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,21.21,21.21,21.21,t_opening_auction,,,09:30,tplus1_open_0930_v1,19.03,19.03,tplus1_open_0930,1,fixed_open_0930,18.49,18.49,-0.10278170674210274,-0.10278170674210274,-0.1282413955681283,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,09:20:00,09:24:50,21.21,21.32,19.22,19.23,20260626,19.03,19.43,18.14,51097.06,94496.45,-3.8482,19.03,1558557.0,17.31
20260624,20260625,20260626,20260625,20260626,002025.SZ,航天电器,14,0.6511531541465918,60.655102,0.415,元器件,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,69.8,69.8,69.8,t_opening_auction,,,09:30,tplus1_open_0930_v1,73.73,73.73,tplus1_open_0930,1,fixed_open_0930,72.46,72.46,0.05630372492836688,0.05630372492836688,0.03810888252148992,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,09:20:00,09:24:50,69.8,73.27,69.41,73.27,20260626,73.73,74.0,69.86,321246.48,2313090.1488,-1.1055,73.73,47165081.0,65.94
20260624,20260625,20260626,20260625,20260626,002876.SZ,三利谱,15,0.6617475822654861,55.879592,0.415,元器件,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,35.0,35.0,35.0,t_opening_auction,,,09:30,tplus1_open_0930_v1,34.53,34.53,tplus1_open_0930,1,fixed_open_0930,34.02,34.02,-0.013428571428571345,-0.013428571428571345,-0.027999999999999914,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,09:20:00,09:24:50,35.0,35.54,34.12,34.94,20260626,34.53,35.34,33.7,148904.34,510330.99647,-2.6331,34.53,3425376.0,31.45
20260624,20260625,20260626,20260625,20260626,600596.SH,新安股份,17,0.6400924834419556,65.806122,0.2697465641132242,化工原料,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,17.3,17.3,17.3,t_opening_auction,,,09:30,tplus1_open_0930_v1,17.31,17.31,tplus1_open_0930,1,fixed_open_0930,17.8,17.8,0.0005780346820807303,0.0005780346820807303,0.028901734104046284,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,09:20:00,09:24:50,17.3,17.84,16.9,17.15,20260626,17.31,18.39,16.78,1307716.7,2301107.452,3.7901,17.31,11698098.0,15.44
20260624,20260625,20260626,20260625,20260626,605020.SH,永和股份,18,0.6522230145287115,60.102041,0.5394931282264485,化工原料,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,39.86,39.86,39.86,t_opening_auction,,,09:30,tplus1_open_0930_v1,38.5,38.5,tplus1_open_0930,1,fixed_open_0930,41.22,41.22,-0.03411941796286999,-0.03411941796286999,0.0341194179628701,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,09:20:00,09:24:50,39.86,41.13,38.3,38.88,20260626,38.5,42.0,38.35,471785.2,1926380.882,6.0185,38.5,13105400.0,34.99
20260624,20260625,20260626,20260625,20260626,002897.SZ,意华股份,19,0.6494215282937426,51.977551,0.415,元器件,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,93.0,93.0,93.0,t_opening_auction,,,09:30,tplus1_open_0930_v1,90.0,90.0,tplus1_open_0930,1,fixed_open_0930,84.5,84.5,-0.032258064516129004,-0.032258064516129004,-0.09139784946236562,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,09:20:00,09:24:50,93.0,94.48,89.6,91.65,20260626,90.0,91.0,83.4,158395.63,1368893.28084,-7.8014,90.0,8172000.0,82.49
20260624,20260625,20260626,20260625,20260626,600703.SH,三安光电,20,0.6376595419690652,58.97347,0.3396528539722045,半导体,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_tplus1_open_0930_fixed_open_0930,22.35,22.35,22.35,t_opening_auction,,,09:30,tplus1_open_0930_v1,21.55,21.55,tplus1_open_0930,1,fixed_open_0930,21.73,21.73,-0.03579418344519014,-0.03579418344519014,-0.02774049217002239,eret_truth_v5_tplus1_open0930,manual_buy_t_0925_auction_to_tplus1_open0930_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_open0930_exit,28104350052,1,85c324cb87737efed43d2fa9bd4231691dd64355,2026-06-24T14:05:19Z,09:20:00,09:24:50,22.35,22.88,21.09,21.67,20260626,21.55,23.18,21.41,5432212.3,12074001.662,0.2769,21.55,114422289.0,19.5
