trade_date,exec_date,target_date,ts_code,name,rank,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,dataset_split,sample_weight,is_cold_start,feature_coverage_score,label_version,buy_window_start,buy_window_end,open_t1,up_limit_t1,down_limit_t1,open_times_t1,symbol,board,area,market,list_date,open,high,low,close,pct_chg,pre_close_est,returns_1d,high_low_range,candle_body,gap_open,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,amihud_illiquidity,volatility_5d,volatility_10d,volatility_20d,atr,downside_vol,max_drawdown_20d,tail_risk_score,total_mv,float_mv,pe_ttm,pb,north_money_market,south_money_market,hgt_market,sgt_market,market_regime,hot_boards_score,board_crowding_rank,is_hot_board,board_rank,board_limit_up_count,is_st_like,top_list_net_buy,top_net_rate,amount_rate,float_values,abnormal_volume,has_namechange_record,latest_change_reason,ret_2d,ret_5d,ret_10d,bid_ask_proxy,spread_proxy,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_limit_up,break_count_proxy,limit_up_strength,prior_prob_prior,prior_strength_score,prior_theme_boost,prior_board,open_times_t1__is_missing,prior_prob_prior__is_missing,prior_strength_score__is_missing,prior_theme_boost__is_missing
20260512,20260513,20260514,603052.SH,可川科技,1,PFILL_READY,1,0,0,strong_dead_limit_up,,,raw_train_pool,1.75,0,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,104.89,104.89,85.82,0.0,603052,元器件,江苏,主板,20221011,95.35,95.35,95.35,95.35,10.0023,8.66636975905038,10.0023,0.0,0.0,10.0023,17476.1,166634.614,0.9301,2.8143,0.19,6.002534383402479e-05,,,,,,,,1791600.5839,,,,405543.48,53807.88,190836.94,214706.54,,3.0,4.0,1.0,4.0,3.0,0.0,,,,,,0.0,,,,,,,U,0.0,257053111.0,257053111.0,92501.0,92501.0,,,,,,95.35,78.01,1.0,0.0,2.76324929891753,0.9096453726667828,69.105263,0.4258611773793213,元器件,0,0,0,0
20260512,20260513,20260514,001259.SZ,利仁科技,2,PFILL_READY,1,0,0,strong_dead_limit_up,,,raw_train_pool,1.75,0,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,50.0,50.0,40.91,0.0,1259,家用电器,北京,主板,20220831,45.45,45.45,45.45,45.45,9.9952,4.133621944121071,9.9952,0.0,0.0,9.9952,5155.0,23429.475,1.0842,2.1382,0.2,0.0004266079372243,,,,,,,,334461.496,,,,405543.48,53807.88,190836.94,214706.54,,,,0.0,,,0.0,24243944.0,19.31,80.41,2160897479.55,80.41,0.0,,,,,,,U,0.0,76846860.0,76846860.0,92500.0,92500.0,,,,,,45.45,37.19,1.0,0.0,2.15343754006935,0.70409611367334,81.210526,0.0164,家用电器,0,0,0,0
20260512,20260513,20260514,600869.SH,远东股份,3,PFILL_READY,1,0,1,strong_open_tradable,23.01,t1_open,raw_train_pool,1.75,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23.01,25.19,20.61,,600869,电气设备,青海,主板,19950206,21.46,22.9,21.31,22.9,9.9904,2.0836366283301797,9.9904,0.7630889082969431,0.6910993886462871,9.299300611353711,671836.93,1501734.151,3.0272,5.7872,0.66,6.652575619557844e-06,,,,,,,,5082317.7883,,,,405543.48,53807.88,190836.94,214706.54,,10.0,1.0,1.0,1.0,10.0,0.0,387044063.27,9.62,31.91,50823177883.4,31.91,0.0,,,,,,,U,1.0,167079842.0,167079842.0,93857.0,93954.0,,,,,,22.9,18.74,1.0,0.0,2.08360269959834,0.5784212925771317,61.070175,0.8363999999999999,电气设备,1,0,0,0
20260512,20260513,20260514,300449.SZ,汉邦高科,4,PFILL_READY,1,0,1,strong_open_tradable,11.4,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,11.4,13.76,9.18,,300449,IT设备,北京,创业板,20150422,11.47,11.47,11.47,11.47,19.9791,0.5467346072996458,19.9791,0.0,0.0,19.9791,97325.31,111632.131,2.5211,3.279,0.86,0.000178972665137,,,,,,,,442783.2794,,,,405543.48,53807.88,190836.94,214706.54,,1.0,10.0,1.0,10.0,1.0,0.0,46844049.0,24.31,53.03,4427832793.83,53.03,0.0,,,,,,,U,0.0,270630853.0,270630853.0,92500.0,92500.0,,,,,,11.47,7.65,1.0,0.0,2.7903595195846638,0.6661627389005756,57.350877,0.0164,IT设备,1,0,0,0
20260512,20260513,20260514,002346.SZ,柘中股份,5,PFILL_READY,1,0,1,strong_open_tradable,21.0,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,21.0,22.41,18.33,,2346,电气设备,上海,主板,20100128,18.43,20.37,18.42,20.37,9.9892,1.8536381174243803,9.9892,1.051985272459499,1.046590476190477,8.942609523809523,98432.83,195049.78,2.5103,6.8083,2.87,5.121359275565448e-05,,,,,,,,899489.1224,,,,405543.48,53807.88,190836.94,214706.54,,10.0,1.0,1.0,1.0,10.0,0.0,,,,,,0.0,,,,,,,U,0.0,69249852.0,69249852.0,94830.0,94830.0,,,,,,20.37,16.67,1.0,0.0,2.38826884977534,0.3789644359952159,72.859649,0.83,电气设备,1,0,0,0
20260512,20260513,20260514,600530.SH,交大昂立,6,PFILL_READY,1,0,1,strong_open_tradable,7.78,t1_open,raw_train_pool,1.5,0,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,7.78,7.93,6.49,0.0,600530,医疗保健,上海,主板,20010702,7.21,7.21,6.71,7.21,10.0763,0.6509393931186407,10.0763,0.768120665742025,0.0,10.0763,613541.02,438827.96,7.9175,17.9745,3.56,2.2961845913373432e-05,,,,,,,,558717.32,,,,405543.48,53807.88,190836.94,214706.54,,,,0.0,,,0.0,-36796790.98,-6.96,37.63,5587173200.0,37.63,0.0,,,,,,,U,10.0,25622898.0,25622898.0,92502.0,132135.0,,,,,,7.21,5.9,1.0,0.0,1.142069469336627,0.4328209648234935,55.614035,0.0164,医疗保健,0,0,0,0
20260512,20260513,20260514,300959.SZ,线上线下,7,PFILL_READY,1,0,1,strong_open_tradable,132.98,t1_open,raw_train_pool,1.5,0,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,132.98,133.79,89.19,5.0,300959,电信运营,江苏,创业板,20210322,111.49,111.49,111.49,111.49,19.9978,5.309603863261865,19.9978,0.0,0.0,19.9978,26331.91,293574.465,5.0321,7.0473,0.78,6.81183222117087e-05,,,,,,,,896020.6022,,,,405543.48,53807.88,190836.94,214706.54,,,,0.0,,,0.0,237907507.59,81.04,109.39,5834072913.33,109.39,0.0,,,,,,,U,0.0,218242678.0,218242678.0,92500.0,92500.0,,,,,,111.49,74.33,1.0,0.0,2.4357578130123634,0.4375170218422509,50.54386,0.0164,电信运营,0,0,0,0
20260512,20260513,20260514,603061.SH,金海通,8,PFILL_READY,1,0,1,strong_open_tradable,313.22,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,313.22,344.84,282.14,,603061,半导体,天津,主板,20230303,281.19,313.49,277.23,313.49,10.0004,28.498054616195773,10.0004,1.2723675523940154,1.1334106989058668,8.866989301094135,49796.89,1497944.368,5.7238,10.2455,1.47,6.676082379048673e-06,,,,,,,,2727363.0,,,,405543.48,53807.88,190836.94,214706.54,,2.0,8.0,1.0,8.0,2.0,0.0,325236059.13,11.75,55.45,27273630000.0,55.45,0.0,,,,,,,U,4.0,48611640.0,48611640.0,105532.0,131420.0,,,,,,313.49,256.49,1.0,0.0,1.5470612261885108,0.3695832656644655,60.631579,0.1179060031977598,半导体,1,0,0,0
20260512,20260513,20260514,300265.SZ,通光线缆,9,PFILL_READY,1,0,1,strong_open_tradable,23.55,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23.55,27.86,18.58,,300265,电气设备,江苏,创业板,20110916,19.64,23.22,19.6,23.22,20.0,1.1057142857142856,20.0,3.2739018087855274,3.2377260981912133,16.762273901808786,1001004.82,2194957.989,21.421,33.9395,1.88,9.111791706369648e-06,,,,,,,,1085770.2999,,,,405543.48,53807.88,190836.94,214706.54,,10.0,1.0,1.0,1.0,10.0,0.0,310079099.77,14.13,23.56,10850710876.2,23.56,0.0,,,,,,,U,1.0,144399003.0,144399003.0,95333.0,95642.0,,,,,,23.22,15.48,1.0,0.0,2.03831663139895,0.3587968144667877,27.350877,0.8363999999999999,电气设备,1,0,0,0
20260512,20260513,20260514,002918.SZ,蒙娜丽莎,10,PFILL_READY,1,0,1,strong_open_tradable,14.25,t1_open,raw_train_pool,1.5,0,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,14.25,15.4,12.6,0.0,2918,陶瓷,广东,主板,20171219,14.0,14.0,14.0,14.0,9.9764,1.2754637221675595,9.9764,0.0,0.0,9.9764,40235.35,56329.49,1.8785,2.865,0.42,0.0001771079411512,,,,,,,,572329.1406,,,,405543.48,53807.88,190836.94,214706.54,,,,0.0,,,0.0,37974651.0,24.66,74.52,2998682120.0,74.52,0.0,,,,,,,U,0.0,94192910.0,94192910.0,92500.0,92500.0,,,,,,14.0,11.46,1.0,0.0,2.1880718145461464,0.2958301348502641,80.017544,0.0164,陶瓷,0,0,0,0
