trade_date,exec_date,target_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,label_version,buy_window_start,buy_window_end,run_id,run_attempt,commit_sha,generated_at_utc,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength,open_t1,up_limit_t1,down_limit_t1,open_times_t1
20260326,20260327,nan,000720.SZ,新能泰山,1,0.9266596659188828,61.923077,0.679305707944409,电气设备,PFILL_READY,1,0,1,strong_open_tradable,5.43,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,0.0,237765221.0,237765221.0,92500.0,92500.0,,,,,,5.01,4.1,1.0,2.0,5.0,0.0,1.0,0.0,2.96915489770284,5.43,5.51,4.51,0.0
20260326,20260327,nan,000722.SZ,湖南发展,2,0.7309657046393608,42.461538,0.0637942950693908,水力发电,PFILL_READY,1,0,1,strong_open_tradable,18.58,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,13.0,71769016.0,71769016.0,93018.0,105418.0,,,,,,18.28,14.96,1.0,9.0,2.0,0.0,1.0,0.0,1.5385042191731737,18.58,20.11,16.45,
20260326,20260327,nan,000692.SZ,惠天热电,3,0.6807602238413514,60.692308,0.0164,供气供热,PFILL_READY,1,0,0,strong_dead_limit_up,,,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,0.0,55081037.0,55081037.0,94436.0,94436.0,,,,,,4.9,4.01,0.0,,,0.0,1.0,0.0,2.1666004698353314,5.39,5.39,4.41,
20260326,20260327,nan,600163.SH,中闽能源,4,0.5964923452716819,68.102564,0.0164,新型电力,PFILL_READY,1,0,1,strong_open_tradable,8.82,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,1.0,170917383.0,170917383.0,92502.0,101238.0,,,,,,8.29,6.79,0.0,,,0.0,1.0,0.0,2.016964056265412,8.82,9.12,7.46,
20260326,20260327,nan,002902.SZ,铭普光磁,5,0.4787733870118922,47.230769,0.0164,通信设备,PFILL_READY,1,0,1,strong_open_tradable,28.4,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,1.0,163227487.0,163227487.0,93024.0,93103.0,,,,,,28.55,23.36,0.0,,,0.0,1.0,0.0,1.9937048665993784,28.4,31.41,25.7,
20260326,20260327,nan,603538.SH,美诺华,6,0.3998582109184919,48.692308,0.5458931282264484,化学制药,PFILL_READY,1,0,1,strong_open_tradable,37.94,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,7.0,139466334.0,139466334.0,93342.0,94318.0,,,,,,35.62,29.14,1.0,3.0,3.0,0.0,1.0,0.0,1.796835862868944,37.94,39.18,32.06,2.0
20260326,20260327,nan,600844.SH,金煤科技,7,0.2819959916237406,49.102564,0.83,化工原料,PFILL_READY,1,0,1,strong_open_tradable,4.54,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,0.0,143217932.0,143217932.0,134523.0,134523.0,,,,,,4.54,3.72,1.0,1.0,6.0,0.0,1.0,0.0,2.683183107283265,4.54,4.99,4.09,0.0
20260326,20260327,nan,600726.SH,华电能源,8,0.2961880495975525,46.487179,0.4322611773793213,火力发电,PFILL_READY,1,0,1,strong_open_tradable,6.54,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,0.0,12801684.0,12801684.0,145559.0,145559.0,,,,,,6.77,5.54,1.0,4.0,3.0,0.0,1.0,0.0,2.2887205231645047,6.54,7.45,6.09,
20260326,20260327,nan,002361.SZ,神剑股份,9,0.2795739062598734,28.282051,0.8363999999999999,化工原料,PFILL_READY,1,0,1,strong_open_tradable,12.02,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,0.0,169305111.0,169305111.0,140151.0,140151.0,,,,,,12.4,10.14,1.0,1.0,6.0,0.0,1.0,0.0,2.7620875091389965,12.02,13.64,11.16,4.0
20260326,20260327,nan,603520.SH,司太立,10,0.1739119217205929,55.230769,0.5458931282264484,化学制药,PFILL_READY,1,0,1,strong_open_tradable,10.28,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,1.0,23185300.0,23185300.0,94325.0,95855.0,,,,,,10.3,8.42,1.0,3.0,3.0,0.0,1.0,0.0,1.8201272540179865,10.28,11.33,9.27,
20260326,20260327,nan,000965.SZ,天保基建,11,0.1876227101102933,64.230769,0.01,区域地产,PFILL_READY,1,0,1,strong_open_tradable,3.97,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,2.0,30367031.0,30367031.0,92500.0,101133.0,,,,,,4.18,3.42,0.0,,,0.0,1.0,0.0,1.425182759336407,3.97,4.6,3.76,
20260326,20260327,nan,603026.SH,石大胜华,12,0.1510458272444636,45.410256,0.83,化工原料,PFILL_READY,1,0,1,strong_open_tradable,84.02,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,2.0,103451865.0,103451865.0,95239.0,132451.0,,,,,,85.32,69.8,1.0,1.0,6.0,0.0,1.0,0.0,1.896238286708508,84.02,93.85,76.79,0.0
20260326,20260327,nan,600800.SH,渤海化学,13,0.0278496340369846,78.179487,0.8363999999999999,化工原料,PFILL_READY,1,0,1,strong_open_tradable,5.4,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,2.0,34701726.0,34701726.0,93105.0,93347.0,,,,,,5.21,4.27,1.0,1.0,6.0,0.0,1.0,0.0,1.688293663976653,5.4,5.73,4.69,
20260326,20260327,nan,603217.SH,元利科技,14,0.0253902939635682,74.897436,0.83,化工原料,PFILL_READY,1,0,1,strong_open_tradable,25.43,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,0.0,99626545.0,99626545.0,94658.0,94658.0,,,,,,24.68,20.2,1.0,1.0,6.0,0.0,1.0,0.0,2.5513347262338355,25.43,27.15,22.21,
20260326,20260327,nan,002692.SZ,远程股份,15,0.0280489876655931,76.282051,0.6729057079444091,电气设备,PFILL_READY,1,0,1,strong_open_tradable,5.88,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,0.0,101739534.0,101739534.0,93909.0,93909.0,,,,,,5.98,4.9,1.0,2.0,5.0,0.0,1.0,0.0,2.557725763500561,5.88,6.58,5.38,
20260326,20260327,nan,000767.SZ,晋控电力,16,0.0886950594526221,61.102564,0.4322611773793213,火力发电,PFILL_READY,1,0,1,strong_open_tradable,4.9,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,2.0,160492560.0,160492560.0,93054.0,93524.0,,,,,,4.63,3.79,1.0,4.0,3.0,0.0,1.0,0.0,2.0687660222835262,4.9,5.09,4.17,4.0
20260326,20260327,nan,002109.SZ,兴化股份,17,0.0630233523633753,51.564103,0.83,化工原料,PFILL_READY,1,0,1,strong_open_tradable,4.9,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,0.0,122102474.0,122102474.0,95824.0,95824.0,,,,,,4.94,4.04,1.0,1.0,6.0,0.0,1.0,0.0,2.6193163862629585,4.9,5.43,4.45,
20260326,20260327,nan,001367.SZ,海森药业,18,0.0640798724111488,60.564103,0.5394931282264485,化学制药,PFILL_READY,1,0,1,strong_open_tradable,23.95,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,1.0,35083866.0,35083866.0,93012.0,93545.0,,,,,,24.12,19.74,1.0,3.0,3.0,0.0,1.0,0.0,1.85611616769742,23.95,26.53,21.71,
20260326,20260327,nan,600310.SH,广西能源,19,0.1724067497341931,39.307692,0.0637942950693908,水力发电,PFILL_READY,1,0,0,strong_dead_limit_up,,,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,0.0,120797076.0,120797076.0,103105.0,103105.0,,,,,,6.0,4.91,1.0,9.0,2.0,0.0,1.0,0.0,2.6153680234149226,6.6,6.6,5.4,0.0
20260326,20260327,nan,603937.SH,丽岛新材,20,0.0898850159316696,67.205128,0.0164,铝,PFILL_READY,1,0,1,strong_open_tradable,13.66,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,0.0,28764584.0,28764584.0,93905.0,93905.0,,,,,,14.32,11.72,0.0,,,0.0,1.0,0.0,2.087002595993569,13.66,15.75,12.89,
20260326,20260327,nan,601515.SH,衢州东峰,21,0.0271798688890059,83.717949,0.1115060031977598,广告包装,PFILL_READY,1,0,1,strong_open_tradable,4.33,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,0.0,20895462.0,20895462.0,93521.0,93521.0,,,,,,4.41,3.61,1.0,8.0,2.0,0.0,1.0,0.0,2.313201311671498,4.33,4.85,3.97,
20260326,20260327,nan,002705.SZ,新宝股份,22,0.0629226510935888,65.025641,0.2454420922806225,家用电器,PFILL_READY,1,0,1,strong_open_tradable,14.47,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,3.0,37214492.0,37214492.0,93003.0,144648.0,,,,,,14.77,12.09,1.0,6.0,2.0,0.0,1.0,0.0,1.6125605505917249,14.47,16.25,13.29,
20260326,20260327,nan,605555.SH,德昌股份,23,0.0807696523662722,57.717949,0.2454420922806225,家用电器,PFILL_READY,1,0,0,soft_not_tradable,,,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,U,0.0,120440725.0,120440725.0,135527.0,135527.0,,,,,,16.81,13.75,1.0,6.0,2.0,0.0,1.0,0.0,2.61429018887767,,18.49,15.13,
