trade_date,exec_date,target_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,auction_price_t1,auction_amount_t1,minute_open_t1,minute_open_available_t1,label_version,execution_contract,buy_window_start,buy_window_end,run_id,run_attempt,commit_sha,generated_at_utc,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,intraday_available,intraday_status,intraday_missing_reason,minute_freq,minute_rows,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,reseal_score,intraday_quality_score,intraday_confidence_score,intraday_risk_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_tag,auction_strength_score,auction_amount,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength,decision_board,decision_limit_pct,decision_universe_eligible,decision_universe_reason,decision_universe_rule,open_t1,high_t1,low_t1,close_t1,pre_close_t1,vol_t1,amount_t1,pct_chg_t1,auction_vol_t1,up_limit_t1,down_limit_t1,open_times_t1
20260717,20260720,20260721,002432.SZ,九安医疗,1,0.2682339237188749,62.8362,0.0164,医疗器械,FULLY_READY,1,1,0,strong_opening_auction_limit_up_unconfirmed,,,87.12,62748180.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,29581322264,1,296c6c38f4881af3cb21a61c12b5f1f4b1d860b1,2026-07-17T12:45:23Z,U,2.0,409388760.0,409388760.0,92500.0,135900.0,1.0,ok,,1min,241.0,09:30:00,15:00:00,2.0,1.0,2.9167,1.0,19.0,0.03227,0.0,31.0,0.0,51.6,71.62,69.2,25.82,25.82,0.0,neutral_limitup,0.9974651457541192,162789184.8,,,,,,79.2,64.8,0.0,,,0.0,1.0,0.0,2.333333333333333,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,87.12,87.12,71.55,72.5,79.2,918229.87,7518700.48934,-8.4596,720250.0,87.12,71.28,
20260717,20260720,20260721,603118.SH,共进股份,2,0.2330453802673352,66.3977,0.0164,通信设备,FULLY_READY,1,1,0,strong_opening_auction_limit_up_unconfirmed,,,16.45,355705917.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,29581322264,1,296c6c38f4881af3cb21a61c12b5f1f4b1d860b1,2026-07-17T12:45:23Z,U,1.0,85886255.0,85886255.0,95016.0,105043.0,1.0,ok,,1min,241.0,09:51:00,15:00:00,1.0,0.0,2.2742,0.0,,0.051204,0.0,31.0,0.0,51.3545,71.9064,70.0,8.25,8.25,0.0,neutral_limitup,0.937715009958356,9133322.0,,,,,,14.95,12.23,0.0,,,0.0,1.0,0.0,1.7097914339416649,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,16.45,16.45,13.47,13.57,14.95,1770411.69,2647492.033,-9.2308,21623460.0,16.45,13.46,
20260717,20260720,20260721,600722.SH,金牛化工,4,0.1794876591348518,66.79382,0.0164,化学原料,FULLY_READY,1,1,1,strong_official_opening_auction,9.17,t_opening_auction,9.17,29478799.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,29581322264,1,296c6c38f4881af3cb21a61c12b5f1f4b1d860b1,2026-07-17T12:45:23Z,U,0.0,92155467.0,92155467.0,93849.0,93849.0,1.0,ok,,1min,241.0,09:39:00,15:00:00,1.0,0.0,1.4068,0.0,,0.026964,0.0,31.0,0.0,56.5592,73.4678,70.0,8.25,8.25,0.0,neutral_limitup,0.7966684772768423,2028720.0,,,,,,8.53,6.98,1.0,10.0,1.0,0.0,1.0,0.0,2.4751050248668283,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,9.17,9.38,8.83,9.38,8.53,490898.28,451616.168,9.9648,3214700.0,9.38,7.68,0.0
20260717,20260720,20260721,002677.SZ,浙江美大,5,0.1776797373097046,50.785,0.01,厨卫电器,FULLY_READY,1,1,1,strong_official_opening_auction,8.2,t_opening_auction,8.2,35673280.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,29581322264,1,296c6c38f4881af3cb21a61c12b5f1f4b1d860b1,2026-07-17T12:45:23Z,U,0.0,90706327.0,90706327.0,92500.0,92500.0,1.0,ok,,1min,241.0,09:30:00,15:00:00,1.0,0.0,0.0,0.0,,0.023292,0.0,31.0,0.0,65.0,76.0,70.0,8.25,8.25,0.0,healthy_limitup,,,,,,,,7.95,6.51,0.0,,,0.0,1.0,0.0,2.2215652598767,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,8.2,8.2,7.16,7.16,7.95,334796.28,249360.60813,-9.9371,4350400.0,8.75,7.16,
20260717,20260720,20260721,001258.SZ,立新能源,6,0.1706899452817208,55.98448,0.8363999999999999,电力,FULLY_READY,1,1,1,strong_official_opening_auction,8.84,t_opening_auction,8.84,50113076.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,29581322264,1,296c6c38f4881af3cb21a61c12b5f1f4b1d860b1,2026-07-17T12:45:23Z,U,1.0,80677158.0,80677158.0,94600.0,94624.0,1.0,ok,,1min,241.0,09:46:00,15:00:00,1.0,0.0,3.2648,0.0,,0.014628,0.0,31.0,0.0,45.4111,70.1233,70.0,8.25,8.25,0.0,neutral_limitup,0.8980626471120767,5193258.0,,,,,,8.27,6.77,1.0,1.0,9.0,0.0,1.0,0.0,1.9470673498705728,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,8.84,9.1,8.4,9.1,8.27,821361.35,733892.6724,10.0363,5668900.0,9.1,7.44,2.0
20260717,20260720,20260721,600644.SH,乐山电力,7,0.1628098405083162,61.34942,0.83,电力,FULLY_READY,1,1,1,strong_official_opening_auction,9.1,t_opening_auction,9.1,22441510.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,29581322264,1,296c6c38f4881af3cb21a61c12b5f1f4b1d860b1,2026-07-17T12:45:23Z,U,1.0,63540276.0,63540276.0,94528.0,94855.0,1.0,ok,,1min,241.0,09:46:00,15:00:00,2.0,0.0,1.2209,0.0,,0.022277,0.0,31.0,0.0,57.6748,73.8024,70.0,8.25,8.25,0.0,neutral_limitup,0.7233387651638602,1229956.0,,,,,,9.01,7.37,1.0,1.0,9.0,0.0,1.0,0.0,1.9052076710655168,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,9.1,9.91,9.06,9.91,9.01,692105.4,670536.38,9.9889,2466100.0,9.91,8.11,2.0
20260717,20260720,20260721,000676.SZ,智度股份,8,0.1621882847190088,58.70738,0.0164,广告营销,FULLY_READY,1,1,1,strong_official_opening_auction,6.55,t_opening_auction,6.55,57100083.5,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,29581322264,1,296c6c38f4881af3cb21a61c12b5f1f4b1d860b1,2026-07-17T12:45:23Z,U,3.0,65497924.0,65497924.0,93103.0,140436.0,1.0,ok,,1min,241.0,09:31:00,15:00:00,4.0,3.0,7.0175,3.0,83.0,0.015193,0.0,31.0,0.0,0.0,44.8,44.0,51.5,51.5,1.0,high_open_board_risk,0.9896795219989136,52130015.0,,,,,,6.84,5.6,0.0,,,0.0,1.0,0.0,1.409989551251969,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,6.55,6.73,6.22,6.34,6.84,2137277.92,1374594.35651,-7.3099,8717570.0,7.52,6.16,
20260717,20260720,20260721,605011.SH,杭州热电,9,0.1489101362635649,51.39326,0.83,电力,FULLY_READY,1,1,1,strong_official_opening_auction,18.48,t_opening_auction,18.48,10655568.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,29581322264,1,296c6c38f4881af3cb21a61c12b5f1f4b1d860b1,2026-07-17T12:45:23Z,U,1.0,24454584.0,24454584.0,101056.0,101323.0,1.0,ok,,1min,241.0,10:11:00,15:00:00,2.0,1.0,2.4892,1.0,2.0,0.045308,0.0,31.0,0.0,71.3149,76.0945,66.0,14.05,14.05,0.0,healthy_limitup,0.3820387470577585,208320.0,,,,,,18.48,15.12,1.0,1.0,9.0,0.0,1.0,0.0,1.8097343805921784,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,18.48,20.33,18.07,20.04,18.48,260418.64,505201.193,8.4416,576600.0,20.33,16.63,
20260717,20260720,20260721,600992.SH,贵绳股份,10,0.1442774214416628,57.66468,0.01,通用设备,FULLY_READY,1,1,1,strong_official_opening_auction,11.72,t_opening_auction,11.72,11675464.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,29581322264,1,296c6c38f4881af3cb21a61c12b5f1f4b1d860b1,2026-07-17T12:45:23Z,U,1.0,18264448.0,18264448.0,94006.0,132703.0,1.0,ok,,1min,241.0,09:41:00,15:00:00,2.0,1.0,2.1331,1.0,4.0,0.026518,0.0,31.0,0.0,71.7014,81.6104,78.0,13.5,13.5,0.0,healthy_limitup,0.8636610537751223,3749865.0,,,,,,11.72,9.59,0.0,,,0.0,1.0,0.0,1.544613945922697,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,11.72,11.73,10.88,11.03,11.72,322881.0,362142.592,-5.8874,996200.0,12.89,10.55,
20260717,20260720,20260721,600236.SH,桂冠电力,11,0.1441018833875631,56.93132,0.83,电力,FULLY_READY,1,1,1,strong_official_opening_auction,10.95,t_opening_auction,10.95,15612510.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,29581322264,1,296c6c38f4881af3cb21a61c12b5f1f4b1d860b1,2026-07-17T12:45:23Z,U,1.0,60427800.0,60427800.0,102143.0,102234.0,1.0,ok,,1min,241.0,10:22:00,15:00:00,1.0,0.0,0.9416,0.0,,0.033147,0.0,31.0,0.0,59.3503,68.4551,57.0,10.2,10.2,0.0,neutral_limitup,0.416440340394713,249935.0,,,,,,10.62,8.69,1.0,1.0,9.0,0.0,1.0,0.0,1.8976049318012544,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,10.95,11.68,10.74,11.68,10.62,742898.79,848869.979,9.9812,1425800.0,11.68,9.56,12.0
