trade_date,exec_date,target_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,label_version,buy_window_start,buy_window_end,run_id,run_attempt,commit_sha,generated_at_utc,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,intraday_available,intraday_status,intraday_missing_reason,minute_freq,minute_rows,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,reseal_score,intraday_quality_score,intraday_confidence_score,intraday_risk_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_tag,auction_strength_score,auction_amount,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength,open_t1,up_limit_t1,down_limit_t1,open_times_t1
20260618,20260622,20260623,603989.SH,艾华集团,1,0.7597816342036101,70.430108,0.83,元器件,PFILL_READY,1,0,1,strong_open_tradable,44.88,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,0.0,127836351.0,127836351.0,93047.0,93047.0,,,,,,,,,,,,,,,,,,,,,,,,0.9773098565982936,43573262.0,,,,,,41.5,33.96,1.0,1.0,9.0,0.0,1.0,0.0,2.555899359042627,44.88,45.65,37.35,31.0
20260618,20260622,20260623,603380.SH,易德龙,2,0.6992400250971226,72.723656,0.415,元器件,PFILL_READY,1,0,1,strong_open_tradable,43.14,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,0.0,41834188.0,41834188.0,130026.0,130026.0,1.0,ok,,1min,241.0,13:01:00,15:00:00,1.0,0.0,5.1426,0.0,,0.05105,0.0,31.0,0.0,34.1445,55.4934,45.0,12.0,12.0,0.0,neutral_limitup,0.5400254129606099,552900.0,,,,,,41.03,33.57,1.0,1.0,9.0,0.0,1.0,0.0,2.350104948202634,43.14,45.13,36.93,5.0
20260618,20260622,20260623,603201.SH,常润股份,3,0.674719673007299,74.291398,0.2697465641132242,汽车配件,PFILL_READY,1,0,1,strong_open_tradable,20.34,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,1.0,21573066.0,21573066.0,102302.0,105321.0,1.0,ok,,1min,241.0,10:24:00,15:00:00,2.0,1.0,3.527,1.0,28.0,0.006002,0.0,31.0,0.0,44.7882,62.9165,54.4,30.29,30.29,0.0,neutral_limitup,0.5064440007260846,473824.0,,,,,,19.28,15.78,1.0,3.0,6.0,0.0,1.0,0.0,1.8016221482415773,20.34,21.21,17.35,
20260618,20260622,20260623,001216.SZ,华瓷股份,4,0.6624899176867594,81.97957,0.005,家居用品,PFILL_READY,1,0,1,strong_open_tradable,19.0,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,0.0,44213400.0,44213400.0,92500.0,92500.0,1.0,ok,,1min,241.0,09:30:00,15:00:00,1.0,0.0,0.0,0.0,,0.013509,0.0,31.0,0.0,65.0,76.0,70.0,8.25,8.25,0.0,healthy_limitup,0.9043383554184062,9373380.0,,,,,,17.4,14.24,0.0,,,0.0,1.0,0.0,2.105798160032707,19.0,19.14,15.66,
20260618,20260622,20260623,603211.SH,晋拓股份,5,0.6662232638269822,70.108602,0.2729465641132242,汽车配件,PFILL_READY,1,0,1,strong_open_tradable,37.1,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,0.0,109057632.0,109057632.0,94941.0,94941.0,1.0,ok,,1min,241.0,09:50:00,15:00:00,1.0,0.0,1.2075,0.0,,0.014689,0.0,31.0,0.0,57.7552,73.8266,70.0,8.25,8.25,0.0,neutral_limitup,0.8231984026139045,3895987.0,,,,,,36.44,29.82,1.0,3.0,6.0,0.0,1.0,0.0,2.510963798376149,37.1,40.08,32.8,
20260618,20260622,20260623,603956.SH,威派格,6,0.685751164671902,78.365591,0.1736599148755986,专用机械,PFILL_READY,1,0,1,strong_open_tradable,4.98,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,0.0,32640912.0,32640912.0,101902.0,101902.0,,,,,,,,,,,,,,,,,,,,,,,,0.3327282628426212,215152.0,,,,,,4.98,4.08,1.0,7.0,3.0,0.0,1.0,0.0,2.328106375700342,4.98,5.48,4.48,
20260618,20260622,20260623,600076.SH,康欣新材,7,0.6537831319637446,79.811828,0.005,广告包装,PFILL_READY,1,0,1,strong_open_tradable,3.88,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,0.0,50226625.0,50226625.0,93941.0,93941.0,1.0,ok,,1min,241.0,09:40:00,15:00:00,1.0,0.0,2.9973,0.0,,0.014261,0.0,31.0,0.0,47.0163,70.6049,70.0,8.25,8.25,0.0,neutral_limitup,0.7032129243056816,1431612.0,,,,,,3.67,3.01,0.0,,,0.0,1.0,0.0,2.1201871945983064,3.88,4.04,3.3,
20260618,20260622,20260623,605376.SH,博迁新材,8,0.6769851879133718,55.075269,0.6729057079444091,小金属,PFILL_READY,1,0,1,strong_open_tradable,241.05,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,0.0,52993121.0,52993121.0,100021.0,100021.0,,,,,,,,,,,,,,,,,,,,,,,,0.9555273189326556,21691608.0,,,,,,231.31,189.25,1.0,2.0,7.0,0.0,1.0,0.0,2.376807137568941,241.05,254.44,208.18,
20260618,20260622,20260623,001365.SZ,天海电子,9,0.6735618616614685,58.34086,0.2697465641132242,汽车配件,PFILL_READY,1,0,1,strong_open_tradable,45.0,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,1.0,32028546.0,32028546.0,135209.0,135715.0,1.0,ok,,1min,241.0,13:53:00,15:00:00,1.0,0.0,1.1081,0.0,,0.014649,0.0,31.0,0.0,58.3514,62.7554,45.0,12.0,12.0,0.0,neutral_limitup,0.6162642947903431,839135.0,,,,,,44.22,36.18,1.0,3.0,6.0,0.0,1.0,0.0,1.82664104627382,45.0,48.64,39.8,
20260618,20260622,20260623,600769.SH,祥龙电业,10,0.6426977076015064,77.833334,0.005,水务,PFILL_READY,1,0,1,weak_intraday_break_without_minbar,21.08,t1_open_degrade_missing,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,0.0,147585648.0,147585648.0,92502.0,92502.0,1.0,ok,,1min,241.0,09:30:00,15:00:00,1.0,0.0,0.0,0.0,,0.03823,0.0,31.0,0.0,65.0,76.0,70.0,8.25,8.25,0.0,healthy_limitup,0.9718642221818842,36118516.0,,,,,,19.16,15.68,0.0,,,0.0,1.0,0.0,2.353157413943165,21.08,21.08,17.24,22.0
20260618,20260622,20260623,603223.SH,恒通股份,11,0.6355136745729345,79.639785,0.005,公路,PFILL_READY,1,0,1,strong_open_tradable,10.75,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,1.0,49959422.0,49959422.0,94122.0,94225.0,1.0,ok,,1min,241.0,09:42:00,15:00:00,1.0,0.0,0.8858,0.0,,0.015668,0.0,31.0,0.0,59.685,74.4055,70.0,8.25,8.25,0.0,neutral_limitup,0.0992920675258667,45080.0,,,,,,10.16,8.32,0.0,,,0.0,1.0,0.0,1.6195478050522587,10.75,11.18,9.14,
20260618,20260622,20260623,002859.SZ,洁美科技,12,0.6484866272425065,59.908602,0.415,元器件,PFILL_READY,1,0,1,strong_open_tradable,102.0,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,1.0,13532363.0,13532363.0,133754.0,135106.0,1.0,ok,,1min,241.0,13:38:00,15:00:00,5.0,1.0,2.1358,1.0,13.0,0.014422,0.0,31.0,0.0,60.4854,64.1156,46.6,26.21,26.21,0.0,neutral_limitup,0.9537121074605192,20856264.0,,,,,,99.73,81.59,1.0,1.0,9.0,0.0,1.0,0.0,1.7823815654596724,102.0,109.7,89.76,
20260618,20260622,20260623,600671.SH,天目药业,13,0.6279186803177065,76.54301,0.0557530015988799,中成药,PFILL_READY,1,0,1,strong_open_tradable,17.84,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,2.0,5716668.0,5716668.0,140427.0,140633.0,1.0,ok,,1min,241.0,14:05:00,15:00:00,1.0,0.0,0.6682,0.0,,0.066316,0.0,31.0,0.0,60.9911,63.5473,45.0,12.0,12.0,0.0,neutral_limitup,0.5777818115810492,679328.0,,,,,,17.96,14.7,1.0,8.0,3.0,0.0,1.0,0.0,1.5970127372226033,17.84,19.76,16.16,
20260618,20260622,20260623,002317.SZ,众生药业,14,0.6393598558510108,72.233334,0.0557530015988799,中成药,PFILL_READY,1,0,1,strong_open_tradable,22.62,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,0.0,24560250.0,24560250.0,110424.0,110424.0,1.0,ok,,1min,241.0,11:05:00,15:00:00,1.0,0.0,0.4367,0.0,,0.022452,0.0,31.0,0.0,62.3799,63.964,45.0,12.0,12.0,0.0,neutral_limitup,0.7573062261753494,2108810.0,,,,,,22.9,18.74,1.0,8.0,3.0,0.0,1.0,0.0,2.3087701751040024,22.62,25.19,20.61,
20260618,20260622,20260623,002655.SZ,共达电声,15,0.6486624513699824,61.57957,0.415,元器件,PFILL_READY,1,0,1,strong_open_tradable,46.86,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,3.0,28970539.0,28970539.0,93645.0,131651.0,1.0,ok,,1min,241.0,09:37:00,15:00:00,3.0,2.0,1.1969,2.0,4.0,0.014296,0.0,31.0,0.0,65.3186,75.1956,68.0,22.7,22.7,0.0,healthy_limitup,0.918497004901071,11437240.0,,,,,,42.61,34.87,1.0,1.0,9.0,0.0,1.0,0.0,1.569323547190575,46.86,46.87,38.35,4.0
20260618,20260622,20260623,002897.SZ,意华股份,16,0.6411282530121071,57.119355,0.415,元器件,PFILL_READY,1,0,1,strong_open_tradable,101.6,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,1.0,101391901.0,101391901.0,95554.0,130051.0,1.0,ok,,1min,241.0,09:56:00,15:00:00,1.0,0.0,1.0434,0.0,,0.013106,0.0,31.0,0.0,58.7397,74.1219,70.0,8.25,8.25,0.0,neutral_limitup,0.89508077691051,8208720.0,,,,,,96.8,79.2,1.0,1.0,9.0,0.0,1.0,0.0,1.992620485373628,101.6,106.48,87.12,
20260618,20260622,20260623,600353.SH,旭光电子,17,0.6402274234846552,57.188172,0.415,元器件,PFILL_READY,1,0,0,strong_dead_limit_up,,,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,0.0,346903036.0,346903036.0,93135.0,93135.0,1.0,ok,,1min,241.0,09:32:00,15:00:00,1.0,0.0,1.333,0.0,,0.012748,0.0,31.0,0.0,57.0019,73.6006,70.0,8.25,8.25,0.0,neutral_limitup,0.9983663096750772,240131450.0,,,,,,42.01,34.37,1.0,1.0,9.0,0.0,1.0,0.0,3.080103609280441,46.21,46.21,37.81,0.0
20260618,20260622,20260623,603663.SH,三祥新材,18,0.6300918059561487,65.895699,0.3364528539722045,小金属,PFILL_READY,1,0,1,strong_open_tradable,91.86,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,2.0,36515088.0,36515088.0,93047.0,141138.0,1.0,ok,,1min,241.0,09:31:00,15:00:00,2.0,1.0,4.8691,1.0,2.0,0.050326,0.0,31.0,0.0,57.0352,77.6606,79.0,12.1,12.1,0.0,healthy_limitup,0.9822109275730624,55080903.0,,,,,,87.49,71.59,1.0,2.0,7.0,0.0,1.0,0.0,1.6707102173511283,91.86,96.24,78.74,13.0
20260618,20260622,20260623,003031.SZ,中瓷电子,19,0.6236857241364977,60.69785,0.415,元器件,PFILL_READY,1,0,1,strong_open_tradable,191.01,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,2.0,36119529.0,36119529.0,131512.0,135251.0,1.0,ok,,1min,241.0,13:16:00,15:00:00,1.0,0.0,0.6467,0.0,,0.015662,0.0,31.0,0.0,61.12,63.586,45.0,12.0,12.0,0.0,neutral_limitup,0.9437284443637683,17652880.56,,,,,,176.29,144.23,1.0,1.0,9.0,0.0,1.0,0.0,1.669763684978943,191.01,193.92,158.66,3.0
20260618,20260622,20260623,002167.SZ,东方锆业,20,0.6324226775786911,58.94301,0.3364528539722045,小金属,PFILL_READY,1,0,0,strong_dead_limit_up,,,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,0.0,417903298.0,417903298.0,92500.0,92500.0,1.0,ok,,1min,241.0,09:30:00,15:00:00,1.0,0.0,0.0,0.0,,0.040265,0.0,31.0,0.0,65.0,76.0,70.0,8.25,8.25,0.0,healthy_limitup,0.9934652387003086,110772162.06,,,,,,16.13,13.19,1.0,2.0,7.0,0.0,1.0,0.0,3.25,17.74,17.74,14.52,0.0
20260618,20260622,20260623,603407.SH,长裕集团,21,0.6377713717957808,61.712903,0.2129305886896606,化工原料,PFILL_READY,1,0,0,strong_dead_limit_up,,,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,0.0,168155620.0,168155620.0,92503.0,92503.0,1.0,ok,,1min,241.0,09:30:00,15:00:00,1.0,0.0,0.0,0.0,,0.011904,0.0,31.0,0.0,65.0,76.0,70.0,8.25,8.25,0.0,healthy_limitup,0.96569250317662,29216376.0,,,,,,68.04,55.67,1.0,4.0,5.0,0.0,1.0,0.0,2.6523792604766667,74.84,74.84,61.24,0.0
20260618,20260622,20260623,002950.SZ,奥美医疗,22,0.6306817511752268,65.85914,0.1227210461403112,医疗保健,PFILL_READY,1,0,1,strong_open_tradable,9.67,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,0.0,92703746.0,92703746.0,132406.0,132406.0,1.0,ok,,1min,241.0,13:25:00,15:00:00,1.0,0.0,0.611,0.0,,0.012186,0.0,31.0,0.0,61.334,63.6502,45.0,12.0,12.0,0.0,neutral_limitup,0.5342167362497731,531552.0,,,,,,9.82,8.04,1.0,6.0,4.0,0.0,1.0,0.0,2.471830615943117,9.67,10.8,8.84,
20260618,20260622,20260623,002068.SZ,黑猫股份,23,0.6288942458524733,62.211828,0.2129305886896606,化工原料,PFILL_READY,1,0,1,strong_open_tradable,10.45,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,0.0,114686451.0,114686451.0,95806.0,95806.0,1.0,ok,,1min,241.0,09:59:00,15:00:00,1.0,0.0,0.5742,0.0,,0.012552,0.0,31.0,0.0,61.555,74.9665,70.0,8.25,8.25,0.0,neutral_limitup,0.7124705028135778,1533387.0,,,,,,10.45,8.55,1.0,4.0,5.0,0.0,1.0,0.0,2.5244329885618657,10.45,11.5,9.41,6.0
20260618,20260622,20260623,000811.SZ,冰轮环境,24,0.6179244681029304,72.689247,0.005,工程机械,PFILL_READY,1,0,1,strong_open_tradable,43.3,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,0.0,341234067.0,341234067.0,92500.0,92500.0,1.0,ok,,1min,241.0,09:30:00,15:00:00,1.0,0.0,0.0,0.0,,0.035216,0.0,31.0,0.0,65.0,76.0,70.0,8.25,8.25,0.0,healthy_limitup,0.9713196587402432,35600742.84,,,,,,40.17,32.87,0.0,,,0.0,1.0,0.0,2.816538344236757,43.3,44.19,36.15,0.0
20260618,20260622,20260623,002392.SZ,北京利尔,25,0.6193388326869549,70.710753,0.005,其他建材,PFILL_READY,1,0,1,strong_open_tradable,8.81,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,0.0,68192924.0,68192924.0,95915.0,95915.0,1.0,ok,,1min,241.0,10:00:00,15:00:00,1.0,0.0,0.227,0.0,,0.00681,0.0,31.0,0.0,63.6379,75.5914,70.0,8.25,8.25,0.0,healthy_limitup,0.363949900163369,247509.0,,,,,,8.81,7.21,0.0,,,0.0,1.0,0.0,2.163178717005483,8.81,9.69,7.93,
20260618,20260622,20260623,002579.SZ,中京电子,26,0.6298163861676083,50.168818,0.4181999999999999,元器件,PFILL_READY,1,0,1,strong_open_tradable,21.9,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,2.0,166495984.0,166495984.0,93212.0,93500.0,1.0,ok,,1min,241.0,09:33:00,15:00:00,1.0,0.0,0.5413,0.0,,0.029328,0.0,31.0,0.0,61.752,75.0256,70.0,8.25,8.25,0.0,healthy_limitup,0.9865674351061898,73072158.8,,,,,,20.32,16.62,1.0,1.0,9.0,0.0,1.0,0.0,1.9817412540097572,21.9,22.35,18.29,
20260618,20260622,20260623,002442.SZ,龙星科技,27,0.6259662001077598,56.465591,0.2129305886896606,化工原料,PFILL_READY,1,0,1,strong_open_tradable,5.48,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,0.0,53418267.0,53418267.0,103757.0,103757.0,1.0,ok,,1min,241.0,10:38:00,15:00:00,1.0,0.0,1.4599,0.0,,0.006856,0.0,31.0,0.0,56.2409,67.5223,57.0,10.2,10.2,0.0,neutral_limitup,0.6966781630059902,1354062.0,,,,,,5.48,4.48,1.0,4.0,5.0,0.0,1.0,0.0,2.3778244686166605,5.48,6.03,4.93,
20260618,20260622,20260623,002971.SZ,和远气体,28,0.6314273343791477,54.418279,0.2129305886896606,化工原料,PFILL_READY,1,0,1,strong_open_tradable,71.99,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,2.0,33145502.0,33145502.0,141118.0,141233.0,1.0,ok,,1min,241.0,14:12:00,15:00:00,1.0,0.0,0.7421,0.0,,0.008775,0.0,31.0,0.0,60.5476,63.4143,45.0,12.0,12.0,0.0,neutral_limitup,0.9664185877654746,29871265.0,,,,,,67.38,55.13,1.0,4.0,5.0,0.0,1.0,0.0,1.662647141476575,71.99,74.12,60.64,
20260618,20260622,20260623,002283.SZ,天润工业,29,0.6081013225341753,59.493548,0.2697465641132242,汽车配件,PFILL_READY,1,0,1,strong_open_tradable,11.02,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,1.0,68479020.0,68479020.0,93824.0,95042.0,1.0,ok,,1min,241.0,09:39:00,15:00:00,4.0,0.0,1.4453,0.0,,0.011071,0.0,31.0,0.0,56.3279,73.3984,70.0,8.25,8.25,0.0,neutral_limitup,0.613722998729352,830407.0,,,,,,11.07,9.05,1.0,3.0,6.0,0.0,1.0,0.0,1.913863315574983,11.02,12.18,9.96,
20260618,20260622,20260623,603313.SH,梦百合,30,0.6097456835410541,67.631182,0.0082,家居用品,PFILL_READY,1,0,1,strong_open_tradable,5.59,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,0.0,24453747.0,24453747.0,104407.0,104407.0,1.0,ok,,1min,241.0,10:45:00,15:00:00,1.0,0.0,1.0791,0.0,,0.014334,0.0,31.0,0.0,58.5252,68.2076,57.0,10.2,10.2,0.0,neutral_limitup,0.44654202214558,361722.0,,,,,,5.56,4.55,0.0,,,0.0,1.0,0.0,2.0585153242796377,5.59,6.12,5.0,
20260618,20260622,20260623,603261.SH,立航科技,31,0.5807918462847022,77.764516,0.0082,航空,PFILL_READY,1,0,1,strong_open_tradable,48.35,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,4.0,16197786.0,16197786.0,93115.0,93612.0,1.0,ok,,1min,241.0,09:31:00,15:00:00,1.0,0.0,4.7353,0.0,,0.009138,0.0,31.0,0.0,36.5881,67.4764,70.0,8.25,8.25,0.0,neutral_limitup,0.8936286077328008,8091174.0,,,,,,44.77,36.63,0.0,,,1.0,1.0,0.0,1.2387596510425245,48.35,49.25,40.29,
20260618,20260622,20260623,002907.SZ,华森制药,32,0.6083269303896203,69.637634,0.0557530015988799,中成药,PFILL_READY,1,0,1,strong_open_tradable,13.29,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,27955608710,1,da3d95b03cf1558a6cf866637dd7bfa84f4d8620,2026-06-22T13:18:30Z,U,1.0,27442368.0,27442368.0,102221.0,104821.0,1.0,ok,,1min,241.0,10:23:00,15:00:00,2.0,1.0,1.3534,1.0,14.0,0.010112,0.0,31.0,0.0,64.1297,70.3389,58.0,25.25,25.25,0.0,neutral_limitup,0.3425304047921583,222088.0,,,,,,13.3,10.88,1.0,8.0,3.0,0.0,1.0,0.0,1.8156667897366057,13.29,14.63,11.97,
