trade_date,exec_date,target_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,label_version,buy_window_start,buy_window_end,run_id,run_attempt,commit_sha,generated_at_utc,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength,open_t1,up_limit_t1,down_limit_t1,open_times_t1
20260514,20260515,20260518,001259.SZ,利仁科技,1,0.9006346162980116,70.267857,0.0637942950693908,家用电器,FULLY_READY,1,1,0,strong_dead_limit_up,,,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,25862157534,1,bd019cc939e2bd2efedeaa668eb935e60d9a07bd,2026-05-14T13:17:41Z,U,0.0,250826565.0,250826565.0,92500.0,92500.0,,,,,,55.0,45.0,1.0,9.0,2.0,0.0,1.0,0.0,2.773303137392044,60.5,60.5,49.5,0.0
20260514,20260515,20260518,603779.SH,威龙股份,2,0.8857204991937465,70.232143,0.0164,红黄酒,FULLY_READY,1,1,0,strong_dead_limit_up,,,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,25862157534,1,bd019cc939e2bd2efedeaa668eb935e60d9a07bd,2026-05-14T13:17:41Z,U,0.0,479314086.0,479314086.0,92501.0,92501.0,,,,,,9.02,7.38,0.0,,,0.0,1.0,0.0,3.0,9.92,9.92,8.12,0.0
20260514,20260515,20260518,003018.SZ,金富科技,3,0.7178338641592191,63.392857,0.01,塑料,FULLY_READY,1,1,1,weak_intraday_break_without_minbar,59.14,t1_open_degrade_missing,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,25862157534,1,bd019cc939e2bd2efedeaa668eb935e60d9a07bd,2026-05-14T13:17:41Z,U,0.0,283084032.0,283084032.0,92500.0,92500.0,,,,,,53.76,43.98,0.0,,,0.0,1.0,0.0,2.590602363394761,59.14,59.14,48.38,1.0
20260514,20260515,20260518,603007.SH,花王股份,4,0.6566576173102255,69.25,0.0164,建筑工程,FULLY_READY,1,1,1,strong_open_tradable,9.1,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,25862157534,1,bd019cc939e2bd2efedeaa668eb935e60d9a07bd,2026-05-14T13:17:41Z,U,0.0,231160324.0,231160324.0,92501.0,92501.0,,,,,,9.26,7.58,0.0,,,0.0,1.0,0.0,2.4822731706658,9.1,10.19,8.33,
20260514,20260515,20260518,605399.SH,晨光新材,5,0.5059990856144746,72.321429,0.83,化工原料,FULLY_READY,1,1,1,strong_open_tradable,15.3,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,25862157534,1,bd019cc939e2bd2efedeaa668eb935e60d9a07bd,2026-05-14T13:17:41Z,U,0.0,108878659.0,108878659.0,94715.0,94715.0,,,,,,15.22,12.46,1.0,1.0,6.0,0.0,1.0,0.0,2.4771551414410133,15.3,16.74,13.7,
20260514,20260515,20260518,600156.SH,华升股份,6,0.3864762428415959,71.732143,0.0164,纺织,FULLY_READY,1,1,1,strong_open_tradable,14.88,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,25862157534,1,bd019cc939e2bd2efedeaa668eb935e60d9a07bd,2026-05-14T13:17:41Z,U,0.0,115517128.0,115517128.0,92504.0,92504.0,,,,,,14.19,11.61,0.0,,,0.0,1.0,0.0,2.241005076575196,14.88,15.61,12.77,
20260514,20260515,20260518,002990.SZ,盛视科技,7,0.3111383744506278,50.035714,0.01,软件服务,FULLY_READY,1,1,1,strong_open_tradable,69.88,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,25862157534,1,bd019cc939e2bd2efedeaa668eb935e60d9a07bd,2026-05-14T13:17:41Z,U,4.0,29020321.0,29020321.0,135930.0,144112.0,,,,,,69.41,56.79,0.0,,,0.0,1.0,0.0,1.260545520875846,69.88,76.35,62.47,
20260514,20260515,20260518,603610.SH,麒盛科技,8,0.2762621532088394,61.875,0.01,家居用品,FULLY_READY,1,1,1,strong_open_tradable,18.41,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,25862157534,1,bd019cc939e2bd2efedeaa668eb935e60d9a07bd,2026-05-14T13:17:41Z,U,2.0,41159277.0,41159277.0,131350.0,134344.0,,,,,,18.84,15.42,0.0,,,0.0,1.0,0.0,1.4192045359584946,18.41,20.72,16.96,
20260514,20260515,20260518,001223.SZ,欧克科技,9,0.2370281461061075,60.25,0.3351513965909831,专用机械,FULLY_READY,1,1,1,strong_open_tradable,70.45,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,25862157534,1,bd019cc939e2bd2efedeaa668eb935e60d9a07bd,2026-05-14T13:17:41Z,U,1.0,51069401.0,51069401.0,131315.0,144324.0,,,,,,70.77,57.91,1.0,5.0,2.0,0.0,1.0,0.0,1.856546839518503,70.45,77.85,63.69,
20260514,20260515,20260518,605366.SH,宏柏新材,10,0.1609872311887142,60.910714,0.83,化工原料,FULLY_READY,1,1,1,strong_open_tradable,12.58,t1_open,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,25862157534,1,bd019cc939e2bd2efedeaa668eb935e60d9a07bd,2026-05-14T13:17:41Z,U,0.0,107732529.0,107732529.0,94505.0,94505.0,,,,,,12.21,9.99,1.0,1.0,6.0,0.0,1.0,0.0,2.4747639536301884,12.58,13.43,10.99,
