trade_date,exec_date,target_date,ts_code,name,rank,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,dataset_split,sample_weight,is_cold_start,feature_coverage_score,label_version,buy_window_start,buy_window_end,open_t1,up_limit_t1,down_limit_t1,open_times_t1,symbol,board,area,market,list_date,open,high,low,close,pct_chg,pre_close_est,returns_1d,high_low_range,candle_body,gap_open,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,amihud_illiquidity,volatility_5d,volatility_10d,volatility_20d,atr,downside_vol,max_drawdown_20d,tail_risk_score,total_mv,float_mv,pe_ttm,pb,north_money_market,south_money_market,hgt_market,sgt_market,market_regime,hot_boards_score,board_crowding_rank,is_hot_board,board_rank,board_limit_up_count,is_st_like,top_list_net_buy,top_net_rate,amount_rate,float_values,abnormal_volume,has_namechange_record,latest_change_reason,ret_2d,ret_5d,ret_10d,bid_ask_proxy,spread_proxy,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_limit_up,break_count_proxy,limit_up_strength,prior_prob_prior,prior_strength_score,prior_theme_boost,prior_board,open_times_t1__is_missing,prior_prob_prior__is_missing,prior_strength_score__is_missing,prior_theme_boost__is_missing
20260410,20260413,,002364.SZ,中恒电气,1,PFILL_READY,1,0,0,strong_dead_limit_up,,,raw_train_pool,1.75,0,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,38.63,38.63,31.61,0.0,2364,电气设备,浙江,主板,20100305,35.12,35.12,35.12,35.12,9.9906,3.195457936782341,9.9906,0.0,0.0,9.9906,33891.5,119026.948,0.6073,1.0263,0.12,8.393561431147508e-05,,,,,,,,1979240.1395,,,,280773.75,53189.17,121667.9,159105.85,,6.0,2.0,1.0,2.0,6.0,0.0,192131222.6,53.85,66.27,19600604051.2,66.27,0.0,,,,,,,U,0.0,1101336860.0,1101336860.0,92500.0,92500.0,,,,,,35.12,28.74,1.0,0.0,3.25,0.6706721430264012,70.711864,0.679305707944409,电气设备,0,0,0,0
20260410,20260413,,600482.SH,中国动力,2,PFILL_READY,1,0,1,strong_open_tradable,39.22,t1_open,raw_train_pool,1.75,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,39.22,44.48,36.4,,600482,船舶,河北,主板,20040714,39.5,40.44,39.5,40.44,10.0109,3.672724300465902,10.0109,0.255940801186943,0.255940801186943,9.754959198813056,446847.98,1804687.97,1.97,3.9196,1.03,5.547163923301378e-06,,,,,,,,9172788.3122,,,,280773.75,53189.17,121667.9,159105.85,,,,0.0,,,0.0,-287553339.68,-5.14,31.83,91727883121.92,31.83,0.0,,,,,,,U,0.0,217287800.0,217287800.0,93044.0,93044.0,,,,,,40.44,33.08,1.0,0.0,2.19729458614506,0.7451324524102518,46.932203,0.0164,船舶,1,0,0,0
20260410,20260413,,600103.SH,青山纸业,3,PFILL_READY,1,0,0,strong_dead_limit_up,,,raw_train_pool,1.75,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,4.3,4.3,3.52,,600103,造纸,福建,主板,19970703,3.91,3.91,3.91,3.91,10.1408,0.3509622289243142,10.1408,0.0,0.0,10.1408,920806.86,360035.482,4.1622,5.7286,1.41,2.8166112805515096e-05,,,,,,,,876163.2581,,,,280773.75,53189.17,121667.9,159105.85,,,,0.0,,,0.0,189537195.26,52.64,63.35,8650206573.77,63.35,0.0,,,,,,,U,0.0,186847224.0,186847224.0,92500.0,92500.0,,,,,,3.91,3.2,1.0,0.0,2.1696549264681835,0.6790834711034869,46.237288,0.0164,造纸,1,0,0,0
20260410,20260413,,600876.SH,凯盛新能,4,PFILL_READY,1,0,1,strong_open_tradable,10.09,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,10.09,10.93,8.95,,600876,玻璃,河南,主板,19951031,9.11,9.94,9.11,9.94,9.9558,0.9072819876229942,9.9558,0.9148203219315896,0.9148203219315896,9.04097967806841,97325.18,94349.732,2.4597,6.3914,1.38,0.0001055201725427,,,,,,,,641800.9132,,,,280773.75,53189.17,121667.9,159105.85,,,,0.0,,,0.0,,,,,,0.0,,,,,,,U,0.0,24339700.0,24339700.0,95106.0,95106.0,,,,,,9.94,8.14,1.0,0.0,2.022100141095795,0.4932218236437486,82.542373,0.01,玻璃,1,0,0,0
20260410,20260413,,603200.SH,上海洗霸,5,PFILL_READY,1,0,1,strong_open_tradable,61.54,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,61.54,67.88,55.54,,603200,环境保护,上海,主板,20170601,56.6,61.71,56.48,61.71,10.0,5.61,10.0,0.9322638146167564,0.9108734402852048,9.089126559714796,85569.86,514609.61,4.8763,9.9588,1.84,1.943220609502415e-05,,,,,,,,1082887.7156,,,,280773.75,53189.17,121667.9,159105.85,,2.0,10.0,1.0,10.0,2.0,0.0,,,,,,0.0,,,,,,,U,0.0,182608467.0,182608467.0,100246.0,100246.0,,,,,,61.71,50.49,1.0,0.0,2.4158061884898685,0.5140855415822498,49.338983,0.01,环境保护,1,0,0,0
20260410,20260413,,688690.SH,纳微科技,6,PFILL_READY,1,0,1,strong_open_tradable,32.48,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,32.48,37.85,25.23,,688690,化工原料,江苏,科创板,20210623,30.0,31.54,29.93,31.54,20.0152,1.5008184552133694,20.0152,1.0727480025364613,1.0261067850348755,18.989093214965123,225377.52,703829.734,5.5812,9.5826,5.83,2.8437559587387365e-05,,,,,,,,1273631.7688,,,,280773.75,53189.17,121667.9,159105.85,,2.0,5.0,1.0,5.0,2.0,0.0,118224942.81,16.8,38.24,12736317688.1,38.24,0.0,,,,,,,U,2.0,23321369.0,23321369.0,93522.0,144940.0,,,,,,31.54,21.02,1.0,0.0,1.604508842704735,0.3774174370132714,45.830508,0.3351513965909831,化工原料,1,0,0,0
20260410,20260413,,000534.SZ,万泽股份,7,PFILL_READY,1,0,1,strong_open_tradable,44.86,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,44.86,50.25,41.11,,534,生物制药,广东,主板,19940110,44.0,45.68,43.08,45.68,9.9928,4.155447201804817,9.9928,0.62568476357268,0.4042886164623467,9.588511383537655,220937.85,990386.811,4.419,5.8614,1.09,1.0089795107338118e-05,,,,,,,,2327617.6211,,,,280773.75,53189.17,121667.9,159105.85,,,,0.0,,,0.0,-47110591.2,-1.59,36.28,22838648602.88,36.28,0.0,,,,,,,U,0.0,105011970.0,105011970.0,94457.0,94457.0,,,,,,45.68,37.38,1.0,0.0,2.0953495463685834,0.3515576073464705,52.610169,0.0164,生物制药,1,0,0,0
20260410,20260413,,603950.SH,长源东谷,8,PFILL_READY,1,0,1,strong_open_tradable,52.0,t1_open,raw_train_pool,1.5,0,1.0,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,52.0,54.31,44.43,2.0,603950,汽车配件,湖北,主板,20200526,49.37,49.37,49.37,49.37,10.0045,4.486346494615838,10.0045,0.0,0.0,10.004500000000002,64892.46,320374.075,2.0053,5.4574,1.05,3.122755797266055e-05,,,,,,,,1600233.7596,,,,280773.75,53189.17,121667.9,159105.85,,5.0,3.0,1.0,3.0,5.0,0.0,-29222103.0,-8.26,59.39,15976467716.0,59.39,0.0,,,,,,,U,0.0,220113873.0,220113873.0,92503.0,92503.0,,,,,,49.37,40.39,1.0,0.0,2.4498606248409773,0.2560895324663381,57.525424,0.5458931282264484,汽车配件,0,0,0,0
20260410,20260413,,000670.SZ,盈方微,9,PFILL_READY,1,0,1,strong_open_tradable,8.09,t1_open,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,8.09,8.97,7.34,,670,元器件,湖北,主板,19961217,7.48,8.15,7.48,8.15,9.9865,0.7418195057570656,9.9865,0.903184662576687,0.903184662576687,9.083315337423311,792664.71,641425.716,9.6447,11.3588,1.17,1.5569222983881735e-05,,,,,,,,688451.0828,,,,280773.75,53189.17,121667.9,159105.85,,6.0,1.0,1.0,1.0,6.0,0.0,,,,,,0.0,,,,,,,U,2.0,55563391.0,55563391.0,93133.0,93403.0,,,,,,8.15,6.67,1.0,0.0,1.6337841926644194,0.2089711604126299,59.813559,0.83,元器件,1,0,0,0
20260410,20260413,,002328.SZ,新朋股份,10,PFILL_READY,1,0,0,strong_dead_limit_up,,,raw_train_pool,1.5,0,0.8,pfill_truth_v4_maturity_resolved,09:30:00,10:30:00,11.12,11.12,9.1,,2328,汽车配件,上海,主板,20091230,9.78,10.11,9.66,10.11,10.0109,0.9181810751164756,10.0109,0.4900994065281891,0.359406231454006,9.651493768545992,719997.75,718734.827,12.614,14.2708,0.86,1.3928502729978325e-05,,,,,,,,780259.47,,,,280773.75,53189.17,121667.9,159105.85,,5.0,3.0,1.0,3.0,5.0,0.0,32260625.76,2.1,23.82,5770706068.56,23.82,0.0,,,,,,,U,2.0,98074531.0,98074531.0,93112.0,93412.0,,,,,,10.11,8.27,1.0,0.0,1.6723837724514792,0.2597446592858495,45.677966,0.5458931282264484,汽车配件,1,0,0,0
