trade_date,exec_date,target_date,ts_code,name,rank,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,dataset_split,sample_weight,is_cold_start,feature_coverage_score,label_version,execution_contract,buy_window_start,buy_window_end,auction_price_t1,auction_amount_t1,auction_vol_t1,minute_open_t1,minute_open_available_t1,open_t1,high_t1,low_t1,close_t1,up_limit_t1,down_limit_t1,open_times_t1,symbol,board,area,market,list_date,open,high,low,close,pct_chg,pre_close_est,returns_1d,high_low_range,candle_body,gap_open,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,amihud_illiquidity,volatility_5d,volatility_10d,volatility_20d,atr,downside_vol,max_drawdown_20d,tail_risk_score,ret_2d,ret_5d,ret_10d,bid_ask_proxy,spread_proxy,total_mv,float_mv,pe_ttm,pb,north_money_market,south_money_market,hgt_market,sgt_market,market_regime,hot_boards_score,board_crowding_rank,is_hot_board,board_rank,board_limit_up_count,is_st_like,top_list_net_buy,top_net_rate,amount_rate,float_values,abnormal_volume,has_namechange_record,latest_change_reason,auction_vol,auction_price,auction_amount,auction_strength_score,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,intraday_available,intraday_status,intraday_missing_reason,minute_freq,minute_rows,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,reseal_score,intraday_quality_score,intraday_confidence_score,intraday_risk_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_tag,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_limit_up,break_count_proxy,limit_up_strength,prior_prob_prior,prior_strength_score,prior_theme_boost,prior_board,open_times_t1__is_missing,prior_prob_prior__is_missing,prior_strength_score__is_missing,prior_theme_boost__is_missing
20260921,20260922,20260923,600825.SH,新华传媒,1,FULLY_READY,1,1,0,strong_opening_auction_limit_up_unconfirmed,,,raw_train_pool,1.75,0,1.0,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,6.42,3762762.0,586100.0,,0,6.42,6.42,6.42,6.42,6.42,5.26,0.0,600825,出版,上海,主板,19940204,5.84,5.84,5.84,5.84,9.9812,5.309998436096351,9.9812,0.0,0.0,0.0998119999999999,24869.6,14523.846,0.238,0.4907,0.16,0.0006872284379771,0.04062244282892,0.0306421332619235,0.0265550351056522,0.0352526793682331,0.0082709108522085,-0.0524271844660194,0.0872531304238801,0.1274131274131273,0.1295938104448741,0.1967213114754098,0.0,0.0,610214.5336,,,,283911.86,55183.37,133832.25,150079.61,,3.0,9.0,1.0,9.0,3.0,0.0,,,,,,0.0,,310200,5.84,1811568.0,0.7676601350238762,U,0.0,2488694228.0,2488694228.0,92502.0,92502.0,0.0,missing_minute,no_minute_data,1min,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,missing_minute_data,,,,,,5.84,4.78,1.0,0.0,3.25,0.3319239621147338,45.819149,0.0286971475346954,出版,0,0,0,0
20260921,20260922,20260923,001216.SZ,华瓷股份,2,FULLY_READY,1,1,0,strong_opening_auction_limit_up_unconfirmed,,,raw_train_pool,1.75,0,1.0,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,26.47,19355711.04,731232.0,26.47,1,26.47,26.47,26.47,26.47,26.47,21.65,0.0,1216,家居用品,湖南,主板,20211019,24.06,24.06,24.06,24.06,10.0137,21.87000346320504,10.0137,0.0,0.0,0.1001369999999999,21288.24,51219.50544,0.8624,2.8138,0.17,0.0001955055972129,0.0001794944937821,0.0520680329197367,0.043613158948272,0.0538567977524501,0.0062545720840331,-0.0383091149273447,0.08817684595965,0.2102615694164991,0.6104417670682731,0.597609561752988,0.0,0.0,702451.6698,,,,283911.86,55183.37,133832.25,150079.61,,3.0,10.0,1.0,10.0,3.0,0.0,3623717.78,0.33,24.96,5938878947.94,24.96,0.0,,725900,24.06,17465154.0,0.9629507656841758,U,0.0,278775424.0,278775424.0,92500.0,92500.0,0.0,missing_minute,no_minute_data,1min,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,missing_minute_data,,,,,,24.06,19.68,1.0,0.0,2.362016743906717,0.2924319644729392,54.414894,0.0082,家居用品,0,0,0,0
20260921,20260922,20260923,002589.SZ,瑞康医药,3,FULLY_READY,1,1,1,strong_official_opening_auction,3.81,t_opening_auction,raw_train_pool,1.75,0,0.8,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,3.81,45018354.21,11815841.0,3.81,1,3.81,3.95,3.56,3.59,3.96,3.24,,2589,医药商业,山东,主板,20110610,3.36,3.6,3.3,3.6,10.0917,3.270001280750502,10.0917,0.0917430833333334,0.0733944666666667,0.0275225333333331,1943170.94,684959.26298,14.2295,17.3851,2.93,1.47332849490856e-05,0.0625220036070439,0.0525334092754859,0.0494212750488818,0.0524279782397958,0.0151823734909823,-0.16,0.2246036485398642,0.2121212121212121,0.1501597444089457,0.1042944785276074,0.0833333333333334,0.0917430833333334,541695.744,,,,283911.86,55183.37,133832.25,150079.61,,,,0.0,,,0.0,,,,,,0.0,,5254000,3.36,17653440.0,0.9636094187386794,U,2.0,80446183.0,80446183.0,93518.0,94527.0,0.0,missing_minute,no_minute_data,1min,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,missing_minute_data,,,,,,3.6,2.94,1.0,0.0,1.3656579886063314,0.2776344344015922,73.93617,0.005,医药商业,1,0,0,0
20260921,20260922,20260923,002755.SZ,奥赛康,4,FULLY_READY,1,1,1,strong_official_opening_auction,12.45,t_opening_auction,raw_train_pool,1.5,0,0.8,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,12.45,8493390.0,682200.0,,0,12.45,13.51,12.28,13.39,13.7,11.21,,2755,化学制药,北京,主板,20150515,11.39,12.45,11.34,12.45,9.9823,11.320003309623456,9.9823,0.0980565084337349,0.0936395485943774,0.0061834514056225,356345.57,432119.16495,3.8393,12.6832,5.93,2.310080368954485e-05,0.0410675423317092,0.0372500088793742,0.0348198725111562,0.040153551058104,0.0168956462920952,-0.1125299281723862,0.1642454469756378,0.1027457927369352,0.0921052631578946,0.0453400503778336,0.089156626506024,0.0980565084337349,1155559.698,,,,283911.86,55183.37,133832.25,150079.61,,9.0,1.0,1.0,1.0,9.0,0.0,,,,,,0.0,,71600,11.39,815524.0,0.6454799934134694,U,4.0,2714100.0,2714100.0,140527.0,144100.0,0.0,missing_minute,no_minute_data,1min,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,missing_minute_data,,,,,,12.45,10.19,1.0,0.0,1.4510905719029137,0.2743050300298955,39.946809,0.415,化学制药,1,0,0,0
20260921,20260922,20260923,600743.SH,华远控股,5,FULLY_READY,1,1,0,strong_opening_auction_limit_up_unconfirmed,,,raw_train_pool,1.5,0,1.0,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,2.56,4469504.0,1745900.0,,0,2.56,2.56,2.56,2.56,2.56,2.1,0.0,600743,房地产服务,北京,主板,19960909,2.33,2.33,2.33,2.33,9.9057,2.11999923570843,9.9057,0.0,0.0,0.099057,163894.37,38187.388,0.6986,1.5333,0.64,0.0002593971601304,0.0406238653964012,0.0361569373175604,0.0315841714916497,0.0408107887127427,0.0149708882051856,-0.1398305084745763,0.1863855681714117,0.1201923076923077,0.1201923076923077,0.0938967136150235,0.0,0.0,546641.5097,,,,283911.86,55183.37,133832.25,150079.61,,,,0.0,,,0.0,,,,,,0.0,,4213200,2.33,9816756.0,0.931335419068006,U,0.0,99322687.0,99322687.0,92500.0,92500.0,0.0,missing_minute,no_minute_data,1min,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,missing_minute_data,,,,,,2.33,1.91,1.0,0.0,2.039909558146008,0.2699120448196757,40.414894,0.005,房地产服务,0,0,0,0
20260921,20260922,20260923,600593.SH,大连圣亚,6,FULLY_READY,1,1,1,strong_official_opening_auction,48.08,t_opening_auction,raw_train_pool,1.5,0,0.8,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,48.08,19789728.0,411600.0,,0,48.08,50.02,46.8,47.12,53.43,43.71,,600593,旅游及景,辽宁,主板,20020711,44.19,48.57,43.71,48.57,10.0113,44.15001004442272,10.0113,0.1100792501544162,0.0992072254478073,0.0009057745521925,155312.76,735519.42,12.0584,25.9841,1.79,1.3611197376678375e-05,0.0500778497201814,0.0453057522758625,0.0339006054446136,0.0481148866380633,0.0097326376578582,-0.0810553838840029,0.1246886269864747,0.1214500115446779,0.2221942627075992,0.1774545454545455,0.1000617665225447,0.1100792501544162,633571.365,,,,283911.86,55183.37,133832.25,150079.61,,,,0.0,,,0.0,138234048.54,7.1,30.57,6255816000.0,30.57,0.0,,387800,44.19,17136882.0,0.9616334595751688,U,27.0,19000584.0,19000584.0,95105.0,143053.0,0.0,missing_minute,no_minute_data,1min,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,missing_minute_data,,,,,,48.57,39.74,1.0,0.0,1.0433490460581747,0.262319305469137,57.468085,0.0082,旅游及景,1,0,0,0
20260921,20260922,20260923,600664.SH,哈药股份,7,FULLY_READY,1,1,1,strong_official_opening_auction,9.02,t_opening_auction,raw_train_pool,1.5,0,1.0,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,9.02,281553888.0,31214400.0,,0,9.02,9.08,8.68,9.08,9.08,7.43,1.0,600664,化学制药,黑龙江,主板,19930629,7.56,8.25,7.56,8.25,10.0,7.499999999999999,10.0,0.092,0.092,0.008,1939491.68,1573224.095,7.7009,14.4171,0.47,6.356373533676396e-06,0.0415954965852239,0.0443017122630901,0.0460705268425007,0.0753965709874712,0.0291099188237369,-0.2634351949420442,0.338615640608282,0.1118598382749327,0.1301369863013699,0.03125,0.0836363636363636,0.092,2077770.6675,,,,283911.86,55183.37,133832.25,150079.61,,9.0,1.0,1.0,1.0,9.0,0.0,,,,,,0.0,,6193778,7.56,46824962.0,0.9904495307096988,U,1.0,365287378.0,365287378.0,93105.0,93220.0,0.0,missing_minute,no_minute_data,1min,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,missing_minute_data,,,,,,8.25,6.75,1.0,0.0,1.8967787299420695,0.2578104106707304,59.074468,0.415,化学制药,0,0,0,0
20260921,20260922,20260923,600630.SH,龙头股份,8,FULLY_READY,1,1,1,strong_official_opening_auction,8.97,t_opening_auction,raw_train_pool,1.5,0,0.8,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,8.97,53584089.0,5973700.0,8.97,1,8.97,10.03,8.71,9.48,10.03,8.21,,600630,服装家纺,上海,主板,19930209,9.12,9.12,8.94,9.12,10.0121,8.289997191218056,10.0121,0.0217129144736841,0.0,0.100121,458726.69,418014.129,10.7971,15.4427,2.15,2.395158274662051e-05,0.0569177871491391,0.0505882917130631,0.0386355512042174,0.0410565175232231,0.0100536549486301,-0.0702479338842975,0.118937140037145,0.209549071618037,0.3009985734664764,0.2863187588152327,0.0197368421052631,0.0217129144736841,387473.7792,,,,283911.86,55183.37,133832.25,150079.61,,4.0,7.0,1.0,7.0,4.0,0.0,,,,,,0.0,,3506601,9.12,31980201.0,0.9820517042647784,U,1.0,69662208.0,69662208.0,92501.0,110155.0,0.0,missing_minute,no_minute_data,1min,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,missing_minute_data,,,,,,9.12,7.46,1.0,0.0,1.7779914692677947,0.2532409170974897,66.340426,0.0868299574377993,服装家纺,1,0,0,0
20260921,20260922,20260923,002388.SZ,新亚制程,9,FULLY_READY,1,1,1,strong_official_opening_auction,8.46,t_opening_auction,raw_train_pool,1.5,0,0.8,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,8.46,20158488.0,2382800.0,,0,8.46,8.67,7.8,7.95,8.75,7.16,,2388,其他电子,浙江,主板,20100413,7.19,7.95,7.12,7.95,9.9585,7.230000409245306,9.9585,0.1147994402515723,0.1051175597484276,-0.0055325597484276,527745.0,408627.845,10.4251,11.7224,1.36,2.4370585905617865e-05,0.0447512348727926,0.0455735117936032,0.0384781727880304,0.0590274638071573,0.0081181354039016,-0.075075075075075,0.1216713832670072,0.1308677098150781,0.269968051118211,0.2325581395348837,0.1044025157232704,0.1147994402515723,402694.689,,,,283911.86,55183.37,133832.25,150079.61,,,,0.0,,,0.0,,,,,,0.0,,275600,7.19,1981564.0,0.7795158900049399,U,1.0,123925395.0,123925395.0,95818.0,101754.0,0.0,missing_minute,no_minute_data,1min,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,missing_minute_data,,,,,,7.95,6.51,1.0,0.0,1.5497953479401891,0.2499826601469758,56.744681,0.005,其他电子,1,0,0,0
20260921,20260922,20260923,000020.SZ,深华发Ａ,10,FULLY_READY,1,1,1,strong_official_opening_auction,14.42,t_opening_auction,raw_train_pool,1.5,0,0.8,pfill_truth_v7_public_buyable_explicit,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,14.42,7188370.0,498500.0,,0,14.42,14.68,13.9,14.04,15.69,12.83,,20,光学光电,深圳,主板,19920428,12.99,14.26,12.9,14.26,10.0309,12.959995783002777,10.0309,0.1049383057503505,0.0979938590462832,0.0023151409537166,134314.86,184250.98336,7.4139,21.7073,1.21,5.4441500485243326e-05,0.0446135887263329,0.0623945953892893,0.0476989354712631,0.0606879036503015,0.0263161310584844,-0.1704697986577181,0.2444848651874657,0.1237194641449961,0.1140624999999999,0.1453815261044178,0.0953716690042075,0.1049383057503505,403787.8712,,,,283911.86,55183.37,133832.25,150079.61,,,,0.0,,,0.0,,,,,,0.0,,104000,12.99,1350960.0,0.7271529721719084,U,1.0,58725532.0,58725532.0,111706.0,111724.0,0.0,missing_minute,no_minute_data,1min,0.0,,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,missing_minute_data,,,,,,14.26,11.66,1.0,0.0,1.523596925383314,0.2495748574450318,61.287234,0.005,光学光电,1,0,0,0
