trade_date,exec_date,target_date,entry_date,exit_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,eret_sample_eligible,eret_label_quality,entry_price_t1,entry_price_proxy_t1,entry_price_proxy_mode,exit_price_t2_close,close_t2,realized_ret_t1_to_t2,premium_ret_t1_to_t2,eret_truth_version,return_holding_mode,run_id,run_attempt,commit_sha,generated_at_utc,target_date_x,buy_window_start,buy_window_end,open_t1,target_date_y,open_t2,high_t2,low_t2,vol_t2,amount_t2,pct_chg_t2
20260326,20260327,20260330,20260327,20260330,000720.SZ,新能泰山,1,0.9266596659188828,61.923077,0.679305707944409,电气设备,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,5.43,5.43,t1_open,4.96,4.96,-0.0865561694290976,-0.0865561694290976,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,20260330,09:30:00,10:30:00,5.43,20260330,5.5,5.79,4.96,3044759.95,1605124.321,-9.9819
20260326,20260327,20260330,20260327,20260330,000722.SZ,湖南发展,2,0.7309657046393608,42.461538,0.0637942950693908,水力发电,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,18.58,18.58,t1_open,15.71,15.71,-0.15446716899892343,-0.15446716899892343,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,20260330,09:30:00,10:30:00,18.58,20260330,16.8,16.9,15.26,909919.08,1434266.149,-7.3703
20260326,20260327,20260330,20260327,20260330,000692.SZ,惠天热电,3,0.6807602238413514,60.692308,0.0164,供气供热,FULLY_READY,1,1,0,strong_dead_limit_up,0,not_filled_no_trade,,,,5.07,5.07,,,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,20260330,09:30:00,10:30:00,5.39,20260330,4.6,5.25,4.38,1207972.8,567428.004,4.321
20260326,20260327,20260330,20260327,20260330,600163.SH,中闽能源,4,0.5964923452716819,68.102564,0.0164,新型电力,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,8.82,8.82,t1_open,7.26,7.26,-0.1768707482993198,-0.1768707482993198,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,20260330,09:30:00,10:30:00,8.82,20260330,7.6,7.69,7.05,1838277.14,1328181.549,-7.2797
20260326,20260327,20260330,20260327,20260330,002902.SZ,铭普光磁,5,0.4787733870118922,47.230769,0.0164,通信设备,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,28.4,28.4,t1_open,28.78,28.78,0.013380281690140938,0.013380281690140938,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,20260330,09:30:00,10:30:00,28.4,20260330,27.01,29.3,27.01,612862.73,1742458.485,3.0064
20260326,20260327,20260330,20260327,20260330,603538.SH,美诺华,6,0.3998582109184919,48.692308,0.5458931282264484,化学制药,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,37.94,37.94,t1_open,43.1,43.1,0.13600421718502909,0.13600421718502909,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,20260330,09:30:00,10:30:00,37.94,20260330,43.1,43.1,42.4,89063.21,383676.55,10.0051
20260326,20260327,20260330,20260327,20260330,600844.SH,金煤科技,7,0.2819959916237406,49.102564,0.83,化工原料,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,4.54,4.54,t1_open,5.2,5.2,0.14537444933920707,0.14537444933920707,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,20260330,09:30:00,10:30:00,4.54,20260330,5.49,5.49,4.98,2811361.47,1487865.787,4.2084
20260326,20260327,20260330,20260327,20260330,600726.SH,华电能源,8,0.2961880495975525,46.487179,0.4322611773793213,火力发电,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,6.54,6.54,t1_open,6.01,6.01,-0.08103975535168195,-0.08103975535168195,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,20260330,09:30:00,10:30:00,6.54,20260330,6.37,6.52,6.01,1567129.35,969472.113,-10.0299
20260326,20260327,20260330,20260327,20260330,002361.SZ,神剑股份,9,0.2795739062598734,28.282051,0.8363999999999999,化工原料,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,12.02,12.02,t1_open,15.0,15.0,0.24792013311148087,0.24792013311148087,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,20260330,09:30:00,10:30:00,12.02,20260330,13.37,15.0,13.21,2300031.27,3313354.67,9.9707
20260326,20260327,20260330,20260327,20260330,603520.SH,司太立,10,0.1739119217205929,55.230769,0.5458931282264484,化学制药,FULLY_READY,1,1,1,strong_open_tradable,1,strong_close_t2_over_entry_proxy_t1,10.28,10.28,t1_open,10.78,10.78,0.048638132295719894,0.048638132295719894,eret_truth_v1_from_fill_truth_and_t2_close,buy_t1_entry_proxy_to_sell_t2_close,23594620984,1,1f4165eacd313a5ff7e9d4efcc798df4de8f2fd0,2026-03-26T12:37:22Z,20260330,09:30:00,10:30:00,10.28,20260330,10.6,11.11,10.58,441201.05,477246.583,-1.1009
