trade_date,exec_date,target_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,auction_price_t1,auction_amount_t1,minute_open_t1,minute_open_available_t1,label_version,execution_contract,buy_window_start,buy_window_end,run_id,run_attempt,commit_sha,generated_at_utc,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,intraday_available,intraday_status,intraday_missing_reason,minute_freq,minute_rows,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,reseal_score,intraday_quality_score,intraday_confidence_score,intraday_risk_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_tag,auction_strength_score,auction_amount,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength,decision_board,decision_limit_pct,decision_universe_eligible,decision_universe_reason,decision_universe_rule,open_t1,high_t1,low_t1,close_t1,pre_close_t1,vol_t1,amount_t1,pct_chg_t1,auction_vol_t1,up_limit_t1,down_limit_t1,open_times_t1
20260731,20260803,20260804,002851.SZ,麦格米特,3,0.2700622580169247,54.88,0.0164,其他电源,PFILL_READY,1,0,1,strong_official_opening_auction,106.5,t_opening_auction,106.5,43175100.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,30633749608,1,43270d80e00ef0942584f81f7e528ac0571de5f3,2026-07-31T13:17:17Z,U,28.0,67626620.0,67626620.0,93806.0,112809.0,,,,,,,,,,,,,,,,,,,,,,,,0.9878048780487804,86962400.0,,,,,,106.45,87.09,0.0,,,0.0,1.0,0.0,1.2081591890888743,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,106.5,106.8,97.74,98.86,106.45,335721.59,3410381.65317,-7.1301,405400.0,117.1,95.81,
20260731,20260803,20260804,603629.SH,利通电子,5,0.2419397049799089,56.18,0.01,消费电子,PFILL_READY,1,0,1,strong_official_opening_auction,101.65,t_opening_auction,101.65,151437967.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,30633749608,1,43270d80e00ef0942584f81f7e528ac0571de5f3,2026-07-31T13:17:17Z,U,2.0,306098985.0,306098985.0,92503.0,102651.0,,,,,,,,,,,,,,,,,,,,,,,,0.9936483739837398,181628838.0,,,,,,96.01,78.55,0.0,,,0.0,1.0,0.0,2.119446539711745,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,101.65,104.62,92.18,93.1,96.01,481045.17,4727437.93,-3.0309,1489798.0,105.61,86.41,
20260731,20260803,20260804,002354.SZ,天娱数科,6,0.2193661130410768,56.22,0.83,广告营销,PFILL_READY,1,0,0,strong_opening_auction_limit_up_unconfirmed,,,7.16,225113400.04,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,30633749608,1,43270d80e00ef0942584f81f7e528ac0571de5f3,2026-07-31T13:17:17Z,U,1.0,143908491.0,143908491.0,93257.0,93633.0,,,,,,,,,,,,,,,,,,,,,,,,0.9200965447154472,12562472.0,,,,,,6.51,5.33,1.0,1.0,7.0,0.0,1.0,0.0,2.119580987944435,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,7.16,7.16,7.0,7.16,6.51,1258083.51,899277.93118,9.9846,31440419.0,7.16,5.86,2.0
20260731,20260803,20260804,603221.SH,爱丽家居,7,0.2181371987877153,68.91,0.0164,家居用品,PFILL_READY,1,0,0,weak_missing_opening_auction_truth,,,,,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,30633749608,1,43270d80e00ef0942584f81f7e528ac0571de5f3,2026-07-31T13:17:17Z,U,0.0,92439289.0,92439289.0,92503.0,92503.0,,,,,,,,,,,,,,,,,,,,,,,,0.991234756097561,126934010.0,,,,,,22.54,18.44,0.0,,,0.0,1.0,0.0,2.2373994996132724,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,,,,,,,,,,24.79,20.29,
20260731,20260803,20260804,002432.SZ,九安医疗,10,0.2036743275282255,55.25,0.0164,医疗器械,PFILL_READY,1,0,1,strong_official_opening_auction,66.71,t_opening_auction,66.71,47657624.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,30633749608,1,43270d80e00ef0942584f81f7e528ac0571de5f3,2026-07-31T13:17:17Z,U,8.0,68801067.0,68801067.0,104427.0,144600.0,,,,,,,,,,,,,,,,,,,,,,,,0.9884400406504064,91020435.75,,,,,,68.46,56.02,0.0,,,0.0,1.0,0.0,1.2878037172026535,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,66.71,68.56,64.48,64.65,68.46,390064.61,2574644.30422,-5.5653,714400.0,75.31,61.61,
20260731,20260803,20260804,002131.SZ,利欧股份,11,0.2030061484266685,60.52,0.1179060031977598,通用设备,PFILL_READY,1,0,1,strong_official_opening_auction,5.0,t_opening_auction,5.0,284950500.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,30633749608,1,43270d80e00ef0942584f81f7e528ac0571de5f3,2026-07-31T13:17:17Z,U,2.0,261684359.0,261684359.0,100339.0,100651.0,,,,,,,,,,,,,,,,,,,,,,,,0.9846290650406504,68290542.46,,,,,,4.66,3.82,1.0,8.0,4.0,0.0,1.0,0.0,2.255382378228302,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,5.0,5.13,4.75,5.13,4.66,14052712.02,7001012.61845,10.0858,56990100.0,5.13,4.19,22.0
20260731,20260803,20260804,000506.SZ,招金黄金,12,0.1959115684918662,56.98,0.0164,贵金属,PFILL_READY,1,0,1,strong_official_opening_auction,14.87,t_opening_auction,14.87,43228577.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,30633749608,1,43270d80e00ef0942584f81f7e528ac0571de5f3,2026-07-31T13:17:17Z,U,26.0,24053222.0,24053222.0,101151.0,135536.0,,,,,,,,,,,,,,,,,,,,,,,,0.9716717479674796,38885081.0,,,,,,14.52,11.88,0.0,,,0.0,1.0,0.0,1.0988097197205544,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,14.87,14.96,13.99,14.71,14.52,923103.57,1345978.53256,1.3085,2907100.0,15.97,13.07,
20260731,20260803,20260804,002115.SZ,三维通信,13,0.1923963868093901,63.98,0.01,通信服务,PFILL_READY,1,0,1,strong_official_opening_auction,11.36,t_opening_auction,11.36,16824160.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,30633749608,1,43270d80e00ef0942584f81f7e528ac0571de5f3,2026-07-31T13:17:17Z,U,2.0,132435131.0,132435131.0,130012.0,143230.0,,,,,,,,,,,,,,,,,,,,,,,,0.8306656504065041,4627060.0,,,,,,11.23,9.19,0.0,,,0.0,1.0,0.0,1.6734488207060043,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,11.36,11.46,10.97,11.26,11.23,934803.07,1045878.55814,0.2671,1481000.0,12.35,10.11,
20260731,20260803,20260804,600162.SH,香江控股,14,0.1833877185126602,57.65,0.0164,房地产开发,PFILL_READY,1,0,1,strong_official_opening_auction,3.2,t_opening_auction,3.2,22037440.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,30633749608,1,43270d80e00ef0942584f81f7e528ac0571de5f3,2026-07-31T13:17:17Z,U,8.0,4109832.0,4109832.0,110649.0,145601.0,,,,,,,,,,,,,,,,,,,,,,,,0.9338160569105692,15696317.0,,,,,,3.18,2.6,0.0,,,0.0,1.0,0.0,1.121665844610788,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,3.2,3.41,3.07,3.1,3.18,2429973.91,774791.123,-2.5157,6886700.0,3.5,2.86,
20260731,20260803,20260804,000676.SZ,智度股份,15,0.1731418128687256,54.68,0.83,广告营销,PFILL_READY,1,0,1,strong_official_opening_auction,7.78,t_opening_auction,7.78,57063188.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,30633749608,1,43270d80e00ef0942584f81f7e528ac0571de5f3,2026-07-31T13:17:17Z,U,1.0,79261958.0,79261958.0,100006.0,100236.0,,,,,,,,,,,,,,,,,,,,,,,,0.963795731707317,29666577.6,,,,,,7.49,6.13,1.0,1.0,7.0,0.0,1.0,0.0,1.9535579175383773,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,7.78,7.94,7.45,7.59,7.49,2163217.96,1649923.0828,1.3351,7334600.0,8.24,6.74,
20260731,20260803,20260804,002827.SZ,高争民爆,16,0.1704991763326627,68.51,0.01,化学制品,PFILL_READY,1,0,0,strong_opening_auction_limit_up_unconfirmed,,,38.06,70430030.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,30633749608,1,43270d80e00ef0942584f81f7e528ac0571de5f3,2026-07-31T13:17:17Z,U,3.0,88747270.0,88747270.0,93000.0,93545.0,,,,,,,,,,,,,,,,,,,,,,,,0.9834857723577236,65259060.0,,,,,,34.6,28.31,0.0,,,0.0,1.0,0.0,1.477917779528183,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,38.06,38.06,37.51,38.06,34.6,83185.99,316471.94106,10.0,1850500.0,38.06,31.14,0.0
20260731,20260803,20260804,003032.SZ,传智教育,17,0.1683214142055335,63.61,0.01,教育,PFILL_READY,1,0,0,strong_opening_auction_limit_up_unconfirmed,,,9.69,22406438.94,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,30633749608,1,43270d80e00ef0942584f81f7e528ac0571de5f3,2026-07-31T13:17:17Z,U,1.0,122259013.0,122259013.0,92500.0,93203.0,,,,,,,,,,,,,,,,,,,,,,,,0.9771341463414634,47870016.0,,,,,,8.81,7.21,0.0,,,0.0,1.0,0.0,1.813981520448655,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,9.69,9.69,9.69,9.69,8.81,81911.26,79372.01094,9.9886,2312326.0,9.69,7.93,0.0
