trade_date,exec_date,target_date,entry_date,exit_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,eret_sample_eligible,eret_label_quality,entry_price_t1,entry_price_t_opening_auction,entry_price_proxy_t1,entry_price_proxy_mode,take_profit_price_tplus1,stop_loss_price_tplus1,latest_exit_time,exit_policy_version,exit_price_tplus1_timed,exit_price_tplus1_open,exit_price_source,exit_on_time,exit_reason,exit_price_t2_close,close_t2,realized_ret_open_to_tplus1_timed_exit,realized_ret_t1_to_t2,premium_ret_t1_to_t2,eret_truth_version,return_holding_mode,execution_contract,run_id,run_attempt,commit_sha,generated_at_utc,buy_window_start,buy_window_end,open_t1,high_t1,low_t1,close_t1,market_target_date,open_t2,high_t2,low_t2,pre_close_t2,vol_t2,amount_t2,pct_chg_t2,auction_price_t2,auction_amount_t2,down_limit_t2,minute_open_t2,minute_open_available_t2
20260706,20260707,20260708,20260707,20260708,002767.SZ,先锋电子,1,0.7000723270749492,73.760606,0.4181999999999999,通用设备,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_stop_gap_at_open,21.42,21.42,21.42,t_opening_auction,22.06,20.88,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,18.49,18.49,daily_ohlc_conservative_proxy,1,stop_gap_at_open,17.9,17.9,-0.13678804855275462,-0.13678804855275462,-0.16433239962651747,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,28800080541,1,0856ded988000126181a70bd87a2e19235545854,2026-07-06T14:44:20Z,09:20:00,09:24:50,21.42,21.42,18.35,18.5,20260708,18.49,18.94,17.39,18.5,107851.87,194700.93241,-3.2432,18.49,11057020.0,16.65,,0
20260706,20260707,20260708,20260707,20260708,603722.SH,阿科力,2,0.6472526063098117,65.336364,0.3364528539722045,化学制品,FULLY_READY,1,1,0,strong_opening_auction_limit_up_unconfirmed,0,not_filled_no_trade,,,,,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,,41.0,,0,missing_entry_reference,41.0,41.0,,,,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,28800080541,1,0856ded988000126181a70bd87a2e19235545854,2026-07-06T14:44:20Z,09:20:00,09:24:50,47.92,47.92,43.7,44.25,20260708,41.0,42.96,39.83,44.25,118665.84,489006.64,-7.3446,41.0,21869400.0,39.83,,0
20260706,20260707,20260708,20260707,20260708,600791.SH,京能置业,3,0.6731219889020781,69.227273,0.2697465641132242,房地产开发,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_stop_gap_at_open,9.0,9.0,9.0,t_opening_auction,9.27,8.78,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,8.18,8.18,daily_ohlc_conservative_proxy,1,stop_gap_at_open,7.47,7.47,-0.09111111111111114,-0.09111111111111114,-0.17000000000000004,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,28800080541,1,0856ded988000126181a70bd87a2e19235545854,2026-07-06T14:44:20Z,09:20:00,09:24:50,9.0,9.45,8.03,8.03,20260708,8.18,8.18,7.47,8.03,320914.4,246805.306,-6.9738,8.18,3335804.0,7.23,,0
20260706,20260707,20260708,20260707,20260708,603155.SH,新亚强,4,0.6621426702019314,65.760606,0.3364528539722045,化学制品,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_stop_gap_at_open,30.0,30.0,30.0,t_opening_auction,30.9,29.25,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,27.19,27.19,daily_ohlc_conservative_proxy,1,stop_gap_at_open,25.69,25.69,-0.09366666666666656,-0.09366666666666656,-0.1436666666666666,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,28800080541,1,0856ded988000126181a70bd87a2e19235545854,2026-07-06T14:44:20Z,09:20:00,09:24:50,30.0,30.06,26.91,27.2,20260708,27.19,27.3,25.52,27.2,173421.53,455395.255,-5.5515,27.19,5106282.0,24.48,,0
20260706,20260707,20260708,20260707,20260708,603269.SH,海鸥股份,5,0.640402350676338,65.081818,0.415,通用设备,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_both_hit_stop_first_conservative,17.83,17.83,17.83,t_opening_auction,18.36,17.38,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,17.38,18.14,daily_ohlc_conservative_proxy,1,both_hit_stop_first_conservative,17.29,17.29,-0.025238362310712192,-0.025238362310712192,-0.030286034772854742,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,28800080541,1,0856ded988000126181a70bd87a2e19235545854,2026-07-06T14:44:20Z,09:20:00,09:24:50,17.83,19.27,17.55,18.15,20260708,18.14,18.67,17.27,18.15,509045.47,913699.359,-4.7383,18.14,9776372.0,16.34,,0
20260706,20260707,20260708,20260707,20260708,603137.SH,恒尚节能,6,0.598254651435485,67.893939,0.0082,装修装饰,FULLY_READY,1,1,0,strong_opening_auction_limit_up_unconfirmed,0,not_filled_no_trade,,,,,,,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,,22.91,,0,missing_entry_reference,22.91,22.91,,,,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,28800080541,1,0856ded988000126181a70bd87a2e19235545854,2026-07-06T14:44:20Z,09:20:00,09:24:50,20.83,20.83,20.83,20.83,20260708,22.91,22.91,22.8,20.83,467146.85,1070203.845,9.9856,22.91,1592703.0,18.75,,0
20260706,20260707,20260708,20260707,20260708,605060.SH,XD联德股,7,0.6372700067334326,61.184849,0.415,通用设备,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_stop_gap_at_open,59.11,59.11,59.11,t_opening_auction,60.88,57.63,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,55.78,55.78,daily_ohlc_conservative_proxy,1,stop_gap_at_open,53.31,53.31,-0.05633564540686853,-0.05633564540686853,-0.09812214515310436,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,28800080541,1,0856ded988000126181a70bd87a2e19235545854,2026-07-06T14:44:20Z,09:20:00,09:24:50,59.11,59.98,55.08,55.8,20260708,55.78,56.7,52.23,55.8,86215.75,466289.862,-4.4624,55.78,3692636.0,50.22,,0
20260706,20260707,20260708,20260707,20260708,603020.SH,爱普股份,8,0.6348120865527089,60.572727,0.3396528539722045,化学制品,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_stop_gap_at_open,14.54,14.54,14.54,t_opening_auction,14.98,14.18,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,12.85,12.85,daily_ohlc_conservative_proxy,1,stop_gap_at_open,13.25,13.25,-0.11623108665749649,-0.11623108665749649,-0.08872077028885816,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,28800080541,1,0856ded988000126181a70bd87a2e19235545854,2026-07-06T14:44:20Z,09:20:00,09:24:50,14.54,14.69,13.22,13.22,20260708,12.85,13.98,12.71,13.22,213349.0,283162.048,0.2269,12.85,2458205.0,11.9,,0
20260706,20260707,20260708,20260707,20260708,603757.SH,大元泵业,9,0.6444785808181831,55.730303,0.415,通用设备,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_stop_gap_at_open,82.0,82.0,82.0,t_opening_auction,84.46,79.95,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,74.2,74.2,daily_ohlc_conservative_proxy,1,stop_gap_at_open,70.11,70.11,-0.09512195121951206,-0.09512195121951206,-0.14500000000000002,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,28800080541,1,0856ded988000126181a70bd87a2e19235545854,2026-07-06T14:44:20Z,09:20:00,09:24:50,82.0,84.66,72.8,74.18,20260708,74.2,77.62,70.0,74.18,169044.3,1239311.729,-5.4867,74.2,21540260.0,66.76,,0
20260706,20260707,20260708,20260707,20260708,000656.SZ,金科股份,10,0.5514712701561545,54.815151,0.2697465641132242,房地产开发,FULLY_READY,1,1,1,strong_official_opening_auction,1,strong_daily_ohlc_conservative_proxy_stop_gap_at_open,1.49,1.49,1.49,t_opening_auction,1.53,1.45,14:50,tplus1_first_touch_tp3_sl2p5_time1450_v1,1.31,1.31,daily_ohlc_conservative_proxy,1,stop_gap_at_open,1.33,1.33,-0.12080536912751683,-0.12080536912751683,-0.10738255033557043,eret_truth_v3_tplus1_first_touch_exit,manual_buy_t_0925_auction_to_tplus1_first_touch_exit,D_signal_manual_T_0925_auction_guidance_Tplus1_timed_exit,28800080541,1,0856ded988000126181a70bd87a2e19235545854,2026-07-06T14:44:20Z,09:20:00,09:24:50,1.49,1.53,1.34,1.35,20260708,1.31,1.45,1.29,1.35,5900336.31,804771.78035,-1.4815,1.31,30883119.0,1.22,,0
