trade_date,exec_date,target_date,ts_code,name,rank,prob,StrengthScore,ThemeBoost,board,sample_maturity,label_ready_fill,label_ready_ret,y_fill,fill_label_quality,entry_price_proxy_t1,entry_price_proxy_mode,auction_price_t1,auction_amount_t1,minute_open_t1,minute_open_available_t1,label_version,execution_contract,buy_window_start,buy_window_end,run_id,run_attempt,commit_sha,generated_at_utc,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,intraday_available,intraday_status,intraday_missing_reason,minute_freq,minute_rows,first_limit_time,last_limit_time,limit_touch_count,open_board_count,max_drawdown_after_limit,reseal_count,reseal_minutes_avg,late_volume_ratio,late_price_weakness,late_limit_hold_minutes,late_withdraw_score,reseal_score,intraday_quality_score,intraday_confidence_score,intraday_risk_score,intraday_soft_risk_score,intraday_hard_risk_flag,intraday_tag,auction_strength_score,auction_amount,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board,board_rank,board_limit_up_count,is_st_like,is_limit_up,break_count_proxy,limit_up_strength,decision_board,decision_limit_pct,decision_universe_eligible,decision_universe_reason,decision_universe_rule,open_t1,high_t1,low_t1,close_t1,vol_t1,amount_t1,pct_chg_t1,auction_vol_t1,up_limit_t1,down_limit_t1,open_times_t1
20260702,20260703,20260706,600182.SH,S佳通,1,0.70859650149662,80.312766,0.415,汽车零部件,FULLY_READY,1,1,1,strong_official_opening_auction,14.83,t_opening_auction,14.83,4717423.0,14.83,1,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28593216255,1,6d730a00c61208d09cf545b485b5c8d6e9878530,2026-07-02T13:20:33Z,U,1.0,12106725.0,12106725.0,94237.0,94331.0,1.0,ok,,1min,241.0,09:43:00,15:00:00,1.0,0.0,0.424,0.0,,0.027128,0.0,31.0,0.0,62.4558,75.2367,70.0,8.25,8.25,0.0,healthy_limitup,0.6407185628742516,1497594.0,,,,,,14.15,12.81,1.0,1.0,8.0,0.0,1.0,0.0,1.7741164868670385,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,14.83,14.86,14.51,14.71,79730.02,117443.397,3.9576,318100.0,14.86,13.44,
20260702,20260703,20260706,603926.SH,铁流股份,2,0.7324201170452481,63.670213,0.83,汽车零部件,FULLY_READY,1,1,1,strong_official_opening_auction,19.07,t_opening_auction,19.07,2963478.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28593216255,1,6d730a00c61208d09cf545b485b5c8d6e9878530,2026-07-02T13:20:33Z,U,0.0,91696205.0,91696205.0,94642.0,94642.0,,,,,,,,,,,,,,,,,,,,,,,,0.1221193975684993,77000.0,,,,,,19.26,15.76,1.0,1.0,8.0,0.0,1.0,0.0,2.432658012273325,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,19.07,19.8,18.66,19.21,136797.79,262387.734,0.4182,155400.0,21.04,17.22,
20260702,20260703,20260706,000566.SZ,海南海药,3,0.6284744829308546,53.487234,0.3364528539722045,化学制药,FULLY_READY,1,1,1,strong_official_opening_auction,6.22,t_opening_auction,6.22,71904643.04,6.22,1,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28593216255,1,6d730a00c61208d09cf545b485b5c8d6e9878530,2026-07-02T13:20:33Z,U,1.0,120544483.0,120544483.0,93000.0,101600.0,1.0,ok,,1min,241.0,09:30:00,15:00:00,1.0,0.0,1.4901,0.0,,0.020304,0.0,31.0,0.0,56.0596,73.3179,70.0,8.25,8.25,0.0,neutral_limitup,0.980402830702232,68689360.61,,,,,,6.04,4.94,1.0,2.0,6.0,0.0,1.0,0.0,1.9901235215273707,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,6.22,6.56,5.71,6.14,3587792.25,2194105.92776,1.6556,11560232.0,6.64,5.44,
20260702,20260703,20260706,603538.SH,美诺华,4,0.6502609606771569,62.585106,0.3396528539722045,化学制药,FULLY_READY,1,1,1,strong_official_opening_auction,42.69,t_opening_auction,42.69,78788664.0,42.69,1,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28593216255,1,6d730a00c61208d09cf545b485b5c8d6e9878530,2026-07-02T13:20:33Z,U,0.0,98746791.0,98746791.0,93111.0,93111.0,1.0,ok,,1min,241.0,09:32:00,15:00:00,1.0,0.0,0.0254,0.0,,0.033392,0.0,31.0,0.0,64.8477,75.9543,70.0,8.25,8.25,0.0,healthy_limitup,0.9602612955906368,36601425.0,,,,,,39.39,32.23,1.0,2.0,6.0,0.0,1.0,0.0,2.446702715913156,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,42.69,42.7,37.21,38.81,739765.92,2861246.673,-1.4725,1845600.0,43.33,35.45,
20260702,20260703,20260706,002020.SZ,京新药业,5,0.6697975432493989,70.142553,0.3364528539722045,化学制药,FULLY_READY,1,1,1,strong_official_opening_auction,15.46,t_opening_auction,15.46,59395774.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28593216255,1,6d730a00c61208d09cf545b485b5c8d6e9878530,2026-07-02T13:20:33Z,U,0.0,117563685.0,117563685.0,92500.0,92500.0,1.0,ok,,1min,241.0,09:30:00,15:00:00,1.0,0.0,0.0,0.0,,0.063946,0.0,31.0,0.0,65.0,76.0,70.0,8.25,8.25,0.0,healthy_limitup,0.97550353837779,58204598.0,,,,,,14.66,12.0,1.0,2.0,6.0,0.0,1.0,0.0,2.48418579883025,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,15.46,15.47,14.28,15.19,630568.28,936025.7257,3.6153,3841900.0,16.13,13.19,
20260702,20260703,20260706,603790.SH,雅运股份,6,0.6896444130325371,70.882979,0.4258611773793213,化学制品,FULLY_READY,1,1,1,strong_official_opening_auction,24.42,t_opening_auction,24.42,722832.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28593216255,1,6d730a00c61208d09cf545b485b5c8d6e9878530,2026-07-02T13:20:33Z,U,0.0,46370070.0,46370070.0,95200.0,95200.0,,,,,,,,,,,,,,,,,,,,,,,,0.4119034657956814,423181.0,,,,,,24.89,20.37,1.0,4.0,5.0,0.0,1.0,0.0,2.3423687606828985,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,24.42,25.6,23.81,25.1,77340.53,193391.482,0.8437,29600.0,27.38,22.4,
20260702,20260703,20260706,603137.SH,恒尚节能,7,0.6029299827774702,69.138298,0.0082,装修装饰,FULLY_READY,1,1,0,strong_opening_auction_limit_up_unconfirmed,,,17.22,699132.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28593216255,1,6d730a00c61208d09cf545b485b5c8d6e9878530,2026-07-02T13:20:33Z,U,0.0,390220230.0,390220230.0,92503.0,92503.0,1.0,ok,,1min,241.0,09:30:00,15:00:00,1.0,0.0,0.0,0.0,,0.060022,0.0,31.0,0.0,65.0,76.0,70.0,8.25,8.25,0.0,healthy_limitup,0.500998003992016,677019.0,,,,,,15.65,12.81,0.0,,,0.0,1.0,0.0,2.7773151741736744,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,17.22,17.22,17.22,17.22,6054.8,10426.366,10.0319,40600.0,17.22,14.09,0.0
20260702,20260703,20260706,600480.SH,凌云股份,8,0.6607485497888246,63.053191,0.415,汽车零部件,FULLY_READY,1,1,1,strong_official_opening_auction,9.15,t_opening_auction,9.15,3679215.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28593216255,1,6d730a00c61208d09cf545b485b5c8d6e9878530,2026-07-02T13:20:33Z,U,0.0,44229680.0,44229680.0,134453.0,134453.0,1.0,ok,,1min,241.0,13:45:00,15:00:00,1.0,0.0,0.7576,0.0,,0.051277,0.0,31.0,0.0,60.4545,63.3864,45.0,12.0,12.0,0.0,neutral_limitup,0.6579568136454363,1696244.0,,,,,,9.24,7.56,1.0,1.0,8.0,0.0,1.0,0.0,2.3381051231322525,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,9.15,9.5,9.01,9.2,470266.76,435174.014,-0.4329,402100.0,10.16,8.32,
20260702,20260703,20260706,000700.SZ,模塑科技,9,0.6817997772967248,58.010638,0.4181999999999999,汽车零部件,FULLY_READY,1,1,1,strong_official_opening_auction,16.08,t_opening_auction,16.08,49151736.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28593216255,1,6d730a00c61208d09cf545b485b5c8d6e9878530,2026-07-02T13:20:33Z,U,1.0,108445083.0,108445083.0,100930.0,101839.0,1.0,ok,,1min,241.0,10:10:00,15:00:00,2.0,1.0,2.4303,1.0,6.0,0.048975,0.0,31.0,0.0,67.1179,73.6654,63.4,17.69,17.69,0.0,neutral_limitup,0.9109054618036654,15046230.0,,,,,,16.87,13.81,1.0,1.0,8.0,0.0,1.0,0.0,1.9660216259941816,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,16.08,18.25,16.08,17.6,1988586.81,3413391.73064,4.3272,3056700.0,18.56,15.18,
20260702,20260703,20260706,600815.SH,厦工股份,10,0.6533321326359504,74.568085,0.1227210461403112,工程机械,FULLY_READY,1,1,1,strong_official_opening_auction,2.87,t_opening_auction,2.87,2777299.0,,0,pfill_truth_v6_manual_0925_proxy,manual_guidance_0925_public_market_fillability_proxy,09:20:00,09:24:50,28593216255,1,6d730a00c61208d09cf545b485b5c8d6e9878530,2026-07-02T13:20:33Z,U,0.0,24580317.0,24580317.0,94526.0,94526.0,1.0,ok,,1min,241.0,09:46:00,15:00:00,1.0,0.0,2.0761,0.0,,0.043671,0.0,31.0,0.0,52.5433,72.263,70.0,8.25,8.25,0.0,neutral_limitup,0.5503538377789875,871150.0,,,,,,2.89,2.37,1.0,6.0,4.0,0.0,1.0,0.0,2.2989637694849883,MAIN,10.0,1,eligible_limit_le_10:10.00%:main_board_10pct,a_share_price_limit_le_10_v2,2.87,2.89,2.75,2.82,1116725.92,314418.489,-2.4221,967700.0,3.18,2.6,
