ts_code,trade_date,close,open,high,low,vol,amount,vwap
000428.SZ,20260729,4.04,4.04,4.04,4.04,7610000.0,30744399.36,4.04
000533.SZ,20260729,10.83,10.78,10.96,10.78,6413004.16,69220336.64,10.79
000636.SZ,20260729,44.0,43.76,44.3,43.67,1687840.0,73930808.32,43.8
000676.SZ,20260729,7.21,7.18,7.26,7.18,5335569.92,38367608.32,7.19
001248.SZ,20260729,13.81,13.8,13.88,13.8,4888800.0,67482818.56,13.8
001258.SZ,20260729,11.61,11.61,11.61,11.61,6886400.0,79951104.0,11.61
001267.SZ,20260729,31.64,31.46,31.71,31.45,466000.0,14677766.4,31.5
001317.SZ,20260729,52.59,52.23,52.6,52.23,294100.0,15367417.6,52.25
001328.SZ,20260729,32.2,32.4,32.6,32.2,130800.0,4236925.12,32.39
001358.SZ,20260729,25.32,25.27,25.75,25.27,656075.0,16604353.28,25.31
002029.SZ,20260729,7.85,7.86,7.92,7.84,265200.0,2084876.0,7.86
002051.SZ,20260729,8.77,8.77,8.82,8.76,964600.0,8463806.08,8.77
002080.SZ,20260729,46.08,45.95,46.3,45.93,686823.04,31584194.56,45.99
002141.SZ,20260729,5.71,5.66,5.71,5.64,7130400.0,40365112.32,5.66
002158.SZ,20260729,26.2,26.23,26.42,26.02,186500.0,4890396.16,26.22
002174.SZ,20260729,11.18,11.18,11.25,11.18,122300.0,1367683.04,11.18
002235.SZ,20260729,7.74,7.75,7.77,7.68,566600.0,4390144.0,7.75
002242.SZ,20260729,8.95,9.0,9.02,8.95,650500.0,5852608.0,9.0
002270.SZ,20260729,19.46,19.53,19.53,19.41,135300.0,2640094.08,19.51
002292.SZ,20260729,7.95,7.92,7.96,7.9,1391100.0,11024029.44,7.93
002309.SZ,20260729,3.23,3.26,3.26,3.16,20298900.48,65945123.84,3.25
002310.SZ,20260729,2.65,2.65,2.65,2.57,26677800.96,70496752.64,2.64
002353.SZ,20260729,137.06,136.56,138.34,136.56,86900.0,11899096.32,136.93
002364.SZ,20260729,35.64,35.43,35.8,35.43,261100.0,9260216.96,35.47
002365.SZ,20260729,12.94,12.94,13.0,12.83,913900.0,11818951.68,12.93
002388.SZ,20260729,5.14,5.04,5.19,5.04,9211498.88,46493066.24,5.05
002407.SZ,20260729,33.17,33.0,33.2,32.8,3572829.12,117899724.8,33.0
002409.SZ,20260729,160.16,160.0,161.74,159.35,788700.0,126280939.52,160.11
002448.SZ,20260729,12.42,12.33,12.5,12.33,784200.0,9702739.2,12.37
002484.SZ,20260729,60.86,60.45,61.2,60.45,245900.0,14896034.56,60.58
002522.SZ,20260729,4.76,4.75,4.76,4.75,305600.0,1451750.08,4.75
002577.SZ,20260729,18.03,18.03,18.07,18.01,46100.0,831202.0,18.03
002580.SZ,20260729,16.47,16.37,16.6,16.37,3309299.84,54223073.28,16.39
002612.SZ,20260729,13.19,13.11,13.29,13.1,537300.0,7053948.16,13.13
002636.SZ,20260729,57.27,57.0,57.5,56.8,539300.0,30774041.6,57.06
002640.SZ,20260729,3.45,3.45,3.47,3.43,3234600.0,11159801.6,3.45
002647.SZ,20260729,9.4,9.46,9.47,9.35,575600.0,5438304.0,9.45
002775.SZ,20260729,3.76,3.88,3.91,3.76,1282400.0,4967429.12,3.87
002900.SZ,20260729,12.45,12.14,12.45,12.14,1385600.0,16850961.92,12.16
002925.SZ,20260729,21.96,22.01,22.21,21.93,444400.0,9781500.8,22.01
002969.SZ,20260729,13.59,13.8,13.81,13.45,6103900.16,83918310.4,13.75
003020.SZ,20260729,16.95,16.99,17.0,16.93,424200.0,7203608.32,16.98
600176.SH,20260729,37.99,37.99,37.99,37.99,1188900.0,45166310.4,37.99
600376.SH,20260729,3.61,3.61,3.61,3.61,989000.0,3570289.92,3.61
600488.SH,20260729,5.29,5.25,5.29,5.25,1042500.0,5474465.92,5.25
600594.SH,20260729,3.61,3.57,3.61,3.57,2065700.0,7376199.04,3.57
600617.SH,20260729,3.29,3.29,3.29,3.29,5784999.68,19032650.24,3.29
600667.SH,20260729,18.0,18.0,18.0,18.0,4225800.0,76064399.36,18.0
600683.SH,20260729,7.92,7.92,7.92,7.92,200300.0,1586376.0,7.92
600775.SH,20260729,9.9,9.9,9.9,9.9,2423100.0,23988689.92,9.9
600829.SH,20260729,9.25,9.25,9.25,9.25,454400.0,4203200.0,9.25
