trade_date,ts_code,name,limit_type,close,up_limit,down_limit,open_times,fd_amount,first_time,last_time,limit_times,up_stat,industry,turnover_ratio,amount,float_mv,total_mv,seal_amount
20260717,000037.SZ,深南电A,U,9.2,9.2,7.52,0,33258000.0,100009,100009,1.0,1/1,电力,10.66,326741488.0,3117954980.0,5545415846.4,33258000.0
20260717,000676.SZ,智度股份,U,6.84,6.84,5.6,3,65497924.0,93103,140436,3.0,3/3,广告营销,20.42,1722939792.0,8611755158.88,8616958237.44,65497924.0
20260717,000722.SZ,湖南发展,U,13.83,13.83,11.31,0,39493805.0,145354,145354,1.0,2/3,电力,11.88,730235200.0,6419309040.06,7901836662.72,39493805.0
20260717,000779.SZ,甘咨询,U,12.23,12.23,10.01,9,4246256.0,101854,150000,1.0,1/1,工程咨询,21.51,1187310256.0,5684173851.15,5684864246.88,4246256.0
20260717,000899.SZ,赣能股份,U,10.7,10.7,8.76,0,77406421.0,110854,110854,1.0,1/1,电力,3.91,397280432.0,10439752032.0,10439752032.0,77406421.0
20260717,001258.SZ,立新能源,U,8.27,8.27,6.77,1,80677158.0,94600,94624,2.0,2/2,电力,6.15,460356624.0,7718586039.68,7718666622.56,80677158.0
20260717,001369.SZ,双欣材料,U,12.95,12.95,10.59,1,27654932.0,142748,142954,1.0,1/1,化学纤维,10.5,269360560.0,2686521957.35,14853650000.0,27654932.0
20260717,001388.SZ,信通电子,U,24.74,24.74,20.24,7,20713020.0,94524,135800,1.0,4/5,电网设备,15.3,457437344.0,3095433471.28,3907683000.0,20713020.0
20260717,002432.SZ,九安医疗,U,79.2,79.2,64.8,2,409388760.0,92500,135900,1.0,3/4,医疗器械,9.81,3594431328.0,36849567744.0,36898795929.6,409388760.0
20260717,002632.SZ,道明光学,U,10.59,10.59,8.67,2,56776167.0,93009,102136,2.0,2/2,塑料,12.63,762034208.0,6083168808.99,6614504341.92,56776167.0
20260717,002677.SZ,浙江美大,U,7.95,7.95,6.51,0,90706327.0,92500,92500,3.0,4/6,厨卫电器,1.24,54576742.0,4384503307.5,5136110601.6,90706327.0
20260717,002766.SZ,索菱股份,U,3.94,3.94,3.22,0,35043148.0,93000,93000,1.0,1/1,汽车零部件,3.48,117187018.0,3376493674.6,3387792546.56,35043148.0
20260717,002829.SZ,星网宇达,U,20.72,20.72,16.96,1,22547504.0,140924,141227,2.0,4/7,航天装备,20.2,561158064.0,3026208297.28,4305810643.68,22547504.0
20260717,003001.SZ,中岩大地,U,19.56,19.56,16.0,0,84874419.0,93000,93000,1.0,3/6,专业工程,5.09,113759337.0,2237010343.92,3414205706.64,84874419.0
20260717,300577.SZ,开润股份,U,20.36,20.36,13.58,2,37032763.0,92500,130233,1.0,1/1,服装家纺,11.91,344340544.0,2894475144.76,4883065988.92,37032763.0
20260717,300795.SZ,米奥会展,U,10.48,10.48,6.98,0,68491652.0,93839,93839,1.0,1/1,专业服务,9.44,168320771.0,1823364487.28,3132407778.56,68491652.0
20260717,600095.SH,湘财股份,U,8.69,8.69,7.11,3,51585578.0,103444,144659,1.0,1/1,证券Ⅱ,4.03,979880112.0,24846341486.67,24846341495.36,51585578.0
20260717,600162.SH,香江控股,U,3.06,3.06,2.5,0,30148350.0,142721,142721,3.0,3/3,房地产开发,11.6,1115651152.0,10001420653.32,10001420671.68,30148350.0
20260717,600227.SH,赤天化,U,3.06,3.06,2.5,1,32425902.0,93934,141746,1.0,3/4,农化制品,19.81,752820192.0,3909455397.18,5167506700.8,32425902.0
20260717,600236.SH,桂冠电力,U,10.62,10.62,8.69,1,60427800.0,102143,102234,1.0,1/1,电力,0.47,387794576.0,83710852257.24,83710851471.36,60427800.0
20260717,600644.SH,乐山电力,U,9.01,9.01,7.37,1,63540276.0,94528,94855,1.0,1/1,电力,7.56,387549168.0,5210670570.18,5210670552.16,63540276.0
20260717,600722.SH,金牛化工,U,8.53,8.53,6.98,0,92155467.0,93849,93849,1.0,1/1,化学原料,7.24,410446560.0,5803126836.28,5803126870.4,92155467.0
20260717,600744.SH,华银电力,U,5.96,5.96,4.88,0,179936971.0,94318,94318,1.0,1/1,电力,4.21,500534528.0,12105500673.04,12105500661.12,179936971.0
20260717,600881.SH,亚泰集团,U,1.86,1.86,1.52,0,32486038.0,130159,130159,1.0,1/1,综合Ⅱ,9.42,551282064.0,6011800837.68,6011800845.12,32486038.0
20260717,600982.SH,宁波能源,U,5.09,5.09,4.17,1,63621437.0,111748,142306,1.0,1/1,电力,8.4,464268352.0,5688723898.65,5688723913.92,63621437.0
20260717,600992.SH,贵绳股份,U,11.72,11.72,9.59,1,18264448.0,94006,132703,1.0,4/7,通用设备,10.89,306349504.0,2872454800.0,2872454800.0,18264448.0
20260717,601369.SH,陕鼓动力,U,9.5,9.5,7.78,2,36648150.0,95202,100929,1.0,1/1,专用设备,1.99,316468288.0,16209007274.0,16373007712.0,36648150.0
20260717,603118.SH,共进股份,U,14.95,14.95,12.23,1,85886255.0,95016,105043,1.0,1/1,通信设备,15.57,1784261520.0,11769782269.7,11769782180.0,85886255.0
20260717,603161.SH,科华控股,U,13.31,13.31,10.89,2,18035875.0,93302,95305,1.0,1/1,汽车零部件,2.61,66029121.0,2538865862.5,2587566553.55,18035875.0
20260717,603567.SH,珍宝岛,U,6.03,6.03,4.93,1,31019942.0,93646,142110,2.0,2/2,中药Ⅱ,11.12,610427920.0,5664601850.76,5669618738.4,31019942.0
20260717,603580.SH,艾艾精工,U,44.92,44.92,36.76,0,191597276.0,92503,92503,4.0,6/7,塑料,0.21,12290112.0,5869840144.0,5869840144.0,191597276.0
20260717,605011.SH,杭州热电,U,18.48,18.48,15.12,1,24454584.0,101056,101323,1.0,1/1,电力,3.65,261492381.0,7393848000.0,7393848000.0,24454584.0
20260717,920305.BJ,云创退,U,2.02,2.02,1.1,4,5985449.0,94707,101034,5.0,5/5,IT服务Ⅱ,20.81,33161635.0,163823767.5,267399772.5,5985449.0
