trade_date,verify_date,rank,ts_code,name,prob,StrengthScore,ThemeBoost,board,run_id,run_attempt,commit_sha,generated_at_utc,target_trade_date,Probability,name_fs,symbol,board_fs,area,market,list_date,open,high,low,close,pct_chg,pre_close_est,returns_1d,high_low_range,candle_body,gap_open,vol,amount,turnover_rate,turnover_rate_f,volume_ratio,amihud_illiquidity,volatility_5d,volatility_10d,volatility_20d,atr,downside_vol,max_drawdown_20d,tail_risk_score,total_mv,float_mv,pe_ttm,pb,north_money_market,south_money_market,hgt_market,sgt_market,market_regime,hot_boards_score,board_crowding_rank,is_hot_board,board_rank,board_limit_up_count,is_st_like,top_list_net_buy,top_net_rate,amount_rate,float_values,abnormal_volume,has_namechange_record,latest_change_reason,ret_2d,ret_5d,ret_10d,bid_ask_proxy,spread_proxy,name_limit,limit_type,open_times,fd_amount,seal_amount,first_seal_time,last_seal_time,open_times_break,fd_amount_break,seal_amount_break,first_time_break,last_time_break,up_limit,down_limit,is_hot_board_limit,board_rank_limit,board_limit_up_count_limit,is_st_like_limit,is_limit_up,break_count_proxy,limit_up_strength,signal_date,exec_date,exit_date,regime_name,requested_trade_date,p_fill_pred_rule,p_fill_pred_model,p_fill_pred_final,p_fill_pred,p_fill_model_loaded,p_fill_model_kind,p_fill_model_path,p_fill_model_feature_mode,p_fill_model_meta_path,p_fill_model_expected_n_features,p_fill_expected_categorical_cols,p_fill_expected_numeric_feature_count,p_fill_model_category_like_cols_detected,p_fill_model_actual_n_features,p_fill_missing_feature_count,p_fill_missing_feature_sample,p_fill_unexpected_feature_count,p_fill_unexpected_feature_sample,p_fill_categorical_feature_count_online,p_fill_categorical_feature_sample_online,p_fill_numeric_feature_count_online,p_fill_online_dtypes_sample,p_fill_pred_src,p_fill_degrade_reason,eret_pred_rule,eret_pred_model,eret_pred_final,eret_pred,e_ret_pred,eret_model_loaded,eret_model_kind,eret_model_path,eret_model_feature_mode,eret_model_meta_path,eret_model_expected_n_features,eret_expected_categorical_cols,eret_expected_numeric_feature_count,eret_model_category_like_cols_detected,eret_model_actual_n_features,eret_missing_feature_count,eret_missing_feature_sample,eret_unexpected_feature_count,eret_unexpected_feature_sample,eret_categorical_feature_count_online,eret_categorical_feature_sample_online,eret_numeric_feature_count_online,eret_online_dtypes_sample,eret_pred_src,eret_degrade_reason,eret_regime_used,cost_est,risk_penalty,ev_pred,input_mode,fs_degrade_reason,weight_exec,regime,risk_budget,version,generated_at_bjt
20260306,20260309,1,000533.SZ,顺钠股份,0.9060953626609431,85.891892,1.0,电气设备,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,20260309,0.9060953626609431,,533,电气设备,广东,主板,19940103,14.88,14.88,14.88,14.88,9.9778,1.3554628431926252,9.9778,0.0,0.0,9.9778,99508.88,148069.213,1.4529,2.3833,0.18,6.73860541151117e-05,,,,,,,,1027934.208,,,,282646.74,52540.86,131754.09,150892.65,,11.0,1.0,1.0,1.0,11.0,0.0,,,,,,0.0,,,,,,,,U,0.0,421632418.0,421632418.0,92500.0,92500.0,,,,,,14.88,12.18,1.0,1.0,11.0,0.0,1.0,0.0,2.749503377097577,20260306,20260309,,RISK_ON,,0.14644829099999998,0.2629646695434591,0.2629646695434591,0.2629646695434591,True,lgbm,/home/runner/work/top10-decision/top10-decision/models/pfill_lgbm.joblib,meta_feature_contract,/home/runner/work/top10-decision/top10-decision/models/pfill_meta.json,85,board|area|market|limit_type|prior_board,80,symbol|board|area|market|market_regime|limit_type|prior_board,85,13,sample_weight|is_cold_start|feature_coverage_score|prior_prob_prior|prior_strength_score|prior_theme_boost|prior_board|open_times_t1__is_missing,25,trade_date|verify_date|ts_code|name|prob|StrengthScore|ThemeBoost|run_id,5,board|area|market|limit_type|prior_board,85,rank:int64|sample_weight:float64|is_cold_start:float64|feature_coverage_score:float64|symbol:int64|board:float64|area:float64|market:float64,model:lgbm,,0.034182860879828296,0.011063491485913762,0.011063491485913762,0.011063491485913762,0.011063491485913762,True,lgbm,/home/runner/work/top10-decision/top10-decision/models/eret_lgbm.joblib,meta_feature_contract,/home/runner/work/top10-decision/top10-decision/models/eret_meta.json,89,board|area|market|limit_type|prior_board,84,,89,17,close_t2.1|sample_weight|is_cold_start|feature_coverage_score|open_t1|high_t1|low_t1|close_t1,49,trade_date|verify_date|ts_code|name|prob|StrengthScore|ThemeBoost|run_id,5,board|area|market|limit_type|prior_board,89,rank:float64|close_t2.1:float64|sample_weight:float64|is_cold_start:float64|feature_coverage_score:float64|open_t1:float64|high_t1:float64|low_t1:float64,model:lgbm,,RISK_ON,0.0008,0.0,0.0021093073825901856,pred_plus_fs,,,,,1,2026-03-09 06:48:34+0800
20260306,20260309,2,601567.SH,三星医疗,0.8984885630280268,80.432432,1.0,电气设备,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,20260309,0.8984885630280268,,601567,电气设备,浙江,主板,20110615,29.41,29.41,29.41,29.41,9.985,2.6772872098315887,9.985,0.0,0.0,9.985,106859.49,314273.76,0.7605,1.5992,0.57,3.177166302398265e-05,,,,,,,,4132720.8454,,,,282646.74,52540.86,131754.09,150892.65,,11.0,1.0,1.0,1.0,11.0,0.0,,,,,,0.0,,,,,,,,U,0.0,331396320.0,331396320.0,92503.0,92503.0,,,,,,29.41,24.07,1.0,1.0,11.0,0.0,1.0,0.0,2.642601645250412,20260306,20260309,,RISK_ON,,0.18810433999999995,0.98,0.98,0.98,True,lgbm,/home/runner/work/top10-decision/top10-decision/models/pfill_lgbm.joblib,meta_feature_contract,/home/runner/work/top10-decision/top10-decision/models/pfill_meta.json,85,board|area|market|limit_type|prior_board,80,symbol|board|area|market|market_regime|limit_type|prior_board,85,13,sample_weight|is_cold_start|feature_coverage_score|prior_prob_prior|prior_strength_score|prior_theme_boost|prior_board|open_times_t1__is_missing,25,trade_date|verify_date|ts_code|name|prob|StrengthScore|ThemeBoost|run_id,5,board|area|market|limit_type|prior_board,85,rank:int64|sample_weight:float64|is_cold_start:float64|feature_coverage_score:float64|symbol:int64|board:float64|area:float64|market:float64,model:lgbm,,0.03395465689084081,0.01975177752053483,0.01975177752053483,0.01975177752053483,0.01975177752053483,True,lgbm,/home/runner/work/top10-decision/top10-decision/models/eret_lgbm.joblib,meta_feature_contract,/home/runner/work/top10-decision/top10-decision/models/eret_meta.json,89,board|area|market|limit_type|prior_board,84,,89,17,close_t2.1|sample_weight|is_cold_start|feature_coverage_score|open_t1|high_t1|low_t1|close_t1,49,trade_date|verify_date|ts_code|name|prob|StrengthScore|ThemeBoost|run_id,5,board|area|market|limit_type|prior_board,89,rank:float64|close_t2.1:float64|sample_weight:float64|is_cold_start:float64|feature_coverage_score:float64|open_t1:float64|high_t1:float64|low_t1:float64,model:lgbm,,RISK_ON,0.0008,0.0,0.018556741970124132,pred_plus_fs,,,,,1,2026-03-09 06:48:34+0800
20260306,20260309,3,002498.SZ,汉缆股份,0.8874957374936209,44.405405,1.0,电气设备,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,20260309,0.8874957374936209,,2498,电气设备,山东,主板,20101109,9.54,9.83,9.39,9.83,9.9553,0.8972825938130403,9.9553,0.4903694811800604,0.3231980671414048,9.632101932858594,3317813.59,3225933.04,9.973,29.826,1.39,3.086021897094305e-06,,,,,,,,3270240.468,,,,282646.74,52540.86,131754.09,150892.65,,11.0,1.0,1.0,1.0,11.0,0.0,2212809.71,0.07,24.56,32702404680.0,24.56,0.0,,,,,,,,U,5.0,188207372.0,188207372.0,93318.0,95848.0,,,,,,9.83,8.05,1.0,1.0,11.0,0.0,1.0,0.0,1.6396339099222836,20260306,20260309,,RISK_ON,,0.605761314,0.98,0.98,0.98,True,lgbm,/home/runner/work/top10-decision/top10-decision/models/pfill_lgbm.joblib,meta_feature_contract,/home/runner/work/top10-decision/top10-decision/models/pfill_meta.json,85,board|area|market|limit_type|prior_board,80,symbol|board|area|market|market_regime|limit_type|prior_board,85,13,sample_weight|is_cold_start|feature_coverage_score|prior_prob_prior|prior_strength_score|prior_theme_boost|prior_board|open_times_t1__is_missing,25,trade_date|verify_date|ts_code|name|prob|StrengthScore|ThemeBoost|run_id,5,board|area|market|limit_type|prior_board,85,rank:int64|sample_weight:float64|is_cold_start:float64|feature_coverage_score:float64|symbol:int64|board:float64|area:float64|market:float64,model:lgbm,,0.03362487212480863,-0.022063519488913233,-0.022063519488913233,-0.022063519488913233,-0.022063519488913233,True,lgbm,/home/runner/work/top10-decision/top10-decision/models/eret_lgbm.joblib,meta_feature_contract,/home/runner/work/top10-decision/top10-decision/models/eret_meta.json,89,board|area|market|limit_type|prior_board,84,,89,17,close_t2.1|sample_weight|is_cold_start|feature_coverage_score|open_t1|high_t1|low_t1|close_t1,49,trade_date|verify_date|ts_code|name|prob|StrengthScore|ThemeBoost|run_id,5,board|area|market|limit_type|prior_board,89,rank:float64|close_t2.1:float64|sample_weight:float64|is_cold_start:float64|feature_coverage_score:float64|open_t1:float64|high_t1:float64|low_t1:float64,model:lgbm,,RISK_ON,0.0008,0.0,-0.022422249099134966,pred_plus_fs,,,,,1,2026-03-09 06:48:34+0800
20260306,20260309,4,000818.SZ,航锦科技,0.8676113526658763,58.297297,0.7946272018253463,化工原料,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,20260309,0.8676113526658763,,818,化工原料,辽宁,主板,19971017,21.47,23.76,21.4,23.76,10.0,2.16,10.0,1.092592592592594,1.0601851851851865,8.939814814814813,432672.23,975397.6,6.5735,9.0163,1.15,1.0252229449816158e-05,,,,,,,,1568160.0927,,,,282646.74,52540.86,131754.09,150892.65,,10.0,2.0,1.0,2.0,10.0,0.0,,,,,,0.0,,,,,,,,U,0.0,213042495.0,213042495.0,143342.0,143342.0,,,,,,23.76,19.44,1.0,2.0,10.0,0.0,1.0,0.0,2.5023891455561507,20260306,20260309,,RISK_ON,,0.27634625249999994,0.98,0.98,0.98,True,lgbm,/home/runner/work/top10-decision/top10-decision/models/pfill_lgbm.joblib,meta_feature_contract,/home/runner/work/top10-decision/top10-decision/models/pfill_meta.json,85,board|area|market|limit_type|prior_board,80,symbol|board|area|market|market_regime|limit_type|prior_board,85,13,sample_weight|is_cold_start|feature_coverage_score|prior_prob_prior|prior_strength_score|prior_theme_boost|prior_board|open_times_t1__is_missing,25,trade_date|verify_date|ts_code|name|prob|StrengthScore|ThemeBoost|run_id,5,board|area|market|limit_type|prior_board,85,rank:int64|sample_weight:float64|is_cold_start:float64|feature_coverage_score:float64|symbol:int64|board:float64|area:float64|market:float64,model:lgbm,,0.03241222218545233,-0.05795795519975614,-0.05795795519975614,-0.05795795519975614,-0.05795795519975614,True,lgbm,/home/runner/work/top10-decision/top10-decision/models/eret_lgbm.joblib,meta_feature_contract,/home/runner/work/top10-decision/top10-decision/models/eret_meta.json,89,board|area|market|limit_type|prior_board,84,,89,17,close_t2.1|sample_weight|is_cold_start|feature_coverage_score|open_t1|high_t1|low_t1|close_t1,49,trade_date|verify_date|ts_code|name|prob|StrengthScore|ThemeBoost|run_id,5,board|area|market|limit_type|prior_board,89,rank:float64|close_t2.1:float64|sample_weight:float64|is_cold_start:float64|feature_coverage_score:float64|open_t1:float64|high_t1:float64|low_t1:float64,model:lgbm,,RISK_ON,0.0008,0.0,-0.05759879609576102,pred_plus_fs,,,,,1,2026-03-09 06:48:34+0800
20260306,20260309,5,002165.SZ,红 宝 丽,0.8592971684072063,55.27027,0.7946272018253463,化工原料,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,20260309,0.8592971684072063,,2165,化工原料,江苏,主板,20070913,11.03,12.21,10.96,12.21,10.0,1.11,10.0,1.126126126126126,1.0630630630630644,8.936936936936936,837476.04,991693.842,11.5096,14.3726,0.72,1.0083757281211392e-05,,,,,,,,897764.471,,,,282646.74,52540.86,131754.09,150892.65,,10.0,2.0,1.0,2.0,10.0,0.0,,,,,,0.0,,,,,,,,U,0.0,247343659.0,247343659.0,94951.0,94951.0,,,,,,12.21,9.99,1.0,2.0,10.0,0.0,1.0,0.0,2.54302536451116,20260306,20260309,,RISK_ON,,0.28387617049999997,0.98,0.98,0.98,True,lgbm,/home/runner/work/top10-decision/top10-decision/models/pfill_lgbm.joblib,meta_feature_contract,/home/runner/work/top10-decision/top10-decision/models/pfill_meta.json,85,board|area|market|limit_type|prior_board,80,symbol|board|area|market|market_regime|limit_type|prior_board,85,13,sample_weight|is_cold_start|feature_coverage_score|prior_prob_prior|prior_strength_score|prior_theme_boost|prior_board|open_times_t1__is_missing,25,trade_date|verify_date|ts_code|name|prob|StrengthScore|ThemeBoost|run_id,5,board|area|market|limit_type|prior_board,85,rank:int64|sample_weight:float64|is_cold_start:float64|feature_coverage_score:float64|symbol:int64|board:float64|area:float64|market:float64,model:lgbm,,0.03216279665769223,-0.050419467885952904,-0.050419467885952904,-0.050419467885952904,-0.050419467885952904,True,lgbm,/home/runner/work/top10-decision/top10-decision/models/eret_lgbm.joblib,meta_feature_contract,/home/runner/work/top10-decision/top10-decision/models/eret_meta.json,89,board|area|market|limit_type|prior_board,84,,89,17,close_t2.1|sample_weight|is_cold_start|feature_coverage_score|open_t1|high_t1|low_t1|close_t1,49,trade_date|verify_date|ts_code|name|prob|StrengthScore|ThemeBoost|run_id,5,board|area|market|limit_type|prior_board,89,rank:float64|close_t2.1:float64|sample_weight:float64|is_cold_start:float64|feature_coverage_score:float64|open_t1:float64|high_t1:float64|low_t1:float64,model:lgbm,,RISK_ON,0.0008,0.0,-0.050211078528233845,pred_plus_fs,,,,,1,2026-03-09 06:48:34+0800
20260306,20260309,6,002506.SZ,协鑫集成,0.8545828726753036,30.972973,1.0,电气设备,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,20260309,0.8545828726753036,,2506,电气设备,上海,主板,20101118,5.07,5.56,5.0,5.56,10.099,0.5009460311739796,10.099,1.1178848920863302,0.9781492805755384,9.12085071942446,10919285.26,5816783.207,18.6832,26.3989,0.94,1.7361829795971629e-06,,,,,,,,3252775.9334,,,,282646.74,52540.86,131754.09,150892.65,,11.0,1.0,1.0,1.0,11.0,0.0,694913324.89,11.95,30.54,32495037900.12,30.54,0.0,,,,,,,,U,0.0,469169051.0,469169051.0,100830.0,100830.0,,,,,,5.56,4.55,1.0,1.0,11.0,0.0,1.0,0.0,2.80581951339464,20260306,20260309,,RISK_ON,,0.20883147449999998,0.98,0.98,0.98,True,lgbm,/home/runner/work/top10-decision/top10-decision/models/pfill_lgbm.joblib,meta_feature_contract,/home/runner/work/top10-decision/top10-decision/models/pfill_meta.json,85,board|area|market|limit_type|prior_board,80,symbol|board|area|market|market_regime|limit_type|prior_board,85,13,sample_weight|is_cold_start|feature_coverage_score|prior_prob_prior|prior_strength_score|prior_theme_boost|prior_board|open_times_t1__is_missing,25,trade_date|verify_date|ts_code|name|prob|StrengthScore|ThemeBoost|run_id,5,board|area|market|limit_type|prior_board,85,rank:int64|sample_weight:float64|is_cold_start:float64|feature_coverage_score:float64|symbol:int64|board:float64|area:float64|market:float64,model:lgbm,,0.032637486180259107,-0.0019639432584724085,-0.0019639432584724085,-0.0019639432584724085,-0.0019639432584724085,True,lgbm,/home/runner/work/top10-decision/top10-decision/models/eret_lgbm.joblib,meta_feature_contract,/home/runner/work/top10-decision/top10-decision/models/eret_meta.json,89,board|area|market|limit_type|prior_board,84,,89,17,close_t2.1|sample_weight|is_cold_start|feature_coverage_score|open_t1|high_t1|low_t1|close_t1,49,trade_date|verify_date|ts_code|name|prob|StrengthScore|ThemeBoost|run_id,5,board|area|market|limit_type|prior_board,89,rank:float64|close_t2.1:float64|sample_weight:float64|is_cold_start:float64|feature_coverage_score:float64|open_t1:float64|high_t1:float64|low_t1:float64,model:lgbm,,RISK_ON,0.0008,0.0,-0.0027246643933029604,pred_plus_fs,,,,,1,2026-03-09 06:48:34+0800
20260306,20260309,7,605399.SH,晨光新材,0.8471104218651194,70.054054,0.7946272018253463,化工原料,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,20260309,0.8471104218651194,,605399,化工原料,江西,主板,20200804,15.0,16.64,14.95,16.64,9.9802,1.5154550918926797,9.9802,1.1151765625000007,1.0821831730769234,8.898016826923076,136487.75,218020.126,4.3812,11.9623,1.91,4.57765078073572e-05,,,,,,,,519509.6658,,,,282646.74,52540.86,131754.09,150892.65,,10.0,2.0,1.0,2.0,10.0,0.0,,,,,,0.0,,,,,,,,U,0.0,170970176.0,170970176.0,143051.0,143051.0,,,,,,16.64,13.62,1.0,2.0,10.0,0.0,1.0,0.0,2.452546523106691,20260306,20260309,,RISK_ON,,0.28642091199999997,0.98,0.98,0.98,True,lgbm,/home/runner/work/top10-decision/top10-decision/models/pfill_lgbm.joblib,meta_feature_contract,/home/runner/work/top10-decision/top10-decision/models/pfill_meta.json,85,board|area|market|limit_type|prior_board,80,symbol|board|area|market|market_regime|limit_type|prior_board,85,13,sample_weight|is_cold_start|feature_coverage_score|prior_prob_prior|prior_strength_score|prior_theme_boost|prior_board|open_times_t1__is_missing,25,trade_date|verify_date|ts_code|name|prob|StrengthScore|ThemeBoost|run_id,5,board|area|market|limit_type|prior_board,85,rank:int64|sample_weight:float64|is_cold_start:float64|feature_coverage_score:float64|symbol:int64|board:float64|area:float64|market:float64,model:lgbm,,0.03179719426142962,-0.04454860989670667,-0.04454860989670667,-0.04454860989670667,-0.04454860989670667,True,lgbm,/home/runner/work/top10-decision/top10-decision/models/eret_lgbm.joblib,meta_feature_contract,/home/runner/work/top10-decision/top10-decision/models/eret_meta.json,89,board|area|market|limit_type|prior_board,84,,89,17,close_t2.1|sample_weight|is_cold_start|feature_coverage_score|open_t1|high_t1|low_t1|close_t1,49,trade_date|verify_date|ts_code|name|prob|StrengthScore|ThemeBoost|run_id,5,board|area|market|limit_type|prior_board,89,rank:float64|close_t2.1:float64|sample_weight:float64|is_cold_start:float64|feature_coverage_score:float64|open_t1:float64|high_t1:float64|low_t1:float64,model:lgbm,,RISK_ON,0.0008,0.0,-0.04445763769877254,pred_plus_fs,,,,,1,2026-03-09 06:48:34+0800
20260306,20260309,8,603285.SH,键邦股份,0.8341828654542849,80.432432,0.7946272018253463,化工原料,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,20260309,0.8341828654542849,,603285,化工原料,山东,主板,20240705,35.2,37.76,34.76,37.76,9.9913,3.4354443969321187,9.9913,0.8732494703389831,0.7451728813559308,9.24612711864407,35431.95,130538.982,5.6876,5.6876,1.05,7.653882270967917e-05,,,,,,,,604160.0,,,,282646.74,52540.86,131754.09,150892.65,,10.0,2.0,1.0,2.0,10.0,0.0,,,,,,0.0,,,,,,,,U,0.0,159870780.0,159870780.0,104249.0,104249.0,,,,,,37.76,30.9,1.0,2.0,10.0,0.0,1.0,0.0,2.4393971884041035,20260306,20260309,,RISK_ON,,0.29850261,0.98,0.98,0.98,True,lgbm,/home/runner/work/top10-decision/top10-decision/models/pfill_lgbm.joblib,meta_feature_contract,/home/runner/work/top10-decision/top10-decision/models/pfill_meta.json,85,board|area|market|limit_type|prior_board,80,symbol|board|area|market|market_regime|limit_type|prior_board,85,13,sample_weight|is_cold_start|feature_coverage_score|prior_prob_prior|prior_strength_score|prior_theme_boost|prior_board|open_times_t1__is_missing,25,trade_date|verify_date|ts_code|name|prob|StrengthScore|ThemeBoost|run_id,5,board|area|market|limit_type|prior_board,85,rank:int64|sample_weight:float64|is_cold_start:float64|feature_coverage_score:float64|symbol:int64|board:float64|area:float64|market:float64,model:lgbm,,0.03140936756910459,-0.04388585268431158,-0.04388585268431158,-0.04388585268431158,-0.04388585268431158,True,lgbm,/home/runner/work/top10-decision/top10-decision/models/eret_lgbm.joblib,meta_feature_contract,/home/runner/work/top10-decision/top10-decision/models/eret_meta.json,89,board|area|market|limit_type|prior_board,84,,89,17,close_t2.1|sample_weight|is_cold_start|feature_coverage_score|open_t1|high_t1|low_t1|close_t1,49,trade_date|verify_date|ts_code|name|prob|StrengthScore|ThemeBoost|run_id,5,board|area|market|limit_type|prior_board,89,rank:float64|close_t2.1:float64|sample_weight:float64|is_cold_start:float64|feature_coverage_score:float64|open_t1:float64|high_t1:float64|low_t1:float64,model:lgbm,,RISK_ON,0.0008,0.0,-0.043808135630625356,pred_plus_fs,,,,,1,2026-03-09 06:48:34+0800
20260306,20260309,9,301205.SZ,联特科技,0.7350084300948254,26.243243,0.1869133379015616,通信设备,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,20260309,0.7350084300948254,,301205,通信设备,湖北,创业板,20220913,197.97,237.72,193.33,237.72,20.0,11.32,20.0,3.92137809187279,3.5114840989399294,16.488515901060072,175223.14,3824469.173,25.7839,30.5194,2.07,5.229483908824803e-06,,,,,,,,3084274.368,,,,282646.74,52540.86,131754.09,150892.65,,3.0,8.0,1.0,8.0,3.0,0.0,190090614.57,4.97,28.33,16155042321.6,28.33,0.0,,,,,,,,U,2.0,379409677.0,379409677.0,103254.0,103530.0,,,,,,237.72,158.48,1.0,8.0,3.0,0.0,1.0,0.0,2.0328158846607813,20260306,20260309,,RISK_ON,,0.3802951615,0.98,0.98,0.98,True,lgbm,/home/runner/work/top10-decision/top10-decision/models/pfill_lgbm.joblib,meta_feature_contract,/home/runner/work/top10-decision/top10-decision/models/pfill_meta.json,85,board|area|market|limit_type|prior_board,80,symbol|board|area|market|market_regime|limit_type|prior_board,85,13,sample_weight|is_cold_start|feature_coverage_score|prior_prob_prior|prior_strength_score|prior_theme_boost|prior_board|open_times_t1__is_missing,25,trade_date|verify_date|ts_code|name|prob|StrengthScore|ThemeBoost|run_id,5,board|area|market|limit_type|prior_board,85,rank:int64|sample_weight:float64|is_cold_start:float64|feature_coverage_score:float64|symbol:int64|board:float64|area:float64|market:float64,model:lgbm,,0.026610992916549444,-0.012765551191880716,-0.012765551191880716,-0.012765551191880716,-0.012765551191880716,True,lgbm,/home/runner/work/top10-decision/top10-decision/models/eret_lgbm.joblib,meta_feature_contract,/home/runner/work/top10-decision/top10-decision/models/eret_meta.json,89,board|area|market|limit_type|prior_board,84,,89,17,close_t2.1|sample_weight|is_cold_start|feature_coverage_score|open_t1|high_t1|low_t1|close_t1,49,trade_date|verify_date|ts_code|name|prob|StrengthScore|ThemeBoost|run_id,5,board|area|market|limit_type|prior_board,89,rank:float64|close_t2.1:float64|sample_weight:float64|is_cold_start:float64|feature_coverage_score:float64|open_t1:float64|high_t1:float64|low_t1:float64,model:lgbm,,RISK_ON,0.0008,0.0,-0.013310240168043101,pred_plus_fs,,,,,1,2026-03-09 06:48:34+0800
20260306,20260309,10,002261.SZ,拓维信息,0.5688313449874632,41.405405,0.7030854212758787,软件服务,22762381769,1,2f36b08425a7c62f62afaea29043ce299cc3fa7d,2026-03-06T11:55:51Z,20260309,0.5688313449874632,,2261,软件服务,湖南,主板,20080723,34.88,39.05,34.59,39.05,10.0,3.55,10.0,1.2563380281690124,1.174647887323942,8.825352112676057,2041674.42,7488579.384,17.8211,19.861,1.02,1.335366761466917e-06,,,,,,,,4919641.906,,,,282646.74,52540.86,131754.09,150892.65,,4.0,3.0,1.0,3.0,4.0,0.0,902115067.97,12.05,21.35,44737721573.05,21.35,0.0,,,,,,,,U,0.0,844103238.0,844103238.0,145003.0,145003.0,,,,,,39.05,31.95,1.0,3.0,4.0,0.0,1.0,0.0,3.25,20260306,20260309,,RISK_ON,,0.18910549999999998,0.98,0.98,0.98,True,lgbm,/home/runner/work/top10-decision/top10-decision/models/pfill_lgbm.joblib,meta_feature_contract,/home/runner/work/top10-decision/top10-decision/models/pfill_meta.json,85,board|area|market|limit_type|prior_board,80,symbol|board|area|market|market_regime|limit_type|prior_board,85,13,sample_weight|is_cold_start|feature_coverage_score|prior_prob_prior|prior_strength_score|prior_theme_boost|prior_board|open_times_t1__is_missing,25,trade_date|verify_date|ts_code|name|prob|StrengthScore|ThemeBoost|run_id,5,board|area|market|limit_type|prior_board,85,rank:int64|sample_weight:float64|is_cold_start:float64|feature_coverage_score:float64|symbol:int64|board:float64|area:float64|market:float64,model:lgbm,,0.023174196613451534,-0.06105217995869298,-0.06105217995869298,-0.06105217995869298,-0.06105217995869298,True,lgbm,/home/runner/work/top10-decision/top10-decision/models/eret_lgbm.joblib,meta_feature_contract,/home/runner/work/top10-decision/top10-decision/models/eret_meta.json,89,board|area|market|limit_type|prior_board,84,,89,17,close_t2.1|sample_weight|is_cold_start|feature_coverage_score|open_t1|high_t1|low_t1|close_t1,49,trade_date|verify_date|ts_code|name|prob|StrengthScore|ThemeBoost|run_id,5,board|area|market|limit_type|prior_board,89,rank:float64|close_t2.1:float64|sample_weight:float64|is_cold_start:float64|feature_coverage_score:float64|open_t1:float64|high_t1:float64|low_t1:float64,model:lgbm,,RISK_ON,0.0008,0.0,-0.06063113635951912,pred_plus_fs,,,,,1,2026-03-09 06:48:34+0800
